Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
10 U.S.C. § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",2,DLA,765
10 U.S.C. § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",10,EUCOM,765
10 U.S.C. § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",251,NAVY,765
10 U.S.C. § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",7,OSD/JS,765
10 U.S.C. § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",14,SOCOM,765
10 U.S.C. § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",90,SOUTHCOM,765
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",6,AF,33
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",3,ARMY,33
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",1,CENTCOM,33
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",2,DIA,33
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",1,DTRA,33
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",3,EUCOM,33
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",3,NORTHCOM,33
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",13,OSD/JS,33
10 U.S.C. § 130c,Certain sensitive information of foreign governments and international organizations,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",1,PACOM,33
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",6,AF,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",19,CENTCOM,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",598,DIA,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",5,DoD IG,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",3,NAVY,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",6,NGA,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",107,NRO,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",7,NSA,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",11,OSD/JS,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",2,PACOM,766
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",2,TRANSCOM,766
10 U.S.C. § 455,"Maps, charts, and geodetic data",No,10,ARMY,26
10 U.S.C. § 455,"Maps, charts, and geodetic data",No,2,CENTCOM,26
10 U.S.C. § 455,"Maps, charts, and geodetic data",No,3,DIA,26
10 U.S.C. § 455,"Maps, charts, and geodetic data",No,9,NAVY,26
10 U.S.C. § 455,"Maps, charts, and geodetic data",No,2,NGA,26
10 U.S.C. § 612a(a),Proceedings from Selection and Special Selection Boards for Active Duty Officers and Warrant Officers,No,1,AF,1
10 U.S.C. § 1102,Medical quality assurance records,"Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep?t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).",1,AF,8
10 U.S.C. § 1102,Medical quality assurance records,"Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep?t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).",4,ARMY,8
10 U.S.C. § 1102,Medical quality assurance records,"Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep?t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).",1,CENTCOM,8
10 U.S.C. § 1102,Medical quality assurance records,"Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep?t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).",2,NAVY,8
10 U.S.C. § 1506 (d) & (f),Records pertaining to the debriefing of a missing person returned to U.S. control,No,1,DIA,2
10 U.S.C. § 1506 (d) & (f),Records pertaining to the debriefing of a missing person returned to U.S. control,No,1,OSD/JS,2
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",39,AF,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",78,ARMY,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",2,DIA,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",9,DISA,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",18,DLA,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",1,DoDEA,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",2,DTRA,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",22,NAVY,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",2,NGB,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",2,NSA,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",5,OSD/JS,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",1,SOCOM,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",11,TRANSCOM,198
10 U.S.C. § 2305 (g),DoD Contractor proposals,"Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).",6,TRICARE,198
10 U.S.C. § 2371 (i),"Proposals, business plans, or technical information submitted to the DoD as part of a process resulting in awards other than contracts and grants",No,1,OSD/JS,1
10 U.S.C. § 2485(h),Limitations on Release of cCommissary Commercially Valuable Information,No,1,DeCA,1
10 U.S.C. § 2640 (h),Safety-Related Information Voluntarily Provided by an Air Carrier,No,9,DIA,9
5 U.S.C. app. § 107(a),Financial disclosure information pertaining to certain government employees,"Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010).",2,AF,2
15 U.S.C. § 3710a(c)(7),Confidential Commercial or Financial Information obtained in Cooperative Research and Development Agreements,"Pub. Citizen Health Research Group v. NIH, 209 F. Supp. 2d 37, 43, 51 (D.D.C. 2002); DeLorme Pub. Co., Inc. v. NOAA, 917 F. Supp. 867, 871-72 (D. Me. 1996), appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).",1,AF,1
16 U.S.C. § 470w-3,National historic preservation information,"Hornbostel v. U.S. Dep?t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.D.Cir Aug. 25, 2004).",38,ARMY,39
16 U.S.C. § 470w-3,National historic preservation information,"Hornbostel v. U.S. Dep?t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.D.Cir Aug. 25, 2004).",1,NAVY,39
18 U.S.C. § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States or any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",3,CENTCOM,1044
18 U.S.C. § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States or any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",8,DIA,1044
18 U.S.C. § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States or any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",1032,NSA,1044
18 U.S.C. § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States or any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",1,OSD/JS,1044
18 U.S.C. § 3509(d),Certain records containing identifying information pertaining to children involved in criminal proceedings,"Tampico v. EOUSA, No. 04-2285, slip op. at 8 (D.D.C. Apr. 29, 2005).",12,AF,12
22 U.S.C. § 2778(e),Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dept. of State, No 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C Nov. 23, 1998).",1,AF,3
