Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
50 U.S.C. Section § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ?the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency?","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541F. 3d 205 (3d Cir. 2008).",6,USSS,41
18 U.S.C. § 3509(d) (Federal Victims'Protection and Rights Act),Information related to child pornography victims,"Tampico v. EOUSA, No. 04¬2285, slip op. at 8 (D.D.C. Apr. 29, 2005).",31,ICE,31
31 U.S.C. § 5319 (Bank Secrecy Act),Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports,"Hulsten v. DEA No.10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).",1,ICE,2
31 U.S.C. § 5319 (Bank Secrecy Act),Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports,"Hulsten v. DEA No.10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).",1,USSS,2
"15 U.S.C. §§ 46(f), 57b-2(Federal Trade Commission Act)","""[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential"" and certain investigative materials received by the FTC and ""provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process.""","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Carter, Fullerton & Hayes, LLC v. FTC, 637 F. Supp. 2d 1, 9 (D.D.C. 2009) (15 U.S.C. § 57b-2); National Educ. Ass'n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2); Doherty v. FTC, No. 80-0513, 1981 WL 2094, at *3 (D.D.C. June 24, 1981) (15 U.S.C. § 46(f)).",1,ICE,1
18 U.S.C. Sec 2722(a),Prohibits the disclosure of personal information from a motor vehicle record.,,3,OIG,3
6 U.S.C. § 133(a)(1),"Critical infrastructureinformation (including theidentity of the submitting personor entity) that is voluntarilysubmitted to a covered Federalagency for use by that agencyregarding the security of critical infrastructure and protected systems, analysis, warning,interdependency study, recovery,reconstitution, or otherinformational purpose, whenaccompanied by an expressstatement specified in paragraph2",,1,NPPD,2
6 U.S.C. § 133(a)(1),"Critical infrastructureinformation (including theidentity of the submitting personor entity) that is voluntarilysubmitted to a covered Federalagency for use by that agencyregarding the security of critical infrastructure and protected systems, analysis, warning,interdependency study, recovery,reconstitution, or otherinformational purpose, whenaccompanied by an expressstatement specified in paragraph2",,1,PRIV,2
42 U.S.C. § 2162(Atomic Energy Act),Life threatening controlled chemical agents,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",1,S&T,1
50 U.S.C. app. § 2411(c)(Export Administration Act of 1979),Information pertaining to license applications under the Export Administration Act,"Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001); Lessner v. U.S. Dep't of Commerce, 827 F.2d 1333, 1336-37 (9th Cir. 1987).",1,S&T,1
10 U.S.C. §  424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Ageny","Physicians for Human Rights v. DOD No RD8-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr 19, 2011); Miller v DOJ, 562 F. Supp 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v Def Intelligence Agency, 330 F. Supp 2d 592, 602 (E.D. Va 2004).",2,USCG,4
10 U.S.C. §  424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Ageny","Physicians for Human Rights v. DOD No RD8-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr 19, 2011); Miller v DOJ, 562 F. Supp 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v Def Intelligence Agency, 330 F. Supp 2d 592, 602 (E.D. Va 2004).",1,USCIS,4
10 U.S.C. §  424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Ageny","Physicians for Human Rights v. DOD No RD8-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr 19, 2011); Miller v DOJ, 562 F. Supp 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v Def Intelligence Agency, 330 F. Supp 2d 592, 602 (E.D. Va 2004).",1,USSS,4
19 U.S.C. § 130b,"Personnel in overseas, sensitive, or routinely deployable units; nondisclosure of personally identifying information","Hiken v. DOD 521 F. Supp 2n 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp 2d 317, 325 (E.D.N.Y. 2006); Widel v. United States No. A02=306, 2005 WL 846206, at *2 (D. Alaska Apr 11, 2005).",2,USCG,2
Federal Rule of Criminal Procedure 6 (e) Grand Jury,,"Rugiero v. Dept of Justice, 257 F.3d 534 (6th Cir. 2001); Iglesias v. CIA, 525 F.Supp.547 (D.D.C. 1981).",2,USCIS,3
Federal Rule of Criminal Procedure 6 (e) Grand Jury,,"Rugiero v. Dept of Justice, 257 F.3d 534 (6th Cir. 2001); Iglesias v. CIA, 525 F.Supp.547 (D.D.C. 1981).",1,USSS,3
8 U.S.C. § 1202(f) (Immigration and Nationality Act),Certain records pertaining to issuance or refusal of visas to enter the United States,"Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Beltranena v. U.S. Dep't of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983); Holy Spirit Ass'n for Unification of World Christianity, Inc. v. U.S. Dep't of State, 526 F. Supp. 1022, 1031 (S.D.N.Y. 1981).",1,USCIS,1
18 U.S.C. § 1961,,,1,USCIS,1
26 U.S.C. § 6103,Certain tax return information and certain tax concention information,"Church of Scientology v. IRS, 484 U.S. 9 (1987); Long v. IRS, 891 F.2d 222 (9th Cir. 1989)",1769,USCIS,1769
44 U.S.C. § 3541,,,1,USCIS,1
18 U.S.C § 1461,Mailing obscene or crime-inciting matter,,1,USSS,1
