Agency,Average Number of Days,Component,Highest Number of Days,Lowest Number of Days,Median Number of Days,Year
FRTIB,35.0,FRTIB,35.0,35.0,35.0,2013
FTC,16.15,FTC,20.0,1.0,19.5,2013
GSA,88.65,GSA,238.0,10.0,69.0,2013
HHS,189.0,CMS,750.0,6.0,105.0,2013
HHS,510.0,OS,1670.0,,178.0,2013
HUD,33.54,HQ,158.0,12.0,20.0,2013
HUD,36.0,OIG,36.0,36.0,36.0,2013
HUD,36.0,R01,36.0,36.0,36.0,2013
HUD,0.0,R02,0.0,0.0,0.0,2013
HUD,21.0,R03,24.0,18.0,21.0,2013
HUD,17.0,R04,22.0,9.0,19.0,2013
HUD,18.0,R05,24.0,13.0,17.0,2013
HUD,14.0,R06,30.0,4.0,8.0,2013
HUD,19.0,R07,19.0,19.0,19.0,2013
HUD,20.0,R08,20.0,20.0,20.0,2013
HUD,25.0,R09,27.0,24.0,24.0,2013
HUD,9.0,R0X,9.0,9.0,9.0,2013
IAF,0.0,IAF,0.0,0.0,0.0,2013
IMLS,18.0,IMLS,18.0,18.0,18.0,2013
LSC,19.0,OLA,19.0,19.0,19.0,2013
LSC,0.0,OIG,0.0,0.0,0.0,2013
MCC,19.0,MCC,19.0,19.0,19.0,2013
MSPB,16.5,MSPB,34.0,1.0,17.0,2013
NARA,39.0,NARA,592.0,4.0,18.0,2013
NASA,30.07,OGC,43.0,19.0,28.0,2013
NCPC,0.0,NCPC,0.0,0.0,0.0,2013
NCUA,20.2,NCUA,23.0,19.0,20.0,2013
NEA,1.0,NEA,1.0,1.0,1.0,2013
NEH,0.0,NEH,0.0,0.0,0.0,2013
NIGC,27.0,NIGC,43.0,18.0,20.0,2013
NLRB,24.0,NLRB,57.0,2.0,18.0,2013
NMB,0.0,NMB,0.0,0.0,0.0,2013
NRPC,43.5,NRPC,48.0,39.0,43.5,2013
NSF,24.0,OGC,29.0,19.0,19.0,2013
NSF,17.0,OIG,18.0,17.0,17.0,2013
NTSB,37.34,NTSB,51.0,7.0,38.0,2013
ODNI,70.91,ODNI,386.0,0.0,70.0,2013
OGE,11.0,OGE,13.0,9.0,11.0,2013
OMB,75.0,OMB,148.0,44.0,54.0,2013
ONDCP,0.0,ONDCP,0.0,0.0,0.0,2013
ONHIR,0.0,ONHIR,0.0,0.0,0.0,2013
OPIC,20.0,OPIC,20.0,20.0,20.0,2013
OPM,72.0,OPM,201.0,1.0,68.0,2013
OSC,144.1,OSC,358.0,4.0,116.0,2013
OSHRC,0.0,OSHRC,0.0,0.0,0.0,2013
OSTP,11.2,OSTP,20.0,5.0,10.0,2013
PBGC,30.0,PBGC,49.0,19.0,23.0,2013
PC,24.0,FOIA Office,48.0,3.0,23.0,2013
PC,19.0,OIG,19.0,19.0,19.0,2013
PRC,0.0,PRC,0.0,0.0,0.0,2013
RATB,19.0,RATB,19.0,19.0,19.0,2013
SBA,16.0,SBA,29.0,10.0,14.5,2013
SEC,73.99,SEC,737.0,,48.0,2013
SIGAR,19.0,SIGAR,19.0,19.0,19.0,2013
SSA,29.0,SSA,221.0,1.0,22.0,2013
SSS,0.0,SSS,0.0,0.0,0.0,2013
State,550.0,DoS,2092.0,,380.0,2013
State,25.0,OIG,42.0,12.0,16.0,2013
STB,0.0,STB,0.0,0.0,0.0,2013
Treasury,16.5,BEP,18.0,15.0,15.0,2013
Treasury,10.5,BPD,19.0,3.0,10.0,2013
Treasury,34.0,DO,101.0,1.0,24.0,2013
Treasury,18.0,FinCEN,25.0,11.0,18.0,2013
Treasury,13.0,FMS,19.0,2.0,15.0,2013
Treasury,16.0,IRS,32.0,6.0,15.0,2013
Treasury,19.8,MINT,50.0,2.0,18.0,2013
Treasury,61.0,OCC,369.0,1.0,54.0,2013
Treasury,16.3,TIGTA,18.5,9.0,17.0,2013
Treasury,,TTB,,,,2013
TVA,15.0,TVA,20.0,10.0,15.0,2013
U.S. CPSC,20.0,U.S. CPSC,20.0,20.0,20.0,2013
U.S. DOL,124.0,ADJ BDS,124.0,124.0,124.0,2013
U.S. DOL,102.0,ALJ,102.0,102.0,102.0,2013
U.S. DOL,0.0,ASP,0.0,0.0,0.0,2013
U.S. DOL,125.0,BLS,230.0,20.0,125.0,2013
U.S. DOL,0.0,CFO,0.0,0.0,0.0,2013
U.S. DOL,84.75,EBSA,245.0,10.0,42.0,2013
U.S. DOL,95.27,ETA,701.0,1.0,33.5,2013
U.S. DOL,0.0,EXEC SEC,0.0,0.0,0.0,2013
U.S. DOL,0.0,ILAB,0.0,0.0,0.0,2013
U.S. DOL,144.37,MSHA,505.0,1.0,71.5,2013
U.S. DOL,237.0,OASAM,611.0,10.0,204.0,2013
U.S. DOL,0.0,OCIA,0.0,0.0,0.0,2013
U.S. DOL,0.0,ODEP,0.0,0.0,0.0,2013
U.S. DOL,113.5,OFCCP,246.0,9.0,99.5,2013
U.S. DOL,158.0,OIG,313.0,3.0,158.0,2013
U.S. DOL,298.88,OLMS,928.0,11.0,232.0,2013
U.S. DOL,0.0,OPA,0.0,0.0,0.0,2013
U.S. DOL,0.0,OSEC,0.0,0.0,0.0,2013
U.S. DOL,145.88,OSHA,1105.0,1.0,83.0,2013
U.S. DOL,45.5,OWCP,452.0,1.0,19.0,2013
U.S. DOL,0.0,SOL,0.0,0.0,0.0,2013
U.S. DOL,216.77,VETS,765.0,1.0,9.0,2013
U.S. DOL,0.0,WB,0.0,0.0,0.0,2013
U.S. DOL,104.4,WHD,317.0,1.0,86.5,2013
US ADF,0.0,US ADF,0.0,0.0,0.0,2013
US RRB,0.0,OIG,0.0,0.0,0.0,2013
US RRB,12.5,RRB,16.0,9.0,9.0,2013
USAID,532.72,USAID,1363.0,13.0,354.0,2013
USCCR,0.0,USCCR,0.0,0.0,0.0,2013
USDA,156.0,AMS,658.0,17.0,96.5,2013
USDA,490.89,APHIS,1897.0,1.0,304.0,2013
USDA,0.0,ASCR,0.0,0.0,0.0,2013
USDA,65.0,FAS,65.0,65.0,65.0,2013
USDA,220.8,FNCS,396.0,1.0,367.0,2013
USDA,113.97,FS,695.0,1.0,104.0,2013
USDA,26.0,FSA,149.0,1.0,24.0,2013
USDA,34.67,FSIS,87.0,4.0,25.0,2013
USDA,33.0,GIPSA,33.0,33.0,33.0,2013
USDA,0.0,NAD,0.0,0.0,0.0,2013
USDA,80.5,NRCS,93.0,68.0,93.0,2013
USDA,0.0,OBPA,0.0,0.0,0.0,2013
USDA,1.0,OCFO,1.0,1.0,1.0,2013
USDA,8.0,OGC,8.0,8.0,8.0,2013
USDA,131.0,OIG,545.0,13.0,106.0,2013
USDA,51.0,OSEC/OCIO/DM,51.0,51.0,51.0,2013
USDA,0.0,RD,0.0,0.0,0.0,2013
USDA,57.5,REE,75.0,1.0,57.5,2013
USDA,0.0,RMA,0.0,0.0,0.0,2013
USIBWC,0.0,USIBWC,0.0,0.0,0.0,2013
USITC,0.0,USITC,0.0,0.0,0.0,2013
USNRC,37.0,USNRC,127.0,,24.0,2013
USPS,7.73,OIG,36.0,1.0,6.0,2013
USPS,16.26,PS & PIS,70.0,0.0,20.0,2013
USTDA,20.0,USTDA,20.0,20.0,20.0,2013
USTR,28.0,USTR,31.0,24.0,30.0,2013
VA,174.92,GC,737.0,3.0,118.0,2013
ABMC,0.0,ABMC,0.0,0.0,0.0,2014
ACUS,0.0,ACUS,0.0,0.0,0.0,2014
AFRH,0.0,AFRH,0.0,0.0,0.0,2014
BBG,23.0,BBG,56.0,18.0,18.0,2014
CEQ,0.0,CEQ,0.0,0.0,0.0,2014
CFPB,25.48,CFPB,104.0,3.0,20.0,2014
CFTC,37.67,CFTC,107.0,18.0,24.0,2014
CIA,281.3,CIA,3491.0,0.0,113.5,2014
CIGIE,95.0,CIGIE,314.0,19.0,71.0,2014
CNCS,26.0,CNCS,26.0,26.0,26.0,2014
CO,57.0,CO,57.0,57.0,57.0,2014
CPPBSD,0.0,CPPBSD,0.0,0.0,0.0,2014
CSB,61.0,CSB,77.0,36.0,69.0,2014
CSOSA,11.0,CSOSA,22.0,11.0,22.0,2014
DHS,10.01,CBP,193.0,1.0,3.0,2014
DHS,137.76,FEMA,1071.0,16.0,188.0,2014
DHS,87.33,FLETC,168.0,47.0,47.0,2014
DHS,61.81,ICE,542.0,1.0,25.0,2014
DHS,65.14,OGC,492.0,2.0,45.0,2014
DHS,324.0,OIG,888.0,11.0,360.0,2014
DHS,147.17,TSA,414.0,17.0,145.0,2014
DHS,317.14,USCG,892.0,1.0,318.5,2014
DHS,41.87,USCIS,171.0,1.0,37.68,2014
DHS,34.67,USSS,74.0,1.0,35.0,2014
DNFSB,0.0,DNFSB,0.0,0.0,0.0,2014
DOC,18.0,PTO,33.0,8.0,19.0,2014
DOC,164.0,AGC/Admin,539.0,18.0,82.0,2014
DoD,139.0,AF,441.0,15.0,131.0,2014
DoD,58.0,ARMY,315.0,3.0,18.0,2014
DoD,0.0,ASBCA,0.0,0.0,0.0,2014
DoD,15.0,DCAA,15.0,15.0,15.0,2014
DoD,109.0,DCMA,219.0,0.0,109.0,2014
DoD,10.0,DeCA,10.0,10.0,10.0,2014
DoD,0.0,DFAS,0.0,0.0,0.0,2014
DoD,34.0,DHA,46.0,270.0,30.0,2014
DoD,674.0,DIA,2769.0,1.0,339.0,2014
DoD,570.0,DISA,1351.0,7.0,339.0,2014
DoD,24.0,DLA,38.0,16.0,23.0,2014
DoD,442.0,DoD IG,1980.0,0.0,182.0,2014
DoD,0.0,DSS,0.0,0.0,0.0,2014
DoD,190.0,DTRA,190.0,190.0,190.0,2014
DoD,16.0,NAVY,107.0,1.0,16.0,2014
DoD,339.0,NGA,732.0,5.0,461.0,2014
DoD,306.0,NRO,1206.0,15.0,127.0,2014
DoD,99.0,NSA,682.0,2.0,54.0,2014
DoD,581.43,OSD/JS,3186.0,,102.0,2014
DOE,13.3,HQ,127.0,,10.0,2014
DOI,201.0,FOIA/PA Appeals,1617.0,10.0,180.0,2014
DOJ,67.72,OIP,456.0,,53.0,2014
DOJ,138.43,USPC,224.0,,153.0,2014
DOT,147.0,FAA,806.0,,37.0,2014
DOT,204.0,FHWA,716.0,3.0,114.0,2014
DOT,151.0,FMCSA,224.0,12.0,217.0,2014
DOT,48.0,FRA,48.0,48.0,48.0,2014
DOT,89.0,FTA,131.0,34.0,96.0,2014
DOT,143.5,MARAD,151.0,136.0,143.5,2014
DOT,19.0,NHTSA,42.0,3.0,20.0,2014
DOT,365.0,OIG,618.0,111.0,365.0,2014
DOT,30.0,OST,94.0,6.0,19.0,2014
DOT,45.0,PHMSA,90.0,1.0,45.0,2014
DOT,91.0,RITA,91.0,91.0,91.0,2014
DOT,0.0,SLSDC,0.0,0.0,0.0,2014
ED,0.0,OCTAE,0.0,0.0,0.0,2014
ED,0.0,OSHS,0.0,0.0,0.0,2014
ED,272.67,FSA,530.0,34.0,275.0,2014
ED,0.0,IES,0.0,0.0,0.0,2014
ED,0.0,IES-NAGB,0.0,0.0,0.0,2014
ED,301.0,M,301.0,301.0,0.0,2014
ED,0.0,OCFO,0.0,0.0,0.0,2014
ED,0.0,OCFO-CAM,0.0,0.0,0.0,2014
ED,0.0,OCIO,0.0,0.0,0.0,2014
ED,0.0,OCO,0.0,0.0,0.0,2014
ED,703.0,OCR,703.0,703.0,0.0,2014
ED,0.0,OCR-1 Boston,0.0,0.0,0.0,2014
ED,232.0,OCR-2 New York,232.0,232.0,0.0,2014
ED,682.5,OCR-3 Philadelphia,1016.0,349.0,0.0,2014
ED,1123.0,OCR-4 Atlanta,1123.0,1123.0,0.0,2014
ED,641.75,OCR-5 Chicago,990.0,166.0,705.5,2014
ED,0.0,OCR-6 Dallas,0.0,0.0,0.0,2014
ED,0.0,OCR-7 Kansas City,0.0,0.0,0.0,2014
ED,0.0,OCR-8 Denver,0.0,0.0,0.0,2014
ED,0.0,OCR-9 San Francisco,0.0,0.0,0.0,2014
ED,5.0,OCR-10 Seattle,5.0,5.0,0.0,2014
ED,0.0,OCR-12 Cleveland,0.0,0.0,0.0,2014
ED,0.0,OCR-Metro D.C.,0.0,0.0,0.0,2014
ED,0.0,ODS,0.0,0.0,0.0,2014
ED,0.0,OESE,0.0,0.0,0.0,2014
ED,0.0,OGC,0.0,0.0,0.0,2014
ED,21.77,OIG,38.0,11.0,19.0,2014
ED,0.0,OII,0.0,0.0,0.0,2014
ED,0.0,OLCA,0.0,0.0,0.0,2014
ED,0.0,OM,0.0,0.0,0.0,2014
ED,,OM-PIRMS,,,0.0,2014
ED,0.0,OPE,0.0,0.0,0.0,2014
ED,0.0,OPEPD,0.0,0.0,0.0,2014
ED,0.0,OS,0.0,0.0,0.0,2014
ED,0.0,OSERS,0.0,0.0,0.0,2014
ED,0.0,OUS,0.0,0.0,0.0,2014
EEOC,18.27,OLC/HDQ,87.0,1.0,18.0,2014
EPA,66.81,HQ,601.0,,34.0,2014
Ex-Im Bank,519.5,HQ,896.0,143.0,519.5,2014
FCA,11.0,FCA,11.0,11.0,11.0,2014
FCC,176.43,FCC,324.0,35.0,193.0,2014
FCSIC,0.0,FCSIC,0.0,0.0,0.0,2014
FDIC,18.5,FDIC,39.0,7.0,19.0,2014
FEC,108.3,FEC,163.0,20.0,142.0,2014
FERC,23.0,FERC,31.0,3.0,25.0,2014
FFIEC,32.0,FFIEC,32.0,32.0,32.0,2014
FHFA,25.07,FHFA-HQ,31.0,18.0,27.0,2014
FHFA,11.75,FHFA-OIG,16.0,8.0,11.5,2014
FLRA,14.33,OGC,21.0,8.0,14.0,2014
FMC,0.0,FMC,0.0,0.0,0.0,2014
FMCS,24.0,FMCS,24.0,24.0,24.0,2014
FMSHRC,0.0,FMSHRC,0.0,0.0,0.0,2014
FOMC,0.0,FOMC,0.0,0.0,0.0,2014
FRB,36.0,FRB,77.0,13.0,35.0,2014
FRTIB,9.5,FRTIB,10.0,9.0,9.5,2014
FTC,19.38,FTC,26.0,14.0,19.0,2014
GSA,46.39,GSA,346.0,2.0,20.0,2014
HHS,346.0,CMS,631.0,8.0,362.0,2014
HHS,589.0,OS,1574.0,,124.0,2014
HUD,61.41,HQ,339.0,9.0,41.5,2014
HUD,29.78,OIG,56.0,2.0,22.0,2014
HUD,0.0,R01,0.0,0.0,0.0,2014
HUD,41.0,R02,41.0,41.0,41.0,2014
HUD,127.5,R03,239.0,16.0,127.5,2014
HUD,34.67,R04,65.0,20.0,31.5,2014
HUD,14.33,R05,17.0,10.0,15.5,2014
HUD,4.67,R06,8.0,1.0,5.0,2014
HUD,0.0,R07,0.0,0.0,0.0,2014
HUD,23.0,R08,23.0,23.0,23.0,2014
HUD,19.0,R09,19.0,19.0,19.0,2014
HUD,22.5,R0X,30.0,15.0,22.5,2014
IAF,18.0,IAF,18.0,18.0,18.0,2014
IMLS,0.0,IMLS,0.0,0.0,0.0,2014
LSC,16.3,OLA,21.0,8.0,20.0,2014
LSC,5.0,OIG,7.0,3.0,5.0,2014
MCC,8.0,MCC,14.0,2.0,8.0,2014
MSPB,9.44,MSPB,20.0,,4.0,2014
NARA,64.27,NARA,475.0,7.0,24.0,2014
NASA,24.29,OGC,77.0,9.0,22.0,2014
NASA,15.0,OIG,15.0,15.0,15.0,2014
NCPC,2.0,NCPC,2.0,2.0,2.0,2014
NCUA,20.5,NCUA,21.0,20.0,20.5,2014
NEA,0.0,NEA,0.0,0.0,0.0,2014
NEH,17.0,NEH,17.0,17.0,17.0,2014
NIGC,20.0,NIGC,20.0,20.0,20.0,2014
NLRB,23.0,NLRB,38.0,3.0,22.0,2014
NMB,13.5,NMB,17.0,10.0,13.5,2014
NRPC,122.0,NRPC,222.0,45.0,99.0,2014
NSF,63.0,OGC,400.0,19.0,20.0,2014
NSF,10.0,OIG,15.0,4.0,10.0,2014
NTSB,53.26,NTSB,342.0,,41.0,2014
ODNI,193.56,ODNI,841.0,4.0,59.0,2014
OGE,16.0,OGE,16.0,16.0,16.0,2014
OMB,183.0,OMB,290.0,25.0,183.0,2014
ONDCP,0.0,ONDCP,0.0,0.0,0.0,2014
ONHIR,0.0,ONHIR,0.0,0.0,0.0,2014
OPIC,13.25,OPIC,21.0,6.0,13.0,2014
OPM,94.0,OPM,288.0,17.0,69.0,2014
OSC,88.17,OSC,317.0,3.0,59.0,2014
OSHRC,7.0,OSHRC,7.0,7.0,7.0,2014
OSTP,15.0,OSTP,23.0,,18.5,2014
PBGC,17.6,PBGC,21.0,12.0,18.0,2014
PC,44.0,FOIA Office,74.0,25.0,42.0,2014
PC,22.0,OIG,22.0,22.0,22.0,2014
PCLOB,16.5,PCLOB,13.0,10.0,11.5,2014
PRC,17.0,PRC,17.0,17.0,17.0,2014
RATB,0.0,RATB,0.0,0.0,0.0,2014
SBA,16.0,SBA,29.0,10.0,14.5,2014
SEC,29.23,SEC,273.0,,18.5,2014
SIGAR,98.0,SIGAR,98.0,98.0,98.0,2014
SSA,40.0,SSA,413.0,3.0,24.0,2014
SSS,5.0,SSS,5.0,5.0,5.0,2014
State,270.0,DoS,1809.95,,140.0,2014
State,0.0,OIG,0.0,0.0,0.0,2014
STB,0.0,STB,0.0,0.0,0.0,2014
Treasury,16.0,BEP,20.0,9.0,19.0,2014
Treasury,105.0,DO,137.0,87.0,91.0,2014
Treasury,22.0,FinCEN,30.0,11.0,24.0,2014
Treasury,18.64,IRS,40.0,7.0,18.0,2014
Treasury,18.2,MINT,20.0,10.0,19.0,2014
Treasury,27.75,OCC,83.0,1.0,20.0,2014
Treasury,24.04,TIGTA,269.0,3.0,15.5,2014
Treasury,,TTB,,,,2014
Treasury,12.8,Fiscal Service,20.0,4.0,14.0,2014
TVA,18.0,TVA,20.0,12.0,19.0,2014
U.S. CPSC,14.0,U.S. CPSC,23.0,5.0,14.0,2014
U.S. DOL,54.0,ADJ BDS,54.0,54.0,54.0,2014
U.S. DOL,0.0,ALJ,0.0,0.0,0.0,2014
U.S. DOL,0.0,ASP,0.0,0.0,0.0,2014
U.S. DOL,0.0,BLS,0.0,0.0,0.0,2014
U.S. DOL,0.0,CFO,0.0,0.0,0.0,2014
U.S. DOL,254.2,EBSA,653.0,9.0,210.0,2014
U.S. DOL,163.4,ETA,527.0,0.0,98.0,2014
U.S. DOL,0.0,EXEC SEC,0.0,0.0,0.0,2014
U.S. DOL,0.0,ILAB,0.0,0.0,0.0,2014
U.S. DOL,411.8,MSHA,721.0,7.0,499.0,2014
U.S. DOL,446.6,OASAM,836.0,231.0,349.0,2014
U.S. DOL,0.0,OCIA,0.0,0.0,0.0,2014
U.S. DOL,0.0,ODEP,0.0,0.0,0.0,2014
U.S. DOL,9.0,OFCCP,9.0,9.0,9.0,2014
U.S. DOL,205.5,OIG,367.0,44.0,206.0,2014
U.S. DOL,513.0,OLMS,765.0,270.0,513.0,2014
U.S. DOL,0.0,OPA,0.0,0.0,0.0,2014
U.S. DOL,0.0,OSEC,0.0,0.0,0.0,2014
U.S. DOL,164.9,OSHA,795.0,1.0,73.0,2014
U.S. DOL,53.9,OWCP,871.0,1.0,24.0,2014
U.S. DOL,397.0,SOL,709.0,85.0,397.0,2014
U.S. DOL,510.0,VETS,834.0,343.0,353.0,2014
U.S. DOL,0.0,WB,0.0,0.0,0.0,2014
U.S. DOL,128.1,WHD,523.0,1.0,44.0,2014
US ADF,0.0,US ADF,0.0,0.0,0.0,2014
US RRB,0.0,OIG,0.0,0.0,0.0,2014
US RRB,109.0,RRB,109.0,109.0,109.0,2014
USAID,537.0,USAID,1008.0,3.0,764.0,2014
USCCR,26.0,USCCR,26.0,26.0,26.0,2014
USDA,72.5,AMS,317.0,1.0,67.5,2014
USDA,542.38,APHIS,2100.0,16.0,252.0,2014
USDA,0.0,ASCR,0.0,0.0,0.0,2014
USDA,180.0,FAS,180.0,180.0,180.0,2014
USDA,260.33,FNCS,952.0,15.0,68.0,2014
USDA,224.97,FS,827.0,1.0,122.0,2014
USDA,27.19,FSA,118.0,1.0,13.5,2014
USDA,69.44,FSIS,349.0,7.0,27.0,2014
USDA,15.0,GIPSA,15.0,15.0,15.0,2014
USDA,0.0,NAD,0.0,0.0,0.0,2014
USDA,63.0,NRCS,982.0,15.0,46.0,2014
USDA,0.0,OBPA,0.0,0.0,0.0,2014
USDA,0.0,OCFO,0.0,0.0,0.0,2014
USDA,67.0,OGC,111.0,22.0,67.0,2014
USDA,33.0,OIG,147.0,11.0,19.0,2014
USDA,107.0,OSEC/OCIO/DM,470.0,22.0,107.0,2014
USDA,547.33,RD,932.0,8.0,702.0,2014
USDA,0.0,REE,0.0,0.0,0.0,2014
USDA,0.0,RMA,0.0,0.0,0.0,2014
USIBWC,0.0,USIBWC,0.0,0.0,0.0,2014
USITC,24.0,USITC,30.0,19.0,22.0,2014
USNRC,47.0,USNRC,231.0,2.0,19.0,2014
USPS,16.29,OIG,24.0,6.0,18.5,2014
USPS,24.58,PS & PIS,153.0,1.0,19.0,2014
USTDA,21.0,USTDA,21.0,21.0,21.0,2014
USTR,121.0,USTR,121.0,121.0,121.0,2014
VA,210.97,GC,840.0,3.0,166.0,2014
VA,19.83,IG,34.0,6.0,18.0,2014
ABMC,0.0,ABMC,0.0,0.0,0.0,2015
ACUS,1.0,ACUS,1.0,,1.0,2015
AFRH,36.0,AFRH,44.0,28.0,36.0,2015
BBG,30.0,BBG,30.0,30.0,30.0,2015
CEQ,20.0,CEQ,20.0,20.0,20.0,2015
CFPB,19.38,CFPB,20.0,17.0,20.0,2015
CFTC,252.47,CFTC,889.0,6.0,76.0,2015
CIA,147.74,CIA,2071.0,,63.0,2015
CIGIE,0.0,CIGIE,0.0,0.0,0.0,2015
CNCS,0.0,CNCS,0.0,0.0,0.0,2015
CO,0.0,CO,0.0,0.0,0.0,2015
CPPBSD,0.0,CPPBSD,0.0,0.0,0.0,2015
CSB,0.0,CSB,0.0,0.0,0.0,2015
CSOSA,0.0,CSOSA,0.0,0.0,0.0,2015
DHS,9.53,CBP,340.0,1.0,4.0,2015
DHS,360.14,FEMA,1412.0,12.0,126.5,2015
DHS,0.0,FLETC,0.0,0.0,0.0,2015
DHS,25.54,ICE,235.0,1.0,19.0,2015
DHS,52.55,OGC,355.0,1.0,44.5,2015
DHS,278.94,OIG,1603.0,1.0,67.5,2015
DHS,100.93,TSA,354.0,5.0,75.0,2015
DHS,264.78,USCG,646.0,1.0,247.0,2015
DHS,10.23,USCIS,144.0,1.0,10.28,2015
DHS,34.91,USSS,101.0,13.0,31.0,2015
DNFSB,50.0,DNFSB,50.0,50.0,50.0,2015
DOC,17.67,OIG,33.0,,19.0,2015
DOC,16.73,PTO,21.0,6.0,17.5,2015
DOC,161.87,AGC/Admin,702.0,14.0,78.0,2015
DoD,116.0,AF,543.0,9.0,81.0,2015
DoD,164.0,ARMY,632.0,2.0,92.0,2015
DoD,0.0,ASBCA,0.0,0.0,0.0,2015
DoD,7.0,DCAA,10.0,2.0,5.0,2015
DoD,73.0,DCMA,107.0,38.0,73.0,2015
DoD,0.0,DeCA,0.0,0.0,0.0,2015
DoD,23.0,DFAS,35.0,19.0,19.0,2015
DoD,140.0,DHA,353.0,80.0,108.0,2015
DoD,539.0,DIA,1845.0,7.0,239.0,2015
DoD,0.0,DISA,0.0,0.0,0.0,2015
DoD,11.0,DLA,25.0,1.0,7.0,2015
DoD,364.0,DoD IG,1925.0,1.0,140.0,2015
DoD,17.0,DSS,30.0,10.0,17.0,2015
DoD,133.0,DTRA,161.0,79.0,160.0,2015
DoD,23.0,NAVY,408.0,1.0,20.0,2015
DoD,504.0,NGA,795.0,16.0,591.0,2015
DoD,204.0,NRO,566.0,7.0,122.0,2015
DoD,202.0,NSA,748.0,4.0,178.0,2015
DoD,263.0,OSD/JS,3056.0,,37.5,2015
DOE,20.65,DOE,691.0,,12.0,2015
DOI,344.0,DOI,1525.0,1.0,241.0,2015
DOJ,61.62,OIP,391.0,,48.0,2015
DOJ,34.0,USPC,67.0,,34.0,2015
DOT,86.0,FAA,748.0,,14.0,2015
DOT,34.0,FHWA,134.0,,25.0,2015
DOT,0.0,FMCSA,0.0,0.0,0.0,2015
DOT,93.0,FRA,93.0,93.0,93.0,2015
DOT,108.0,FTA,194.0,56.0,75.0,2015
DOT,56.6,MARAD,139.0,11.0,29.0,2015
DOT,27.91,NHTSA,60.0,,20.0,2015
DOT,223.0,OIG,932.0,3.0,11.0,2015
DOT,53.0,OST,87.0,1.0,50.0,2015
DOT,35.0,PHMSA,92.0,5.0,27.0,2015
DOT,0.0,RITA,0.0,0.0,0.0,2015
DOT,0.0,SLSDC,0.0,0.0,0.0,2015
ED,0.0,OCTAE,0.0,0.0,0.0,2015
ED,0.0,OSHS,0.0,0.0,0.0,2015
ED,87.0,OM-OCPO,87.0,87.0,87.0,2015
ED,489.58,FSA,1103.0,40.0,237.0,2015
ED,0.0,IES,0.0,0.0,0.0,2015
ED,0.0,IES-NAGB,0.0,0.0,0.0,2015
ED,0.0,M,0.0,0.0,0.0,2015
ED,0.0,OCFO,0.0,0.0,0.0,2015
ED,0.0,OCFO-CAM,0.0,0.0,0.0,2015
ED,0.0,OCIO,0.0,0.0,0.0,2015
ED,0.0,OCO,0.0,0.0,0.0,2015
ED,317.2,OCR,502.0,241.0,267.0,2015
ED,200.0,OCR-1 Boston,311.0,89.0,200.0,2015
ED,365.25,OCR-2 New York,533.0,275.0,326.5,2015
ED,445.0,OCR-3 Philadelphia,811.0,141.0,414.0,2015
ED,252.67,OCR-4 Atlanta,319.0,197.0,242.0,2015
ED,250.29,OCR-5 Chicago,326.0,180.0,251.0,2015
ED,317.5,OCR-6 Dallas,415.0,159.0,341.0,2015
ED,48.0,OCR-7 Kansas City,48.0,48.0,48.0,2015
ED,0.0,OCR-8 Denver,0.0,0.0,0.0,2015
ED,456.0,OCR-9 San Francisco,480.0,411.0,477.0,2015
ED,405.25,OCR-10 Seattle,712.0,209.0,350.0,2015
ED,303.67,OCR-12 Cleveland,341.0,252.0,318.0,2015
ED,412.6,OCR-Metro D.C.,601.0,96.0,505.0,2015
ED,0.0,ODS,0.0,0.0,0.0,2015
ED,1345.0,OESE,1345.0,1345.0,1345.0,2015
ED,0.0,OGC,0.0,0.0,0.0,2015
ED,0.0,OIG,0.0,0.0,0.0,2015
ED,0.0,OII,0.0,0.0,0.0,2015
ED,0.0,OLCA,0.0,0.0,0.0,2015
ED,36.0,OM,36.0,36.0,36.0,2015
ED,0.0,OPE,0.0,0.0,0.0,2015
ED,0.0,OPEPD,0.0,0.0,0.0,2015
ED,0.0,OS,0.0,0.0,0.0,2015
ED,0.0,OSERS,0.0,0.0,0.0,2015
ED,0.0,OUS,0.0,0.0,0.0,2015
EEOC,17.2822,OLC/HDQ,169.0,1.0,17.0,2015
EPA,179.62,EPA,2020.0,,54.5,2015
Ex-Im Bank,89.165,HQ,226.0,16.5,25.0,2015
FCA,17.0,FCA,17.0,17.0,17.0,2015
FCC,139.89,FCC,438.0,,69.0,2015
FCSIC,0.0,FCSIC,0.0,0.0,0.0,2015
FDIC,18.71,FDIC,29.0,8.0,18.0,2015
FEC,19.25,FEC,29.0,9.0,19.5,2015
FERC,24.0,FERC,66.0,12.0,19.0,2015
FFIEC,53.0,FFIEC,53.0,53.0,53.0,2015
FHFA,21.0,FHFA-HQ,21.0,21.0,21.0,2015
FHFA,16.5,FHFA-OIG,20.0,5.0,18.5,2015
FLRA,0.0,FSIP,0.0,0.0,0.0,2015
FLRA,7.0,Authority,8.0,6.0,7.0,2015
FLRA,0.0,IG,0.0,0.0,0.0,2015
FLRA,18.0,OGC,25.0,11.0,18.0,2015
FLRA,0.0,ATRO,0.0,0.0,0.0,2015
FLRA,0.0,BORO,0.0,0.0,0.0,2015
FLRA,0.0,CHRO,0.0,0.0,0.0,2015
FLRA,0.0,DARO,0.0,0.0,0.0,2015
