Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
"42 U.S.C. § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in theinvestigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC,"EEOC v. Associated Dry Goods Corp., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)",196,NEW YORK,2826
"42 U.S.C. § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in theinvestigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC,"EEOC v. Associated Dry Goods Corp., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)",270,OLC/HDQ,2826
"42 U.S.C. § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in theinvestigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC,"EEOC v. Associated Dry Goods Corp., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)",141,PHILADELPHIA,2826
"42 U.S.C. § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in theinvestigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC,"EEOC v. Associated Dry Goods Corp., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)",173,PHOENIX,2826
"42 U.S.C. § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in theinvestigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC,"EEOC v. Associated Dry Goods Corp., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)",297,SAN FRANCISCO,2826
"42 U.S.C. § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in theinvestigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC,"EEOC v. Associated Dry Goods Corp., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)",122,ST. LOUIS,2826
"42 U.S.C. § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in theinvestigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC,"EEOC v. Associated Dry Goods Corp., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)",18,WFO,2826
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,0,ATLANTA,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,339,BIRMINGHAM,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,20,CHARLOTTE,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,70,CHICAGO,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,243,DALLAS,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,23,HOUSTON,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,2,INDIANAPOLIS,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,259,LOS ANGELES,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,50,MEMPHIS,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,245,MIAMI,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,98,NEW YORK,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,141,OLC/HDQ,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,450,PHILADELPHIA,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,87,PHOENIX,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,149,SAN FRANCISCO,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,60,ST. LOUIS,2245
42 U.S.C. § 12117,"Information pertaining to charges of unlawful employment practices under the ADA, information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation material; and specific reports and information required to be furnished to the EEOC.",N/A,9,WFO,2245
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,0,ATLANTA,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,0,BIRMINGHAM,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,0,CHARLOTTE,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,1,CHICAGO,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,84,DALLAS,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,5,HOUSTON,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,0,INDIANAPOLIS,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,1,LOS ANGELES,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,45,MEMPHIS,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,1,MIAMI,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,98,NEW YORK,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,121,OLC/HDQ,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,0,PHILADELPHIA,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,87,PHOENIX,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,149,SAN FRANCISCO,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,57,ST. LOUIS,652
42 U.S.C.§ 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,N/A,3,WFO,652
