Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
10 USC § 130,"Certain technical data with military or space application in the possession of, or under the control of, the Department of Defense","Newport Aeronautical Sales v. Dep?t of the Air Force, 660 F. Supp. 2d 60, 65 (D.D.C. 2009); Chenkin v. Department of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff?d, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).",15,SOUTHCOM,87
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",128,AF,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",23,AFRICOM,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",7,ARMY,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",93,CENTCOM,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",8,DCMA,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",1,DoDEA,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",5,DoD IG,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",14,EUCOM,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",146,NAVY,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",11,OSD/JS,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",12,SOCOM,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",1,STRATCOM,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",55,SOUTHCOM,512
10 USC § 130b,"Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O?Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",8,PACOM,512
10 USC § 1102,Medical Quality Assurance Records,"Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep?t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).",9,AF,29
10 USC § 1102,Medical Quality Assurance Records,"Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep?t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).",17,ARMY,29
10 USC § 1102,Medical Quality Assurance Records,"Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep?t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).",1,NAVY,29
10 USC § 1102,Medical Quality Assurance Records,"Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep?t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).",2,DHA,29
16 USC § 470w-3,National Historic Preservation Information,"Hornbostel v. U.S. Dep?t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.D.Cir Aug. 25, 2004).",34,ARMY,34
5 USC § 574(j),Dispute resolution communications between a neutral and a party to the dispute,No,3,AF,9
5 USC § 574(j),Dispute resolution communications between a neutral and a party to the dispute,No,5,ARMY,9
5 USC § 574(j),Dispute resolution communications between a neutral and a party to the dispute,No,1,OSD/JS,9
10 USC § 128,Unclassified special nuclear weapons information,No,1,AF,14
10 USC § 128,Unclassified special nuclear weapons information,No,7,ARMY,14
10 USC § 128,Unclassified special nuclear weapons information,No,4,DTRA,14
10 USC § 128,Unclassified special nuclear weapons information,No,1,NAVY,14
10 USC § 128,Unclassified special nuclear weapons information,No,1,OSD/JS,14
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",3,AF,124
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",70,ARMY,124
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",4,CENTCOM,124
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",2,NAVY,124
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",1,NORTHCOM,124
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",11,OSD/JS,124
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",6,PACOM,124
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",4,SOCOM,124
10 USC § 130c,Certain sensitive information of foreign governments and international organizatiions,"Nat?l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff?d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).",23,SOUTHCOM,124
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",5,AF,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",31,CENTCOM,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",368,DIA,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",1,DoD IG,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",368,NAVY,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",21,NGA,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",66,NRO,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",2,NSA,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",5,OSD/JS,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",2,NORTHCOM,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",2,SOCOM,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",1,AFRICOM,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",1,STRATCOM,874
10 USC § 424,"Organization or any function of, and certain jinformation pertaining to, employees of DIA, NRO, and NGA","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",1,PACOM,874
10 USC § 455,"Maps, charts, and geodetic data",No,12,CENTCOM,30
10 USC § 455,"Maps, charts, and geodetic data",No,1,NRO,30
10 USC § 455,"Maps, charts, and geodetic data",No,14,NAVY,30
10 USC § 455,"Maps, charts, and geodetic data",No,1,PACOM,30
10 USC § 455,"Maps, charts, and geodetic data",No,1,SOCOM,30
10 USC § 455,"Maps, charts, and geodetic data",No,1,JPRA,30
10 USC § 613a(a),Proceedings from selection and Special Selection Boards for Active Duty Officers and Warrant Officers,No,1,NAVY,1
10 USC § 1506 (d) & (f),Records pertaining to the debriefing of a missing person return to U.S. control,No,1,AF,1
10 USC § 2485(h),Commissary commercially valuable information,No,2,DeCA,2
18 USC § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States of any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",1,CENTCOM,1640
18 USC § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States of any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",6,DIA,1640
18 USC § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States of any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",1,NAVY,1640
18 USC § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States of any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",1628,NSA,1640
18 USC § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States of any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",1,OSD/JS,1640
18 USC § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States of any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",1,SOCOM,1640
18 USC § 798(a),Certain classified information pertaining to the communication intelligence and cytological devices of the United States of any foreign government,"Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff?d per curiam, 287 F. App?x 770 (11th Cir. 2008).",2,PACOM,1640
18 USC § 3509(d),Certain records containing identifying information pertaining to children involved in criminal proceedings,"Tampico v. EOUSA, No. 04-2285, slip op. at 8 (D.D.C. Apr. 29, 2005).",17,AF,17
22 USC § 2778(e)  Sec 38(e)of the Arms Export Control Act,Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dept. of State, No 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C Nov. 23, 1998).",1,AF,8
22 USC § 2778(e)  Sec 38(e)of the Arms Export Control Act,Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dept. of State, No 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C Nov. 23, 1998).",1,NAVY,8
22 USC § 2778(e)  Sec 38(e)of the Arms Export Control Act,Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dept. of State, No 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C Nov. 23, 1998).",6,DoD IG,8
42 USC § 2162(a)(Restricted Data) § 2168(a)(1)c (Formerly Restricted Data),Information regarding atomic energy:  Restricted and Formerly Restricted Data,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff?d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",5,AF,12
42 USC § 2162(a)(Restricted Data) § 2168(a)(1)c (Formerly Restricted Data),Information regarding atomic energy:  Restricted and Formerly Restricted Data,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff?d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",5,DTRA,12
42 USC § 2162(a)(Restricted Data) § 2168(a)(1)c (Formerly Restricted Data),Information regarding atomic energy:  Restricted and Formerly Restricted Data,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff?d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",2,OSD/JS,12
50 USC § 403(g) Section 6 of the CIA Act of 1949,"Certain information pertaining to CIA employees, specifically:  the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",3,AF,35
