Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
Total,38147,5206,5111,4006,2778,2638,3689,1295,371,179,169,61,1245,64895,2011
CBP,3993,2157,1052,1122,1454,3472,3895,2628,2276,1439,1834,20,1,25343,2012
CRCL,49,0,0,0,0,0,0,0,0,0,0,0,0,49,2012
FEMA,56,70,84,58,30,27,43,32,21,16,71,62,190,760,2012
FLETC,36,6,1,1,1,0,0,0,0,3,0,0,0,48,2012
I&A,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2012
ICE,10397,5353,2947,511,198,64,25,18,8,0,0,0,0,19521,2012
MGMT,19,5,0,0,0,0,0,0,0,0,0,0,0,24,2012
NPPD,1947,1682,1065,29,7,5,1,2,0,0,0,0,0,4738,2012
OGC,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2012
OIG,72,9,7,0,0,0,0,0,0,0,0,0,0,88,2012
OPS,24,0,0,0,0,0,0,0,0,0,0,0,0,24,2012
PLCY,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2012
PRIV,239,25,1,0,0,0,0,0,0,0,0,0,0,265,2012
S&T,26,2,1,0,0,0,0,0,0,0,0,0,0,29,2012
TSA,297,0,0,0,0,0,0,0,0,0,0,0,0,297,2012
USCG,2625,106,30,4,6,2,5,2,5,0,3,1,1,2790,2012
USCIS,7151,1231,1216,1210,803,1202,4038,5974,352,164,377,40,547,24305,2012
USSS,136,0,0,0,0,0,0,0,0,0,0,0,0,136,2012
Total,27082,10646,6404,2935,2499,4772,8007,8656,2662,1622,2285,123,739,78432,2012
CBP,1730,828,1071,434,359,288,316,724,354,194,2561,746,3,9608,2013
CRCL,28,0,0,0,0,0,0,0,0,0,0,0,0,28,2013
FEMA,38,31,64,57,59,67,65,61,49,47,112,52,54,756,2013
FLETC,82,23,9,6,1,0,0,0,0,1,0,0,0,122,2013
I&A,3,7,2,2,0,0,0,0,0,0,0,0,0,14,2013
ICE,9380,6132,7080,5230,1922,1182,506,966,1257,404,78,0,0,34137,2013
NPPD,5154,3041,3019,1196,657,1862,88,0,0,0,1,0,0,15018,2013
OIG,38,27,14,6,1,2,0,0,0,0,0,0,0,88,2013
OPS,20,0,0,0,0,0,0,0,0,0,0,0,0,20,2013
PRIV,151,18,10,8,2,2,1,1,0,0,0,0,0,193,2013
S&T,20,0,0,0,0,0,0,0,0,0,0,0,0,20,2013
TSA,441,0,0,0,0,0,0,0,0,0,0,0,0,441,2013
USCG,2070,0,0,0,0,0,0,0,0,0,0,0,0,2070,2013
USCIS,11947,8598,732,379,121,63,52,21,16,10,25,3,314,22281,2013
USSS,720,0,0,0,0,0,0,0,0,0,0,0,0,720,2013
Total,31822,18705,12001,7318,3122,3466,1028,1773,1676,656,2777,801,371,85516,2013
CBP,3313,0,0,0,0,0,0,0,0,0,0,0,0,3313,2014
CRCL,33,0,0,0,0,0,0,0,0,0,0,0,0,33,2014
FEMA,21,0,0,0,0,0,0,0,0,0,0,0,0,21,2014
FLETC,69,13,9,6,1,0,1,0,0,0,0,0,0,99,2014
I&A,47,43,14,8,4,1,2,0,0,0,0,0,0,119,2014
ICE,23583,662,561,345,389,477,370,459,381,493,1573,435,26,29754,2014
NPPD,929,660,1294,757,873,2289,3048,1821,304,80,2,0,0,12057,2014
OIG,42,22,8,2,2,3,0,0,0,0,2,0,0,81,2014
OPS,33,0,0,0,0,0,0,0,0,0,0,0,0,33,2014
PRIV,463,0,0,0,0,0,0,0,0,0,0,0,0,463,2014
S&T,57,3,0,0,0,0,0,0,0,0,0,0,0,60,2014
TSA,192,0,0,0,0,0,0,0,0,0,0,0,0,192,2014
USCG,1558,0,0,0,0,0,0,0,0,0,0,0,0,1558,2014
USCIS,14230,10517,2404,249,110,37,27,11,12,6,26,2,0,27631,2014
USSS,273,0,0,0,0,0,0,0,0,0,0,0,0,273,2014
Total,44843,11920,4290,1367,1379,2807,3448,2291,697,579,1603,437,26,75687,2014
CBP,11690,0,0,0,0,0,0,0,0,0,0,0,0,11690,2015
CRCL,13,0,0,0,0,0,0,0,0,0,0,0,0,13,2015
FEMA,18,17,6,7,5,9,5,8,9,7,25,8,41,165,2015
FLETC,64,18,7,0,0,1,0,2,0,2,1,0,0,95,2015
I&A,76,19,4,1,0,0,0,0,0,0,0,0,0,100,2015
ICE,73564,10334,5254,2871,2089,1930,1511,779,229,329,101,35,17,99043,2015
NPPD,153,48,2841,3293,2081,947,1526,960,50,9,9,0,0,11917,2015
OIG,98,13,6,1,0,0,0,0,0,0,0,0,0,118,2015
PRIV,167,0,0,0,0,0,0,0,0,0,0,0,0,167,2015
S&T,17,8,3,1,1,0,0,0,0,0,1,0,0,31,2015
TSA,93,29,15,19,14,16,10,14,10,17,65,38,46,386,2015
USCG,1287,0,0,0,0,0,0,0,0,0,0,0,0,1287,2015
USCIS,17963,8360,1609,254,99,49,21,8,9,9,15,0,0,28396,2015
USSS,145,0,0,0,0,0,0,0,0,0,0,0,0,145,2015
Total,105348,18846,9745,6447,4289,2952,3073,1771,307,373,217,81,104,153553,2015
