Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
OPEPD,0,0,0,0,1,0,0,0,0,0,0,1,2,4,2008
OS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2008
OSDFS,2,5,2,1,2,3,3,4,3,5,9,6,23,68,2008
OSERS,3,2,5,7,5,4,5,9,5,6,9,0,3,63,2008
OUS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2008
OVAE,1,2,0,1,3,0,0,0,0,0,1,0,1,9,2008
Total,594,296,105,79,80,58,45,58,45,44,108,72,95,1679,2008
FSA,68,52,8,3,2,2,3,0,1,2,15,8,6,170,2009
IES,18,9,3,0,0,0,0,0,0,0,0,1,0,31,2009
IES-NAGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
OCFO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2009
OCFO-CAM,17,9,1,0,0,0,0,0,0,0,2,2,5,36,2009
OCFO-FSS,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2009
OCIO,2,0,0,0,0,0,0,0,0,0,1,0,0,3,2009
OCO,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2009
OCR,27,11,4,0,0,1,0,0,0,0,1,0,0,44,2009
OCR-Atlanta,44,14,5,3,5,1,1,0,1,0,1,0,0,75,2009
OCR-Boston,56,7,4,1,0,0,1,0,0,0,0,0,0,69,2009
OCR-Chicago,86,0,0,0,0,0,0,0,0,0,0,0,0,86,2009
OCR-Cleveland,25,0,0,0,0,0,0,0,0,0,0,0,0,25,2009
OCR-Dallas,38,4,0,1,0,1,0,0,0,0,0,0,0,44,2009
OCR-Denver,44,3,1,0,0,0,0,0,0,0,0,0,0,48,2009
OCR-Kansas City,19,5,3,1,2,3,0,2,0,0,1,0,0,36,2009
OCR-Metro,53,5,2,1,1,1,0,1,0,0,0,0,0,64,2009
OCR-New York,88,22,15,1,2,4,2,0,3,1,1,1,0,140,2009
OCR-Philadelphia,17,15,11,5,4,0,1,0,1,1,2,0,3,60,2009
OCR-San Francisco,41,0,0,0,0,0,0,0,0,0,0,0,0,41,2009
OCR-Seattle,15,0,0,0,0,0,0,0,0,0,0,0,0,15,2009
OELA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009
OESE,20,2,3,3,0,1,0,0,0,0,6,0,0,35,2009
OGC,3,1,0,0,0,1,1,0,0,0,4,3,1,14,2009
OIG,11,7,2,1,0,0,0,0,0,0,0,0,0,21,2009
OII,8,3,1,0,1,0,0,0,0,0,1,3,5,22,2009
OLCA,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2009
OM,9,6,0,1,0,0,0,0,0,0,1,0,0,17,2009
OM-RIMS,154,11,7,3,1,0,0,0,0,0,2,4,4,186,2009
OPE,19,6,2,0,0,0,0,0,0,0,2,6,1,36,2009
OPEPD,10,0,0,0,0,0,0,0,0,0,0,0,3,13,2009
OS,1,1,0,1,0,0,0,0,0,0,1,0,0,4,2009
OSDFS,4,5,6,2,0,0,2,2,0,0,6,0,0,27,2009
OSERS,11,4,0,1,2,1,0,0,0,0,2,0,0,21,2009
OUS,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2009
OVAE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009
Total,914,202,79,28,20,16,11,5,6,4,50,33,28,1396,2009
FSA,35,37,28,17,14,9,10,4,3,2,22,13,0,194,2010
IES,9,7,6,2,1,1,1,1,0,0,0,0,0,28,2010
IES-NAGB,0,0,0,0,1,0,0,0,0,0,1,4,0,6,2010
OCFO,0,0,0,0,0,2,0,0,1,0,1,1,0,5,2010
OCFO-CAM,3,8,5,7,2,2,2,1,1,0,2,0,0,33,2010
OCFO-FSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
OCIO,0,0,0,1,1,0,1,0,0,0,0,0,0,3,2010
OCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
OCR,12,21,11,2,3,0,1,1,0,0,0,0,0,51,2010
OCR-1 Boston,22,20,15,3,2,1,2,0,0,0,0,0,0,65,2010
OCR-2 New York,71,42,15,5,4,4,2,2,1,1,3,0,0,150,2010
OCR-3 Philadelphia,10,13,9,6,8,2,2,1,1,3,2,0,0,57,2010
OCR-4 Atlanta,26,23,5,2,1,0,1,0,0,0,0,1,0,59,2010
OCR-5 Chicago,59,44,2,0,0,0,0,0,0,0,0,0,0,105,2010
OCR-6 Dallas,14,11,0,0,0,0,0,0,0,0,0,0,0,25,2010
OCR-7 Kansas City,8,6,10,3,2,0,0,0,0,0,0,0,0,29,2010
OCR-8 Denver,22,16,0,0,0,0,0,0,0,0,0,0,0,38,2010
OCR-9 San Francisco,37,0,0,0,0,0,0,0,0,0,0,0,0,37,2010
OCR-10 Seattle,20,1,0,0,0,0,0,0,0,0,0,0,0,21,2010
OCR-12 Cleveland,9,22,3,0,0,0,0,0,0,0,0,0,0,34,2010
OCR-Metro D.C.,22,4,2,4,0,2,0,2,1,1,0,0,0,38,2010
OELA,2,2,0,0,0,0,0,0,0,1,0,0,0,5,2010
OESE,12,8,3,13,6,4,3,4,2,2,6,1,0,64,2010
OGC,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2010
OIG,28,6,4,0,2,3,1,0,0,0,0,0,0,44,2010
OII,13,7,4,7,0,2,0,0,1,1,2,3,0,40,2010
OLCA,0,0,0,1,1,1,0,0,0,0,1,0,0,4,2010
OM,3,1,3,3,0,0,0,1,0,0,0,0,0,11,2010
OM-RIMS,93,42,38,25,19,10,16,4,4,3,17,3,1,275,2010
OPE,7,12,10,15,8,5,3,4,1,0,2,1,0,68,2010
OPEPD,1,0,3,0,2,1,1,0,1,1,2,1,0,13,2010
OS,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2010
OSDFS,14,7,9,5,9,1,4,1,1,3,3,0,0,57,2010
OSERS,5,9,4,3,0,0,2,0,0,0,0,2,0,25,2010
OUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
OVAE,2,1,1,2,1,0,0,0,0,0,0,0,0,7,2010
Total,559,370,190,126,88,50,52,26,18,18,65,30,1,1593,2010
FSA,68,81,47,10,1,0,0,2,1,1,7,1,0,219,2011
IES,5,12,10,3,1,0,0,0,0,0,0,0,0,31,2011
IES-NAGB,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011
OCFO,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2011
OCFO-CAM,3,12,11,1,0,0,0,1,0,1,0,0,0,29,2011
OCIO,0,2,1,0,0,0,0,0,0,0,2,0,0,5,2011
OCO,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2011
OCR,16,31,15,2,0,1,0,0,0,0,0,0,0,65,2011
OCR-1 Boston,88,26,11,5,0,0,0,0,0,0,0,0,0,130,2011
OCR-2 New York,65,28,10,6,4,1,4,2,2,1,2,0,0,125,2011
OCR-3 Philadelphia,51,4,2,1,0,0,0,0,0,1,2,0,0,61,2011
OCR-4 Atlanta,39,17,1,0,0,1,0,0,1,0,0,0,0,59,2011
OCR-5 Chicago,114,14,0,0,0,0,0,0,0,0,0,0,0,128,2011
OCR-6 Dallas,51,5,0,0,1,0,0,0,0,0,0,0,0,57,2011
OCR-7 Kansas City,17,5,4,3,1,0,1,0,0,0,3,1,0,35,2011
OCR-8 Denver,39,10,3,1,0,0,0,0,0,0,0,0,0,53,2011
OCR-9 San Francisco,59,0,0,0,0,0,0,0,0,0,0,0,0,59,2011
OCR-10 Seattle,113,0,0,0,0,0,0,0,0,0,0,0,0,113,2011
OCR-12 Cleveland,33,2,1,0,0,0,0,0,0,0,0,0,0,36,2011
OCR-Metro D.C.,35,7,1,0,2,0,2,1,1,0,0,0,0,49,2011
OELA,2,3,1,0,0,0,0,0,0,1,2,0,0,9,2011
OESE,11,21,5,5,0,0,2,0,2,0,2,0,0,48,2011
OGC,3,1,0,0,0,0,0,0,0,0,1,0,0,5,2011
OIG,40,3,1,0,0,0,0,0,0,0,1,0,0,45,2011
OII,7,13,12,2,0,0,0,0,2,0,2,0,0,38,2011
OLCA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011
OM,7,10,4,2,0,0,0,0,1,0,0,0,0,24,2011
OM-PIRMS,57,18,11,2,0,2,3,1,5,0,5,4,1,109,2011
OPE,24,42,41,7,0,0,1,0,0,0,1,0,0,116,2011
OPEPD,3,4,1,0,0,0,0,0,1,0,0,0,0,9,2011
OS,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011
OSDFS,4,6,14,6,0,0,0,1,13,12,1,1,0,58,2011
OSERS,4,5,4,2,1,0,0,0,0,2,2,1,0,21,2011
OUS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2011
OVAE,4,3,2,0,0,0,0,0,0,0,0,0,0,9,2011
Total,962,389,213,58,11,5,13,9,30,19,33,10,1,1753,2011
FSA,65,81,50,10,3,3,2,2,2,1,1,0,0,220,2012
IES,7,14,6,1,1,0,0,2,0,0,0,0,0,31,2012
IES-NAGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
M,11,7,2,4,1,1,0,0,0,0,0,0,4,30,2012
OCFO,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2012
OCFO-CAM,13,14,7,7,2,1,0,1,0,0,1,0,0,46,2012
OCIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
OCO,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2012
OCR,32,27,11,2,0,1,0,0,0,0,0,0,0,73,2012
OCR-1 Boston,51,30,14,17,10,5,3,0,0,1,3,2,4,140,2012
OCR-2 New York,76,25,16,6,4,2,3,1,0,2,7,3,2,147,2012
OCR-3 Philadelphia,65,6,0,0,0,0,0,0,0,0,0,0,0,71,2012
OCR-4 Atlanta,34,11,10,3,0,0,1,0,0,1,0,0,0,60,2012
OCR-5 Chicago,120,14,0,0,0,0,0,0,0,0,0,0,0,134,2012
OCR-6 Dallas,32,14,1,0,0,0,0,0,0,0,0,0,0,47,2012
OCR-7 Kansas City,13,5,1,2,0,0,1,1,0,0,0,0,0,23,2012
OCR-8 Denver,46,3,0,0,0,0,0,0,0,0,0,0,0,49,2012
OCR-9 San Francisco,48,5,0,0,0,0,0,0,0,0,0,0,0,53,2012
OCR-10 Seattle,59,1,0,0,0,0,0,0,0,0,0,0,0,60,2012
OCR-12 Cleveland,28,5,0,0,0,0,0,0,0,0,0,0,0,33,2012
OCR-Metro D.C.,29,11,2,1,1,0,0,0,0,0,0,0,0,44,2012
ODS,2,2,0,0,0,0,0,0,0,0,0,0,1,5,2012
OELA,2,3,0,0,0,0,0,0,0,0,0,0,0,5,2012
OESE,19,21,11,5,2,0,2,0,0,0,0,0,0,60,2012
OGC,0,0,1,1,1,0,0,0,0,0,0,0,0,3,2012
OIG,41,8,1,0,0,0,0,0,0,0,1,0,0,51,2012
OII,13,14,3,0,0,0,0,0,0,0,0,0,0,30,2012
OLCA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2012
OM,15,11,3,0,1,1,0,0,0,0,0,0,0,31,2012
OM-PIRMS,28,5,2,2,2,0,0,0,0,0,1,2,0,42,2012
OPE,34,59,20,3,5,5,0,1,0,0,0,0,0,127,2012
OPEPD,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012
OS,1,0,2,0,0,1,0,1,0,0,0,0,6,11,2012
OSDFS,3,2,0,0,1,0,0,0,0,0,0,0,0,6,2012
OSERS,6,13,3,0,0,0,0,0,0,0,0,0,0,22,2012
OUS,0,0,5,0,0,0,0,0,0,0,0,0,0,5,2012
OVAE,3,2,0,0,0,0,0,0,0,0,0,0,0,5,2012
Total,897,415,172,65,34,20,12,10,2,5,14,7,17,1670,2012
FSA,15,10,16,12,4,4,5,3,0,0,2,0,0,71,2013
IES,3,0,1,0,0,0,0,0,0,0,0,0,0,4,2013
M,20,3,4,3,2,2,1,0,1,0,0,0,0,36,2013
OCFO-CAM,10,0,1,2,0,0,0,0,0,0,0,0,0,13,2013
OCIO,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2013
OCO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
OCR,7,2,7,2,0,0,0,0,0,0,0,0,0,18,2013
OCR-1 Boston,95,3,2,2,0,0,0,0,0,0,0,0,0,102,2013
OCR-2 New York,51,12,17,8,5,0,2,0,0,2,4,3,0,104,2013
OCR-3 Philadelphia,77,1,0,0,0,0,0,0,0,0,0,0,0,78,2013
OCR-4 Atlanta,16,5,1,8,2,2,2,1,1,0,1,0,0,39,2013
OCR-5 Chicago,132,6,0,0,0,0,0,0,0,0,0,0,0,138,2013
OCR-6 Dallas,27,2,1,1,0,0,0,0,0,0,0,0,0,31,2013
OCR-7 Kansas City,6,3,0,4,1,0,0,0,2,1,2,3,1,23,2013
OCR-8 Denver,30,0,1,0,0,0,0,0,0,0,0,0,0,31,2013
OCR-9 San Francisco,41,1,0,0,0,0,0,0,0,0,0,0,0,42,2013
OCR-10 Seattle,18,0,0,0,0,0,0,0,0,0,0,0,0,18,2013
OCR-12 Cleveland,2,1,1,1,0,0,0,0,0,0,0,0,0,5,2013
OCR-Metro D.C.,31,18,4,4,0,0,0,0,0,1,0,0,0,58,2013
ODS,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2013
OESE,23,3,1,3,0,0,0,0,0,0,0,0,0,30,2013
OGC,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013
OIG,41,5,0,1,0,0,0,0,0,1,1,0,0,49,2013
OII,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2013
OM,4,1,0,0,0,0,0,0,0,1,0,0,0,6,2013
OM-PIRMS,153,6,3,2,1,0,0,0,0,2,1,0,0,168,2013
OPE,15,2,5,0,1,0,0,0,0,0,0,0,0,23,2013
OPEPD,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2013
OS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
OSERS,28,5,4,1,0,0,0,0,0,0,0,0,0,38,2013
Total,854,91,71,56,16,8,10,4,4,8,11,6,1,1140,2013
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
FSA,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2014
IES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
IES-NAGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
M,22,1,0,0,0,0,0,0,0,0,0,0,0,23,2014
OCFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCFO-CAM,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2014
OCIO,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2014
OCO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2014
OCR,6,1,0,0,0,0,0,0,0,0,0,0,0,7,2014
OCR-1 Boston,65,22,0,0,0,0,0,0,0,0,0,0,0,87,2014
OCR-2 New York,44,23,0,0,0,0,0,0,0,0,0,0,0,67,2014
OCR-3 Philadelphia,76,5,0,0,0,0,0,0,0,0,0,0,0,81,2014
OCR-4 Atlanta,8,6,0,0,0,0,0,0,0,0,0,0,0,14,2014
OCR-5 Chicago,75,13,0,0,0,0,0,0,0,0,0,0,0,88,2014
OCR-6 Dallas,20,6,0,0,0,0,0,0,0,0,0,0,0,26,2014
OCR-7 Kansas City,7,4,0,0,0,0,0,0,0,0,0,0,0,11,2014
OCR-8 Denver,30,2,0,0,0,0,0,0,0,0,0,0,0,32,2014
OCR-9 San Francisco,15,0,0,0,0,0,0,0,0,0,0,0,0,15,2014
OCR-10 Seattle,23,0,0,0,0,0,0,0,0,0,0,0,0,23,2014
OCR-12 Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OCR-Metro D.C.,14,2,0,0,0,0,0,0,2,0,0,0,0,18,2014
ODS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
OESE,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2014
OGC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
OIG,31,3,0,0,0,0,1,0,0,0,0,0,0,35,2014
OII,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2014
OLCA,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2014
OM,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2014
OM-PIRMS,18,1,0,0,0,0,0,0,0,0,0,0,0,19,2014
OPE,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2014
OPEPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OS,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2014
OSERS,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2014
OUS,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2014
Total,499,89,0,0,0,0,1,0,2,0,0,0,0,591,2014
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,194,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM-OCPO,0,0,0,0,0,0,0,0,0,0,0,0,0,194,2015
FSA,37,1,0,0,0,0,0,0,0,0,0,0,0,38,2015
IES,20,0,0,0,0,0,0,0,0,0,0,0,0,20,2015
IES-NAGB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
M,32,1,0,0,0,0,0,0,0,0,0,0,0,33,2015
OCFO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2015
OCFO-CAM,11,0,0,0,0,0,0,0,0,0,0,0,0,11,2015
OCIO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2015
OCO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
OCR,76,0,0,0,0,0,0,0,0,0,0,0,0,76,2015
OCR-1 Boston,31,13,12,1,0,0,0,0,0,0,0,0,0,57,2015
OCR-2 New York,46,13,10,0,1,1,0,1,0,1,0,0,0,73,2015
OCR-3 Philadelphia,79,2,0,0,0,0,0,0,0,0,0,0,0,81,2015
OCR-4 Atlanta,21,5,1,0,0,0,0,0,0,0,0,0,0,27,2015
OCR-5 Chicago,139,1,0,0,0,0,0,0,0,0,0,0,0,140,2015
OCR-6 Dallas,59,0,0,0,0,0,0,0,0,0,0,0,0,59,2015
OCR-7 Kansas City,9,1,1,0,0,0,0,0,0,0,0,0,0,11,2015
OCR-8 Denver,42,0,0,0,0,0,0,0,0,0,0,0,0,42,2015
OCR-9 San Francisco,65,0,0,0,0,0,0,0,0,0,0,0,0,65,2015
OCR-10 Seattle,70,0,0,0,0,0,0,0,0,0,0,0,0,70,2015
OCR-12 Cleveland,11,0,0,0,0,0,0,0,0,0,0,0,0,11,2015
OCR-Metro D.C.,26,2,2,0,1,0,0,0,0,0,0,0,0,31,2015
ODS,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2015
OESE,46,0,0,0,0,0,0,0,0,0,0,0,0,46,2015
OGC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
OIG,49,1,0,0,0,0,0,0,0,0,0,0,0,50,2015
OII,21,0,0,0,0,0,0,0,0,0,0,0,0,21,2015
OLCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OM,14,1,0,0,0,0,0,0,0,0,0,0,0,15,2015
OPE,47,0,0,0,0,0,0,0,0,0,0,0,0,47,2015
OPEPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OS,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2015
OSERS,34,0,0,0,0,0,0,0,0,0,0,0,0,34,2015
OUS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
Total,1193,41,26,1,2,1,0,1,0,1,0,0,0,1266,2015
