Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
BIRMINGHAM,500,476,22,0,0,0,0,0,0,0,0,0,0,998,2015
CHARLOTTE,722,187,4,0,0,0,0,0,0,0,0,0,0,913,2015
CHICAGO,161,86,5,0,0,0,0,0,0,0,0,0,0,252,2015
DALLAS,1141,83,99,95,70,9,1,2,1,0,0,0,0,1501,2015
HOUSTON,627,53,64,49,17,6,5,2,0,0,0,0,0,823,2015
INDIANAPOLIS,1643,112,0,0,0,0,0,0,0,0,0,0,0,1755v
LOS ANGELES,1241,33,0,0,0,0,0,0,0,0,0,0,0,1274,2015
MEMPHIS,629,64,2,0,0,0,0,0,0,0,0,0,0,695,2015
MIAMI,966,526,18,1,0,0,0,0,0,0,0,0,0,1511,2015
NEW YORK,416,262,59,5,0,0,0,0,0,0,0,0,0,742,2015
OLC/HDQ,391,130,38,7,4,1,0,0,0,0,0,1,0,572,2015
PHILADELPHIA,404,587,186,60,73,0,0,0,0,0,0,0,0,1310,2015
PHOENIX,138,209,218,14,1,0,0,1,0,0,0,0,0,581,2015
SAN FRANCISCO,441,140,44,22,40,15,9,8,21,11,31,2,0,784,2015
ST. LOUIS,758,257,12,3,0,0,0,0,0,0,0,0,0,1030,2015
WFO,212,21,2,0,0,0,0,0,0,0,0,0,0,235,2015
Total,11658,3355,793,261,205,31,15,13,22,11,32,3,0,16399,2015
