SERO Dealer,Permit,Dealer,Address,City,State,Zipcode,Effective Date,Expiration Date
131,SK,STEVENS SEAFOOD INC,8893 SHRIMPERS ROW,DULAC,LA,70353-2213,10/01/2016,09/30/2017
255,SK,3-G ENTERPRISES INC,PO BOX 640,GOLDEN MEADOW,LA,70357-0640,09/01/2016,08/31/2017
1209,SK,JENSEN TUNA INC,5885 HIGHWAY 311,HOUMA,LA,70360-6668,05/01/2016,04/30/2017
557,SK,HARLONS LA FISH LLC,PO BOX 486,KENNER,LA,70063-0486,09/28/2016,08/31/2017
1334,SK,VENICE SEAFOOD LLC,PO BOX 207,VENICE,LA,70091-0207,06/01/2016,05/31/2017
304,SK,SHARKCO SEAFOOD INTERNATIONAL LLC,707 JUMP BASIN RD,VENICE,LA,70091-4351,09/01/2016,08/31/2017
99,SK,F J OHARA & SONS INC,7 FID KENNEDY AVE,BOSTON,MA,02210-2321,08/09/2016,07/31/2017
106,SK,JOHN NAGLE CO,306 NORTHERN AVE,BOSTON,MA,02210-2324,11/01/2016,10/31/2017
1341,SK,BOSTON SWORD & TUNA INC,8 SEAFOOD WAY,BOSTON,MA,02210-2603,07/01/2016,06/30/2017
2769,SK,BLUE HARVEST MARINE SERVICES,4 WASHINGTON ST,FAIRHAVEN,MA,02719-2918,03/21/2016,04/30/2017
1750,SK,OCEANS FLEET FISHERIES INC,20 BLACKMER ST,NEW BEDFORD,MA,02744-2614,01/04/2017,12/31/2017
1272,SK,MARTHAS VINEYARD SEAFOOD GROUP INC,PO BOX 1686,VINEYARD HVN,MA,02568-0909,01/01/2017,12/31/2017
656,SK,SOUTHERN CONNECTION SEAFOOD INC,27040 HEARTS DR,CRISFIELD,MD,21817-2616,08/09/2016,07/31/2017
2424,SK,MARTIN FISH COMPANY LLC,12929 HARBOR RD,OCEAN CITY,MD,21842-9275,01/01/2017,12/31/2017
2025,SK,PORTLAND FISH EXCHANGE,6 PORTLAND FISH PIER,PORTLAND,ME,04101-4620,10/04/2016,08/31/2017
618,SK,AVON SEAFOOD,40089 HARBOR ROAD,AVON,NC,27915,06/01/2016,05/31/2017
2255,SK,QUALITY SEAFOOD,PO BOX 659,CEDAR ISLAND,NC,28520-0659,10/06/2016,08/31/2017
669,SK,ENGELHARD SEAFOOD INC,PO BOX 190,ENGELHARD,NC,27824-0190,07/01/2016,06/30/2017
2498,SK,ENGELHARD MATTAMUSKEET SEAFOOD INC,841 FARROW FORK RD,ENGELHARD,NC,27824-9583,01/01/2017,12/31/2017
1279,SK,JANET W WHITBECK INC,PO BOX 515,HATTERAS,NC,27943-0515,07/08/2016,05/31/2017
2780,SK,CRYSTAL COAST DAYBOAT SEAFOOD COMPANY LLC,2010 BRIDGES ST,MOREHEAD CITY,NC,28557-3615,04/22/2016,03/31/2017
1516,SK,CRYSTAL COAST FISHERIES INC,2010 BRIDGES ST,MOREHEAD CITY,NC,28557-3615,04/01/2016,03/31/2017
2243,SK,BEAUFORT INLET SEAFOOD CO INC,PO BOX 3321,NEW BERN,NC,28564-3321,07/01/2016,06/30/2017
1688,SK,OCRACOKE SEAFOOD COMPANY,PO BOX 1165,OCRACOKE,NC,27960-1165,06/01/2016,05/31/2017
1156,SK,HOMER SMITH SEAFOOD INC,PO BOX 68,SALTER PATH,NC,28575-0068,12/01/2016,11/30/2017
2678,SK,SURF CITY SEAFOOD INC,126 BIG HAMMOCK POINT RD,SNEADS FERRY,NC,28460-7584,11/08/2016,10/31/2017
1747,SK,GRANTS OYSTER HOUSE INC,1148 OLD FOLKSTONE RD,SNEADS FERRY,NC,28460-9151,06/01/2016,05/31/2017
1354,SK,SURF CITY CRAB INC,PO BOX 4041,SURF CITY,NC,28445-0050,03/10/2016,03/31/2017
2389,SK,NEWMAN SEAFOOD INC,PO BOX 101,SWANQUARTER,NC,27885-0101,01/01/2017,12/31/2017
921,SK,WILLIE R ETHERIDGE SEAFOOD CO INC,PO BOX 77,WANCHESE,NC,27981-0077,03/01/2016,02/28/2017
2829,SK,FRESH CATCH SEAFOOD,PO BOX 92,WANCHESE,NC,27981-0092,11/15/2016,08/31/2017
941,SK,WANCHESE FISH CO INC,PO BOX 369,WANCHESE,NC,27981-0369,01/01/2017,12/31/2017
1766,SK,GRAYBEARDS LLC,PO BOX 442,WANCHESE,NC,27981-0442,02/01/2017,01/31/2018
1124,SK,ONEALS SEA HARVEST INC,PO BOX 708,WANCHESE,NC,27981-0708,04/01/2016,03/31/2017
2724,SK,CHARLES JAKE GRIFFIN,323 ER DANIELS RD,WANCHESE,NC,27981-9532,10/28/2016,08/31/2017
1871,SK,SELBY BLEDSOE LEWIS,6125 CHILCOT LN,WILMINGTON,NC,28409-2064,09/01/2016,08/31/2017
2567,SK,BENNY PURL INGRAHAM,5530 PEDEN POINT RD,WILMINGTON,NC,28409-4308,09/01/2016,08/31/2017
2634,SK,NORTHEND MARINA LLC,PO BOX 705,BARNEGAT LGT,NJ,08006-0705,08/01/2016,07/31/2017
2525,SK,BELFORD SEAFOOD CO-OP,901 PORT MONMOUTH RD,BELFORD,NJ,7718,03/22/2016,02/28/2017
35,SK,COLD SPRING FISH AND SUPPLY CO INC,PO BOX 497,CAPE MAY,NJ,08204-0497,11/01/2016,12/31/2017
109,SK,ATLANTIC CAPES FISHERIES INC,985 OCEAN DR,CAPE MAY,NJ,08204-1855,04/01/2016,03/31/2017
119,SK,LUNDS FISHERIES INC,997 OCEAN DR,CAPE MAY,NJ,08204-1855,05/01/2016,04/30/2017
546,SK,FISHERMENS DOCK COOPERATIVE INC,PO BOX 1314,PT PLEASANT B,NJ,08742-1314,12/01/2016,11/30/2017
859,SK,KASHIKO INC,4164 ATLANTIC AVE,WALL TOWNSHIP,NJ,07727-3712,05/01/2016,04/30/2017
1835,SK,DOCK ST SEAFOOD INC,4408 PARK BLVD,WILDWOOD,NJ,08260-1731,07/01/2016,06/30/2017
1043,SK,BLUE RIBBON FISH CO INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,04/08/2016,03/31/2017
1046,SK,FRANK W WILKISSON INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,01/01/2017,12/31/2017
1937,SK,LOCKWOOD AND WINANT SEAFOOD LLC,800 FOOD CENTER DR,BRONX,NY,10474-0015,12/01/2016,11/30/2017
2755,SK,MT SINAI FISH INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,09/01/2016,08/31/2017
1400,SK,AGGER FISH CORP,63 FLUSHING AVE,BROOKLYN,NY,11205-1005,10/01/2016,09/30/2017
1899,SK,TRADER RAY INC,13807 BOOTH MEMORIAL AVE,FLUSHING,NY,11355-5014,12/09/2016,10/31/2017
2754,SK,COR J SEAFOOD CORP,36 LIGHTHOUSE RD,HAMPTON BAYS,NY,11946-3222,01/07/2016,03/31/2017
1679,SK,SAVI SEAFOODS LLC,7649 CHARLEMONT DR,MANLIUS,NY,13104-9517,04/01/2016,03/31/2017
80,SK,BOB GOSMAN CO INC,PO BOX 2340,MONTAUK,NY,11954-0920,10/03/2016,12/31/2017
818,SK,SEA FRESH USA INC,PO BOX 398,N KINGSTOWN,RI,02852-0398,06/22/2016,09/30/2017
1648,SK,NGC INC,PO BOX 608,NARRAGANSETT,RI,02882-0608,02/01/2017,10/31/2017
36,SK,DAVE HANDRIGAN SEAFOOD INC,PO BOX 786,NARRAGANSETT,RI,02882-0786,06/18/2016,11/30/2017
2443,SK,SEAFREEZE SHORESIDE INC,PO BOX 3293,NARRAGANSETT,RI,02882-0798,04/01/2016,03/31/2017
51,SK,CELESTIAL FOOD DISTRIBUTORS INC,43 CELESTIAL DR,SAUNDERSTOWN,RI,02874-2380,06/01/2016,05/31/2017
2555,SK,JOSEPH DELGOD MORRIS III,1823 WALSINGHAM WAY,CHARLESTON,SC,29412-3924,11/01/2016,10/31/2017
957,SK,CROSBYS FISH AND SHRIMP COMPANY,2223 FOLLY RD,CHARLESTON,SC,29412-9542,02/01/2017,01/31/2018
1431,SK,POSTON SEAFOOD,512 JACOBS AVE,GEORGETOWN,SC,29440-5873,11/06/2015,03/31/2017
498,SK,LITTLE RIVER FISH HOUSE INC,PO BOX 855,LITTLE RIVER,SC,29566-0855,01/01/2017,12/31/2017
2481,SK,CARL WILLIAM CUSTER SR,127 PIER POINTE DR,LITTLE RIVER,SC,29566-9274,09/26/2016,08/31/2017
530,SK,CAROLINA SEAFOODS INC,PO BOX 396,MCCLELLANVLE,SC,29458-0396,01/01/2017,12/31/2017
2408,SK,TARVIN SEAFOOD INC,337 SEEWEE CIR,MT PLEASANT,SC,29464-2529,12/01/2016,11/30/2017
2003,SK,YONGES ISLAND FISH COMPANY INC,7540 ETHEL POST OFFICE RD,YONGES ISLAND,SC,29449-6055,03/01/2016,02/28/2017
2273,SK,KATIES SEAFOOD MARKET,1902 WHARF RD,GALVESTON,TX,77550-1652,08/01/2016,07/31/2017
554,SK,CHINCOTEAGUE FISHERIES,4147 MAIN ST,CHINCOTEAGUE,VA,23336-2464,03/22/2016,08/31/2017
571,SK,OLD POINT PACKING INC,PO BOX 13,NEWPORT NEWS,VA,23607-0013,09/01/2016,08/31/2017
487,SK,GEORGES SEAFOOD INC,PO BOX 7207,NORFOLK,VA,23509-0207,06/01/2016,05/31/2017
1359,SK,K AND A SEAFOOD,4401 MONMOUTH CASTLE RD,VIRGINIA BCH,VA,23455-6107,09/01/2016,08/31/2017
2820,SK,DARRYL LILLISTON,PO BOX 438,WACHAPREAGUE,VA,23480,09/07/2016,01/31/2018
