SERO Dealer,Permit,Dealer,Address,City,State,Zipcode,Effective Date,Expiration Date
581,SK,RISING SUN FISHERIES INC,2860 DARTMOUTH AVE N,ST PETERSBURG,FL,33713-7724,05/14/2012,05/31/2013
2406,SK,FLORIDA MARINE AQUACULTURE INC,PO BOX 5098,SUN CITY CTR,FL,33571-5098,11/29/2012,12/31/2013
666,SK,COX SEAFOOD TARPON SPRINGS INC,PO BOX 1973,TARPON SPGS,FL,34688,02/01/2013,01/31/2014
174,SK,PELICAN POINT SEAFOOD,933 DODECANESE BLVD,TARPON SPGS,FL,34689-3135,06/01/2012,05/31/2013
1619,SK,#1 DISCOUNT CORNER LLC,190 AZALEA ST,TAVERNIER,FL,33070-2201,04/17/2012,03/31/2013
479,SK,PHILLIPS SEAFOOD INC,1418 SAPELO AVE NE,TOWNSEND,GA,31331-5732,12/01/2012,11/30/2013
476,SK,D AND C SEAFOOD INC,PO BOX 127,BOOTHVILLE,LA,70038-0127,01/01/2013,12/31/2013
1467,SK,TUNACO INC,PO BOX 117,DULAC,LA,70353-0117,09/01/2012,08/31/2013
131,SK,STEVEN SEAFOOD INC,8893 SHRIMPERS ROW,DULAC,LA,70353-2213,10/01/2012,09/30/2013
255,SK,3-G ENTERPRISES INC,PO BOX 640,GOLDEN MEADOW,LA,70357-0640,10/01/2012,09/30/2013
1209,SK,JENSEN TUNA INC,5885 HWY 311,HOUMA,LA,70360,05/01/2012,04/30/2013
557,SK,HARLONS LA FISH LLC,PO BOX 486,KENNER,LA,70063-0486,01/18/2013,08/31/2013
1334,SK,VENICE SEAFOOD LLC,PO BOX 207,VENICE,LA,70091-0207,06/01/2012,05/31/2013
304,SK,SHARKCO SEAFOOD INTERNATIONAL LLC,707 JUMP BASIN RD,VENICE,LA,70091-4351,04/01/2012,08/31/2013
99,SK,F J OHARA & SONS INC,7 FID KENNEDY AVE,BOSTON,MA,02210-2321,07/01/2012,06/30/2013
106,SK,JOHN NAGLE CO,306 NORTHERN AVE,BOSTON,MA,02210-2324,11/01/2012,10/31/2013
1341,SK,BOSTON SWORD & TUNA INC,8 SEAFOOD WAY,BOSTON,MA,02210-2603,07/01/2012,06/30/2013
2162,SK,HARBOR BLUE SEAFOOD INC,4 WASHINGTON ST,FAIRHAVEN,MA,2719,06/01/2012,05/31/2013
2360,SK,OCEAN CREST SEAFOODS INC,PO BOX 1183,GLOUCESTER,MA,01931-1183,10/30/2012,06/30/2013
1750,SK,OCEANS FLEET FISHERIES INC,20 BLACKMER ST,NEW BEDFORD,MA,02744-2614,01/01/2013,12/31/2013
1272,SK,MARTHAS VINEYARD SEAFOOD GROUP INC,PO BOX 1686,VINEYARD HAVEN,MA,2568,08/01/2012,07/31/2013
1982,SK,KERRY FERGUSON HARRINGTON,PO BOX 196,BERLIN,MD,21811-0196,11/01/2012,10/31/2013
656,SK,SOUTHERN CONNECTION SEAFOOD INC,27040 HEARTS DR,CRISFIELD,MD,21817-2616,08/01/2012,07/31/2013
71,SK,MARTIN FISH CO INC,12929 HARBOR ROAD,OCEAN CITY,MD,21842,04/01/2012,03/31/2013
2025,SK,PORTLAND FISH EXCHANGE,6 PORTLAND FISH PIER,PORTLAND,ME,04101-4620,02/14/2013,08/31/2013
618,SK,AVON SEAFOOD,PO BOX 251,AVON,NC,27915-0251,06/01/2012,05/31/2013
2255,SK,QUALITY SEAFOOD,PO BOX 659,CEDAR ISLAND,NC,28520-0659,10/01/2012,09/30/2013
669,SK,ENGELHARD SEAFOOD INC,PO BOX 190,ENGELHARD,NC,27824-0190,07/01/2012,06/30/2013
2391,SK,WILLIAM SEAFOOD INC,PO BOX 454,ENGELHARD,NC,27824-0454,10/19/2012,08/31/2013
2358,SK,JIMMY GRUBB SEAFOOD,102 KIRK CIR,HAMPSTEAD,NC,28443-8914,07/17/2012,07/31/2013
1279,SK,JANET W WHITBECK INC,PO BOX 515,HATTERAS,NC,27943,06/01/2012,05/31/2013
2093,SK,SHEPARDS POINT TOURS LLC,209 ARENDELL ST,MOREHEAD CITY,NC,28557-4209,05/01/2012,04/30/2013
2243,SK,BEAUFORT & INLET SEAFOOD CO INC,PO BOX 3321,NEW BERN,NC,28564-3321,04/04/2012,06/30/2013
1688,SK,OCRACOKE SEAFOOD COMPANY,PO BOX 1165,OCRACOKE,NC,27960-1165,06/01/2012,05/31/2013
2176,SK,BF MILLIS & SONS INC,PO BOX 376,SNEADS FERRY,NC,28460-0376,05/14/2012,04/30/2013
1354,SK,SURF CITY CRAB INC,508 ROLAND AVE,SURF CITY,NC,28445-6687,04/01/2012,03/31/2013
2389,SK,NEWMAN SEAFOOD INC,PO BOX 101,SWANQUARTER,NC,27885-0101,10/16/2012,12/31/2013
921,SK,WILLIE R ETHERIDGE SEAFOOD CO INC,PO BOX 77,WANCHESE,NC,27981-0077,03/01/2012,02/28/2013
941,SK,WANCHESE FISH CO INC,PO BOX 369,WANCHESE,NC,27981-0369,01/01/2013,12/31/2013
1766,SK,GRAYBEARDS LLC,PO BOX 700,WANCHESE,NC,27981-0700,02/01/2013,01/31/2014
1124,SK,ONEALS SEA HARVEST INC,PO BOX 708,WANCHESE,NC,27981-0708,04/01/2012,03/31/2013
1871,SK,SELBY BLEDSOE LEWIS,6125 CHILCOT LN,WILMINGTON,NC,28409-2064,03/30/2012,08/31/2013
94,SK,VIKING VILLAGE INC,PO BOX 458,BARNEGAT LGT,NJ,08006-0458,11/01/2012,10/31/2013
35,SK,COLD SPRING FISH AND SUPPLY CO INC,906 SCHELLENGER ST,CAPE MAY,NJ,08204-1775,11/01/2012,10/31/2013
109,SK,ATLANTIC CAPES FISHERIES INC,985 OCEAN DR,CAPE MAY,NJ,08204-1855,04/01/2012,03/31/2013
119,SK,LUNDS FISHERIES INC,997 OCEAN DR,CAPE MAY,NJ,08204-1855,05/01/2012,04/30/2013
546,SK,FISHERMENS DOCK COOPERATIVE INC,PO BOX 1314,PT PLEASANT B,NJ,8742,12/01/2012,11/30/2013
859,SK,KASHIKO INC T/A KASHIKO EXPORTS,4164 ATLANTIC AVE,WALL TOWNSHIP,NJ,07727-3712,05/01/2012,04/30/2013
1835,SK,DOCK ST SEAFOOD INC,4408 PARK BLVD,WILDWOOD,NJ,08260-1731,07/01/2012,06/30/2013
1400,SK,AGGER FISH CORP,63 FLUSHING AVE,BROOKLYN,NY,11205,10/01/2012,09/30/2013
1383,SK,WHITE CAP FISH MARKET CORP,120 MAIN ST,ISLIP,NY,11751,06/21/2012,05/31/2013
1679,SK,SAVI SEAFOODS LLC,7649 CHARLEMONT DR,MANLIUS,NY,13104-9517,04/01/2012,03/31/2013
80,SK,BOB GOSMAN CO INC,PO BOX 2340,MONTAUK,NY,11954,01/01/2013,12/31/2013
1495,SK,TOMMY FORTE,PO BOX 16241,SAN JUAN,PR,00908-6241,12/03/2012,08/31/2013
51,SK,CELESTIAL FOOD DISTRIBUTORS INC,43 CELESTIAL DR,SAUNDERSTOWN,RI,2874,06/01/2012,05/31/2013
2010,SK,KENNETH JORDAN EZELL,1410 ORLEANS RD,CHARLESTON,SC,29407-4819,04/25/2012,06/30/2013
1443,SK,HUFFS SEAFOOD,765 FOLLY RD,CHARLESTON,SC,29412-3456,06/01/2012,05/31/2013
1387,SK,SEASONAL SEAFOOD,1823 WALSINGHAM WAY,CHARLESTON,SC,29412-3924,08/01/2012,07/31/2013
957,SK,CROSBYS FISH AND SHRIMP COMPANY,2223 FOLLY RD,CHARLESTON,SC,29412-9542,02/01/2013,01/31/2014
2331,SK,WACCAMAW PRODUCERS INC,PO BOX 12057,CHARLESTON,SC,29422-2057,06/21/2012,09/30/2013
1431,SK,POSTON SEAFOOD,512 JACOBS AVE,GEORGETOWN,SC,29440-5873,04/01/2012,03/31/2013
2402,SK,TEES SEAFOOD,4431 MIXEDWOOD DR,LADSON,SC,29456-3767,11/26/2012,12/31/2013
498,SK,LITTLE RIVER FISH HOUSE INC,PO BOX 855,LITTLE RIVER,SC,29566-0855,01/01/2013,12/31/2013
530,SK,CAROLINA SEAFOODS INC,PO BOX 396,MCCLELLANVILLE,SC,29458,01/01/2013,12/31/2013
2408,SK,TARVIN SEAFOOD INC,337 SEEWEE CIR,MT PLEASANT,SC,29464-2529,12/05/2012,11/30/2013
2182,SK,ABUNDANT SEAFOOD,976 HOUSTON NORTHCUTT BLVD,MT PLEASANT,SC,29464-3488,04/01/2012,03/31/2013
1770,SK,SCOTT ROBERT RAUCH,2004 ARUNDEL PL,MT PLEASANT,SC,29464-6200,01/01/2013,12/31/2013
2181,SK,JAMES W GREEN SR,2639 CHERRY POINT RD,WADMALAW IS,SC,29487-7007,07/17/2012,06/30/2013
2003,SK,YONGES ISLAND FISH COMPANY INC,4435 COX PLANTATION RD,YONGES ISLAND,SC,29449-6276,03/01/2012,02/28/2013
2273,SK,KATIES SEAFOOD LLC,1902 WHARF RD,GALVESTON,TX,77550-1652,08/01/2012,07/31/2013
487,SK,GEORGES SEAFOOD INC,PO BOX 7207,NORFOLK,VA,23509-0207,06/01/2012,05/31/2013
1359,SK,K AND A SEAFOOD,4401 MONMOUTH CASTLE RD,VIRGINIA BCH,VA,23455-6107,09/01/2012,08/31/2013
2145,SK,LILLISTON SEAFOOD,PO BOX 438,WACHAPREAGUE,VA,23480-0438,08/08/2012,01/31/2014
