Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2015-03541,AG,09/28/2015,Executive Order 10450,Full Denial/Partial Referral: Records referred to (NSD) for further review,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2015-03681,OIP,09/28/2015,"Correspondence from U.S. Senator Hillary Clinton or any member of her Senate staff to the Office of Information Policy  from January 3, 2001 through January 21, 2009",No Records responsive to request were located,,,
FOIA-2015-03682,OIP,09/28/2015,"All correspondence received from the Clinton Foundation initiatives listed on your request, dating from January 1, 1997",No Records responsive to request were located,,,
FOIA-2015-04219,AG,09/28/2015,"Correspondence between Senator Michael Bennet and the Department of Justice from January 21, 2009, to January 21, 2011",No Records responsive to request were located,,,
FOIA-2015-04222,PAO,09/28/2015,"Correspondence between Senator Michael Bennet and the Department of Justice from January 21, 2009, to January 21, 2011",No Records responsive to request were located,,,
FOIA-2015-04959,PAO,09/28/2015,Screenshots of “direct messages” sent to or received by the Department of Justice’s official Twitter account,Full Grant: All requested documents RIF,,,
FOIA-2015-05318,AG,09/28/2015,"“Unpublished reviews and opinions,” and other records concerning three reports, a book and a final opinion, which are specifically identified in your request, concerning the crash of Arrow Air Flight 1285",No Records; Provided additional information and assistance,,,
FOIA-2015-05319,DAG,09/28/2015,"“Unpublished reviews and opinions,” and other records concerning three reports, a book and a final opinion, which are specifically identified in your request, concerning the crash of Arrow Air Flight 1285",No Records; Provided additional information and assistance,,,
FOIA-2015-05320,ASG,09/28/2015,"“Unpublished reviews and opinions,” and other records concerning three reports, a book and a final opinion, which are specifically identified in your request, concerning the crash of Arrow Air Flight 1285",No Records; Provided additional information and assistance,,,
FOIA-2015-05449,OIP,09/28/2015,"Copies of the remand letters and instructions for the following appeals: AP-2015-00792, AP-2015-02103, AP-2015-02104, AP-2015-02105, and AP-2015-02106",Full Grant: All requested documents RIF,,,
FOIA-2015-05752,OIP,09/28/2015,The United States Attorney's file on a victim of witness tampering,Referred requester and/or request to more appropriate entity (EOUSA),,,
FOIA-2013-03075,AG,09/29/2015,The number of media subpoenas authorized by the Department of Justice for each calendar year since 1998,"Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (CRM, CRT, NSD, TAX)","(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2013-03325,AG,09/29/2015,"Records from January 1, 2007 to May 15, 2013, concerning the subpoena of telephone and e-mail records",Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (EOUSA),"(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2013-03326,DAG,09/29/2015,"records from January 1, 2007 to May 15, 2013, concerning the subpoena of telephone and e-mail records",Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (EOUSA),"(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2013-03527,AG,09/29/2015,Communications and correspondence related to subpoenas issued by the Department of Justice concerning news organizations and their members from 2001 to present,Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (EOUSA),"(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2013-03533,AG,09/29/2015,"Records regarding requests made to the Office of the Attorney General to obtain information or records from members of the media, through subpoenas or other means.","Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (CRM, CRT, NSD, TAX)","(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2013-04260,AG,09/29/2015,Annual reports since 2009 on media subpoenas,"Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (CRM, CRT, NSD, TAX)","(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2014-02497,AG,09/29/2015,"All records dating from January 1, 2009 related to the use of legal process to obtain information from, or records of, members of the news media, pursuant to 28 C.F.R. § 50.10","Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (CRM, CRT, NSD, TAX)","(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2014-04514,OIP,09/29/2015,Records about Mandatory Declassification Review (MDR) Request No. EOUSA 2013-00594,Full Grant: All requested documents RIF,,,
FOIA-2014-04515,OIP,09/29/2015,Records concerning Mandatory Declassification Review (MDR) Request No. OLC 2013-00595,Full Grant: All requested documents RIF,,,
FOIA-2014-04520,AG,09/29/2015,"Meetings between former Attorney General Eric Holder and Reverend Al Sharpton since January 1, 2009",Partial Grant/Partial Denial: All requested documents RIP,"(b)(5), (b)(6), (b)(7)(E), (b)(7)(F)","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or personal safety of an individual
",
FOIA-2015-01314,OIP,09/29/2015,"All training material for the office of Information Policy's (OIP): (1) Freedom of Information Act (FOIA) Litigation Seminar, (2) Advanced FOIA Seminar, (3) FOIA for Attorneys and Access Professionals program, and (4) Introduction to FOIA program",Full Grant: All requested documents RIF,,,
FOIA-2015-02376,ASG,09/29/2015,Christopher James Christie,No Records; Referred requester and/or request to more appropriate entity (EOUSA),,,
FOIA-2015-02377,OLA,09/29/2015,Christopher James Christie,No Records; Referred requester and/or request to more appropriate entity (EOUSA),,,
FOIA-2015-02378,OIP,09/29/2015,Christopher James Christie,Partial Grant/Partial Denial: All requested documents RIP,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2015-02379,OLP,09/29/2015,Christopher James Christie,No Records; Referred requester and/or request to more appropriate entity (EOUSA),,,
FOIA-2015-02380,PAO,09/29/2015,Christopher James Christie,Referred requester and/or request to more appropriate entity (EOUSA),,,
FOIA-2015-03540,OLA,09/29/2015,"All questions for the record (QFRS) provided by the FBI to Congressional committees between January 1, 2014 and June 19, 2014",Full Grant of referred records,,,
FOIA-2015-04206,DAG,09/29/2015,"Communications between the Department of Justice and former Representative Joe Sestak from January 3, 2007, to January 3, 2011",No Records responsive to request were located,,,
FOIA-2015-04207,ASG,09/29/2015,"Communications between the Department of Justice and former Representative Joe Sestak from January 3, 2007, to January 3, 2011",No Records responsive to request were located,,,
FOIA-2015-05130,AG,09/29/2015,"Copies of requests received by the Attorney General to obtain phone logs, email records, social network logs, and other communications, from, to, or between members of the news media","Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (CRM, CRT, NSD, TAX)","(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2015-05687,AG,09/29/2015,"Certain records related to the shooting death of Michael Brown in Ferguson, Missouri",No Records; Provided additional information and assistance,,,
FOIA-2015-05781,OIP,09/29/2015,Congressional memos and Executive Orders,Full Grant of publicly available material,,,
FOIA-2011-00237,AG,09/30/2015,"Records pertaining to the State Secrets Review Committee, as well as records pertaining to referrals made to agency or department Inspectors Generals and reports made to “appropriate oversight committees of Congress” pursuant to Sections 4(C) and 5",Full Denial: All requested documents WIF,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2011-00238,DAG,09/30/2015,"Records pertaining to the State Secrets Review Committee, as well as records pertaining to referrals made to agency or department Inspectors Generals and reports made to “appropriate oversight committees of Congress” pursuant to Sections 4(C) and 5",Full Denial: All requested documents WIF,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2011-00998,AG,09/30/2015,"Operation Fast and Furious documents, including documents requested by, and created in response to the House Committee's assessment",Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2011-00999,DAG,09/30/2015,"Operation Fast and Furious Documents, including documents requested by, and created in response to House Committee's assessment",Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2012-00269,AG,09/30/2015,All records of Attorney General Eric Holder's involvement in Operation Fast and Furious,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2012-00563,AG,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2012-00564,DAG,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2012-00980,AG,09/30/2015,E-mails and other correspondence from the Attorney General related to Operation Fast and Furious,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2012-01088,AG,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2012-01132,DAG,09/30/2015,Operation Fast and Furious documents from 2009 to present,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2013-03079,AG,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2013-03183,DAG,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2013-05379,AG,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial: All requested documents RIP,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2014-01381,DAG,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial of referred records,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2014-01382,PAO,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial of referred records,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2014-01383,OLA,09/30/2015,Operation Fast and Furious,Partial Grant/Partial Denial of referred records,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C),(b)(7)(E)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2014-01539,AG,09/30/2015,A copy of a May or June 2011 memorandum from former Acting Solicitor General Neal Katyal to Attorney General Eric Holder pertaining to the awarding of a Presidential Medal of Freedom to Gordon Hirabayashi,Full Denial: All requested documents WIF,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2014-02008,OIP,09/30/2015,Requested processing notes and the administrative case file related to the Office of Legal Counsel (OLC) FOIA request number FY13-017 and its related administrative appeal number AP-2013-05335,Partial Grant/Partial Denial: All requested documents RIP,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2014-03563,AG,09/30/2015,"Records of all correspondence sent to the Department of Justice’s Office of the Attorney General, by Stephen M. Ryan of McDermott, Will & Emery, between April and May 2014",No Records responsive to request were located,,,
FOIA-2014-03922,ASG,9/30/2015,"Records related to the Dinesh D'Souza-produced documentaries ""2016: Obama's America"" and/or America: Imagine a World Without Her"" from January 1, 2012 to May 21, 2014",No Records responsive to request were located,,,
FOIA-2014-04112,OIP,09/30/2015,Compiled information on FOIA court decisions,No Records responsive to request were located,,,
FOIA-2014-04424,OIP,09/30/2015,URLs for federal agencies,Full Grant: All requested documents RIF,,,
FOIA-2014-04803,OLA,09/30/2015,Records regarding the government’s use of cell tower dumps,Partial Grant/Partial Denial of referred records,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2015-01327,AG,09/30/2015,"Communications between the Department of Justice and Rafael Edward ""Ted"" Cruz in his capacity as Solicitor General of Texas (2003 to 2008) or U.S. Senator (since 2012)",No Records responsive to request were located,,,
FOIA-2015-01489,ASG,09/30/2015,"Communication between John Ellis ""Jeb"" Bush and the Department of Justice dating since January 1, 1995",No Records responsive to request were located,,,
FOIA-2015-01491,DAG,09/30/2015,"Communication between John Ellis ""Jeb"" Bush and the Department of Justice dating since January 1, 1995",No Records responsive to request were located,,,
FOIA-2015-01508,OIP,09/30/2015,"Communication between DO) and Hillary Rodham Clinton or members of her staff, dating from January 1, 2001 through December 31, 2013, and all FOIA requests submitted to DOJ pertaining to Hillary Rodham Clinton since 2001",Partial Grant/Partial Denial: All requested documents RIP,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2015-01875,DAG,09/30/2015,Records pertaining to or mentioning an investigation in the United States Eastern District of Virginia (E.D. Va.) of the International Institute of Islamic Thought,No Records responsive to request were located,,,
FOIA-2015-01940,OIP,09/30/2015,"Communications with Google, Inc and federal entities including White House and Executive Office of the President from June 7, 2010 until the present and all FOIA requests pertaining to Google, Inc and responsive material provided to requesters",Partial Grant/Partial Denial: All requested documents RIP,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2015-02385,AG,09/30/2015,"Policies, guidelines, rules, or legal analysis regarding the use of social media in criminal and civil investigations, dating since 2013",No Records responsive to request were located,,,
FOIA-2015-02386,DAG,09/30/2015,"Policies, guidelines, rules, or legal analysis regarding the use of social media in criminal and civil investigations, dating since 2013",No Records responsive to request were located,,,
FOIA-2015-02387,ASG,09/30/2015,"Policies, guidelines, rules, or legal analysis regarding the use of social media in criminal and civil investigations, dating since 2013",No Records responsive to request were located,,,
FOIA-2015-02431,OLA,09/30/2015,Specific pieces of correspondence by control number and congressional office,Full Grant of referred records,,,
FOIA-2015-02939,OIP,09/30/2015,Letters/documents related to OIP appeal AP-2015-02110 including the original appeal,Full Grant/Partial Referral: Records referred to (FBI) for further review,,,
FOIA-2015-03577,OIP,09/30/2015,Records concerning the adjudication of Freedom of Information Act Administrative Appeal AP-2014-04709,Referral: Records were located and referred to more appropriate entity (EOUSA),,,
FOIA-2015-03641,OLA,09/30/2015,"All correspondence to and from the Justice Department's Office of Legislative Affairs between January 1, 2013, and May 28, 2015, with specific representatives of Taylor Energy Company",No Records responsive to request were located,,,
FOIA-2015-03961,OIP,09/30/2015,All prior versions of the Department of Justice Guide to the Freedom of Information Act,Full Grant: All requested documents RIF,,,
FOIA-2015-04056,AG,09/30/2015,"Any memorandum, any legal analysis or documents on this airdrops prepared / received by the Office of U.S. Attorney General or Office of the Assistant Attorney General",Full Denial: All requested documents WIF,"(b)(1), (b)(5)","Information that is properly classified in the interest of national security pursuant to Executive Order 13526; Certain inter- and intra-agency communications protected by the deliberative process 
privilege
",
FOIA-2015-04834,OIP,09/30/2015,Records from the Financial Fraud Enforcement Task Force and the Oil and Gas Fraud Working Group; specifically concerning the oil and gas markets in California from May 2012  to July 2015,Partial Grant/Partial Denial: All requested documents RIP,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2015-05253,OLA,09/30/2015,Correspondence between the Department and various federal and state officials,Partial Grant/Partial Denial of referred records,"(b)(5), (b)(6)",Certain inter- and intra- agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2015-05731,OIP,09/30/2015,Information regarding mortgage fraud,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,,
FOIA-2015-05748,AG,09/30/2015,Information concerning the American Slav Congress,Full Grant of referred records,,,
FOIA-2015-05749,AG,09/30/2015,Boston Marathon bomber Dzhokar Tsarnaev,Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records,(b)(7)(C),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2015-05777,OLP,09/30/2015,"Addresses for the state, county, city and municipal courts for North Carolina, Indiana and Florida, as well as the addresses for those states' secretaries of state",Provided relevant information and assistance,,,
FOIA-2015-05780,OIP,09/30/2015,Code of Federal Definition of January of 1959,Provided relevant information and assistance,,,
FOIA-2015-05827,OIP,09/30/2015,Information regarding the conviction and incarceration of a former federal inmate,Referred requester and/or request to more appropriate entity (BOP),,,
FOIA-2015-05829,OIP,09/30/2015,An investigation into alleged judicial and legal misconduct,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,,
FOIA-2015-05834,OIP,09/30/2015,Records pertaining to a third party,Provided relevant information and assistance,,,
FOIA-2015-05841,OIP,09/30/2015,"Agreements between HUD and Community Housing Fund, Irving, Texas, dating from January 1, 1999, through December 31, 2001",Provided relevant information and assistance,,,
FOIA-2015-05858,OIP,09/30/2015,Records pertaining to a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,,
FOIA-2015-05866,OIP,09/30/2015,Third party records on 16 individuals,Referred requester and/or request to more appropriate entity (NSD),,,
FOIA-2015-05867,OIP,09/30/2015,"Records pertaining to River City Residence, LLC.",Referred requester and/or request to more appropriate entity,,,
