Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2014-00065,OLP,1/7/14,"Presidential Commissions, Appointment Affidavits, Oaths of Office and Senate Confirmation documents regarding all judges who are or have been seated on the United States District Court for the District of Rhode Island",Partial Grant/Partial Denial; Provided additional information and assistance,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-00825,OIP,1/7/14,Copies of various records submitted by corporations related to the Durbin Amendment to the Dodd Frank Act and Regulation II since the Dodd Frank Act was signed into law,Referred requester and/or request to more appropriate entity (Board of Governors of the Federal Reserve),,
FOIA-2014-00826,OIP,1/7/14,Copies of various records submitted by corporations related to the Durbin Amendment to the Dodd Frank Act and Regulation II since the Dodd Frank Act was signed into law,Referred requester and/or request to more appropriate entity (Board of Governors of the Federal Reserve),,
FOIA-2014-00827,OIP,1/7/14,Copies of various records submitted by corporations related to the Durbin Amendment to the Dodd Frank Act and Regulation II since the Dodd Frank Act was signed into law,Referred requester and/or request to more appropriate entity (Board of Governors of the Federal Reserve),,
FOIA-2014-00828,OIP,1/7/14,Copies of various records submitted by corporations related to the Durbin Amendment to the Dodd Frank Act and Regulation II since the Dodd Frank Act was signed into law,Referred requester and/or request to more appropriate entity (Board of Governors of the Federal Reserve),,
FOIA-2014-00829,OIP,1/7/14,Copies of various records submitted by corporations related to the Durbin Amendment to the Dodd Frank Act and Regulation II since the Dodd Frank Act was signed into law,Referred requester and/or request to more appropriate entity (Board of Governors of the Federal Reserve),,
FOIA-2014-00848,OIP,1/7/14,Records pertaining to the detention and deportation of a certain individual from the United States to Belize,Referred requester and/or request to more appropriate entity (EOIR),,
FOIA-2014-00877,OIP,1/7/14,Copy of Attachment (A) of the Department of Justice Reference Guide: listing of all federal agency FOIA contacts,Full Grant,,
FOIA-2014-00934,OIP,1/8/14,Information on FOIA request no. 1202018-00,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-00949,OIP,1/8/14,Records pertaining to the prosecution of a third party/dentist office,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-00873,OAG,1/9/14,Oath of Office and Appointment Affidavit for Attorney General Eric Holder,Full Grant,,
FOIA-2014-00874,OLP,1/9/14,"Oaths of Office and Appointment Affidavits for U. S. District Court judges R. Gary Klausner, Richard Paez, and John F. Walter; several magistrate judges, and various other individuals",Partial Grant/Partial Denial; Referred requester and/or request to more appropriate entity (EOUSA); Provided additional information and assistance,,
FOIA-2014-00880,ODAG,1/9/14,"Records of communication between DOJ and the non-profit organizations The Innocence Project and National Association of Criminal Defense Lawyers regarding Willie Jerome Manning, and any communications between DOJ and any other parties regarding Manning",No Records,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-00947,OIP,1/9/14,Copies of a third party's federal government employment records,Referred requester and/or request to more appropriate entity (National Personnel Records Center),,
FOIA-2014-00965,OIP,1/9/14,Records pertaining to the cyber-stalking case involving a third party,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01007,OIP,1/9/14,"Copy of the latest ""audit report"" for Jones County in Gray, Georgia",Provided relevant information and assistance,,
FOIA-2014-01048,OIP,1/9/14,Information on a trustee matter,Referred requester and/or request to more appropriate entity (EOUST),,
FOIA-2014-01052,OIP,1/9/14,Information regarding the case United States of America v. Rajat K. Gupta,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01090,OIP,1/9/14,E-mails with the United States Marshals Service regarding Chris Brown,Referred requester and/or request to more appropriate entity (USMS),,
FOIA-2014-01069,OLA,1/10/14,Correspondence from Senator Mike Enzi,Request Withdrawn,,
FOIA-2012-00458,ODAG,1/14/14,"E-mails from January 1, 2011, to January 31, 2012, between the Office of the Deputy Attorney General and United States Attorneys Melinda Haag, Andre Birotte Jr., Benjamin Wagner, and Laura Duffy concerning medical marijuana in California",Partial Grant/Partial Denial/Partial Referral: Records referred to EOUSA for further review,,
FOIA-2014-01120,OIP,1/14/14,Records pertaining to the subpoena of Aegerion Pharmaceuticals by the Department of Justice,Referred requester and/or request to more appropriate entity (EOUSA),"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-01130,OIP,1/14/14,"Communications within the Executive Office for the United States Attorneys from January 8, 2014 to January 9,  2014, that mention or refer to listed individuals",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01164,OIP,1/14/14,"Copies of third-party submissions related to the ""Louisiana-Pacific and Ainsworth deal""",Referred requester and/or request to more appropriate entity (ATR),,
FOIA-2014-01193,OIP,1/14/14,"Records reflecting the date that Multimedia Games Holding Company, Inc. first registered under the Gambling Device Registration Act",Referred requester and/or request to more appropriate entity (CRM),,
FOIA-2014-00856,OIP,1/15/14,Certain records pertaining to the Department of Justice settlement with JP Morgan Chase,Full Grant of publicly available material; Referred requester and/or request to more appropriate entity (EOUSA) for settlement agreement,,
FOIA-2014-01073,OAG,1/15/14,"A copy of the Attorney General's directives announced during a speech dated August 12, 2013",Full Grant,,
FOIA-2014-01063,OIP,1/16/14,(1) copies of the Anti-Terrorist Act and Patriotic Act; (2) records pertaining to the Department of Corrections and Community Supervision’s previous and current applications to retrieve federal grants and other relevant information ,Full Grant of (1); Referred requester and/or request to more appropriate entity for (2) (OJP),,
FOIA-2014-01072,OIP,1/16/14,Information on how to make a FOIA request,Provided requester with the DOJ Reference Guide,,
FOIA-2014-01076,OIP,1/16/14,Copy of Army regulations manual 840-10,Referred requester and/or request to more appropriate entity (U.S. Dep't of the Army),,
FOIA-2014-01077,OIP,1/16/14,"Information regarding ""common law, admiralty court, tribunal court, martial law and zones,"" and ""color or appearance law""","Provided requester with information on how to make a FOIA request, as specific records being sought could not be identified",,
FOIA-2014-01078,OIP,1/16/14,Copies of Executive Order 10033 and Proclamation Number 3972; Senate Report 93-549,Full Grant,,
FOIA-2014-01206,OIP,1/16/14,A list of all property seized from locations inside Ohio from 2011 through 2013 by the Drug Enforcement Administration for the purpose of forfeiture under violations of the Controlled Substances Act,Referred requester and/or request to more appropriate entity (DEA),,
FOIA-2011-00279,OAG,1/17/14,Communications regarding decisions on immigration matters issued by the Attorney General,Partial Grant/Partial Denial,,
FOIA-2013-03650,OLP,1/17/14,Correspondence between Paul Almanza and various listed individuals in the Department's Criminal and National Security Divisions and the U.S. military,No Records,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-00920,OIP,1/17/14,"Records pertaining to Sir Eric Gairy, former Prime Minister of Grenada",Referred requester and/or request to more appropriate entities (FBI & NARA),,
FOIA-2014-01079,OIP,1/17/14,"Records pertaining to the Amarillo, Texas Police Department and records pertaining to the federal court case of Donald Joseph West",Referred requester and/or request to more appropriate entity (EOUSA); Provided additional information and assistance,,
FOIA-2014-01106,OIP,1/17/14,Information regarding an investigative case file regarding a violation of the National Labor Relations Act,Referred requester and/or request to more appropriate entity (NLRB),,
FOIA-2014-01162,OIP,1/17/14,Information regarding a federal court case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01178,OIP,1/17/14,Information regarding a federal court case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01208,OIP,1/17/14,Information regarding Virgil D. Hawkins,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01046,OIP,1/22/14,Income tax information,Referred requester and/or request to more appropriate entity (IRS); Provided additional information and assistance,,
FOIA-2014-01108,OIP,1/22/14,"A list of all police stations, addresses, or locations in the United States",Provided relevant information and assistance,,
FOIA-2014-01142,OIP,1/22/14,"Information regarding former General Industries of Elyria, Ohio",Provided relevant information and assistance,,
FOIA-2014-01160,OIP,1/22/14,Records on educational institutions,Referred requester and/or request to more appropriate entity (Dep't of Education); Provided additional information and assistance,,
FOIA-2014-01234,OIP,1/22/14,Copy of an immigration file,Referred requester and/or request to more appropriate entity (EOIR),,
FOIA-2014-01278,OIP,1/22/14,Records related to the case United States v. Bartel,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-00945,OIP,1/23/14,"Records pertaining to the number of FOIA requests made to all Department of Justice components, the number of FOIA staff in components between FY09 and FY13, and a copy of the Department’s policy on agency compliance with the FOIA",Full Grant,,
FOIA-2014-01071,OIP,1/23/14,Records regarding the Pan-American Conference of 1928 and a petition challenging the jurisdiction of the United States Courts to hold Marcus Garvey,"Referred requester and/or request to more appropriate entities (EOUSA, FBI, Dep't of State & NARA)",,
FOIA-2014-01080,OIP,1/23/14,Information regarding the Foreign Agents Registration Act and certain foreign principals,Full Grant of publicly available material; Referred requester and/or request to more appropriate entity (NSD),,
FOIA-2014-01292,OIP,1/23/14,Investigative and arrest records pertaining to Keith Clifford Cunningham.,Referred requester and/or request to more appropriate entity (USMS),,
FOIA-2011-00939,ODAG,1/24/14,"Various records on third parties, and the procedures and protocols of the Department of Justice for adding the names of individuals to various terrorism watch lists",Referral: Records referred to the FBI for further review,,
FOIA-2014-01081,OIP,1/24/14,"Records pertaining to Abdul Mohamed Waked Fares or his companies, Grupo Wisa, S.A. and La Riviera, SAS contained in the National Security Division’s indices or files",Referred requester and/or request to more appropriate entity (NSD),,
FOIA-2014-01083,OLP,1/24/14,"Report to Attorney General on the Search and Seizure Exclusion Rule, dated February 26, 1986",Referred requester and/or request to more appropriate entity (NARA); Provided additional information and assistance,,
FOIA-2014-01097,OIP,1/24/14,Copies of the Department of Justice Guide to the Freedom of Information Act (FOIA Guide) and a FOIA Case List,Provided information on how to access information online and to request paper copies from GPO; Provided indices to requested documents to assist requester in selecting sections of interest free of charge,,
FOIA-2014-01154,OIP,1/24/14,"An electronic copy of the accessibility complaint filed by an individual, in January 2014, against Les Schwab Amphitheater/the Old Mill District in Bend, Oregon",Referred requester and/or request to more appropriate entity (CRT),,
FOIA-2014-01167,OIP,1/24/14,Records pertaining to certain Federal Bureau of Investigation informants,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01205,OIP,1/24/14,"""Information""","Provided requester with information on how to make a FOIA request, as specific records being sought could not be identified",,
FOIA-2014-01228,OIP,1/24/14,Certain publications regarding the Attorney General’s Advisory Committee (AGAC),Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01092,OAG,1/27/14,A copy of the most recent Civil Rights of Institutionalized Persons Act (CRIPA) Report and other information pertaining to the CRIPA,Full Grant of publicly available material; Referred requester and/or request to more appropriate entity (CRT),,
FOIA-2014-01112,OIP,1/27/14,"Copies of FOIA contact information for to all federal agencies, Department of Justice FOIA regulations and all FOIA contact information for to the Department of Justice",Full Grant,,
FOIA-2014-01118,OIP,1/27/14,"Records pertaining to alleged discrimination and mismanagement by the Plymouth Housing Commission in Plymouth, Michigan",Provided relevant information and assistance,,
FOIA-2014-00371,OAG,1/28/14,Seeking documents related to rehabilitation programs undertaken by other governments for returning Guantanamo detainees,Request Withdrawn,,
FOIA-2014-00917,OAG,1/28/14,Records on the mail intercept program,Full Grant of records referred by the FBI; Records referred to CRM for further review,,
FOIA-2014-01059,OIP,1/28/14,"Requesting a log of all FOIA requests, regarding Steven Cohen, SAC Capital and several related entities, submitted over the past ten years",Full Grant; Provided additional information and assistance,,
FOIA-2014-01098,OIP,1/28/14,Records pertaining to Pennsylvania sentencing guidelines,Provided relevant information and assistance,,
FOIA-2014-01100,OIP,1/28/14,Records pertaining to tort claim TRT-NCR-2014-000132,Referred requester and/or request to more appropriate entities (BOP & CIV),,
FOIA-2014-01107,OLP,1/28/14,"Copy of the State of New York Department of Correctional Service’s public comments regarding the National Standards to Prevent, Detect, and Response to Prison Rape, Docket No. OAG-131",Full Grant,,
FOIA-2014-01317,OIP,1/28/14,"Asking questions about ""neurological monitoring"" and the length of investigations",Provided relevant information and assistance,,
FOIA-2014-01340,OIP,1/28/14,Records regarding the case United States of America v. Wilfredo Perez,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01165,OIP,1/29/14,The amount of money paid to two individuals for their wrongful convictions in D.C. Superior Court,Provided relevant information and assistance,,
FOIA-2014-01327,OIP,1/29/14,Records pertaining to a court case,Referred requester and/or request to more appropriate entity (EOUSA); Provided additional information and assistance,,
FOIA-2012-00807,OLA,1/30/14,All records associated with a third party from February 2005 to October 2012,Request Withdrawn,,
FOIA-2014-01236,OIP,1/30/14,"Copies of all discovery documents concerning court case U.S. v 112 Metric Tons, more or less, of Cooked, Frozen King Crab, case number 2:11-cv-00334-JLR",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01325,OIP,1/30/14,Information held by a United States Attorney's Office concerning a federal case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01326,OIP,1/30/14,"Records related to an investigation of a Member of Congress, which was carried out by a United States Attorney's Office",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01369,OIP,1/30/14,Information on lawsuits filed by the Manhattan U.S. Attorney for violations of the Fair Housing Act,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2013-02336,OLA,1/31/14,"Correspondence from or on behalf of Representative Frank Guinta to the Department of Justice between December 1, 2000, and January 2013",Request Withdrawn,,
FOIA-2013-03792,OLA,1/31/14,"Correspondence to the Department of Justice from or on behalf of David Young, in various official capacities, while employed by Senator Chuck Grassley, former Senator Jim Bunning, and former Senator Hank Brown from January 1, 1994 to May 31, 2013",Request Withdrawn,,
FOIA-2014-00675,ODAG,1/31/14,"Records from the Departmental Executive Secretariat corresponding to the search term ""Section 702""",Documents determined to be of primary interest to another Department component (OAG) ,,
FOIA-2014-00676,OASG,1/31/14,"Records from the Departmental Executive Secretariat corresponding to the search term ""Section 702""",Documents determined to be of primary interest to another Department component (OAG) ,,
FOIA-2014-01313,OIP,1/31/14,Seeking records concerning a third party,Provided relevant information and assistance,,
FOIA-2014-01315,OAG,1/31/14,The Attorney General’s Guidelines Regarding the Use of Confidential Informants,Full Grant,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
