Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2015-00983,OIP,1/9/15,Records related to a Mandatory Declassification Review (MDR) request submitted to the Federal Bureau of Investigation (FBI) assigned administrative tracking number 1194350-000,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2015-00979,OIP,1/12/15,"Copy of a transcript from Silber v. United States Department of Justice, No. 91-876 (D.D.C. August 13, 1992)",Full Grant of publicly available material,,
FOIA-2015-01076,OIP,1/12/15,Seeking information regarding benefits for former state prison inmates and a copy of an Attorney General opinion,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2015-01258,OIP,1/12/15,"""Statements of Interest"" filed by the Department of Justice in any Court regarding the Federal False Claims Act since 1986",Referred requester and/or request to more appropriate entity (CIV),,
FOIA-2015-00982,OIP,1/13/15,Copy of the Administrative Appeal Remand Memorandum for Appeal No.  AP-2012-00624,Full Grant of referred records,,
FOIA-2015-01077,OIP,1/13/15,Seeking guidance on the Department of Justice and the FOIA,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2015-01301,OIP,1/13/15,Records pertaining to a federal court case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2015-00891,OLP,1/14/15,Appointment documents pertaining to Judge Andrew P. Gordon,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2015-00963,OIP,1/14/15,Complaint and  request for assistance with a Bureau of Prisons matter,Provided relevant information and assistance,,
FOIA-2015-00561,OAG,1/15/15,Any STOCK Act disclosure that Attorney General Holder has filed with the Department's ethics office,Glomar Denial: Neither confirmed nor denied the existence of certain private information,,
FOIA-2015-01305,OIP,1/15/15,Records pertaining to a federal court case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2015-01311,OIP,1/15/15,Civil Division e-mail referencing the Washington Redskins,Referred requester and/or request to more appropriate entity (CIV),,
FOIA-2015-01312,OIP,1/15/15,"Criminal Division (CRM) and National Security Division (NSD) e-mail referencing ""jury nullification""",Referred requester and/or request to more appropriate entity (CRM & NSD),,
FOIA-2015-01332,OIP,1/15/15,"Records pertaining to the September 16, 2013 shooting incident at the Washington Navy Yard",Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2015-00484,ODAG,1/16/15,Contents of an administrative file associated with a request previously submitted by the ACLU to the Office of Legal Counsel,Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2015-00494,PAO,1/16/15,Contents of an administrative file associated with a request previously submitted by the ACLU to the Office of Legal Counsel,Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2015-00917,OAG,1/16/15,"Communications, criminal referrals, or case files pertaining to RSF Pharmaceuticals, SportPharm, or Champion Health Services",Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records,,
FOIA-2015-01210,ODAG,1/16/15,"Communications, criminal referrals, or case files pertaining to RSF Pharmaceuticals, SportPharm, or Champion Health Services",Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records,,
FOIA-2015-01211,OASG,1/16/15,"Communications, criminal referrals, or case files pertaining to RSF Pharmaceuticals, SportPharm, or Champion Health Services",Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records,,
FOIA-2015-01309,OIP,1/20/15,Records pertaining to Adnan Farhan Abd Al Latif (deceased),Referred requester and/or request to more appropriate entity (CIV),,
FOIA-2015-01313,OIP,1/20/15,"Copy of the ""Judgment Fund Award data sheet"" in all Freedom of Information Act cases, starting in the year 2000",Referred requester and/or request to more appropriate entity (CIV),,
FOIA-2015-00887,OIP,1/21/15,"Civil Asset Forfeiture Laws for PA, NJ Delaware and MD",Provided relevant information and assistance,,
FOIA-2015-01233,OAG,1/21/15,"Statistics on inmate filings from Federal, State and Appellate Courts for the state of Illinois",Referred requester and/or request to more appropriate entity (OJP),,
FOIA-2015-01235,OIP,1/21/15,Information regarding new legislation in the State of Tennessee,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2015-01236,OIP,1/21/15,Various information concerning criminal justice,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2015-01322,OIP,1/21/15,"Information on the ""Homon-N-Filemores"" investigation in the state of Illinois",Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2015-01323,OAG,1/21/15,Seeking assistance concerning incarceration,Provided relevant information and assistance,,
FOIA-2015-01363,OIP,1/21/15,Records pertaining to a court case,Provided relevant information and assistance,,
FOIA-2015-01366,OIP,1/21/15,Copy of the Department of Justice Freedom of Information Act Reference Guide (Reference Guide),Full Grant,,
FOIA-2015-01370,OIP,1/21/15,Contact information for various entities as well as information concerning the functions of the components of the Department of Justice,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2015-01320,OIP,1/22/15,Seeking portions of the Department of Veterans Affairs operations manual,Referred requester and/or request to more appropriate entity (VA),,
FOIA-2015-01321,OIP,1/22/15,Seeking legal assistance,Provided relevant information and assistance,,
FOIA-2015-01365,OIP,1/22/15,"Copy of the Wayne County Sheriff Department dispatch report for October 18, 2013",Provided relevant information and assistance ,,
FOIA-2015-00886,OIP,1/23/15,Copies of various public source documents,Full Grant of public material available free of charge but informed requester that further production would incur duplication fees,,
FOIA-2015-01214,OLP,1/23/15,Copies of the Oath of Office and Appointment Affidavits pertaining to Judge Sylvia H. Rambo of the United States District Court for the Middle District of Pennsylvania,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2015-01232,OAG,1/23/15,Copy of the Oath of Office for the United States Attorney General,Full Grant,,
FOIA-2015-00845,OAG,1/26/15,Memorandum from the Attorney General regarding Miranda warnings,Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2015-01389,OIP,1/29/15,"Memorandum from the Attorney General to the United States Attorneys and Assistant Attorney General for the Criminal Division entitled ""Department Policy on Charging Mandatory Minimum Sentences and Recidivist Enhancements in Certain Drug Cases""",Full Grant,,
FOIA-2015-01474,OIP,1/29/15,Records pertaining to a third party,Referred requester and/or request to more appropriate entity (BOP),,
FOIA-2014-01743,OIP,1/30/15,"All correspondence between thirteen elected officials and the Offices of the Attorney General (OAG), Deputy Attorney General (ODAG), Associate Attorney General (OASG), Information Policy (OIP), Legal Policy (OLP), and Public Affairs (PAO)",No Records,,
FOIA-2014-01744,OLP,1/30/15,"All correspondence between thirteen elected officials and the Offices of the Attorney General (OAG), Deputy Attorney General (ODAG), Associate Attorney General (OASG), Information Policy (OIP), Legal Policy (OLP), and Public Affairs (PAO)",No Records,,
FOIA-2014-01745,PAO,1/30/15,"All correspondence between thirteen elected officials and the Offices of the Attorney General (OAG), Deputy Attorney General (ODAG), Associate Attorney General (OASG), Information Policy (OIP), Legal Policy (OLP), and Public Affairs (PAO)",No Records,,
FOIA-2014-01997,OAG,1/30/15,"Communications between the Office of Legal Counsel (OLC) and the Offices of the Attorney General (OAG), Immigration Litigation, Solicitor General, and the Department of Homeland Security concerning specific immigration decisions",Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2014-01998,ODAG,1/30/15,"Communications between the Office of Legal Counsel (OLC) and the Offices of the Attorney General (OAG), Immigration Litigation, Solicitor General, and the Department of Homeland Security concerning specific immigration decisions",Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2015-01325,OIP,1/30/15,Records from a Department of Education employee,Referred requester and/or request to more appropriate entity (Education),,
FOIA-2015-01364,OIP,1/30/15,Copies of requester's correspondence to the Office of Information Policy in relation to a prior request,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
,,,,,,
,,,,,,
