Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2010-01224,ODAG,4/8/14,"Information regarding the investigation of eleven Russian agents, ten of whom were arrested on June 27, 2010, and deported on July 9, 2010",Full Denial/Partial Referral:  Records referred to FBI for further review; Directed requester to additional material which has already been made available on the Department's website,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2014-01586,OIP,4/8/14,"Copy of the Department of Justice Memorandum dated September 1, 1988:  White House Records in Agency Files: Referrals and Consultations",Full Grant,,
FOIA-2014-02132,OIP,4/8/14,"Copy of FOIA contacts and other ""reference materials"" from federal Departments",Provided requester with list of FOIA contacts at federal Departments and referred requester to those entities for additional reference information; previously provided DOJ contact and reference material to requester,,
FOIA-2014-02146,OLA,4/8/14,"Transcript of the Senate Judiciary Subcommittee on Constitution, Civil Rights and Human Rights hearing, which took place on February 25, 2014 pertaining to the topic of solitary confinement",Provided requester with publicly available material; provided additional information and assistance,,
FOIA-2014-02157,OIP,4/8/14,"Request submitted through portal stating ""n/a"" in request text field","Provided requester with information on how to make a FOIA request, as specific records being sought could not be identified",,
FOIA-2014-02237,OAG,4/8/14,Records pertaining to the impact of sequestration in Fiscal Years 2013 and 2014,Duplicate Request: Documents referred by OPR were already been processed by OIP; Referred documents were incorporated into ongoing processing under original OIP tracking number,,
FOIA-2014-01914,OIP,4/9/14,Records on a third party,No Records; Provided additional information and assistance,,
FOIA-2014-02246,OIP,4/9/14,Copies of all government-held information,Provided requester with link to DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-02291,OIP,4/9/14,Certain records pertaining to a specified court case,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-02357,OIP,4/9/14,Requesting the address for the Office of the Attorney General,Full Grant,,
FOIA-2014-00515,OAG,4/10/14,"Complaints about 501-c4 organizations from 2010 to November 20, 2013",No Records,,
FOIA-2014-00565,ODAG,4/10/14,"Complaints about 501-c4 organizations from 2010 to November 20, 2013",No Records,,
FOIA-2014-00566,OASG,4/10/14,"Complaints about 501-c4 organizations from 2010 to November 20, 2013",No Records,,
FOIA-2014-02147,OAG,4/10/14,"Records pertaining to the ""Treaty of Peace with the World""",No Records,,
FOIA-2014-02150,OAG,4/10/14,Copies of any memoranda issued by the Attorney General in 2014 to Prosecutors regarding the Smarter Sentencing Act or the proposed amendments to 2D1.1 of the United States Sentencing Guidelines,No Records,,
FOIA-2014-02229,OIP,4/10/14,"Records pertaining to ""the resolution of claims involving wrongfully convicted individuals""",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-02317,OIP,4/10/14,Copy of an agreement which sets the terms of settlement in a specified case settled in the United States District Court for the District of New Jersey,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-02310,OIP,4/11/14,Records pertaining to an investigation of the Miami Police Department,Referred requester and/or request to more appropriate entity (CRT),,
FOIA-2014-02391,OIP,4/11/14,Records from United States Attorneys and the Federal Bureau of Investigation,Referred requester and/or request to more appropriate entity (FBI & EOUSA),,
FOIA-2014-01525,OAG,4/14/14,Records concerning the total number of individuals indicted on terrorism charges and held under special administrative measures,Partial Grant/Partial Denial of records referred by CRM,(b)(6); (b)(7)(C) ,"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2014-02137,ODAG,4/14/14,"Records from the electronic database of the Departmental Executive Secretariat pertaining to the terms ""Senate Select Intelligence Committee,"" ""Senate Intelligence Committee,"" and ""SSCI""",Documents determined to be of primary interest to another Department component (OAG),,
FOIA-2014-02138,OASG,4/14/14,"Records from the electronic database of the Departmental Executive Secretariat pertaining to the terms ""Senate Select Intelligence Committee,"" ""Senate Intelligence Committee,"" and ""SSCI""",Documents determined to be of primary interest to another Department component (OAG),,
FOIA-2014-02358,OIP,4/14/14,Copy of the FOIA Reference Guide,Full Grant,,
FOIA-2010-00751,OAG,4/15/14,"Records relating to the venue of the trial of Khalid Sheikh Mohammed and other 9/11 plotters as mentioned by the Attorney General in his November 13, 2009 news conference",Request Withdrawn,,
FOIA-2013-01034,OASG,4/15/14,Council on American-Islamic Relations,Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(C) ,"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2014-01444,ODAG,4/15/14,Various records concerning the procedures and protocols of the Department of Justice for adding the names of individuals to terrorism watchlists,Full Grant,,
FOIA-2014-02004,OIP,4/15/14,"Copy of a 1944 recording and transcription of a conversation between former Interior Secretary Harold Ickes, Sr., and George N. Briggs in the matter of the ""Hopkins Letter""","Referred requester and/or request to more appropriate entity (FBI, EOUSA & FDR Library)",,
FOIA-2014-02351,OIP,4/15/14,Requesting all records pertaining to Tremont Credit Union and several individuals,Provided relevant information and assistance,,
FOIA-2014-02378,OIP,4/15/14,Information pertaining to a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-02379,OIP,4/15/14,Information pertaining to a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-02426,OIP,4/16/14,Records pertaining to the International Brotherhood of Teamsters ,Referred requester and/or request to more appropriate entity (FBI & EOUSA),,
FOIA-2014-02427,OIP,4/16/14,"Legal guidance, policy statements, staff manuals, instructions, and memoranda drafted by or in the possession of the Counterterrorism Section of the National Security Division pertaining to the investigation and prosecution of violations of 18 U.S.C. § 2339A",Referred requester and/or request to more appropriate entity (NSD),,
FOIA-2014-02464,OIP,4/16/14,Records pertaining to Shamil Basayev,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-02084,OAG,4/17/14,Copy of the criminal referral that the Central Intelligence Agency made to the Department of Justice related to the alleged unauthorized access of CIA-related documents by individuals working for the Senate Select Committee on Intelligence,No Records located in OIP search; Request also being processed by NSD,,
FOIA-2014-02135,ODAG,4/17/14,Copy of the criminal referral that the Central Intelligence Agency made to the Department of Justice related to the alleged unauthorized access of CIA-related documents by individuals working for the Senate Select Committee on Intelligence,No Records located in OIP search; Request also being processed by NSD,,
FOIA-2014-02139,ODAG,4/17/14,"Records from the electronic database of the Departmental Executive Secretariat pertaining to “Panetta Review,” from December 1, 2013 to the present",No Records,,
FOIA-2014-02140,OASG,4/17/14,"Records from the electronic database of the Departmental Executive Secretariat pertaining to “Panetta Review,” from December 1, 2013 to the present",No Records,,
FOIA-2014-02290,OIP,4/17/14,Talking points that were prepared by the Department of Justice for use at a hearing in March 2014 before the United Nations Human Rights Committee,Referred requester and/or request to more appropriate entity (CRM),,
FOIA-2014-02328,OIP,4/17/14,Information from a DEA database,Referred requester and/or request to more appropriate entity (DEA),,
FOIA-2014-02356,OIP,4/17/14,Copy of the Department of Justice Guide to the FOIA and various records from the Executive Office for United States Attorneys,Provided requester with public material available free of charge but informed requester that further production would incur duplication fees. Referred requester to EOUSA for records sought from the U.S. Attorneys' Offices,,
FOIA-2014-02359,OIP,4/17/14,"Contact information for the Administrative Office of the United States Courts, as well as a listing of all FOIA contacts for federal agencies",Full Grant,,
FOIA-2014-02433,OIP,4/17/14,Copy of the FOIA directory for all Departments within the federal government.,Full Grant,,
FOIA-2014-02318,OIP,4/21/14,Records pertaining to former Black Panther leader Fred Hampton,Referred requester and/or request to more appropriate entity (FBI & CRT),,
FOIA-2014-02523,OIP,4/23/14,Documents concerning any investigation or prosecution of prisoner abuse committed by civilians at Abu Ghraib prison in Iraq,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2010-01178,ODAG,4/24/14,"Documents regarding (1) guidance or recommendations made by the Department about discussions of administration appointments by White House staff, or persons acting on behalf of White House staff, with any candidate running for public office in exchange for such candidate's withdrawal from the election and (2) any DOJ investigation, inquiry, or review of or into such discussions",Records referred to and located by OIP for item (1) of request determined not to be responsive to request; existence or non-existence of investigatory records responsive to item (2) of request protected pursuant to Exemption 5 of the FOIA ,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2014-02511,OIP,4/24/14,"Correspondence between the Office of Information Policy and the Senate Judiciary Committee (SJC) including a list of FOIA cases that the Department chose not to defend, as was discussed during a March 11, 2014 SJC hearing",No Records:  response to SJC has not yet been made,,
FOIA-2014-02540,OIP,4/24/14,"A ""list of all entities from whom the Department of Justice received settlements and fines in criminal and civil cases for the Fiscal Year 2014""",Referred requester and/or request to more appropriate entity (JMD),,
FOIA-2014-00864,OAG,4/25/14,Records pertaining to the Buffalo/Niagara Falls Cosa Nostra,Full Grant,,
FOIA-2014-02340,OAG,4/25/14,A copy of an application submitted for the United States Attorney for District of Oregon position by an individual who was not ultimately selected for that position,Full Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-02574,OIP,4/25/14,Records pertaining to a third party,Referred requester and/or request to more appropriate entity (EOIR),,
FOIA-2013-00482,OAG,4/28/14,"Documents related to the investigation of Countrywide Bank, FSB (Countrywide Financial Corporation or Countrywide Home Loans, Inc.)",Request Withdrawn,,
FOIA-2013-00493,OAG,4/28/14,"Documents related to the Countrywide Bank, FSB, loan program known as ""Fast and Easy"" in 2008",Request Withdrawn,,
FOIA-2013-00658,ODAG,4/28/14,"Documents related to the investigation of Countrywide Bank, FSB (Countrywide Financial Corporation or Countrywide Home Loans, Inc.)",Request Withdrawn,,
FOIA-2013-00659,OASG,4/28/14,"Documents related to the investigation of Countrywide Bank, FSB (Countrywide Financial Corporation or Countrywide Home Loans, Inc.)",Request Withdrawn,,
FOIA-2013-00660,ODAG,4/28/14,"Documents related to the Countrywide Bank, FSB, loan program known as ""Fast and Easy"" in 2008",Request Withdrawn,,
FOIA-2013-00661,OASG,4/28/14,"Documents related to the Countrywide Bank, FSB, loan program known as ""Fast and Easy"" in 2008",Request Withdrawn,,
FOIA-2014-02355,OIP,4/28/14,Information regarding the recent killing of a grizzly bear in Montana,Determined that records were improperly referred to OIP and forwarded records to EOUSA for further review,,
FOIA-2014-02463,OIP,4/28/14,"Copies of all FOIA requests submitted since January 1, 2013, regarding Ben (Benjamin) Sasse",No Records,,
FOIA-2011-00105,ODAG,4/29/14,Guidelines and policies concerning discovery in criminal trials,Request Withdrawn,,
FOIA-2014-02286,OIP,4/29/14,Contents of case files for certain federal court cases,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-02292,OIP,4/29/14,"Records relating to several specific case numbers in Olympia, Washington",Provided relevant information and assistance,,
FOIA-2014-02293,OIP,4/29/14,"Records relating to several specific case numbers in Olympia, Washington",Provided relevant information and assistance,,
FOIA-2014-02294,OIP,4/29/14,"Records relating to several specific case numbers in Olympia, Washington",Provided relevant information and assistance,,
FOIA-2014-02535,OIP,4/29/14,"A copy of the October 28, 2013 Mosaic and CF Asset Purchase Agreement which was approved by the Department of Justice on or about January 15, 2014",Referred requester and/or request to more appropriate entity (ATR),,
FOIA-2014-02582,OIP,4/29/14,Records pertaining to a specific state court indictment,Provided relevant information and assistance,,
FOIA-2014-02613,OIP,4/29/14,"Information from the United States Attorney's Office, Philadelphia District, Official Corruption, Fraud and Civil Rights Unit",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2011-00941,OAG,4/30/14,"All correspondence between Assistant United States Attorney John Durham and the Offices of the Attorney General and Deputy Attorney General regarding cases of alleged abuse of individuals in U.S. custody overseas, whose conclusion was announced on June 30, 2011",Partial Grant/Partial Denial,(b)(3); (b)(5); (b)(6),Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-02275,OIP,4/30/14,"Copies of all FOIA requests made to the Office of the Information Policy of the Department of Justice ""regarding the company Questcor and drug Acthar in the last ten years""",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-02446,OIP,4/30/14,A list of all lawyers in the United States,Provided relevant information and assistance,,
