Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2014-04067,OIP,8/11/14,Records pertaining to third parties,Provided relevant information and assistance,,
FOIA-2014-04095,OIP,8/11/14,"Seeking ""any records you have"" ",Provided relevant information and assistance,,
FOIA-2014-03686,OIP,8/12/14,"Investigative information pertaining to financial records from 1979, including wire transfers from Bahrain and Hong Kong",Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-03692,OIP,8/12/14,Records of the former Office of the Alien Property Custodian related to two specific patents,Referred requester and/or request to more appropriate entity (NARA),,
FOIA-2014-03789,OIP,8/12/14,"Documents related to an investigation against Joel A. Holiner, M.D. and Holiner Psychiatric Group, P.A. for False Claims Act violations",Referred requester and/or request to more appropriate entity (Civil Division); provided other relevant information and assistance,,
FOIA-2014-03932,OIP,8/12/14,"Records pertaining to Reeves County Detention Center in Pecos, TX",Provided relevant information and assistance,,
FOIA-2014-03342,OAG,8/13/14,"Copy of Attorney General Eric Holder's calendar and schedule, from September 1, 2012 to August 1, 2012",Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(E); (b)(7)(F),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions"
FOIA-2014-03391,OAG,8/13/14,A directive issued by the Attorney General regarding Descamps v. United States,No records; Provided additional information and assistance,,
FOIA-2014-03612,OAG,8/13/14,A Department of Justice Directive issued to United States Attorneys regarding Descamps v. United States,No records: Provided additional information and assistance,,
FOIA-2014-03682,OLP,8/13/14,"Appointment Affidavits, Oath of Office, and Senate Confirmation document pertaining to Judge Richard A. Schell of the United States District Court, Eastern District of Texas",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-03868,OAG,8/13/14,A directive issued by the Attorney General regarding Descamps v. United States,No records; Provided additional information and assistance,,
FOIA-2014-03946,OIP,8/13/14,Records pertaining to third parties,Provided relevant information and assistance,,
FOIA-2014-03947,OIP,8/13/14,Records pertaining to third parties,Provided relevant information and assistance,,
FOIA-2014-03952,OIP,8/13/14,Records pertaining to a third party,Referred requester and/or request to more appropriate entity (BOP),,
FOIA-2014-04077,OIP,8/13/14,Records pertaining to third parties,Provided relevant information and assistance,,
FOIA-2014-04107,OIP,8/13/14,"Writ in the Nature of Discovery dated August 8, 2014",Provided relevant information and assistance,,
FOIA-2014-04108,OIP,8/13/14,Asking various legal questions,Provided relevant information and assistance,,
FOIA-2014-04109,OIP,8/13/14,"Cop of an ""Act of State Document""",Provided relevant information and assistance,,
FOIA-2014-04110,OIP,8/13/14,Requesting an investigation into various allegations,Provided relevant information and assistance,,
FOIA-2014-04114,OIP,8/13/14,Records related to the case United States v. Louisiana Generating LLC (Civil Action No. 09-100-JJB-DLD),Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-04122,OIP,8/13/14,Immigration records pertaining to a third party,Referred requester and/or request to more appropriate entity DHS's (USCIS),,
FOIA-2014-03768,OIP,8/14/14,"Records on ""a new privacy act law for electronic devices""",Provided relevant information and assistance,,
FOIA-2014-03896,OIP,8/14/14,"Records from June 28, 1914 through December 31, 2013, pertaining to the United States Government “deliberately seeking to kill” individuals or groups suspected of perpetrating atrocities","Provided copies of previously-processed related records; Referred requester and/or request to more appropriate entity (NSD, NARA)",,
FOIA-2014-03897,OIP,8/14/14,"Records from June 28, 1914 through December 31, 2013, pertaining to the United States Government “deliberately seeking to kill” individuals or groups suspected of perpetrating atrocities","Provided copies of previously-processed related records; Referred requester and/or request to more appropriate entity (NSD, NARA)",,
FOIA-2011-00878,OLA,8/15/14,"Copies of internal memoranda, correspondence and legal analysis pertaining to the Internet Safety Act 2009",Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(C) ,"Certain inter- and intra-agency communications protected by legal privileges; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2014-04079,OIP,8/15/14,Copies of personnel records pertaining to a specific individual within the Fort Wayne Police Department,Provided relevant information and assistance,,
FOIA-2014-04115,OIP,8/15/14,"Records on ""New York legislative law on Directive 4921""",Provided relevant information and assistance,,
FOIA-2014-04119,OIP,8/15/14,"Records on ""Constitutional Challenge Rule 1.6""",Provided relevant information and assistance,,
FOIA-2014-04024,OIP,8/18/14,"Records pertaining to ""Task Orders""",Referred requester and/or request to more appropriate entity (JMD),,
FOIA-2014-04053,OIP,8/18/14,Records pertaining to a third party,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-04061,OIP,8/18/14,Records pertaining to the unsealing of a court filing,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-04138,OIP,8/18/14,Immigration records pertaining to a third party,Referred requester and/or request to more appropriate entity (USCIS),,
FOIA-2014-04152,OIP,8/18/14,Records related to FOIA requests made to the Executive Office for Immigration Review,Referred requester and/or request to more appropriate entity (EOIR),,
FOIA-2014-03948,OIP,8/19/14,Records pertaining to third parties,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-03949,OIP,8/19/14,Records pertaining to third parties,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-03950,OIP,8/19/14,Records pertaining to third parties,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-03951,OIP,8/19/14,Records pertaining to a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-04094,OIP,8/19/14,Information regarding a FOIA request he previously submitted,Provided relevant information and assistance,,
FOIA-2014-04137,OIP,8/19/14,Information produced for the Drug Enforcement Agency on the impact of marijuana legalization in Colorado or elsewhere in the country,Referred requester and/or request to more appropriate entity (DEA),,
FOIA-2014-03925,OAG,8/20/14,Attorney General's Guidelines for Domestic FBI Operations,Full Grant,,
FOIA-2014-03953,OIP,8/20/14,Records pertaining to third parties,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-03954,OIP,8/20/14,Records pertaining to third parties,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-04206,OIP,8/20/14,Records concerning a third party,Referred requester and/or request to more appropriate entity (NARA),,
FOIA-2014-04207,OIP,8/20/14,Records concerning a third party,Referred requester and/or request to more appropriate entity (NARA),,
FOIA-2014-03864,OIP,8/22/14,Copies of official Freedom of lnformation Act request forms,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-04002,OIP,8/22/14,Records pertaining to a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-04066,OIP,8/22/14,Records pertaining to a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance ,,
FOIA-2014-04235,OIP,8/23/14,Records concerning a federal case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-04236,OIP,8/23/14,Records concerning a federal case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-04111,OIP,8/25/14,Machine readable sets of federal agency quarterly FOIA reports,Full Grant of publicly available material for DOJ; Referred requester directly to other federal agencies for their data,,
FOIA-2014-04190,OIP,8/25/14,Inquiring into status of submitted complaint,Provided relevant information and assistance,,
FOIA-2014-04193,OIP,8/25/14,Records pertaining to alleged surveillance,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-04250,OIP,8/26/14,"Records regarding George Manuel Bosque; specifically, his 1980 grand larceny and grand theft auto case related to his robbery of a Brink's armored truck",Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-03893,OIP,8/27/14,"Records from June 28, 1914 through December 31, 2013, pertaining to the United States Government “deliberately seeking to indefinitely detain any individual who or group that is suspected of perpetrating atrocities""",No Records; Referred requester and/or request to more appropriate entity (NARA); Provided other relevant information and assistance,,
FOIA-2014-03894,OIP,8/27/14,"Records from June 28, 1914 through December 31, 2013, pertaining to the United States Government “deliberately seeking to indefinitely detain any individual who or group that is suspected of perpetrating atrocities""",No Records; Referred requester and/or request to more appropriate entity (NARA); Provided other relevant information and assistance,,
FOIA-2014-03929,OIP,8/27/14,Information on the FOIA,Full Grant,,
FOIA-2014-03930,OIP,8/27/14,Cop of the Department of Justice FOIA Reference Guide,Full Grant,,
FOIA-2014-04081,OIP,8/27/14,Records pertaining to a third party and to requester,"Referred requester and/or request to more appropriate entity (FBI, NARA)",,
FOIA-2014-04084,OIP,8/27/14,Requesting information pertaining to specific legal questions,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-04085,OIP,8/27/14,Records pertaining to  a 2010 Oil and Natural Gas Information sharing Working Group Table Top Exercise,Determined that records were improperly referred and forwarded records to OJP for further review,,
FOIA-2014-04082,OIP,8/28/14,Copy of the Department of Justice FOIA Reference Guide,Full Grant,,
FOIA-2014-04090,OIP,8/28/14,"Copy of the ""Judicial Review Act""",Provided relevant information and assistance,,
FOIA-2014-04078,OIP,8/29/14,Requesting that an immigration case be re-opened,Referred requester and/or request to more appropriate entity (EOIR); Provided other relevant information and assistance,,
FOIA-2014-04261,OIP,8/29/14,Making various allegations against an organization,Provided relevant information and assistance,,
FOIA-2014-04266,OIP,8/29/14,Records on a settlement agreement with a private medical practice,Referred requester and/or request to more appropriate entity (HHS),,
FOIA-2014-04284,OIP,8/29/14,"Video of shooting in Beavercreek, OH",Provided relevant information and assistance,,
FOIA-2014-04287,OIP,8/29/14,"Video of shooting in Beavercreek, OH",Provided relevant information and assistance,,
FOIA-2014-04302,OIP,8/29/14,Records related to federal court case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-04305,OIP,8/29/14,Seeking information about an employment application.,Provided relevant information and assistance,,
FOIA-2014-04323,OIP,8/29/14,Inquiring into status of a FOIA request,Provided relevant information and assistance,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
