Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2013-02673,OAG,9/9/13,Various records concerning 18 U.S.C. § 2709 and electronic communication transactional records,Located material referred to the FBI for processing and direct response to the requester; Also provided requester with publicly available information,,,
FOIA-2013-02674,ODAG,9/9/13,Various records concerning 18 U.S.C. § 2709 and electronic communication transactional records,Located material referred to the FBI for processing and direct response to the requester; Also provided requester with publicly available information,,,
FOIA-2013-02675,OASG,9/9/13,Various records concerning 18 U.S.C. § 2709 and electronic communication transactional records,Located material referred to the FBI for processing and direct response to the requester; Also provided requester with publicly available information,,,
FOIA-2013-04911,ODAG,9/9/13,"Requested records from various individuals, including Representative Steve Daines, and organizations",No Records,,,
FOIA-2013-04912,OASG,9/9/13,"Requested records from various individuals, including Representative Steve Daines, and organizations",No Records,,,
FOIA-2013-04960,OIP,9/9/13,Records pertaining to certain cases within the Office of the Inspector General and Criminal Division's Office of International Affairs,"Determined that the Office of the Inspector General and the Criminal Division, DOJ, were appropriate entities for handling and referred request and requester to those components for processing",,,
FOIA-2013-05026,OIP,9/9/13,Certain exhibits presented in United States v. Mohamed Osman Mohamud,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-05034,OIP,9/9/13,Copy of a grant proposal made by the NY The Family Center during Fiscal Year 2012 for the Mentoring Best Practices Research Grant Program,"Determined that the Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-00002,ODAG,9/10/13,"Copies of complaints made against News Corporation or any News Corporation related entity, including documentation of or correspondence regarding proposed, completed, and current investigations into the activities of News Corporation or any related entity",No Records,,,
FOIA-2013-00003,OASG,9/10/13,"Copies of complaints made against News Corporation or any News Corporation related entity, including documentation of or correspondence regarding proposed, completed, and current investigations into the activities of News Corporation or any related entity",No Records,,,
FOIA-2013-04100,OAG,9/10/13,Attorney General Manual on Administrative Procedure Act,Full Grant,,,
FOIA-2013-04761,OIP,9/10/13,Copies of court records,Provided requester with link to DOJ FOIA Reference Guide and information to assist requester in identifying DOJ components that typically maintain records of interest,,,
FOIA-2013-04812,OIP,9/10/13,"Records pertaining to the criminal organization Zetas between the dates of January 1, 2009 to December 31, 2011.","Determined that the DEA, Criminal Division, and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred requester to that those components for processing",,,
FOIA-2013-05024,OIP,9/10/13,Copies of all complaints filed with the North Carolina Attorney General’s Office from 2008 to present,Informed requester that the FOIA does not apply to state or local records; Directed requester to the Office of the Attorney General for North Carolina,,,
FOIA-2013-05114,OIP,9/10/13,"Information concerning bank fraud prosecutions that the FBI in Tampa, Florida investigated",Request Withdrawn by Requester,,,
FOIA-2011-01084,OAG,9/11/13,"Records pertaining to the ""Internet kill switch""",Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2011-01085,ODAG,9/11/13,"Records pertaining to the ""Internet kill switch""",Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-04702,OIP,9/11/13,Records regarding whistleblower information and information passed to the United Kingdom Serious Fraud Office from 2010-2013,"Determined that the Criminal Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-05009,OIP,9/11/13,Records regarding Ariel Castro,Request withdrawn for fee related reasons,,,
FOIA-2013-05070,OIP,9/11/13,requested the contact information for the Director of the Department of Justice Radiation Exposure Compensation Program,"Determined that the Civil Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2012-00566,OAG,9/12/13,Records on project safe neighborhoods,Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,,
FOIA-2013-04703,OAG,9/12/13,"Correspondence between the Department of Justice and the City of Jacksonville or Jacksonville Sheriff’s Office, records pertaining to Jacksonville Sheriff’s Office 287(g) Program; and any communication with the House or Senate Judiciary Committee",No Records,,,
FOIA-2013-04745,ODAG,9/12/13,"Correspondence between the Department of Justice and the City of Jacksonville or Jacksonville Sheriff’s Office, records pertaining to Jacksonville Sheriff’s Office 287(g) Program; and any communication with the House or Senate Judiciary Committee",No Records,,,
FOIA-2013-04746,OASG,9/12/13,"Correspondence between the Department of Justice and the City of Jacksonville or Jacksonville Sheriff’s Office, records pertaining to Jacksonville Sheriff’s Office 287(g) Program; and any communication with the House or Senate Judiciary Committee",No Records,,,
FOIA-2013-04747,OLA,9/12/13,"Correspondence between the Department of Justice and the City of Jacksonville or Jacksonville Sheriff’s Office, records pertaining to Jacksonville Sheriff’s Office 287(g) Program; and any communication with the House or Senate Judiciary Committee",No Records,,,
FOIA-2013-04921,OIP,9/12/13,Copies of agency FOIA contact information,Provided requester with DOJ FOIA Reference Guide and information from FOIA.gov,,,
FOIA-2012-01458,OAG,9/13/13,Records related to Senator Ted Stevens,Unable to respond to requester as no contact information was provided,,,
FOIA-2013-02579,OAG,9/13/13,Records related to the Misconduct Review Unit,Duplicate Request: Documents were referred by another entity in response to a request already being processed by OIP; Referred documents were incorporated into ongoing processing under original OIP tracking number,,,
FOIA-2013-02580,ODAG,9/13/13,Records related to the Misconduct Review Unit,Duplicate Request: Documents were referred by another entity in response to a request already being processed by OIP; Referred documents were incorporated into ongoing processing under original OIP tracking number,,,
FOIA-2013-05111,OIP,9/13/13,Records of the Internal Revenue Service or United States Attorney pertaining to a third party,"Determined that the IRS and the Executive Office for United States Attorneys, DOJ, was the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-05102,OIP,9/16/13,"Documents from January 1, 1999, to August 1, 2013 concerning unexploded chemical ordinance and chemical weapons or material deposited in the Spring Valley neighborhood in Washington, DC","Determined that the Environmental and Natural Resources Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-05110,OIP,9/16/13,Documents related to the settlement agreement with the Beth Israel Deaconess Medical Center,"Determined that the Civil Division, DOJ, was the appropriate entity for handling and referred the request and the requester to that component for processing",,,
FOIA-2013-05117,OIP,9/16/13,Materials related to system records of evidence-handling procedures for United States Attorneys following the end of the trial for which the evidence was pertinent,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-05128,OIP,9/16/13,Information regarding the FDA's approval of Vioxx in 1999,Determined that FDA was the most appropriate entity for handling and referred requester to that entity for processing,,,
FOIA-2013-05129,OIP,9/16/13,"A January 7, 2013 surveillance video of a United States Marshals Service security booth, recorded by a camera positioned on a United States Attorney’s Office building","Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-05045,OIP,9/17/13,General crime surveys from the Los Angeles Field Division of the FBI from the 1940s,"Determined that the FBI, Bureau of Justice Statistics, DOJ, and the National Archives and Records Administration were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-05159,OIP,9/17/13,United States Attorney's Office records on a recently deceased fugitive,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-04094,ODAG,9/18/13,Documents submitted by the Justice Department to the Hong Kong and Chinese government(s) pertaining to the United States' extradition request pertaining to Edward Snowden,No Records,,,
FOIA-2010-01233,OAG,9/19/13,Records pertaining to the internment of persons during World War II,Full Grant,,,
FOIA-2011-01199,OAG,9/19/13,Copy of a final report written by former Attorney John Loftus concerning the Belarus project,Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,,
FOIA-2012-00663,ODAG,9/19/13,"Correspondence between the U.S. Attorney's Office for the District of Kansas and Westar, its agents, or representatives; between the Department of Justice and Westar; and between the U.S. Attorney for the District of Kansas and the Department of Justice",Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,,
FOIA-2012-01048,OAG,9/19/13,Contents of an FBI file,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-05194,OLA,9/19/13,Copies of the Department of Justice's No FEAR Act Annual Reports from fiscal year 2004 through fiscal year 2012,Full Grant,,,
FOIA-2010-00544,OAG,9/20/13,"Communications related to the July 28, 2009 press conference at Philadelphia City Hall, attended by the Attorney General, the Vice President and others, regarding the announcement of COPS Grant Awards",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-00415,ODAG,9/20/13,Records pertaining to United States Marshals Service (USMS) participation in the United States Antarctic Program,Full Grant,,,
FOIA-2013-01815,OAG,9/20/13,Copy of the most recent edition of the Attorney General Guidelines on FBI Undercover Operations,Full Grant,,,
FOIA-2013-03658,ODAG,9/20/13,"Communications between the Department of Justice and any of twenty-one named individuals, in regard to judicial nominees, potential judicial nominees, or the criteria or process used to select individuals to serve as federal judges",No Records,,,
FOIA-2013-03659,OLP,9/20/13,"Communications between the Department of Justice and any of twenty-one named individuals, in regard to judicial nominees, potential judicial nominees, or the criteria or process used to select individuals to serve as federal judges",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-04101,OAG,9/20/13,List of all matters from which Attorney General Eric Holder has recused himself,No Records,,,
FOIA-2013-04436,OAG,9/20/13,Various records regarding an e-mail account created for the purpose of gathering tips against one named individual recently acquitted of wrongdoing in last year's fatal shooting of Trayvon Martin,No Records,,,
FOIA-2013-04437,ODAG,9/20/13,Various records regarding an e-mail account created for the purpose of gathering tips against one named individual recently acquitted of wrongdoing in last year's fatal shooting of Trayvon Martin,No Records,,,
FOIA-2013-04438,OASG,9/20/13,Various records regarding an e-mail account created for the purpose of gathering tips against one named individual recently acquitted of wrongdoing in last year's fatal shooting of Trayvon Martin,No Records,,,
FOIA-2013-04439,PAO,9/20/13,Various records regarding an e-mail account created for the purpose of gathering tips against one named individual recently acquitted of wrongdoing in last year's fatal shooting of Trayvon Martin,No Records,,,
FOIA-2013-04995,OAG,9/20/13,"Attorney General memorandum to the United States Attorneys concerning the exercise of prosecutorial discretion, as described in the Attorney General’s address to the American Bar Association on August 12, 2013",Full Grant,,,
FOIA-2013-05185,OIP,9/20/13,"Records pertaining to Calgon's Big Sandy carbon reactivation plant in Catlettsburg, KY.","Determined that the EPA and the Environment and Natural Resources Division, DOJ, were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-05186,OIP,9/20/13,Copies of settlement agreements between the various listed entities and the Department of Justice,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2010-00523,OAG,9/23/13,Records pertaining to an FBI file ,Partial Grant/Partial Denial,(b)(7)(D),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to disclose the identity of a confidential source",
FOIA-2010-01040,OAG,9/23/13,"Records pertaining to a December 15, 2009 White House Summit attended by entertainment executives concerning intellectual property rights",Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2012-01455,OAG,9/23/13,Records pertaining to the individual disposition decisions made by the Guantanamo Bay Task Force.,Partial Grant/Partial Denial,"(b)(1), (b)(5), (b)(6)",Information that is classified by Executive Order to protect national security; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-01977,OAG,9/23/13,"Records regarding a January 9, 2013 White House meeting on gun violence, and all communication between the Department and Mayors Against Illegal Guns; the Brady Campaign to Prevent Gun Violence; and Mr. John Feinblatt, from December 14, 2012, to the present",Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-05135,OIP,9/23/13,Information concerning how to submit a Freedom of Information Act request,Provided requester with DOJ FOIA Reference Guide ,,,
FOIA-2013-05166,OIP,9/23/13,Contact information for Saint John Hospital in New York and information pertaining to the U.S. Sentencing Commission,Determined that the U.S. Sentencing Commission was the most appropriate entity for handling and referred request and requester to that component for processing; Informed requester that the FOIA does not apply to state or local records and provided contact information for the New York Attorney General's Office,,,
FOIA-2012-01108,OLP,9/24/13,"Copies of e-mail messages and internal documents concerning articles written by the Associated Press in 2011 and 2012 about the New York Police Department's surveillance of minorities and Muslims since the September 11, 2001 terror attacks",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-05133,OIP,9/24/13,Documents regarding the Freedom of Information Act and Privacy Act,"Provided requester with information that is publicly available online, a paper copy of the DOJ FOIA Reference Guide, and a copy of ""Your Right to Federal Records""",,,
FOIA-2013-05174,OIP,9/24/13,Documents regarding the Freedom of Information Act and Privacy Act,Provided requester with DOJ FOIA Reference Guide ,,,
FOIA-2013-05221,OLP,9/24/13,Appointment documents pertaining to Judge Laura Taylor Swain,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2010-00915,OAG,9/25/13,"Records pertaining to “the timing of the release to lawmakers” of David Margolis’ January 5, 2010 memorandum and a July 29, 2009 report by the Office of Professional Responsibility about an investigation of the Central Intelligence Agency’s use of interrogation tactics",No Records,,,
FOIA-2010-00916,ODAG,9/25/13,"Records pertaining to “the timing of the release to lawmakers” of David Margolis’ January 5, 2010 memorandum and a July 29, 2009 report by the Office of Professional Responsibility about an investigation of the Central Intelligence Agency’s use of interrogation tactics",No Records,,,
FOIA-2011-00834,OASG,9/25/13,Hiring freeze and non-essential spending records,Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-01102,OIP,9/25/13,"Freedom of Information Act logs dating from January 1, 2009 to the present",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-03652,OAG,9/25/13,"Records concerning former Congressman James Traficant, Jr.",Request Withdrawn by Requester,,,
FOIA-2013-03653,OLA,9/25/13,"Records concerning former Congressman James Traficant, Jr.",Request Withdrawn by Requester,,,
FOIA-2013-04573,ODAG,9/25/13,Records on Resorts International,Partial Grant/Partial Denial,"(b)(6), (b)(7)(C) ","Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2013-04786,OAG,9/25/13,"Records from various individuals, including Representative Steve Daines, and named organizations",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-05162,OIP,9/25/13,Annual budgetary data on programs of the Department of Justice that are funded through mandatory (or direct) spending,"Determined that the Justice Management Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-05265,OIP,9/25/13,Copies of e-mails to and from DEA officials in 2013 regarding guidance to armored car companies about working with companies that sell marijuana,Determined that the DEA was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2012-00353,ODAG,9/26/13,"Records pertaining to the Professional Misconduct Review Unit (PMRU), including but not limited to the following: a) the mission statement; b) the director; c) the management structure; d) the unit budget; e) the total number of cases submitted ",Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2012-00400,ODAG,9/26/13,Various records concerning the policies of the Professional Misconduct Review Unit,Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2012-00543,ODAG,9/26/13,Various records concerning the Professional Misconduct Review Unit,Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2012-00836,ODAG,9/26/13,Copies of all semiannual reports from the Professional Misconduct Review Unit to the Office of the Deputy Attorney General,Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-01047,ODAG,9/26/13,"Various records pertaining to GPS trackers and their use by the Department of Justice, the Bureau of Alcohol, Tobacco, Firearms and Explosives",Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(C) ","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2013-01323,OAG,9/26/13,Records related to several individuals and organizations,Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,,
FOIA-2013-01335,ODAG,9/26/13,Contents of an FBI file,Partial Grant/Partial Denial,"(b)(6), (b)(7)(C) ","Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2013-03893,OAG,9/26/13,"All communications between the Hon. Stephanie Rose, judge for the Southern District of Iowa, and members of the Department of Justice from September 1, 2012 to present",No Records,,,
FOIA-2013-04095,ODAG,9/26/13,"All communications between the Hon. Stephanie Rose, judge for the Southern District of Iowa, and members of the Department of Justice from September 1, 2012 to present",No Records,,,
FOIA-2013-04096,OASG,9/26/13,"All communications between the Hon. Stephanie Rose, judge for the Southern District of Iowa, and members of the Department of Justice from September 1, 2012 to present",No Records,,,
FOIA-2013-04916,OASG,9/26/13,"Records identified in the Order for Summary Judgment dated July 2, 1999, filed in the Institute for Justice & Human Rights v. U.S. Immigration& Naturalization Service et. al., Case No. 96-CV-146",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-05253,OIP,9/26/13,Copies of documents collected by the Department of Justice and the Federal Bureau of Investigation concerning an investigation of Utah Attorney General John Swallow,Determined that the FBI was the most appropriate entity for handling and referred the request and requester to that component for processing,,,
FOIA-2010-00901,OAG,9/27/13,"Copies of all appointment calendars and related records from January 21, 2009 through November 2009 for Attorney General Eric Holder, former Office of the Attorney General Chief of Staff Kevin Ohlson, and former Deputy Attorney General David Ogden",Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(E), (b)(7)(F)","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions",
FOIA-2010-00902,ODAG,9/27/13,"Copies of all appointment calendars and related records from January 21, 2009 through November 2009 for Attorney General Eric Holder, former Office of the Attorney General Chief of Staff Kevin Ohlson, and former Deputy Attorney General David Ogden",Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(E), (b)(7)(F)","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions",
FOIA-2010-01270,OAG,9/27/13,Memoranda from former White House Counsel Alberto Gonzales,Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
