Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2013-02966,OIP,5/12/13,Seeking information pertaining to a federal prisoner,"Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-02941,OIP,5/13/13,"""[M]inutes of meetings in 2011-2012 of the Office of Professional Regulation""","Determined that the Office of Professional Responsibility, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-02954,OIP,5/13/13,Records pertaining to Oklahoma and Tulsa County Jails,Informed requester that the FOIA does not apply to state or local records,,,
FOIA-2013-02988,OIP,5/13/13,"Copy of a the ""Civil Rights Complaint"" form filed with the New Jersey Office of the Attorney General","Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-02990,OIP,5/13/13,"Requested “tracking number 2012-17679""","Provided requester with link DOJ FOIA Reference Guide on OIP's website to help refine request, as specific records being sought could not be identified",,,
FOIA-2012-00445,ODAG,5/14/13,"Records from January 1, 2011 concerning efforts by government officials to delete or remove Twitter accounts or any social networking accounts associated with al-Shabaab, the Taliban, or associated with a particular group",No Records,,,
FOIA-2013-01656,ODAG,5/14/13,"Guidance on e-communications issued by Deputy Attorney General James Cole on March 30, 2011",Full Grant,,,
FOIA-2013-01750,OLA,5/14/13,Records of communications between the Office of Legislative Affairs and several individuals and entities,No Records,,,
FOIA-2013-02476,OLP,5/14/13,"All records of correspondence on or behalf of Michael J. Sullivan as a private citizen, or in his capacities as the Acting Director of the Bureau of Alcohol, Tobacco, and Firearms, and U.S. Attorney for the District of Massachusetts",No Records,,,
FOIA-2013-02855,OIP,5/14/13,Contact information for a United States Penitentiary,Provided requester with contact information for specific facility,,,
FOIA-2013-02962,OIP,5/14/13,"“1) [R]ecords of any votes by Department of Justice employees under the Open Meetings Act, 5 USC 552b, to exempt the Office of Professional Responsibility from the requirements of the Open Meetings Act 2) records of any certification by Department of Justice’s chief legal officer or general counsel that any meeting in the last 10 years of the Office of Professional Responsibility should be closed, and 3) redacted records from the last two years of Department of Justice employees who requested that meetings about disciplining them be closed”","Determined that the Office of Professional Responsibility, DOJ, and National Archives and Records Administration were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-02997,OIP,5/14/13,Documents released by OIP in response to FOIA-2011-01185 and FOIA -2011-01186.,Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(E),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2013-02999,OIP,5/14/13,Documents released by OIP in response to FOIA-2011-01185 and FOIA -2011-01186.,Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(E),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions ",
FOIA-2013-03024,ODAG,5/14/13,"Copies of the clemency files of Adolph ""Al"" Schwimmer, Hank Greenspun, Charles Winters",Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2012-00242,OLP,5/15/13,Records pertaining to Project Gunrunner,Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2012-00912,OLA,5/15/13,Records pertaining to Project Gunrunner,"Referral: Upon OIP review, referred documents were determined to be of primary interest to another Department component’s request in process at OIP, and were incorporated into the ongoing processing of that associated tracking number",,,
FOIA-2012-01006,PAO,5/15/13,Records pertaining to Project Gunrunner,Provided requester with copies of publicly available documents on the website of the Department's Office of Public Affairs,,,
FOIA-2013-02735,OAG,5/15/13,Information relating to the government's use in legal proceedings of evidence obtained or derived from surveillance conducted under the Foreign Intelligence Surveillance Act Amendments Act of 2008.,"No Records; Determined that the Executive Office for United States Attorneys, DOJ, was also an appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-02736,ODAG,5/15/13,Information relating to the government's use in legal proceedings of evidence obtained or derived from surveillance conducted under the Foreign Intelligence Surveillance Act Amendments Act of 2008.,"No Records; Determined that the Executive Office for United States Attorneys, DOJ, was also an appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2012-01449,ODAG,5/16/13,Copies of every annual report made by the Department of Justice submitted to the President under the provision of EO 13181,No Records,,,
FOIA-2013-02676,ODAG,5/16/13,"Records pertaining to Franklin H. Williams, former U.S. Ambassador to Ghana and NAACP attorney",Full Grant,,,
FOIA-2013-02968,OIP,5/16/13,Certain records pertaining to Leader Technologies vs. Facebook,Informed requester that the FOIA does not apply to records of the legislative or judicial branches,,,
FOIA-2013-02971,OIP,5/16/13,Certain records pertaining to Leader Technologies vs. Facebook,Informed requester that the FOIA does not apply to records of the legislative or judicial branches,,,
FOIA-2013-02993,OIP,5/16/13,Records pertaining to a third party,Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,,
FOIA-2013-03004,OIP,5/16/13,Records concerning Sissell v. HHS,"Determined that the Civil Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-03023,ODAG,5/16/13,"U.S. Attorney's Office records pertaining to any informal or formal investigation of Costco (COSTCO) Wholesale Corporation since January 1, 2006",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2011-01099,OASG,5/17/13,"Communications dating from January 1, 2011 that mention the 14th Amendment option to raise the debt ceiling","Referral: Upon OIP review, located documents were determined to be of primary interest to another Department component’s request in process at OIP, and were incorporated into the ongoing processing of that associated tracking number",,,
FOIA-2012-01037,OLP,5/17/13,Records pertaining to the death of Special Agent Jaime J. Zapata,"Full Denial/Partial Referral: Documents referred to the Executive Office for United States Attorneys, DOJ, and the ATF for processing and direct response to the requester",(b)(7)(A),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings
",
FOIA-2012-01038,OIP,5/17/13,Records pertaining to the death of Special Agent Jaime J. Zapata,No Records,,,
FOIA-2013-02695,OAG,5/17/13,"(1) [R]ules, standards, and policies governing communications between the Department and the White House and/or Executive Office of the President, (2) rules, standards, or policies governing information sharing on on-going investigations and open matters with Congress, and (3) records containing analysis in support of points (1) and (2), such as Office of Legal Counsel (OLC) memoranda""",Duplicate Request: Documents were referred by another entity in response to a request already being processed by OIP; Referred documents were incorporated into ongoing processing under original OIP tracking number,,,
FOIA-2013-02578,OLA,5/20/13,"Copy of the Department of Justice’s response to Senator Claire McCaskill’s letter to Attorney General Eric Holder, Jr. requesting a list of criminal or civil cases that were settled, filed or indicted based upon rebate, discount withholding, invoice, or food pricing fraud in food service management contracts",Full Grant,,,
FOIA-2013-02891,OIP,5/20/13,Federal criminal matters instituted by the Department of Justice relating to the International Emergency Economic Powers Act (IEEPA),"No Records; Determined that the Executive Office for United States Attorneys, DOJ, and the Criminal Division, DOJ, were also appropriate entities for handling and referred requester to those components for processing",,,
FOIA-2013-02947,OIP,5/22/13,Information pertaining to the processing of a FOIA request by the FBI,Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-02961,OIP,5/22/13,Records pertaining to the investigation of the purported bribery at the Gemological Institute of America between 2006 and 2008 by Assistant United States Attorney Harry Chernoff,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity  for handling and referred request and requester to that component for processing",,,
FOIA-2013-02963,OIP,5/22/13,Information pertaining to the $54 million spent by the Department of Justice on conferences,"Determined that the Justice Management Division, DOJ, was the most appropriate entity  for handling and referred request and requester to that component for processing",,,
FOIA-2013-02998,OIP,5/22/13,All files related to “Longford Solutions” held by the United States Attorney for the District of Arizona or the Federal Bureau of Investigation (FBI) from 2009 to the present,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity  for handling and referred request and requester to that component for processing",,,
FOIA-2013-03038,OIP,5/22/13,Records on a third party,"Provided requester with link to DOJ FOIA Reference Guide on OIP's website, which contains information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals",,,
FOIA-2013-03059,OIP,5/22/13,Copy of the publication Your Right to Federal Records,Provided requester with publicly available copy of publication,,,
FOIA-2013-03061,OIP,5/22/13,Copy of the of the Department of Justice Guide to the Freedom of Information Act (2009 edition),"Provided requester with link to OIP's website and full copy of the Guide, as well as provided information on contacting the Government Printing Office in order to purchase a full paper copy of the publication",,,
FOIA-2011-00540,OLA,5/24/13,"Copies of talking points, position papers, policy documents, or memoranda regarding Department of Justice concerns on Inspector General testimonial subpoena authority",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-02751,OIP,5/28/13,Certified copy of the contract or power of attorney from the United States Department of Justice which grants the Attorney General the authority to represent the United States.,"Provided requester with Part 0 of DOJ Regulations (Title 28 of the Code of Federal Regulations), as well as DOJ mission statement and statutory information from DOJ website",,,
FOIA-2013-02969,OIP,5/28/13,Information on whether a third party was previously incarcerated,"Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2010-00405,OAG,5/29/13,"Records pertaining to Attorney General Eric Holder’s schedule and telephone logs between October 29, 2009 and February 2010",Partial Grant/Partial Denial,(b)(6); (b)(7)(E); (b)(7)(F),"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual",
FOIA-2011-00544,OIP,5/29/13,Contents of administrative appeal files,Partial Grant/Partial Denial/Partial Referral: Documents referred to the FBI for processing and direct response to the requester ,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2011-00544,OIP,5/29/13,Contents of administrative appeal files,Partial Grant/Partial Denial/Partial Referral: Documents referred to the FBI for processing and direct response to the requester ,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-00625,OASG,5/29/13,"Records of communications between thee Offices of Attorney General, Deputy Attorney General, Associate Attorney General , and Public Affairs; the Civil Rights Division; and the White House, and/or Executive Office of the President concerning the selection procedures and/or written examinations for the hiring of firefighters and/or police officers in Dayton, Ohio from April 14, 2009 to April 6, 2011",Full Grant,,,
FOIA-2012-00420,OAG,5/29/13,Records pertaining to the cost of Eric Holder's November 2011 trip to the Caribbean,Partial Grant/Partial Denial,(b)(6); (b)(7)(E); (b)(7)(F),"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual",
FOIA-2013-01487,PAO,5/29/13,Records relating to an investigation of Sempra Energy,Referral: Referred all located material to the Criminal Division for processing and direct response to the requester,,,
FOIA-2013-02944,OAG,5/29/13,"Records pertaining to “the website and publishing organization ‘The New Inquiry’ from 2009-Present, including information on its staff, members, editors, writers and affiliates.”",No Records,,,
FOIA-2013-03007,OAG,5/29/13,Records pertaining to a third party,Material referred to OIP for processing by another component resulted in a partial grant,(b)(6); (b)(7)(C) ,"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party ",
FOIA-2013-03178,OIP,5/29/13,Copy of the Department of Justice's Annual FOIA Report,"Provided requester with a copy of, and a link to, Fiscal Year 2012 DOJ Annual FOIA Report, as well as the link of where previous Annual Reports can be found",,,
FOIA-2013-03323,ODAG,5/29/13,"Records pertaining to “the website and publishing organization ‘The New Inquiry’ from 2009-Present, including information on its staff, members, editors, writers and affiliates.”",No Records,,,
FOIA-2013-03324,OASG,5/29/13,"Records pertaining to “the website and publishing organization ‘The New Inquiry’ from 2009-Present, including information on its staff, members, editors, writers and affiliates.”",No Records,,,
FOIA-2012-01376,OASG,5/30/13,"Records concerning a April 30, 2009 meeting between individuals at the Office of the Associate Attorney General, the Civil Rights Division, and third parties regarding Section 7 of the National Voting Rights Act (NVRA), as well as records concerning a May 17,2011 meeting between individuals at the Office of the Associate Attorney General and voting rights groups regarding Section 7 of the NVRA",Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,,
FOIA-2013-02737,OAG,5/30/13,"Communications between the Department of Justice and John Bowman or any representative of the American Association for Justice, regarding federal judicial nominees or the judicial nomination process, from January 1, 2013 to the present",No Records,,,
FOIA-2013-02738,ODAG,5/30/13,"Communications between the Department of Justice and John Bowman or any representative of the American Association for Justice, regarding federal judicial nominees or the judicial nomination process, from January 1, 2013 to the present ",No Records,,,
FOIA-2013-02739,OLA,5/30/13,"Communications between the Department of Justice and John Bowman or any representative of the American Association for Justice, regarding federal judicial nominees or the judicial nomination process, from January 1, 2013 to the present ",No Records,,,
FOIA-2013-03003,OIP,5/30/13,Requested a listing of all national laws or policies that President Obama has wanted to create since coming into the office of the Presidency that have been turned down by Congress or the Supreme Court,Informed requester that the FOIA is a records access statute and not applicable to this query,,,
FOIA-2013-03005,OLP,5/30/13,Records and information pertaining to District Judge Susan C. Bucklew,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-03014,OIP,5/30/13,Information that the federal government used or gathered in a specific court case,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03025,OIP,5/30/13,Records on restitution payments regarding a specific court case,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03030,OIP,5/30/13,Requester did not specify any records sought,"Provided requester with DOJ FOIA Reference Guide to help refine request, as specific records being sought could not be identified ",,,
FOIA-2013-03031,OIP,5/30/13,Information concerning the Commonwealth of Pennsylvania Board of Probation and Parole,Informed requester that the FOIA does not apply to state or local records; Provided requester with contact information for the Commonwealth of Pennsylvania Board of Probation and Parole,,,
FOIA-2013-03034,OIP,5/30/13,"Requested copies of Memorandum for Agency General Counsels and Chief FOIA Officers of Executive Departments and Agencies (June 11, 2012) and Memorandum for Heads of Executive Departments and Agencies (March 19, 2009).",Provided requester with publicly available copies of documents from OIP's website,,,
FOIA-2013-03035,OIP,5/30/13,Records pertaining to the bar admission of two individuals to practice in the federal court system,Provided requester with a copy of the DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals ,,,
FOIA-2013-03060,OIP,5/30/13,Copy of A Citizen’s Guide on Using the Freedom of Information Act and the Privacy Act of 1974 to Request Government Records,Informed requester that the FOIA does not apply to legislative branch records and provided contact information for  the House Committee on Oversight and Government Reform in order to request a copy,,,
FOIA-2013-03141,OIP,5/30/13,Copy of the document identifying an Act of Congress that authorizes the Department of Justice to represent the United States of America in court,Duplicate Documents: Referred records previously provided to same requester,,,
FOIA-2013-03142,OIP,5/30/13,"Copies of frequently requested documents, files or FOIA requests","Provided requester with a  list of documents available in the OIP's FOIA Library, which contains documents from DOJ's senior leadership offices, as well as a copy of the DOJ FOIA Reference Guide",,,
FOIA-2013-03146,OIP,5/30/13,Application for commutation of sentence,"Informed requester that the FOIA is a records access statute and not applicable to this query, As a courtesy, provided requester with a copy of a Petition for Commutation of Sentence from DOJ's website as well as information on how to submit such petitions",,,
FOIA-2013-03204,OIP,5/30/13,Information concerning filing a complaint for non-compliance with the Freedom of Information Act (FOIA),"Provided requester with information on how to file an administrative appeal, as well as other steps that can be taken if the requester received a denial of a FOIA request from any agency or if no response has been received",,,
FOIA-2013-03206,OAG,5/30/13,Records concerning the police department for the U.S. Territory of Puerto Rico,Determined that Civil Rights Division was the most appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2012-00043,OLA,5/31/13,"Records exchanged between the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) and the Department of State regarding enforcement of the International Traffic in Arms Regulations (ITAR) or the Arms Export Control Act of 1976 (AECA)",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2012-00044,OLP,5/31/13,"Records exchanged between the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) and the Department of State regarding enforcement of the International Traffic in Arms Regulations (ITAR) or the Arms Export Control Act of 1976 (AECA)",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2013-02987,OIP,5/31/13,"Copies of redacted information within 1,361 pages of reviewed documents, along with any other records related to a January 14, 2008 Freedom of Information Act request concerning the October 15, 2003 terrorist attack in Gaza Strip, Israel","Determined that the initial FOIA request was submitted to another federal office or agency, and advised requester to contact that entity directly for further processing",,,
FOIA-2013-03008,OIP,5/31/13,"Copies of video or visual material related to analysis and testimony by a Federal Bureau of Investigation employee, regarding a specific case",Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing; Also determined that the Executive Office for United States Attorneys was also an appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2013-03009,OIP,5/31/13,Copies of certain structural and equipment information regarding Federal Correctional Institution Texarkana,"Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03012,OIP,5/31/13,"""A copy of I-140""","Determined that the U.S. Citizenship and Immigration Services, DHS, was the most appropriate entity for handling and referred requester to that agency for processing",,,
FOIA-2013-03027,OIP,5/31/13,"Records pertaining to the Department's ""authority to imprison people for violation of ""filing restrictions"" in federal court without a criminal charge being filed""","Provided requester with link to DOJ FOIA Reference Guide on OIP's website to help refine request, as specific records being sought could not be identified",,,
FOIA-2013-03028,OIP,5/31/13,Records pertaining to the RACER Trust,Informed requester that the FOIA does not apply to the RACER Trust because it is not part of a federal agency,,,
FOIA-2013-03033,OIP,5/31/13,"Copies of the U.S Constitution, Bill of Rights, Articles of Confederation, Vienna Convention and Geneva Convention",Provided requester with publicly available online copies of documents and informed requester that further production would incur duplication fees,,,
FOIA-2013-03076,OIP,5/31/13,"Records pertaining to ""Internet Crimes against Children.""","Determined that the Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-03201,OIP,5/31/13,"Various records, including the Department of Justice handbook on bankruptcy, the  ""legal opinion request package"", and ""bonds of the court""","Determined that the Tax Division and Executive Office for United States Attorneys, DOJ were appropriate entities for handling and referred the requester to those components for processing; Provided  requester with publicly available copies DOJ FOIA Guidance form OIP's website",,,
FOIA-2013-03205,OIP,5/31/13,Records from a grand jury,"No Records; Determined that the Executive Office for United States Attorneys, DOJ, was also an appropriate entity for handling and referred requester to that component for processing; Provide requester with a copy of the DOJ FOIA Reference Guide",,,
FOIA-2013-03212,OIP,5/31/13,Records pertaining to a federal prisoner,"Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-03228,OIP,5/31/13,"Records pertaining to the ""INS El Centro Processing Center in California between 1970 and 2000.""",Determined that DHS was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-03271,OLA,5/31/13,"Correspondence from or on behalf of North Carolina State Representative Thomas ""Thom"" Tillis to the Department of Justice, from January 1,2007 to May 8, 2012; and correspondence from or on behalf of Thomas ""Thom"" Tillis to the Department of Justice, prior to January 1, 2007",No Records,,,
FOIA-2013-03293,OIP,5/31/13,Oaths of office pertaining to United States Attorney Sanford Coats and Judge James H. Payne of the Western District of Oklahoma,"Partial Grant/Partial Denial: Also determined that the Executive Office for United States Attorneys, DOJ was an appropriate entity for handling and informed requester that the Mail Referral Unit had already routed the request to that component for processing",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
