Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2013-05179,OAG,10/30/13,"Oaths of office and other documents pertaining to Jackson County (Michigan) judges, prosecutors, attorneys, and other officials; and Information regarding which of the same named individuals are required to register as agents of foreign principals, as required under 22 USC § 611 the Foreign Agent Registration Act (FARA)","Informed requester that the FOIA does not apply to state or local records; Provided requester with contact information for Jackson County, MI government; Also determined that National Security Division, DOJ, was an appropriate entity for handling and referred requester to that entity for processing",,,
FOIA-2013-05209,OIP,10/30/13,"Information regarding whether a letter of ""constitutional challenge"" and related facsimile were received by the Office of the Attorney General",No Records responsive to request were located; Provided DOJ website link to contact the Office of the Attorney General,,,
FOIA-2013-05340,OIP,10/30/13,"Information regarding whether a letter of ""constitutional challenge"" and related facsimile were received by the Office of the Attorney General",No Records responsive to request were located; Provided DOJ website link to contact the Office of the Attorney General,,,
FOIA-2013-05501,OIP,10/30/13,"Records pertaining to criminals in New York, Pennsylvania, and New Jersey who have attempted to or successfully disabled electronic monitoring bracelets meant to assist in tracking said individuals",Informed requester that the FOIA is a records access statute and not applicable to this query; Provided link to DOJ FOIA Reference Guide,,,
FOIA-2014-00002,OIP,10/30/13,Information pertaining to a federal case,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00018,OAG,10/30/13,Protocol Manual for the Innocent Images National Initiative,Determined that the FBI was the most appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2014-00033,OIP,10/30/13,Copies of a 302 Report,Determined that the FBI was the most appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2014-00055,OIP,10/30/13,Records pertaining to the actions of various police officers with the City of Vergennes Police Department,Informed requester that the FOIA does not apply to state or local records; Directed requester to the Office of the Attorney General of Vermont,,,
FOIA-2013-05171,OIP,10/31/13,Records pertaining to South Carolina Solicitor Duffie Stone III,Informed requester that the FOIA does not apply to state or local records; Directed requester to the Office of the Attorney General of South Carolina,,,
FOIA-2013-05278,ODAG,10/31/13,Termination letter pertaining to former Assistant United States Attorney dated in 1996,"Determined that the Executive Office for United States Attorneys, DOJ, and the National Archives and Records Administration were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2014-00030,OIP,10/31/13,Copies of the Freedom of Information Act (FOIA) and Privacy Act (PA) systems of records,Provided requester with publicly available online information regarding DOJ systems of records and informed requester to contact this Office if additional material is needed,,,
FOIA-2014-00060,OIP,10/31/13,Registration documents for several individuals acting as “Foreign Principals.”,"Determined that the National Security Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00061,OIP,10/31/13,Registration documents for several individuals acting as “Foreign Principals.”,"Determined that the National Security Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
