Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2013-05043,OIP,11/6/13,Copy of the Office of Information Policy FOIA log from March to August 2013,Provided requester with publicly available information from OIP's FOIA Library,,,
FOIA-2013-05175,OIP,11/6/13,"Rules, regulations, and procedures on relevant conduct and conspiracy as defined by the federal court system; and information on presentence investigation reports (PSIR)","Determined that the  Federal Bureau of Prisons and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred requester to that those components for processing",,,
FOIA-2013-05333,OIP,11/6/13,"Records related to the NSA's September 11, 2013 letter to Sen. Charles Grassley, specifically, records related to the matters referenced in that letter that were referred to the Department of Justice for further handling.","Determined that the  Criminal Division and the National Security Division, DOJ, were the most appropriate entities for handling and referred requester to that those components for processing",,,
FOIA-2014-00034,OIP,11/6/13,"Policy and protocol documents under the High Intensity Drug Trafficking Area (HIDTA), policy and procedure to obtain an administrative subpoena; and policy and information on Trading with the Enemy Act and the Alien Property Custodian","Full Grant: Also determined that the Office of Legal Counsel, DOJ, Dep't of Transportation, and the National Archives and Records Administration may also maintain records and directed requester to those entities for further processing",,,
FOIA-2014-00140,OAG,11/6/13,Copy of a 300-page executive summary of the Senate Select Committee on Intelligence (SSCI) report on the [Central Intelligence Agency's] detention and interrogation program,Informed requester that the FOIA does not apply to records of the judicial or legislative branches,,,
FOIA-2014-00156,OIP,11/6/13,Copies of all applications and documents involved in grants awarded by the Office on Violence Against Women to the University of Minnesota and Regents of the University of Minnesota,"Determined that the Office on Violence Against Women, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2014-00246,OIP,11/6/13,"All documents pertaining to Freedom of Information Act/Privacy Act requests submitted to the United States Parole Commission and the Justice Management Division from June 1, 2013 to the present","Determined that the  Justice Management Division and the U.S. Parole Commission, DOJ, were the most appropriate entities for handling and referred requester to that those components for processing",,,
FOIA-2014-00261,OIP,11/6/13,Records pertaining to a third party,Provided requester with link to DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals,,,
FOIA-2014-00262,OIP,11/6/13,Records pertaining to a third party,Provided requester with link to DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals,,,
FOIA-2014-00289,OIP,11/6/13,Copy of the investigative file concerning certain litigation,Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-05280,OIP,11/7/13,Public records maintained in the Executive Office for the United States Attorneys files concerning nine named cases,Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2014-00020,OIP,11/7/13,Copies of various records public records.,Provided copies of publicly available records and referred requester to the Library of Congress for additional information,,,
FOIA-2014-00114,OAG,11/7/13,Records pertaining to Monzer al Kassar,"Referral: Referred located material to the DEA and Criminal Division, DOJ, for processing and response to the requester and informed requester that those components would also be appropriate entities for processing",,,
FOIA-2014-00115,ODAG,11/7/13,Records pertaining to Monzer al Kassar,"Referral: Referred located material to the DEA and Criminal Division, DOJ, for processing and response to the requester and informed requester that those components would also be appropriate entities for processing",,,
FOIA-2014-00116,OASG,11/7/13,Records pertaining to Monzer al Kassar,"Referral: Referred located material to the DEA and Criminal Division, DOJ, for processing and response to the requester and informed requester that those components would also be appropriate entities for processing",,,
FOIA-2014-00117,OLP,11/7/13,Report to the Attorney General on the 6th Amendment Right to Counsel Under the Massiah Line of Cases,Full Grant,,,
FOIA-2014-00238,OIP,11/7/13,"""F.O.I.L. Directive with Attachment B""","Provided the requester with DOJ FOIA Reference Guide to help refine request, as specific records being sought could not be identified",,"Provided the requester with DOJ FOIA Reference Guide to help refine request, as specific records being sought could not be identified.  We provided a paper copy of the Reference Guide.",
FOIA-2014-00301,OIP,11/7/13,Information pertaining to an investigation into the Portland Police Department,"Determined that the Civil Rights Division and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred requester to those components for processing",,,
FOIA-2013-01179,OIP,11/8/13,"Administrative case files and processing notes for case numbers FOIA-2011-00804, FOIA-2011-00805 and FOIA-2012-00305",Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2014-00064,OIP,11/8/13,"Copies of various federal statutes and ""Form DOJ-ADA-II OMB Approval No. 1190-0009""",Provided requester with publicly available online information and informed requester that further production would incur duplication fees,,,
FOIA-2014-00069,OIP,11/8/13,Records pertaining to a federal court case,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00126,OIP,11/8/13,Various documents pertaining to the FOIA and Privacy Act,Full Grant,,,
FOIA-2014-00131,OIP,11/8/13,"Copy of the ""Unit Log Book"" from a federal correctional institution","Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handing and referred requester to that component for processing",,,
FOIA-2014-00132,OIP,11/8/13,Copies of Form DOJ-361,Full Grant,,,
FOIA-2014-00237,OIP,11/8/13,"Copies of (1) a Memorandum of Law by the Department of the Army concerning Executive Order 12333 (November 2, 1989), (2) National Security Decision Directive 221 (April 8, 1986), and (3) National Security Directive 18 (August 21, 1989)",Partial Grant/Partial Denial; Provided requester with copies of items 2 and 3 of request;  Determined Department of the Army to be the appropriate entity for item 1 and referred the requester to that entity for further processing,,,
FOIA-2014-00260,OIP,11/8/13,"Records concerning the investigation or prosecution of an unnamed human trafficker relating to an incident that occurred on or about February 17, 2013 in or near Sasabe, Arizona","Determined that the Bureau of Immigration and Customs Enforcement, DHS, was the most appropriate entity for handling and referred requester to that office and agency for processing",,,
FOIA-2014-00357,OIP,11/8/13,"Copies of the two most recent filings the United States Attorney's Office has made in the Middle District of North Carolina in which it has taken the position described in United States v. Pettiford, 612 F.3d 270, 284 (4th Cir. 2010)","Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00370,OIP,11/8/13,Records of the United States Attorney's Office for the Middle District of Pennsylvania concerning an incident which occurred at the William J. Nealon Federal Building and U.S. Courthouse,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00068,OIP,11/12/13,Copy of the table of contents for the Code of Federal Regulations,Full Grant,,,
FOIA-2014-00081,OIP,11/12/13,"Copy of the FBI's report on the May 22, 2013 shooting of Ibragim Todashev",Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2014-00259,OIP,11/12/13,A list of civil forfeitures seized by the United States Department of Justice,"Determined that the Civil Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2014-00372,OIP,11/12/13,"Information on the hiring of employees, contractors, or agents, where the potential recruit either has been convicted of a criminal offense, been arrested in suspension of a criminal offense, or has revealed that they engaged in behavior in violation of the law","Determined that the Justice Management Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-05267,OIP,11/13/13,Copy of the Office of the Information Policy FOIA log,Provided requester with link to online FOIA log in the OIP FOIA Library,,,
FOIA-2013-05512,OAG,11/13/13,Correspondence between the Department of Justice and the Beaumont Independent School District,No Records,,,
FOIA-2013-05513,ODAG,11/13/13,Correspondence between the Department of Justice and the Beaumont Independent School District,No Records,,,
FOIA-2013-05514,OASG,11/13/13,Correspondence between the Department of Justice and the Beaumont Independent School District,No Records,,,
FOIA-2014-00134,OIP,11/13/13,Various Office of Legal Counsel memoranda pertaining to interrogation procedures,"Determined that the Office of Legal Counsel, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2014-00139,OIP,11/13/13,"Information on the FOIA, including frequently requested records, guidance, reference material, and the Department of Justice Guide to the Freedom of Information Act",Provided requester with publicly available information from OIP's website,,,
FOIA-2014-00387,OIP,11/13/13,Information pertaining to the coordination of an investigation by the Internal Revenue Service,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-05068,OIP,11/14/13,Copies of the processing notes and search slips for FOIA requests FOIA-2013-04763 and FOIA-2013-04764,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-05377,OAG,11/14/13,"Documents pertaining to investigations or other Department of Justice inquiries that reference ""Questcor,"" ""Questcor Pharmaceuticals"" or ""Acthar"" from January 1, 2011 to October 16, 2013",No Records,,,
FOIA-2014-00022,OLP,11/14/13,Oaths of office and other documents pertaining to several Michigan state or county officials,"Informed requester that the FOIA does not apply to state or local records; provided addresses for Calhoun County, MI and Michigan Attorney General's Office",,,
FOIA-2014-00023,OIP,11/14/13,Any guidance written by or for the Chief FOIA/Privacy Officer that provides departmental application of FOIA Exemption 5 since 1990,Provided requester with publicly available online information,,,
FOIA-2014-00058,OLP,11/14/13,"Information regarding the registration of nineteen Michigan state and county judges, prosecutors and other officials as ""foreign principals"" as required under 22 USC § 611, the Foreign Agent Registration Act (FARA)","Determined that the National Security Division, DOJ, was an appropriate entity for handling and referred requester to that component for processing; also informed requester that the FOIA does not apply to state or local records and provided addresses for Calhoun County, MI and Michigan Attorney General's Office to the extent such records are being sought",,,
FOIA-2014-00059,OLP,11/14/13,"Oaths of office and other documents pertaining to Calhoun County (Michigan) judges, attorneys and other officials","Informed requester that the FOIA does not apply to state or local records; provided addresses for Calhoun County, MI and Michigan Attorney General's Office",,,
FOIA-2014-00138,OIP,11/14/13,Information related to a federal court case,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00373,ODAG,11/14/13,"Documents pertaining to investigations or other Department of Justice inquiries that reference ""Questcor,"" ""Questcor Pharmaceuticals"" or ""Acthar"" from January 1, 2011 to October 16, 2013",No Records,,,
FOIA-2014-00374,OASG,11/14/13,"Documents pertaining to investigations or other Department of Justice inquiries that reference ""Questcor,"" ""Questcor Pharmaceuticals"" or ""Acthar"" from January 1, 2011 to October 16, 2013",No Records,,,
FOIA-2013-05511,OIP,11/15/13,National security letters pertaining to a specific case,Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2014-00304,OASG,11/15/13,Correspondence from this agency and the Foreign Intelligence Surveillance Court (FISC) from any departments or individuals that would be reasonably likely to correspond with the FISC,No Records,,,
FOIA-2012-00354,OIP,11/18/13,"Copies of FOIA logs for the Fiscal Years 2009, 2010, 2011, and 2012",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2014-00112,OAG,11/18/13,Records of communication regarding why an investigation on a whistleblower complaint on Liberty Mutual Insurance Company was not conducted,"Provided requester with link for DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals . Based on the nature of the records sought, also recommended that the requester submit the request to the Department of Labor and the SEC as these entities also appeared appropriate for handling",,,
FOIA-2014-00305,OAG,11/18/13,"Records pertaining to the television show Agents of S.H.I.E.L.D., as well as communications between the Department of Justice and Joss Whedon or the American Broadcasting Company (ABC)",No Records,,,
FOIA-2014-00306,ODAG,11/18/13,"Records pertaining to the television show Agents of S.H.I.E.L.D., as well as communications between the Department of Justice and Joss Whedon or the American Broadcasting Company (ABC)",No Records,,,
FOIA-2014-00307,OASG,11/18/13,"Records pertaining to the television show Agents of S.H.I.E.L.D., as well as communications between the Department of Justice and Joss Whedon or the American Broadcasting Company (ABC)",No Records,,,
FOIA-2014-00109,OIP,11/19/13,Information regarding two federal inmates,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00355,OIP,11/19/13,Federal Bureau of Investigation or Department of Justice information regarding a  third party,Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2014-00390,OIP,11/19/13,"Records pertaining to (1) contracts of personal services provided by certain individuals to the United States Parole Commission (USPC) from October 1, 2011 through the present, (2) any grade increases that occurred from January 1, 2013 to through the present for any USPC personnel, and (3) applications for a USPC examiner position which was filled in March 2013","Determined that the U.S. Parole Commission, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2014-00410,OIP,11/19/13,"Copies of depositions or interviews made by employees of Monsanto, DuPont, Bayer, BASF, Dow, Syngenta, as well as small seed companies, concerning antitrust investigations in the agricultural inputs sector","Determined that the Antitrust Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2014-00456,OIP,11/19/13,"Records regarding the National Institute of Justice funding program, Solving Cold Cases with DNA","Determined that the Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2014-00487,OIP,11/19/13,Copies of correspondence between an unnamed entity and the National Association for Rare Disorders,Determined that the Dep't of Health and Human Services was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2014-00488,OIP,11/19/13,Copies of correspondence between an unnamed entity and the National Association for Rare Disorders,Determined that the Dep't of Health and Human Services was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2014-00419,OIP,11/20/13,Requested a copy of Department of Justice Freedom of Information Act Reference Guide,Full Grant,,,
FOIA-2010-01313,OAG,11/21/13,"Records regarding the declaration of Phoenix Police Chief Jack Harris dated June 25, 2010",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2010-01314,ODAG,11/21/13,"Records regarding the declaration of Phoenix Police Chief Jack Harris dated June 25, 2010",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2012-00684,OAG,11/21/13,"Communications pertaining to Alabama's House Bill 56, and expenses related to this issue",Request Withdrawn by Requester,,,
FOIA-2012-01231,OIP,11/21/13,Copies of the five most recent FOIA appeals resulting from a (1) full or partial overturning of a FOIA denial; (2) overturning of a news media fee category denial; (3) overturning of a fee waiver denial; and (4) overturning of a request to expedite,Partial Grant/Partial Denial/Partial Referral: Documents referred to the FBI for processing and direct response to the requester,(b)(6); (b)(7)(C) ,"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party ",
FOIA-2014-00125,OIP,11/21/13,Copy of OIP's FOIA log of the Fiscal Year 2013,Referred the requester to the online FOIA Logs in OIP's FOIA Library ,,,
FOIA-2014-00492,OIP,11/21/13,"Documents regarding an alleged investigation conducted by the Department of Homeland Security, Department of Veterans Affairs, or the Federal Bureau of Investigation","Determined that the FBI, and the Depts. of Homeland Security and Veteran's Affairs were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2012-00685,ODAG,11/22/13,"Communications pertaining to Alabama's House Bill 56, and expenses related to this issue.",Request Withdrawn by Requester,,,
FOIA-2012-00686,OASG,11/22/13,"Communications pertaining to Alabama's House Bill 56, and expenses related to this issue.",Request Withdrawn by Requester,,,
FOIA-2014-00135,OLP,11/22/13,"Oaths of office and other documents pertaining to several Michigan state or county judges or other officials, as well as an attorney","Informed requester that the FOIA does not apply to state or local records; Provided contact information for Calhoun County, MI government and Michigan Attorney General's Office",,,
FOIA-2014-00136,OLP,11/22/13,"Oaths of office and other documents pertaining to ten individuals, including a St. Clair County (Michigan) prosecutor and a judge seated on the 31st Circuit Court, St. Clair County","Informed requester that the FOIA does not apply to state or local records; Provided contact information for St. Clair County, MI government",,,
FOIA-2014-00391,OIP,11/22/13,Copy of the  Corporate Integrity Agreement entered into in 2013 between the Department of Justice and The Ensign Group Inc. regarding resolution of Medicare claims/payments,"Determined that the Civil Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2014-00537,OIP,11/22/13,"Records pertaining to the prosecution of United States Representative Henry Jude ""Trey"" Radel III","Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00560,OIP,11/25/13,Records pertaining to a third party,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00316,OIP,11/26/13,"Requesting copies of the processing notes for FOIA requests FOIA-2013-04763, FOIA-2013-04764, and FOIA-2013-01869",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2014-00512,OIP,11/26/13,Names and contact information for the special agents in charge of investigations into Title VI discrimination/violations affecting state prisoners,"Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2014-00578,OIP,11/26/13,Information about a civil investigation of Celgene Corporation initiated in or shortly before the year 2011,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
