Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2014-04801,ODAG ,10/16/14,"records pertaining to congressional acts concerning the prohibition of federally incarcerated inmates from opening a stock, commodity or futures trading account in their name while in the custody of the Federal Bureau of Prisons (BOP)",No Records,,
FOIA-2014-04802,OASG ,10/16/14,"records pertaining to congressional acts concerning the prohibition of federally incarcerated inmates from opening a stock, commodity or futures trading account in their name while in the custody of the Federal Bureau of Prisons (BOP)",No Records,,
FOIA-2014-04898,OIP ,10/16/14,Document originating with the Office of the Attorney General for the State of California,Determined that records were improperly referred and returned records back to FBI for further review,,
FOIA-2014-04962,OAG,10/16/14,Records pertaining to Scher v. United States,Full Grant of referred records,,
FOIA-2014-04963,OIP ,10/16/14,Seeking legal assistance,Provided relevant information and assistance,,
FOIA-2014-05014,OIP ,10/16/14,Copy of a FOIA request previously submitted to the Federal Bureau of Prisons,Referred requester and request to more appropriate entity (BOP),,
FOIA-2015-00024,OIP ,10/16/14,Records pertaining to a federal case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2015-00027,OIP ,10/16/14,Form to file fee waiver appeal,Provided relevant information and assistance,,
FOIA-2015-00029,OAG,10/16/14,Seeking assistance from the Attorney General regarding House Resolution 3190,Provided relevant information and assistance,,
FOIA-2014-04770,OAG,10/17/14,Public statements by former Attorney General John N. Mitchell from January 1972; and all documents regarding Dr. Ronald Kaufman's plot to bomb banks,"Referred requester and/or request to more appropriate entity (EOUSA, NARA, FBI)",,
FOIA-2014-04948,OIP ,10/17/14,"A ""list of all entities from whom the Department of Justice received settlements and fines in criminal and civil cases for the Fiscal Year 2014""",Referred requester and request to more appropriate entity (JMD),,
FOIA-2015-00022,OIP ,10/17/14,Records from the Internal Revenue Service,Referred requester and/or request to more appropriate entity (IRS),,
FOIA-2015-00158,OIP ,10/17/14,Records regarding third parties,"Referred requester and/or request to more appropriate entity (NARA, FBI)",,
FOIA-2015-00159,OIP ,10/17/14,Records regarding third parties,"Referred requester and/or request to more appropriate entity (NARA, FBI)",,
FOIA-2014-05025,OIP ,10/20/14,Correspondence between the Department of Justice and the Government of Canada concerning Shire Pharmaceuticals,"Referred requester and/or to more appropriate entity (EOUSA, CIV, OPM, HHS & FDA)",,
FOIA-2015-00023,OIP ,10/20/14,Records pertaining to criminal case no. 1:06-CR-00009-1,Referred requester and/or to more appropriate entity (EOUSA & FBI),,
FOIA-2015-00025,OIP ,10/20/14,"Ballistic reports about four inmates struck during an incident on June 17, 1998",Referred requester and/or to more appropriate entity (FBI),,
FOIA-2015-00094,OIP ,10/20/14,Records regarding the Equitable Sharing Program,Referred requester and/or to more appropriate entity (CRM),,
FOIA-2015-00117,OIP ,10/20/14,Requesting assistance regarding employment termination from Department of Labor,Provided relevant information and assistance,,
FOIA-2014-04931,OIP ,10/21/14,"Immigration records including ""court proceedings, client's notice to appear, Immigration Judge court decisions, and final deportation order""",Provided relevant information and assistance; Referred requester and/or request to more appropriate entity (EOIR),,
FOIA-2014-04972,OIP ,10/21/14,"Investigation of the Seattle, Washington Fire Department",Referred requester and/or to more appropriate entity (EOUSA),,
FOIA-2014-05015,OIP ,10/21/14,records concerning cybercrime investigations of state and local law enforcement agencies following infections by Cryptolocker or similar ransomware,Provided relevant information and assistance,,
FOIA-2015-00008,OIP ,10/21/14,Correspondence between the FDA and the DOJ from 2005-present regarding regulatory status of drug products and information regarding FDA's regulatory operations,Determined that records were improperly referred and forwarded records back to FDA for further review,,
FOIA-2015-00161,OIP ,10/21/14,A list of names and locations of facilities that have been a audited under the Prison Rape Elimination Act of 2003,Referred requester and/or to more appropriate entity (OJP/BJA),,
FOIA-2015-00213,OIP ,10/22/14,Expressing concern regarding requirement for identity verification when submitting certain FOIA requests,Provided relevant information and assistance,,
FOIA-2015-00018,OIP ,10/23/14,Records concerning a third party,Referred requester and/or to more appropriate entity (DHS/USCIS),,
FOIA-2015-00028,OIP ,10/23/14,"Records concerning self, and prison commissary receipts",Referred requester and/or request to more appropriate entity (BOP),,
FOIA-2015-00065,OIP ,10/23/14,"Communications between the Department and Cogent Communications and the ""Chief Investigative Demands sent to Charter Communications and Netflix regarding the Comcast-TWC merger.""",No Records; Referred requester and/or request to more appropriate entity (ATR),,
FOIA-2015-00083,OIP ,10/23/14,"Communications between the Department and Cogent Communications and the ""Chief Investigative Demands sent to Charter Communications and Netflix regarding the Comcast-TWC merger.""",No Records; Referred requester and/or request to more appropriate entity (ATR),,
FOIA-2015-00209,OIP ,10/24/14,"Copy of Florida Department of Law Enforcement Technique pertaining to ""stress management,"" ""interviews and interrogations"" and ""general instructor refresher course.""",Provided relevant information and assistance,,
FOIA-2015-00033,OIP ,10/27/14,Asking various questions related to espionage within the United States,Provided relevant information and assistance,,
FOIA-2015-00116,OIP ,10/27/14,"Copy of the visitation log book of dormitory H-wing at Reeves County Detention Center for January 31, 2009",Referred requester and/or request to more appropriate entity (BOP),,
FOIA-2015-00134,OIP ,10/27/14,"Copy of the ""Prisoners' Assistance Directory""",Provided relevant information and assistance ,,
FOIA-2015-00137,OIP ,10/27/14,Records concerning a third party,Provided relevant information and assistance ,,
FOIA-2015-00197,OIP ,10/27/14,"Documents released in prior FOIA requests to OIP, assigned  request numbers AG/12-01455 and AG/13-02970",Partial Grant/Partial Denial,"(b)(1), (b)(5), (b)(6)",Information that is classified by Executive Order to protect national security; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2013-04183,OLP  ,10/28/14,Records on state requests for certification made under 28 U.S.C. § 2265(a),Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2015-00230,OASG ,10/28/14,Requesting appointments to meet with Deputy Attorney General James Cole and Acting Associate Attorney General Stuart Delery,Provided relevant information and assistance,,
FOIA-2015-00231,ODAG ,10/28/14,Requesting appointments to meet with Deputy Attorney General James Cole and Acting Associate Attorney General Stuart Delery,Provided relevant information and assistance,,
FOIA-2014-01990,OAG,10/29/14,The two most recent annual reports of the Attorney General on the Effectiveness of the Prisoner Transfer Treaties to which the United States is a Party,Full Grant of referred records,,
FOIA-2014-04945,OAG,10/29/14,Records pertaining to inquiries or investigations concerning Dahlberg Chiropractic clinics in various named locations and pertaining to specific named individuals,Partial No Records/Partial Glomar Denial:  Neither confirmed nor denied the existence of certain law enforcement records,"(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra-agency communications protected by legal privileges: Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2014-04956,OAG,10/29/14,2003 agreement between federal government and the Detroit Police Department to decrease excessive force and make additional improvements,Partial Grant of publicly available material/Partial No Records; Referred requester and/or request to more appropriate entity (CRT & EOUSA) ,,
FOIA-2014-04957,ODAG ,10/29/14,2003 agreement between federal government and the Detroit Police Department to decrease excessive force and make additional improvements,Partial Grant of publicly available material/Partial No Records; Referred requester and/or request to more appropriate entity (CRT & EOUSA) ,,
FOIA-2014-04958,OASG ,10/29/14,2003 agreement between federal government and the Detroit Police Department to decrease excessive force and make additional improvements,Partial Grant of publicly available material/Partial No Records; Referred requester and/or request to more appropriate entity (CRT & EOUSA) ,,
FOIA-2014-05028,OIP ,10/29/14,"Copy of ""the letter from the United States Attorney General, or other US government official, to the Governor of Colorado, or other Colorado government official, accepting jurisdiction over the land in which the United States Penitentiary, Administrative Maximum""",Referred requester to more appropriate entity (ENRD & BOP),,
FOIA-2015-00084,OIP ,10/29/14,Information regarding an online order,Provided relevant information and assistance,,
FOIA-2015-00090,OIP ,10/29/14,"Records from the Office of the Attorney General from 1949 through 1979 concerning ""ultrasonic listening devices"" or ""radio frequency Mic-Tel"" units, including the authorization of their use.",Referred requester to more appropriate entity (NARA),,
FOIA-2015-00250,OIP ,10/29/14,Records on funding received by the state of Virginia for operations of its drug court programs and Department of Corrections for Probation,Referred requester and/or request to more appropriate entity (OJP),,
FOIA-2014-04914,OAG,10/30/14,"Copy of the ""Guidance Regarding the Use of Race by Federal Law Enforcement Agencies""",Partial Grant/Partial No Records; Referred requester and/or request to more appropriate entity (CRT),,
FOIA-2014-04946,OIP ,10/30/14,Information regarding cooperation between rival rebel groups in armed conflicts,Provided relevant information and assistance,,
FOIA-2014-05024,OIP ,10/30/14,Information regarding cooperation between rival rebel groups in armed conflicts,Provided relevant information and assistance,,
FOIA-2015-00113,OIP ,10/30/14,Information regarding U.S. aid during Bahrain's political unrest in 2011,Provided relevant information and assistance,,
FOIA-2015-00136,OIP ,10/30/14,"Records regarding ""parallel construction""",Referred requester and/or request to more appropriate entity (DEA),,
FOIA-2015-00366,OIP ,10/30/14,Information regarding the status of FOIA request number FOIA-2015-00084,Provided relevant information and assistance,,
FOIA-2015-00115,OIP ,10/31/14,Records pertaining to a December 2012 settlement between the District of Columbia and Sanofi-Aventis U.S. Inc.,"Referred requester and/or request to more appropriate entity (EOUSA, FBI, CIV, HHS, USPS, OPM)",,
FOIA-2015-00207,OIP ,10/31/14,Records pertaining to former United States Representative Donald Payne,"Referral: Records were located and referred to more appropriate entity (CRM, EOUSA)",,
