Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2014-01589,OIP,3/5/14,Medical clinic seeking the medical records of an individual,Provided copy of DOJ FOIA Reference Guide; Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01590,OLP,3/5/14,Oaths of Office and other appointment documents pertaining to eight Michigan state or county judges and a court administrator,Provided relevant information and assistance,,
FOIA-2014-01598,OAG,3/5/14,"Records from the electronic database of the Departmental Executive Secretariat involving the search term ""malicious foreign actor,"" from January 1, 2009 to the present",No Records,,
FOIA-2014-01623,OIP,3/5/14,Seeking records from a private law firm,Provided relevant information and assistance,,
FOIA-2014-01679,ODAG,3/5/14,"Records from the electronic database of the Departmental Executive Secretariat involving the search term ""malicious foreign actor,"" from January 1, 2009 to the present",No Records,,
FOIA-2014-01680,OASG,3/5/14,"Records from the electronic database of the Departmental Executive Secretariat involving the search term ""malicious foreign actor,"" from January 1, 2009 to the present",No Records,,
FOIA-2014-01713,OIP,3/5/14,Records pertaining to certain FBI case files,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01811,OIP,3/5/14,Records pertaining to a 1993 draft indictment for drug trafficking and racketeering against the Cuban government,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01555,OAG,3/6/14,"Records from the electronic database of the Departmental Executive Secretariat that include the term ""media leaks questionnaire""",No Records,,
FOIA-2014-01636,ODAG,3/6/14,"Records from the electronic database of the Departmental Executive Secretariat that include the term ""media leaks questionnaire""",No Records,,
FOIA-2014-01637,OASG,3/6/14,"Records from the electronic database of the Departmental Executive Secretariat that include the term ""media leaks questionnaire""",No Records,,
FOIA-2014-01721,OAG,3/6/14,"Records pertaining to himself and Mountain State Power Group, Inc., Mountain State Power, Inc., and Sovereign Energy Partners",No Records,,
FOIA-2013-01819,OAG,3/10/14,"Correspondence concerning marijuana between the Offices of the Attorney General, Deputy Attorney General, and Associate Attorney General and the state governments of Colorado, Washington, and California",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2014-01806,OIP,3/10/14,Information regarding an individual's mail forwarding address,Provided relevant information and assistance,,
FOIA-2014-01825,OIP,3/10/14,"Requesting all records on organized crime figure Abe Zeid, and Alex “Shondor” Birns",Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01707,OIP,3/11/14,"Records related to the Eastern District of Texas criminal case ""CR.No. 9:09-CR-21""",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01901,OIP,3/11/14,Listing of all FOIA contacts within the federal government,Full Grant,,
FOIA-2014-01588,OIP,3/12/14,Records pertaining to a court case,No Records; Provided other relevant information and assistance,,
FOIA-2014-01725,OIP,3/12/14,Records pertaining to securities fraud within the state of New York,Provided relevant information and assistance,,
FOIA-2014-01757,OIP,3/12/14,Documents that were obtained by the United States Attorney in relation to a court case in the United States District Court for the District of Minnesota,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01770,OIP,3/12/14,"Copy of an FBI report entitled, ""The Final Hours"" as well as the names of Wal-mart employees who had interacted with Mohamed Atta on September 10, 2001 in Portland, Maine",Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01777,OIP,3/12/14,"Telephone records from the Office of the Solicitor General on September 11, 2001",Referred requester and/or request to more appropriate entity (OSG),,
FOIA-2014-01778,OIP,3/12/14,"records related to the criminal investigation of Kevin Bennett Holt in relation to the case ""United States v. Holt,"" 11-CR-78",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01799,OIP,3/12/14,Federal Bureau of Investigation materials that were made available to the media on the tenth anniversary of 9/11,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01802,OIP,3/12/14,"Records regarding Scottrade Inc., Scottrade Brokerage Inc., Bank of America Corporation, Scottrade Financial Services, Scottrade Bank, and copies of requester's related correspondence or complaints ",Provided copy of DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-01922,OIP,3/12/14,Records pertaining to an FBI investigation,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01924,OIP,3/12/14,Records pertaining to a third party,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01926,OIP,3/12/14,"Records concerning investigations into the criminal activity of David J. Friedland, as well as records pertaining to plea deals, convictions and cooperation with law enforcement",Referred requester and/or request to more appropriate entity (EOUSA & FBI),,
FOIA-2014-01934,OIP,3/12/14,"Records pertaining to the Department of Justice policies on ""audits of employee personnel files and internal investigation files""",Referred requester and/or request to more appropriate entity (OIG & JMD),,
FOIA-2014-00866,OAG,3/13/14,"All documents dated since January 1, 2012 pertaining to the approval or grant of reentry, repatriation, or asylum of and to any illegal alien previously deported or removed on grounds of aggravated felony conviction(s)",No Records; Referred requester and/or request to another entity (EOIR & EOUSA); Provided other relevant information and assistance,,
FOIA-2014-01717,OIP,3/13/14,Information regarding DOJ litigation related to a student loan account,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01913,OIP,3/13/14,Status of a previous FOIA request submitted to DOJ,Referred requester and/or request to more appropriate entity (JMD),,
FOIA-2014-01294,OIP,3/14/14,"A ""list of all defendants charged with Medicare or Medicaid fraud"" since 1990 and reports on ""Cuba and Medicare and Medicaid fraud since 2000.""",Referred requester and/or request to more appropriate entity (EOUSA & HHS),,
FOIA-2014-01595,OIP,3/18/14,"Requested records relevant to an October 18, 2011 hearing pertaining to the subject of solitary confinement held by the United Nations General Assembly",Provided relevant information and assistance,,
FOIA-2014-01804,OIP,3/18/14,"Information, including court records, regarding Walter Eatman",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01928,OIP,3/18/14,"Requested a transcript of a March 3, 2014 status conference call related to an Alabama State Department of Education administrative special education due process hearing",Provided relevant information and assistance,,
FOIA-2014-01973,OIP,3/18/14,Information on a federal inmate's prison time and release,Referred requester and/or request to more appropriate entity (BOP),,
FOIA-2014-02001,OIP,3/18/14,Records related to the case United States v. Joel Cacace in the Eastern District of New York,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01075,ODAG,3/19/14,Pardon application records for a specified individual,Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2014-01378,OAG,3/19/14,"A copy of the government’s response to a letter from Senator Elizabeth Warren to Attorney General Eric Holder, dated August 21, 2013",Full Grant,,
FOIA-2014-01545,OLA,3/19/14,"A copy of the government’s response to a letter from Senator Elizabeth Warren to Attorney General Eric Holder, dated August 21, 2013",Full Grant,,
FOIA-2014-01710,OASG,3/19/14,"Records from the electronic database of the Departmental Executive Secretariat pertaining to the term ""Insider Threat(s)""",No Records,,
FOIA-2014-01903,OIP,3/20/14,“‘Acts of States’ as No. 2700-05”,Referred requester and/or request to more appropriate entity (NARA),,
FOIA-2014-01705,OIP,3/21/14,Records pertaining to awarded Coordinated Tribal Assistance Solicitation (CTAS) grant applicants from 2012,"Referred requester and/or request to more appropriate entity (OJP, COPS & OVW)",,
FOIA-2014-01708,OIP,3/21/14,Seeking records pertaining to a third party,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-01800,OIP,3/21/14,"Records regarding the identity of an individual identified in the Boston Herald as ""scuffle man”",Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-02066,OIP,3/21/14,Criminal referral that the Central Intelligence Agency (CIA) made to the FBI related to the alleged unauthorized access of CIA-related documents by individuals working for the Senate Select Committee on Intelligence,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2014-01929,ODAG,3/24/14,"Certain records pertaining to Senator Scott P. Brown, and the companies Nixon Peabody, Global Digital Solutions, Kadant Inc., and CoachUp",No Records,,
FOIA-2014-01930,OASG,3/24/14,"Certain records pertaining to Senator Scott P. Brown, and the companies Nixon Peabody, Global Digital Solutions, Kadant Inc., and CoachUp",No Records,,
FOIA-2014-01987,OIP,3/24/14,Information relevant to an Alabama State Department of Education administrative special education due process hearing,Provided relevant information and assistance,,
FOIA-2014-01988,OIP,3/24/14,"Records pertaining to the negotiations, implementation and modification of Operation Against Smugglers Initiative on Safety and Security (OASISS)","Referred requester and/or request to more appropriate entity (DHS, U.S. Customs and Border Protection)",,
FOIA-2014-01809,OIP,3/25/14,A copy of a judgment concerning a third party,Provided copy of DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-01827,OIP,3/25/14,Various records concerning an automobile accident,Provided relevant information and assistance,,
FOIA-2014-01904,OIP,3/25/14,A copy of a receipt to verify that a summons complaint was sent to the defendants in requester's court case,Provided copy of DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-02081,OIP,3/25/14,Records relating to an application for asylum,Referred requester and/or request to more appropriate entity (EOIR),,
FOIA-2014-01570,OIP,3/26/14,Copy of the Department of Justice Approved Lesson Plan for use of force curriculum from 2005 through 2006,Referred requester and/or request to more appropriate entity (COPS),,
FOIA-2014-01603,OIP,3/26/14,Records relevant to a third party,Provided copy of DOJ FOIA Reference Guide; Referred requester and/or request to more appropriate entity (EOUSA); Provided other relevant information and assistance,,
FOIA-2014-01612,OIP,3/26/14,Records pertaining to a third party,Records pertaining to a third party,,
FOIA-2014-01695,OIP,3/26/14,Clarification of information sent to requester on a CD-ROM,Provided relevant information and assistance,,
FOIA-2014-01696,OIP,3/26/14,Clarification of information sent to requester on a CD-ROM,Provided relevant information and assistance,,
FOIA-2014-01724,OIP,3/26/14,"Records regarding the investigation of Nicholaus Ryan Skultety, American Paramount, Lloyd Michaelson, C. Nunez a.k.a. C. Nuñez, and others in the case numbered ""13-CR-00690""",Referred requester and/or request to more appropriate entity (FBI & IRS),,
FOIA-2014-02018,OIP,3/26/14,Information concerning a property listing published by the Ohio Environmental Protection Agency.,Provided relevant information and assistance,,
FOIA-2014-02024,OIP,3/26/14,"Records pertaining to cases ""DC-09-010"" and ""DC-09-032""",Provided copy of DOJ FOIA Reference Guide; Provided other relevant information and assistance,,
FOIA-2014-01933,OIP,3/27/14,"Press releases and speeches made by United States Presidents Barack Obama, Ronald Reagan, George H.W. Bush and George W. Bush",Provided relevant information and assistance,,
FOIA-2014-02019,OIP,3/27/14,Information regarding a federal court case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-02050,OIP,3/27/14,"Documents, evidence, correspondence, financial records, pleadings, or other related materials for the case United States of America v. William Murray; Case Number 2:10CR00054-01.",Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-02149,OIP,3/27/14,Copy of the Freedom of Information Act (FOIA) Reference Guide,Full Grant,,
FOIA-2014-01672,OIP,3/28/14,A copy of the OIP FOIA Log for 2013,Full Grant,,
FOIA-2014-01949,OIP,3/28/14,"Records pertaining to the Massachusetts Joint Terrorism Task Force's involvement with Ibragim Todashev, including all documents relating to any investigation into the involvement of members of the MA JTTF in Todashev's death",Referred requester and/or request to more appropriate entity (EOUSA & FBI),,
FOIA-2014-02151,OIP,3/28/14,Records pertaining to a federal court case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-02152,OIP,3/28/14,Records pertaining to a federal court case,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-02175,OIP,3/28/14,Seeking records pertaining to DOJ Notice of Action #WAC-99-115-50040; DOJ Notice of Action #WAC-99-115-50041; and DOJ Requests for Asylum in the U.S. for certain individuals,Referred requester and/or request to more appropriate entity (EOUSA),,
FOIA-2014-02189,OIP,3/28/14,Certain information regarding federal inmates,Referred requester and/or request to more appropriate entity (BOP),,
FOIA-2014-02210,OIP,3/31/14,Communications between U.S. Marshals headquarters and management of the Southern and Northern Districts of Florida,Referred requester and/or request to more appropriate entity (USMS),,
FOIA-2014-00676,OASG,1/31/14,"Records from the electronic database of the Departmental Executive Secretariat corresponding to the search term ""Section 702""",Documents determined to be of primary interest to another Department component (OAG) ,,
FOIA-2014-01313,OIP,1/31/14,Seeking records concerning a third party,Provided relevant information and assistance,,
FOIA-2014-01315,OAG,1/31/14,The Attorney General’s Guidelines Regarding the Use of Confidential Informants,Full Grant,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
