Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2013-03877,OAG,8/2/13,"(1) Specific records pertaining to a court case from May 2009 to August 2010, (2) a copy of a notice or memorandum issued by the Attorney General on the use and application of ""federal statute 924 (c),"" and (3) the legislative history of statute 18 U.S.C. § 2118",Partial Grant/Partial Denial:  Provided requester with copies of publicly available online and the DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals; Determined that the Law Library of Congress was  also an appropriate entity for handling and referred requester to that entity for additional information,,,
FOIA-2013-04112,OIP,8/2/13,Requester enclosed a completed Certification of Identity Form without specifying records sought,"Provided requester with copy of DOJ FOIA Reference Guide to help refine request, as specific records being sought could not be identified",,,
FOIA-2011-00753,OASG,8/5/13,Certain records pertaining to the Financial Fraud Enforcement Task Force,Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-03799,OAG,8/5/13,Records regarding a letter sent to the Department by the requester in January 1995,"No Records; Also determined that the Criminal Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-04415,OIP,8/5/13,Copy of a settlement agreement in a civil proceeding between the Drug Enforcement Administration and a third party,Determined that the DEA was the most appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2013-04435,OIP,8/5/13,Records concerning the Cook county and/or Chicago prison populations by race in 1963,Informed requester that the FOIA does not apply to state or local records; Directed requester to contact local Chicago and county entities for additional information ,,,
FOIA-2013-03772,OAG,8/6/13,Records of communication pertaining to RM 10212.200,No Records,,,
FOIA-2013-03773,ODAG,8/6/13,Records of communication pertaining to RM 10212.200,No Records,,,
FOIA-2013-03774,OASG,8/6/13,Records of communication pertaining to RM 10212.200,No Records,,,
FOIA-2013-04038,OAG,8/6/13,"Rules and regulations for state and federal confidential informants, and answers to legal questions",Provided requester with publicly available online copy of the Attorney General's Guidelines Regarding the Use of FBI Confidential Human Sources; Informed requester that the FOIA does not require agencies to answer questions or provide legal advice,,,
FOIA-2013-04277,OAG,8/6/13,"Records relating to the Department's investigation of Pilot Oil, Pilot Flying J, or Pilot Travel Centers","No Records; Determined that the FBI, IRS, and Executive Office for United States Attorneys, DOJ, were also appropriate entities for handling and referred requester to those entities for further processing ",,,
FOIA-2013-04317,ODAG,8/6/13,"Records relating to the Department's investigation of Pilot Oil, Pilot Flying J, or Pilot Travel Centers","No Records; Determined that the FBI, IRS, and Executive Office for United States Attorneys, DOJ, were also appropriate entities for handling and referred requester to those entities for further processing ",,,
FOIA-2013-04318,OASG,8/6/13,"Records relating to the Department's investigation of Pilot Oil, Pilot Flying J, or Pilot Travel Centers","No Records; Determined that the FBI, IRS, and Executive Office for United States Attorneys, DOJ, were also appropriate entities for handling and referred requester to those entities for further processing ",,,
FOIA-2013-04319,OLA,8/6/13,"Records relating to the Department's investigation of Pilot Oil, Pilot Flying J, or Pilot Travel Centers","No Records; Determined that the FBI, IRS, and Executive Office for United States Attorneys, DOJ, were also appropriate entities for handling and referred requester to those entities for further processing ",,,
FOIA-2013-04444,OIP,8/6/13,Legal guidance from January 2009 to the present from the Office of Legal Counsel or any other Department component advising or authorizing the US Southern Command and/or Joint Task Force Guantanamo to conduct internal feedings on detainees at Guantanamo Bay,"Determined that the Office of Legal Counsel, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03039,OLA,8/7/13,Department of Justice's most recent report to the House Judiciary Committee required under the National Instant Criminal Background Check System Improvement Amendments Act of 2007,Material referred to OIP for processing by another component resulted in a full grant,,,
FOIA-2013-03202,ODAG,8/7/13,Written and electronic subpoena requests that the Department made for telephone records of Baltimore Sun and Tribune Company employees from 2000 to 2010,"No Records; Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for further processing ",,,
FOIA-2013-03883,OLP,8/7/13,Appointment records pertaining to Magistrate Judge Robert B. Collings and U.S. District Court Judge Edward F. Harrington,"Partial Grant/Partial Denial: Also informed requester that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-04024,OIP,8/7/13,"Oath of Office for Thomas G. Wallace, Kimberly A. Moore, Judge J. Fox, Jason Morton, Carlos Perez, and Hilda Candelario","No Records: Also informed requester that although records could not be located, records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",,,
FOIA-2013-04025,OLP,8/7/13,"Oath of Office for Thomas G. Wallace, Kimberly A. Moore, Judge J. Fox, Jason Morton, Carlos Perez, and Hilda Candelario","No Records: Also informed requester that although records could not be located, records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",,,
FOIA-2013-04146,OIP,8/7/13,"Requested a copy of the State of Union Address delivered on February 12, 2013 and information pertaining to the Michigan National Guard",Provided requester with publicly available copy of the State of the Union address; Determined that the National Guard Bureau was also an appropriate entity for handling and referred requester to that agency for further processing,,,
FOIA-2013-04195,OIP,8/7/13,Information on how to file an American with Disabilities Act complaint,Informed the requester that the FOIA is a records access statute and not applicable to this query; Provided requester with information on how to file an ADA complaint with the Department; Provided a copy of the DOJ Reference Guide for additional information on submitting FOIA requests to the Department,,,
FOIA-2013-04298,OIP,8/7/13,"Records pertaining to certain types of software, cyber attacks, and data hacking","Provided requester with link to FOIA.gov for FOIA contact information of federal agencies, as specific records sought and the office which the requester was seeking records from, could not be identified",,,
FOIA-2013-04443,OIP,8/7/13,Records pertaining to the administrative case file and processing notes related to a Freedom of Information Act request submitted to the National Security Division,"Determined that the National Security Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04445,OIP,8/7/13,Records pertaining to a Federal Bureau of Investigation file,Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-04447,OAG,8/7/13,Information regarding the chain of command and contact information from the head of the Civil Rights Division to the Attorney General,Provided requester with links to the DOJ organizational chart and component contact information from DOJ website,,,
FOIA-2013-04473,OIP,8/7/13,"Records pertaining to the city of Rockwall, Texas",Informed requester that the FOIA is a records access statute and not applicable to this query,,,
FOIA-2013-04482,OIP,8/7/13,"Records regarding the enforcement actions initiated by National Motor Vehicle Title Information System (“NMVTIS”), including but not limited to fines assessed by the Department of Justice from January 1, 2012 to the present","Determined that the Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04496,OIP,8/7/13,Information on the number of deportations or removals that have been appealed to the Board of Immigration Appeals and overturned,"Determined that the Executive Office for Immigration Review, DOJ, was the most appropriate entity for handling and referred requester to that component for further processing ",,,
FOIA-2013-03340,ODAG,8/8/13,"Records pertaining to the decision to investigate groups that the Internal Revenue Service considered to be ""conservative,"" as well as records pertaining to the definition of ""conservative""",No Records,,,
FOIA-2013-03873,OLP,8/8/13,Appointment documents pertaining to United States Magistrate Judge Thomas G. Wilson,"No Records: Informed requester OLP does not maintain records on magistrate judges and that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to submit a request for information",,,
FOIA-2013-03880,OAG,8/8/13,"Correspondence from James “Jim” Abeler to the Department of Justice, from January 1, 1999 to the present",No Records,,,
FOIA-2013-03881,ODAG,8/8/13,"Correspondence from James “Jim” Abeler to the Department of Justice, from January 1, 1999 to the present",No Records,,,
FOIA-2013-03882,OASG,8/8/13,"Correspondence from James “Jim” Abeler to the Department of Justice, from January 1, 1999 to the present",No Records,,,
FOIA-2013-03888,OIP,8/8/13,"Copy of the 5-year Corporate Integrity Agreement entered into between Urocor, Inc. and the Department of Health and Human Services Office of Inspector General in or around 2001","Determined that the Civil Division and Executive Office for United States Attorneys, DOJ, were appropriate entities for handling and referred request and requester to those components for processing",,,
FOIA-2013-04519,OIP,8/8/13,Records pertaining to an assault at an Arizona state prison,Informed requester that the FOIA does not apply to state or local records; Provided requester with contact for the Attorney General for the state of Arizona and the Arizona Department of Corrections,,,
FOIA-2013-03879,OIP,8/9/13,"Telephone records and file notes of Judges Jeff Kaplan, Ed Kinkeade, Jerry Smith and Edith Jones of the United States District Court, Northern District of Texas, and e-mails between judges and/or attorneys ","Informed requester that the FOIA does not apply to the judicial branch of the government; provided contact information for the Administrative Office of the U.S. Courts, as well as a publicly available document regarding filing a complaint against a federal judge",,,
FOIA-2013-03887,OLP,8/9/13,"Oaths of office for United States District Court Judge John V. Parker, United States Attorney Donald J. Cazayoux, Jr., and Assistant United States Attorney Robert Williams Piedrahita","No Records: Also informed requester that although records could not be located, records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information.  Also informed requester that FOI/PA Mail Referral Unit, Justice Management Division, had forwarded his request to the Executive Office for United States Attorneys, DOJ, for processing",,,
FOIA-2013-04103,OAG,8/9/13,"Records regarding a court case, as well as oaths of office regarding Assistant U.S. Attorney Ethan Ontjes, U.S. District Court Judge Terrence W. Boyle, and other individuals",Partial Grant/Partial Denial: Also determined that Johnston County (NC) Sheriff's Office was an appropriate entity for handling and referred requester to that entity for processing,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-04104,OLP,8/9/13,"Records regarding a court case, as well as oaths of office regarding Assistant U.S. Attorney Ethan Ontjes, U.S. District Court Judge Terrence W. Boyle, and other individuals",Partial Grant/Partial Denial: Also determined that Johnston County (NC) Sheriff's Office was an appropriate entity for handling and referred requester to that entity for processing,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-04522,OLP,8/9/13,"Copy of ""The Admission of Criminal Histories at Trial"" in or about 1989",Provided requester with publicly available copy of document,,,
FOIA-2013-03886,OLP,8/12/13,"Oaths of office pertaining to Judge Kathryn H. Vratil, Magistrate Judges David J. Waxse and James P. O'Hara, and United States Attorney Barry R. Grissom, as well as records regarding a court case","Partial Grant/Partial Denial: Also determined that Executive Office for United States Attorneys, DOJ, was an appropriate entity for handling and referred requester and request to that entity for processing.  Also informed requester OLP does not maintain records on magistrate judges and that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to submit a request for information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-03962,OIP,8/12/13,"Records related to the investigation of Richard S. Fuld, former CEO of Lehman Brothers Holdings Inc., conducted by the US Attorney for the Southern District of New York, the DOJ and the Federal Bureau of Investigation",Determined that the FBI and the Executive Office for United States Attorneys were appropriate entities for handling and referred request and requester to those components for processing,,,
FOIA-2013-04093,OAG,8/12/13,Information about a sealed document filed against Mr. Edward J. Snowden in the Eastern District of Virginia.,Informed requester that the FOIA does not apply to records sealed by an order of a U.S. District Court.,,,
FOIA-2013-04489,OAG,8/12/13,"Records pertaining to Quest Diagnostics Inc., Laboratory Corporation of America Holdings, Hologic Inc., and Gen-Probe Inc.",No Records,,,
FOIA-2013-04490,ODAG,8/12/13,"Records pertaining to Quest Diagnostics Inc., Laboratory Corporation of America Holdings, Hologic Inc., and Gen-Probe Inc.",No Records,,,
FOIA-2013-04491,OASG,8/12/13,"Records pertaining to Quest Diagnostics Inc., Laboratory Corporation of America Holdings, Hologic Inc., and Gen-Probe Inc.",No Records,,,
FOIA-2010-00524,OAG,8/13/13,Correspondence between the Department of Justice and the German government concerning efforts to have Jens Soering repatriated,Full Denial,(b)(1),"Information that is classified by Executive Order to protect national security 
",
FOIA-2012-00089,OASG,8/13/13,Various correspondence and records concerning issues related to Holocaust survivors,"Full Grant/Partial Referral: Documents were also referred to the Civil Rights Division, DOJ, for processing and direct response to the requester",,,
FOIA-2012-01200,OAG,8/13/13,Copy of an FBI file,Duplicate Request: Documents were referred by another entity in response to a request already being processed by OIP; Referred documents were incorporated into ongoing processing under original OIP tracking number,,,
FOIA-2013-03020,OAG,8/13/13,Records mentioning or referencing the terms home schooling and Romeike v. Holder,No Records,,,
FOIA-2013-04433,OIP,8/13/13,Records regarding various trusts with the Chase Manhattan Bank in New York.,"Provided requester with DOJ FOIA Reference Guide to help refine request, as specific records being sought could not be identified",,,
FOIA-2013-03021,OLP,8/13/13,Records mentioning or referencing the terms home schooling and Romeike v. Holder,No Records,,,
FOIA-2013-04084,OIP,8/14/13,"Records from the Bureau of Alcohol, Tobacco, Firearms and Explosives related to the transfer of firearms regulated by the National Firearms Act",Determined that the ATF was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-04114,OIP,8/14/13,Copies of various Federal laws,Provided requester with publicly available material from Government websites,,,
FOIA-2013-04249,OIP,8/14/13,List of classified opinions issued by the Office of Legal Counsel from 2001 to the present,"Determined that the Office of Legal Counsel, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04632,OIP,8/14/13,Records from a February 1998 Federal Bureau of Prisons investigation,"Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03435,OAG,8/15/13,List of Department staff who accompanied Attorney General Holder to New Zealand and Hawaii in May 2013,Full Grant,,,
FOIA-2013-04417,OIP,8/15/13,Information regarding cases in the Department of Justice's Office of the Inspector General,"Determined that the Office of the Inspector General, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04448,OIP,8/15/13,"Settlement agreement between the University of Pittsburgh Medical Center and the United States Attorney's Office for the Western District of Pennsylvania in order to settle charges under the False Claims Act, announced on July 31, 2013 by","Determined that the Executive Office for United States Attorneys, DOJ, was an appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04526,OIP,8/15/13,Certain records pertaining to Leader Technologies vs. Facebook,Informed requester that the FOIA does not apply to state or local records or to the legislative and judicial branches,,,
FOIA-2013-04670,OIP,8/15/13,"Any and all records concerning, regarding, or related to the designation of five new national monuments on March 25, 2013","Determined that records were improperly referred to OIP for processing and forwarded records to the Office of Legal Counsel, DOJ, for further processing and response to the requester",,,
FOIA-2013-01836,OIP,8/16/13,Certain records pertaining to the National Defense Authorization Act for fiscal years 2012 and 2013 and the 2001 joint resolution regarding the Authorization for Use of Military Force,"Determined that the Office of Legal Counsel, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04514,OIP,8/16/13,Copies of various Federal documents,Provided requester with publicly available online copies of material and informed requester that further production would incur duplication fees,,,
FOIA-2013-04676,OIP,8/16/13,All pleadings related to a criminal case prosecuted in the Northern District of Texas,"Determined that the Executive Office for United States Attorneys, DOJ, was an appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04677,OIP,8/16/13,"Documents concerning an investigation into steroid use by current and former Manatee County, Florida employees","Determined that the Executive Office for United States Attorneys, DOJ, was an appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04693,OIP,8/16/13,Seeking records on (1) the Racketeer Influenced and Corrupt Organizations Act; (2) Violent Crimes in Aid of Racketeering Activity; (3) the Hobbs Act; and (4) Conspiracy Against Rights and Deprivation of Rights under Color of Law.,"Determined that the FBI, Criminal Division, and Civil Rights Division, DOJ, were the most appropriate entities for handling and referred requester to those components for processing; Provided requester with a copy of the DOJ FOIA Reference Guide, contact information for the International Justice Court, and information regarding the DOJ Action Center",,,
FOIA-2012-00444,OAG,8/19/13,"Records from January 1, 2011 concerning the deletion or removal of Twitter accounts or any other social networking accounts associated with al-Shabaab, the Taliban, or because of its association with a particular group",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-02134,OAG,8/19/13,Photographs within Federal Bureau of Investigation (FBI) file number 58-HQ-2000,Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2013-03829,OLP,8/19/13,"Oaths of office, appointment affidavits , presidential commissions, and Senate confirmation documents pertaining to United States District Court Judges Richard A. Jones and Benjamin H. Settle of the Western District of Washington","Partial Grant/Partial Denial/Partial No Records: Also informed requester that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-04692,OAG,8/19/13,"Records pertaining to a court case in the possession of the United States Attorney’s Office for the Western District of Texas, Midland-Odessa Division",Full Grant,,,
FOIA-2013-02121,OAG,8/20/13,Unclassified records pertaining to Brian Regan,Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2013-03861,OAG,8/20/13,"Report received by the Congressional intelligence committees from the Attorney General on February 2, 2011, pertaining to intelligence collection activities that were subject to expiration under Section 224 of the USA PATRIOT Act",Partial Grant/Partial Denial,(b)(1); (b)(3),Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law,
FOIA-2013-04730,OIP,8/20/13,Copy of a FOIA request letter submitted to the Executive Office for United States Attorneys,Determined that the Executive Office for United States Attorneys was an appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2012-01285,OIP,8/21/13,"Copy of the administrative appeal logs from January 1, 2011 to August 1, 2012",Request withdrawn for fee related reasons,,,
FOIA-2013-01869,OIP,8/21/13,"Copies of the first 100 pages of e-mails sent to received  by the Director of the DOJ's Office of Information Policy, Melanie Ann Pustay, that contain the word ""FOIA"" from July 1, 2012 to November 1, 2012",Request withdrawn for fee related reasons,,,
FOIA-2013-04194,OIP,8/21/13,"Cables, memoranda, and travel manifests or other records of trips to and from Brazil by Department of Justice personnel during January 1973",Provided requester with DOJ FOIA Reference Guide to help determine the DOJ component most likely to maintain the records sought,,,
FOIA-2013-04313,OIP,8/21/13,Records regarding the Brazilian death squad Grupo de Operacoes Especiais from 1964 to 1985,"Determined that the FBI, CIA, and the Department of State were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-04314,OIP,8/21/13,Records regarding Grupo de Operacoes Especiais,"Determined that the FBI, CIA, and the Department of State were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-04470,OIP,8/21/13,"An abstract referenced in an August 8, 1951 letter from then-Attorney General J. Howard McGrath to then-Army Secretary Frank Pace concerning U.S. Army Corps of Engineers tracts of land in Tarrant County, Texas",Determined that the U.S. Army Corps of Engineers and the Truman Presidential Library were the most appropriate entities for handling and referred requester to those entities for processing,,,
FOIA-2013-04486,OIP,8/21/13,Records regarding Esquadrao da Morte,"Determined that the FBI, CIA, and the Department of State were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-04487,OIP,8/21/13,Records regarding Scuderie Le Cocq,"Determined that the FBI, CIA, and the Department of State were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-04488,OIP,8/21/13,Records regarding Operacao Limpeza,"Determined that the FBI, CIA, and the Department of State were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-04602,OAG,8/21/13,Correspondence between the United States Department of Justice and Dinesh Thakur,No Records,,,
FOIA-2013-04603,OAG,8/21/13,Correspondence between the United States Department of Justice and an identified third party,No Records,,,
FOIA-2013-04604,OAG,8/21/13,Correspondence between the United States Department of Justice and Rajendra (or Rajinder) Kumar,No Records,,,
FOIA-2013-04716,ODAG,8/21/13,Correspondence between the United States Department of Justice and Rajendra (or Rajinder) Kumar,No Records,,,
FOIA-2013-04717,OASG,8/21/13,Correspondence between the United States Department of Justice and Rajendra (or Rajinder) Kumar,No Records,,,
FOIA-2013-04718,ODAG,8/21/13,Correspondence between the United States Department of Justice and an identified third party,No Records,,,
FOIA-2013-04719,OASG,8/21/13,Correspondence between the United States Department of Justice and an identified third party,No Records,,,
FOIA-2013-04720,ODAG,8/21/13,Correspondence between the United States Department of Justice and Dinesh Thakur,No Records,,,
FOIA-2013-04721,OASG,8/21/13,Correspondence between the United States Department of Justice and Dinesh Thakur,No Records,,,
FOIA-2012-01091,OLA,8/22/13,"All letters, phone records or other communications from members of Congress seeking to designate spending by the Department of Justice (including all departments, bureaus and sub-agencies) in a manner beyond the normal budget and appropriations process since January",No Records,,,
FOIA-2013-04598,OAG,8/22/13,The electronic address designated to present the Attorney General with a constitutional question arising from a civil procedure taking place in the United States,Informed requester that the FOIA is a records access statute and not applicable to this query; Provided requester with link to the DOJ Action Center,,,
FOIA-2013-04700,OIP,8/22/13,Certain correspondence between past or present Solicitors General and United States Attorneys or Assistant United States Attorneys concerning the McKittrick Policy,"Determined that the Executive Office for United States Attorneys and the Office of the Solicitor General, DOJ, were appropriate entities for handling and referred request and requester to those components for processing",,,
FOIA-2013-04707,OAG,8/22/13,"Memorandum to United States Attorneys from Attorney General Holder regarding new guidelines for determining when federal charges should be filed, with a focus on targeting “the most serious offenses” and “the most dangerous criminals""",Request withdrawn by requester after being informed that document had been made available online,,,
FOIA-2013-04660,OIP,8/23/13,Information on the Freedom of Information Act and Privacy Act,Provided requester with a copy of the DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals.  Also provided requester address to the U.S. Public Health Services Office - part of the Department of Health & Human Services as requester sought FOIA information for this office specifically,,,
FOIA-2013-04661,OIP,8/23/13,Eight FOIA/PA referral action slips from this Office as well as the contact information for the United States Marshals Service (USMS),Partial Grant/Partial No Records,,,
FOIA-2013-04709,OLP,8/23/13,"Records regarding the United States government's interest in, findings on, or investigations into Intuitive Surgical, Inc.",No Records,,,
FOIA-2013-04798,OIP,8/23/13,Records pertaining to a court case,Provided requester with DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals,,,
FOIA-2013-04440,OIP,8/26/13,"(1) Communications related to the establishment of a national hotline to collect tips regarding the fatal shooting of Trayvon Martin; (2) Communications sent or received via that hotline, (3) FOIA requests and media inquiries regarding the tip line",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-04627,OIP,8/26/13,Copy of Executive Order 11154,Determined that the National Archives and Records Administration  was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-04644,OIP,8/26/13,"AccessAbility Incorporated's (of Minneapolis, Minnesota, Hoover Street N.E.) WH-226A Form (labor form) for the time period of August 1, 2011 to August1, 2013 along with its Disability Code List ",Determined that the Department of Labor was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-04724,OLA,8/26/13,Records pertaining to former Congressman Roscoe G. Bartlett,Duplicate Request: Documents were referred by another entity in response to a request already being processed by OIP; Referred documents were incorporated into ongoing processing under original OIP tracking number,,,
FOIA-2013-04749,OIP,8/26/13,"Records pertaining to ""Background Investigation(s)""",Determined that the Office of Personnel Management was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-00415,OIP,8/27/13,Contents of an FBI file,"Determined that records were improperly referred to OIP for processing and forwarded records to the Criminal Division, DOJ, for  processing and response to the requester",,,
FOIA-2013-02482,OAG,8/27/13,Formal opinions issued by the Attorney General to the Bureau of Prisons since 2007 with respect to the administration of the FOIA,No Records,,,
FOIA-2013-02483,OIP,8/27/13,Policies and procedures with respect to the administration of the FOIA,Provided requester with a copy of the DOJ FOIA Reference Guide and DOJ FOIA Regulations (28 C.F.R. Part 16),,,
FOIA-2013-03707,OLA,8/27/13,Copies of the Department of Justice's No FEAR Act Annual Reports since the inception of that law,Full Grant,,,
FOIA-2013-04312,OLA,8/27/13,"Correspondence to or from the office of Representative Paul Ryan from January 2, 1999 to the present",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-04575,OIP,8/27/13,"Records pertaining to an investigation and to the ""no fly"" list",Determined that Department of Homeland Security was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-04758,OIP,8/27/13,Records from 2009 to the present concerning the Special Operations Division of the Drug Enforcement Administration,Determined that the DEA was the most appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2013-04762,OIP,8/27/13,Records concerning Operation Dancing Brides,"Determined that the Executive Office for United States Attorneys, DOJ, was an appropriate entity for handling and referred request and requester to that component for processing; Also determined that the Department of State and U.S. Immigration and Customs Enforcement were also appropriate entities for handling and referred requester to those entities for additional information",,,
FOIA-2013-04493,OIP,8/28/13,"Records regarding Francisco Toscanino, an Italian national arrested in Uruguay in 1973, and later extradited to the United States to face drug trafficking charges","Determined that the National Archives and Records Administration, the DEA, the Criminal Division, and the Executive Office for United States Attorneys were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-04559,OIP,8/28/13,"Copies of all acts of Congress granting standing to the ""United States of America"" to bring civil and/or criminal actions as Plaintiffs before District Courts as distinct from the Plaintiff ""United States""",Full Grant: Provided requester with publicly available copies of federal regulations and information from the DOJ website,,,
FOIA-2013-04822,OIP,8/28/13,"Documents from January 1, 2009 to December 31, 2011 concerning Gulf Cartel and human smuggling in or around Tamaulipas and Nuevo Leon, Mexico.","Determined that the DEA, and the Department of Homeland Security were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-04824,OIP,8/28/13,"Documents, including investigations concerning motives or perpetuators, pertaining to the murder of seventy-two migrant workers in San Fernando, Mexico","Determined that the DEA, and the Department of Homeland Security were the most appropriate entities for handling and referred requester to those entities for processing",,,
