Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2011-00536,OAG,12/9/14,"Talking points, position papers, policy documents, or memoranda regarding Department of Justice concerns on Inspector General testimonial subpoena authority",Request Withdrawn,,
FOIA-2011-00537,ODAG ,12/9/14,"Talking points, position papers, policy documents, or memoranda regarding Department of Justice concerns on Inspector General testimonial subpoena authority",Request Withdrawn,,
FOIA-2014-02495,OAG,12/9/14,Reports to the Attorney General or Deputy Attorney General describing or presenting findings from the investigation led by AUSA John Durham into (1) the destruction of interrogation videotapes by the CIA and (2) whether federal laws were violated in connection with interrogations,Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2014-02496,ODAG ,12/9/14,copies of reports to the Attorney General or Deputy Attorney General describing or presenting findings from the investigation led by Assistant United States Attorney John Durham into (1) the destruction of interrogation videotapes by the Central Intelligence,Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2015-00623,OIP ,12/9/14,Certain FBI records ,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2015-00746,OIP ,12/9/14,Information regarding a DEA license,Referred requester and/or request to more appropriate entity (DEA),,
FOIA-2013-01456,OAG,12/15/14,"Correspondence between Kenneth Thomas ""Ken"" Cuccinelli II and the Attorney General since 2010",Request Withdrawn,,
FOIA-2013-02022,OLA ,12/15/14,"Correspondence between the Department and U.S. Senator Mark Udall from 1996  to January 29, 2013",Request Withdrawn,,
FOIA-2015-00515,OIP ,12/15/14,Copies of various historical court cases and statutes,Provided requester with publicly available material; Provided additional relevant information and assistance,,
FOIA-2015-00846,OAG,12/15/14,"""Quarterly status reports"" for the fiscal years 2012, 2013, and 2014","Provided requester with information on how to make a FOIA request, as specific records being sought could not be identified",,
FOIA-2011-00488,ODAG ,12/16/14,Contents of FBI file HQ 105-14879 (referred by FBI),Partial Grant/Partial Denial/Partial Referral: Records referred records to NSD for further review,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2013-01985,OLA ,12/16/14,"Correspondence from Representative Al Franken to the Department of Justice from July 7, 2009 to January 29, 2013",Request Withdrawn,,
FOIA-2013-02021,OLA ,12/16/14,"Correspondence between the Department and U.S. Senator Mark Begich from 1988 to January 29, 2013",Request Withdrawn,,
FOIA-2013-02099,OLA ,12/16/14,Correspondence between the Department and U.S. Representative Paul Broun,Request Withdrawn,,
FOIA-2015-00206,OIP ,12/16/14,"Charge Card Management Plans from each agency required to be submitted to the Office of Management and Budget by January 31, 2014, and other records",Determined that records were improperly referred and forwarded records to JMD for review,,
FOIA-2015-00835,OIP ,12/16/14,Records concerning various officers with the Chicago Police Department,Provided relevant information and assistance,,
FOIA-2015-00829,OIP ,12/17/14,"Records pertaining ""to the revised FISA  policy approved on and announced in a January 10, 2008 letter from AAG Kenneth Wainstein""",Referred requester and/or request to more appropriate entity (NSD),,
FOIA-2011-00311,OAG,12/18/14,"Records pertaining to meetings between the  Offices of the Attorney General, Deputy Attorney General, and Associate Attorney General and the Executive Office of the President from January 7, 2009, to May 28, 2009",Request Withdrawn,,
FOIA-2011-00312,ODAG ,12/18/14,"Records pertaining to meetings between the  Offices of the Attorney General, Deputy Attorney General, and Associate Attorney General and the Executive Office of the President from January 7, 2009, to May 28, 2009",Request Withdrawn,,
FOIA-2014-01068,OLA,12/18/14,"Correspondence between United States Congressman William Cassidy and the Department of Justice, excluding correspondence conducted on behalf of his constituents",Request Withdrawn,,
FOIA-2015-00266,OLP ,12/18/14,Information regarding prosecution of federal drug cases,No Records,,
FOIA-2015-00755,OIP ,12/18/14,FOIA logs for the last fiscal year,Provided requester with publicly-available FOIA logs,,
FOIA-2015-00757,OIP ,12/18/14,"Latest annual report submitted to Congress, and information pertaining to the costs associated with completing FOIA/PA requests in the last fiscal year",Full Grant,,
FOIA-2015-00758,OIP ,12/18/14,"Latest annual report submitted to Congress, and information pertaining to the costs associated with completing FOIA/PA requests in the last fiscal year",Full Grant,,
FOIA-2015-00837,OIP ,12/18/14,FOIA Reference Guide,Full Grant,,
FOIA-2014-02341,OASG ,12/19/14,A copy of the draft complaint concerning JP Morgan’s residential mortgage-backed securities business that was prepared by the Department of Justice and provided to JP Morgan in September or October 2013,Full Denial,(b)(7)(A),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings"
FOIA-2014-02342,OASG ,12/19/14,A copy of the draft complaint concerning JP Morgan’s residential mortgage-backed securities business that was prepared by the Department of Justice and provided to JP Morgan in September or October 2013,Full Denial,(b)(7)(A),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings"
FOIA-2014-03488,OASG ,12/19/14,A copy of the draft complaint concerning JP Morgan’s residential mortgage-backed securities business that was prepared by the Department of Justice and provided to JP Morgan in September or October 2013,Full Denial,(b)(7)(A),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings"
FOIA-2014-03936,OASG,12/19/14,A copy of the draft complaint concerning JP Morgan’s residential mortgage-backed securities business that was prepared by the Department of Justice and provided to JP Morgan in September or October 2013,Full Denial,(b)(7)(A),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings"
FOIA-2014-04264,OASG ,12/19/14,A copy of the draft complaint concerning JP Morgan’s residential mortgage-backed securities business that was prepared by the Department of Justice and provided to JP Morgan in September or October 2013,Full Denial,(b)(7)(A),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings"
FOIA-2015-00717,OAG,12/19/14,"A copy of a letter dated August 18, 2014 to the Attorney General or Deputy Attorney General with the assigned ID Number 2880729",Full Grant,,
FOIA-2015-00718,ODAG ,12/19/14,"A copy of a letter dated August 18, 2014 to the Attorney General or Deputy Attorney General with the assigned ID Number 2880729",Full Grant,,
FOIA-2015-00719,OASG ,12/19/14,"A copy of a letter dated August 18, 2014 to the Attorney General or Deputy Attorney General with the assigned ID Number 2880729",Full Grant,,
FOIA-2015-00836,OIP ,12/19/14,FOIA Reference Guide,Full Grant,,
FOIA-2015-00790,OIP ,12/22/14,Records pertaining to a federal court case,Referred requester and/or request to more appropriate entity (EOUSA); Provided other relevant information and assistance,,
FOIA-2015-01104,OIP ,12/22/14,"Records pertaining to ""proposals that were funded under research and evaluation on violence against women: teen dating violence, sexual violence, and intimate partner violence FY 2014""",Referred requester and/or request to more appropriate entity (OVW),,
FOIA-2015-00961,OIP ,12/23/14,Various documents related to the Freedom of Information Act,Full Grant,,
FOIA-2015-00962,OIP ,12/23/14,Information on the number of citizens indicted and tried in federal court for a specific offense during the years 2012 and 2013,Referred requester and/or request to more appropriate entity (OJP & EOUSA),,
FOIA-2015-00965,OIP ,12/23/14,"Seeking legal research concerning the constitutionality of ""eavesdropping"" on attorney-client discussions",Provided relevant information and assistance,,
FOIA-2015-01177,OIP ,12/23/14,Records pertaining to United States Marshals Service (USMS) activities,Referred requester and/or request to more appropriate entity (USMS),,
FOIA-2015-01180,OIP ,12/23/14,Federal Bureau of Investigation (FBI) documents pertaining to an individual,Referred requester and/or request to more appropriate entity (FBI),,
FOIA-2015-01196,OIP ,12/23/14,Calendars of Assistant Attorney General Lanny Breuer,Referred requester and/or request to more appropriate entity (CRM),,
FOIA-2015-00906,OIP ,12/29/14,Assistance from the Department of Justice to authenticate a record,Provided relevant information and assistance,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
