Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2013-03145,OLP,6/13/13,"Various records regarding a court case, as well as oaths of office for Judge Walter S. Smith, Jr., and other individuals",Partial Grant/Partial Denial: Also informed requester that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts and provided contact information for that office should the requester wish to request additional information,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2013-03187,OAG,6/13/13,Records from a specific FBI file,Material referred to OIP for processing by another component resulted in a full grant,,
FOIA-2013-03256,OAG,6/13/13,Correspondence between the Department of Justice and the Register Division of Freedom Newspapers,No Records,,
FOIA-2013-03257,ODAG,6/13/13,Correspondence between the Department of Justice and the Register Division of Freedom Newspapers,No Records,,
FOIA-2013-03258,OASG,6/13/13,Correspondence between the Department of Justice and the Register Division of Freedom Newspapers,No Records,,
FOIA-2013-03353,OLP,6/14/13,Information concerning how to file a complaint against a United States District Judge,"Informed requester that the FOIA is a records access statute and not applicable to this query; Provided requester with publicly available information from Administrative Office of the U.S. Courts, and copy of relevant statute",,
FOIA-2013-03452,OIP,6/14/13,Records from the Commonwealth of Virginia,Informed requester that the FOIA does not apply to state or local records and provided contact information for offices in the Commonwealth of Virginia,,
FOIA-2013-00052,ODAG,6/17/13,"All documents pertaining to the call for the establishment for twelve Organized Crime Drug Enforcement Task Forces in conjunction with the 8-point Crackdown on Organized Crime created by Attorney General William French Smith on October 14, 1982",Full Grant,,
FOIA-2013-02964,OAG,6/17/13,"""A list of the name of each detainee at Guantanamo Bay and their status as determined by the Guantanamo Detainee Task Force""",Partial Grant/Partial Denial,(b)(1); (b)(5); (b)(6),Information that is classified by Executive Order to protect national security; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2013-02970,OAG,6/17/13,Individual disposition decisions made by the Guantanamo Review Task Force,Partial Grant/Partial Denial,(b)(1); (b)(5); (b)(6),Information that is classified by Executive Order to protect national security; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2013-03151,OAG,6/17/13,Records regarding any investigation of a named third party ,Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records,(b)(6); (b)(7)(C) ,"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party "
FOIA-2013-03176,OIP,6/17/13,"Contact information for the Detroit Police Department, Michigan State Police, and the Federal Bureau of Investigation regarding a Human Trafficking Task Force.",Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing; Informed requester that the FOIA does not apply to state or local records and provided contact information for the Michigan State Police and the Detroit Police Departments ,,
FOIA-2013-03246,OIP,6/17/13,"Copies of DAG-71 forms (Application for Transfer of Federally Forfeited Property) submitted by the Pittsburgh Bureau of Police, Allegheny County Police, Allegheny County District Attorney’s Office, and the Allegheny County District Attorney’s Narcotics Enforcement Team (DANET) from 2008 to 2012 and records which show the amount of forfeited property transferred to those agencies","Determined that the Criminal Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,
FOIA-2013-03275,ODAG,6/17/13,Records regarding any investigation of a named third party ,Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records,(b)(6); (b)(7)(C) ,"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party "
FOIA-2013-03276,OASG,6/17/13,Records regarding any investigation of a named third party ,Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records,(b)(6); (b)(7)(C) ,"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party "
FOIA-2013-03491,OIP,6/17/13,"Information concerning the Offices of Information Policy, Public Affairs, and Legal Policy and information about the Freedom of Information Act (FOIA) Public Liaison",Provided requester with copy of DOJ FOIA Reference Guide and information publicly available on DOJ's website,,
FOIA-2013-03529,OIP,6/17/13,"Contact information for the Office of the City Attorney for Los Angeles, California",Informed requester that the FOIA is a records access statute and not applicable to this query; Provided requester with contact information requested as a matter of agency discretion,,
FOIA-2013-03651,OAG,6/17/13,Copies of H-1B applications submitted for “fashion model” applicants,"Determined that the United States Citizen and Immigration Services, DHS, was the most appropriate entity for handling and referred requester to that entity for processing",,
FOIA-2012-01060,ODAG,6/18/13,"Records pertaining to meetings held between January 1, 2010, and February 4, 2011, with the National Telecommunications and Information Administration (NTIA) of the Department of Commerce concerning their online privacy and commercial data policies",Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,
FOIA-2012-01061,OLP,6/18/13,"Records pertaining to meetings held between January 1, 2010, and February 4, 2011, with the National Telecommunications and Information Administration (NTIA) of the Department of Commerce concerning their online privacy and commercial data policies",Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,
FOIA-2013-03436,OIP,6/18/13,Information pertaining to a court case,Informed requester that the FOIA does not apply to state or local records and provided requester with contact information for the California Court System,,
FOIA-2013-03441,OIP,6/18/13,Copy of the most recent edition of the Department of Justice Guide to the Freedom of information Act,"Provided requester with a paper copy of the Reference Guide and the first three sections of the Department of Justice Guide to the Freedom of Information Act, available on OIP's website; Also provided requester with the contact information for the GPO and instructions how to obtain a paper copy of the publication",,
FOIA-2013-02965,OAG,6/19/13,Records pertaining to former U.S. Ambassador Henry Alfred Byroade (deceased),Material referred to OIP for processing by another agency resulted in a full grant,,
FOIA-2013-03348,OLP,6/19/13,"Oaths of Office for Attorney General Eric H. Holder, Jr. and United States Supreme Court Chief Justice John G. Roberts",Partial Grant/Partial No Records: Provided requester with link to publicly available online document in OIP's FOIA Library,,
FOIA-2013-03379,OIP,6/19/13,Requested records pertaining to an unspecified investigation,"Provided requester with a copy of the DOJ FOIA Reference Guide, which contains information on requesting records on individuals, to assist requester in identifying DOJ components that typically maintain records on individuals ",,
FOIA-2013-03451,OIP,6/19/13,Historical information regarding the slave trade,Determined that the National Archives and Records Administration agency was the most appropriate entity for handling and referred requester to that agency for processing,,
FOIA-2013-03476,OAG,6/19/13,"Records pertaining to Andres Pimstein, The Bottom Line of South Florida, Inc., Summit Trading, LLC, SVDB, LLC., and Jeffrey Feuer",No Records,,
FOIA-2010-00361,OAG,6/20/13,"Records pertaining to regulations, policies, and guidelines governing the assertion of the state secrets privilege by the Attorney General, or his designee, in ongoing federal cases",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2013-03015,OIP,6/21/13,"Various records concerning the Attorney General, including a description of his job duties and unspecified reports",Partial Grant/Partial No Records: Advised requester that specific reports sought could not be identified ,,
FOIA-2012-00398,OLP,6/24/13,Records concerning Jeanna's Act,Partial Grant/Partial Denial,(b)(6); (b)(7)(E); (b)(7)(F),"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual"
FOIA-2013-03280,OLA,6/24/13,Requested copies of all Department of Justice reports created since the year 2000 as required by Privacy Protection Act,No Records,,
FOIA-2013-03297,OAG,6/24/13,Records pertaining to horse slaughter,"Referred all located material to the Civil Division, DOJ, for processing and direct response to the requester; Requester was directed to DOJ website and link to DOJ Reference Guide for information on where to direct request in DOJ",,
FOIA-2013-03335,ODAG,6/24/13,Records pertaining to horse slaughter,"Referred all located material to the Civil Division, DOJ, for processing and direct response to the requester; Requester was directed to DOJ website and link to DOJ Reference Guide for information on where to direct request in DOJ",,
FOIA-2013-03336,OASG,6/24/13,Records pertaining to horse slaughter,"Referred all located material to the Civil Division, DOJ, for processing and direct response to the requester; Requester was directed to DOJ website and link to DOJ Reference Guide for information on where to direct request in DOJ",,
FOIA-2013-03477,OASG,6/24/13,Certain records of former Associate Attorney General Webster Hubbell from 1993 and 1994,Determined that the National Archives and Records Administration and the Clinton Presidential Library were the most appropriate entities for handling and referred requester to those entities for processing,,
FOIA-2013-03486,OIP,6/24/13,Names and Contact Information of the U.S. Attorney of Massachusetts and the Attorney Generals of California and New York,Provided requester with publicly available names and contact information,,
FOIA-2013-03489,OIP,6/24/13,Records regarding Robert Flournoy III and Michael B. Stoddard of the Cobb County (Georgia) Superior Court as well as other individuals,Informed requester that the FOIA does not apply to state or local records and provided requester with contact information for the Cobb County court system,,
FOIA-2013-03493,OLP,6/24/13,Oath of Office of Judge Donetta W. Ambrose,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2013-03498,OLP,6/24/13,"Oaths of Office and other records pertaining to Judge Susan C. Bucklew and Magistrate Judge Thomas B. McCoun, III of the Middle District of Florida, and other individuals","Partial Grant/Partial Denial/Partial No Records: Also informed requester that although not all records could be located that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2013-03534,OIP,6/24/13,Records on Otto Allbrecht Von Bolschwing (1909-1982),"Determined that the FBI, Department of Homeland Security, Central Intelligence Agency, National Archives and Records Administration, and the Criminal Division, DOJ, were the most appropriate entities for handling and referred requester to those entities for processing",,
FOIA-2010-01125,ODAG,6/25/13,“[R]ecords concerning the process by which [United States] citizens and non-citizens legally present in the United States are designated ‘enemy combatants’ and then imprisoned and interrogated.”,Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2012-00405,OLA,6/25/13,"Correspondence to the Department of Justice from or on behalf of Jeff Flake, either as a Congressman or as a private citizen",Request Withdrawn by Requester,,
FOIA-2013-01681,OLP,6/25/13,Oaths of Office for several former Pima and/or Maricopa County (AZ) judges,Informed requester that the FOIA does not apply to state or local records; Determined that the Maricopa and Pima County (AZ) Superior Courts were the most appropriate entities for handling and provided requester with contact information for those entities,,
FOIA-2013-03487,OIP,6/25/13,Mail and phone number for an OIP staff member,No Records: Informed requester that the named individual in the request letter was not a staff member at OIP,,
FOIA-2013-03492,OIP,6/25/13,Request that Interpol and FBI be added to initial Freedom of Information Act Request,Determined that Interpol and the FBI were the most appropriate entities for handling and referred requester to those components for processing,,
FOIA-2013-03644,OIP,6/25/13,"""The date in which the Americans with Disabilities Act of 1990, as amended, Title II, became effective and a copy of the Act as amended in 2008""","Informed requester that the FOIA is a records access statute and not applicable to this query; Provided requester with a publicly available copy of the Americans with Disabilities Act of 1990, as amended",,
FOIA-2013-03646,OIP,6/25/13,"Records pertaining to the proposed Free Flow of Information Act bill, which was withdrawn from the Senate in 2008",Informed requester that the FOIA does not apply to legislative records,,
FOIA-2013-03647,OIP,6/25/13,Information regarding the Freedom of Information Act (FOIA) and Privacy Act (PA) in relation to a capital murder case that was prosecuted in a Virginia federal court,Informed requester that the FOIA is a records access statute and not applicable to this query ,,
FOIA-2013-03648,OIP,6/25/13,Requester provided a U.S. Department of Justice Certification of Identity form,"Informed requester that submission of a Certification of ID is not a FOIA request in that it does not describe what is being sought, and if seeking material from DOJ to resubmit request",,
FOIA-2013-03715,OIP,6/25/13,Records pertaining to an incident on the Gila River Indian Reservation,Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,
FOIA-2013-03763,OIP,6/25/13,Requested a copy of the Americans with Disabilities Act Amendments Act of 2008 and 28 CFR Part 35 (Nondiscrimination on the Basis of Disability in State and Local Government Services),Provided requester with publicly available online copy,,
FOIA-2012-01118,OAG,6/26/13,"Electronic correspondence within the Offices of the Attorney General, Deputy Attorney General, Legislative Affairs and Public Affairs, as well as the Assistant Attorney General for the Criminal Division, pertaining to ATF Special Agent John Dodson and an investigation he conducted in Arizona","Referred all located material to the ATF and the Executive Office for United States Attorneys, DOJ, for processing and direct response to the requester",,
FOIA-2012-01119,ODAG,6/26/13,"Electronic correspondence within the Offices of the Attorney General, Deputy Attorney General, Legislative Affairs and Public Affairs, as well as the Assistant Attorney General for the Criminal Division, pertaining to ATF Special Agent John Dodson and an investigation he conducted in Arizona","Referred all located material to the ATF and the Executive Office for United States Attorneys, DOJ, for processing and direct response to the requester",,
FOIA-2012-01120,OLA,6/26/13,"Electronic correspondence within the Offices of the Attorney General, Deputy Attorney General, Legislative Affairs and Public Affairs, as well as the Assistant Attorney General for the Criminal Division, pertaining to ATF Special Agent John Dodson and an investigation he conducted in Arizona","Referred all located material to the ATF and the Executive Office for United States Attorneys, DOJ, for processing and direct response to the requester",,
FOIA-2012-01121,PAO,6/26/13,"Electronic correspondence within the Offices of the Attorney General, Deputy Attorney General, Legislative Affairs and Public Affairs, as well as the Assistant Attorney General for the Criminal Division, pertaining to ATF Special Agent John Dodson and an investigation he conducted in Arizona","Referred all located material to the ATF and the Executive Office for United States Attorneys, DOJ, for processing and direct response to the requester",,
FOIA-2013-03296,OAG,6/26/13,Records pertaining to a third party ,Bifurcated Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records; Directed requester to NARA,(b)(7)(C) ,"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party "
FOIA-2013-03321,OAG,6/26/13,Records pertaining to Dr. Donald Schulz,No Records,,
FOIA-2013-03333,ODAG,6/26/13,Records pertaining to a third party ,Bifurcated Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records; Directed requester to NARA,(b)(7)(C) ,"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party "
FOIA-2013-03334,OASG,6/26/13,Records pertaining to a third party ,Bifurcated Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records; Directed requester to NARA,(b)(7)(C) ,"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party "
FOIA-2013-03378,OIP,6/26/13,Records pertaining to a specific case which began with the Equal Employment Opportunity Commission (EEOC) of Michigan.,Informed requester that the FOIA is a records access statute and not applicable to this query; Determined that EOUSA and/or EEOC of Michigan were the most appropriate entities for handling and referred requester to those entities for processing.  Provided links to Department of Justice Reference Guide and the EEOC of Michigan website,,
FOIA-2013-03470,OIP,6/26/13,"Position, description duties, and salaries of all Freedom of Information Act (FOIA) related employees","Determined that the Justice Management Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,
FOIA-2013-03480,OAG,6/26/13,"Copy of memorandum created after November 3, 1993, authored by the Department of Justice or the White House, and addresses referral of agency documents to the White House in response to any document request",No Records,,
FOIA-2013-03481,ODAG,6/26/13,"Copy of memorandum created after November 3, 1993, authored by the Department of Justice or the White House, and addresses referral of agency documents to the White House in response to any document request",No Records,,
FOIA-2013-03482,OASG,6/26/13,"Copy of memorandum created after November 3, 1993, authored by the Department of Justice or the White House, and addresses referral of agency documents to the White House in response to any document request",No Records,,
FOIA-2013-03499,ODAG,6/26/13,Records pertaining to Dr. Donald Schulz,No Records,,
FOIA-2013-03500,OASG,6/26/13,Records pertaining to Dr. Donald Schulz,No Records,,
FOIA-2013-03645,OIP,6/26/13,Copy of the Department of Justice Open Government Plan,Provided requester with publicly available information from DOJ's website,,
FOIA-2013-03765,OIP,6/26/13,"Copy of Case No. 2013-2273, and the contact information to the Fourteenth Judicial District of the State of Oklahoma (Tulsa County District Court).  ",Informed requester that the FOIA does not apply to state or local records and provided contact information for the Tulsa County District Court,,
FOIA-2010-00284,OAG,6/27/13,Copies of appointment books and/or appointment calendars for Attorney General Eric Holder Jr. from the beginning of his administration through May 2009 and former Attorneys General Michael Mukasey and Alberto Gonzales,Request Withdrawn by Requester,,
FOIA-2010-00490,ODAG,6/27/13,"Records concerning the release of Guantanamo Bay detainees, as well as certain information pertaining to political appointees.",Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2013-02890,OLP,6/27/13,Federal criminal matters instituted by the Department of Justice relating to the International Emergency Economic Powers Act (IEEPA),No Records,,
FOIA-2013-03380,OIP,6/27/13,Records pertaining to a third party from the U.S. Citizenship and Immigration Service,"Determined that the Executive Office for Immigration Review, DOJ,  and the U.S. Citizenship and Immigration Service, DHS, were the most appropriate entities for handling and referred requester to entities for processing",,
FOIA-2013-03386,OIP,6/27/13,Freedom of Information Act (FOIA) for the petitions on family members,Informed requester that the FOIA is a records access statute and not applicable to this query; Provided requester with links to OIP's website and FOIA.gov,,
FOIA-2013-03425,OIP,6/27/13,"Communications between the Knox County (Tennessee) Sheriff's Office and the Department of Justice, including specifically the Bureau of Alcohol, Tobacco, Firearms and Explosives, and the Federal Bureau of Investigation; specifically, the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF), and the Federal Bureau of Investigation (FBI) from January 1, 2007 and January 1, 2012, and 2) information relating to any property transferred to federal law enforcement in connection with a specific court case in the Eastern District of Virginia ","Determined that the ATF; FBI; and the Executive Office for U.S. Attorneys, DOJ, were the most appropriate entities for handling and referred request and requester to those components for processing",,
FOIA-2013-03532,OIP,6/27/13,Search warrants relating to Jeremy Hammond,Informed requester that FOIA is a records access statute and not applicable to this query,,
FOIA-2013-03718,OIP,6/27/13,"""OJJDP FY Tribal Youth Program Training and Technical Assistance Grant CFDA#16.731 and awarded top rated proposal from last year's competition""","Determined that the Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,
FOIA-2013-03762,OIP,6/27/13,Copies of certain Environmental Protection Agency (EPA) reports,Determined that the EPA was the most appropriate entity for handling and referred requester to that agency for processing,,
FOIA-2013-03288,OLP,6/28/13,"E-mail communications between Kenneth Wainstein, Michael Chertoff, Jamie Gorelick, Juan Zarate, Jeffrey Toobin, William Barr, Richard Clarke, Frances Townsend, and Andrew Napolitano and the Offices of the Attorney General, Deputy Attorney General, Associate Attorney General, Public Affairs, Legal Policy, Civil Rights Division, Civil Division, Criminal Division, and National Security Division from January 1, 2011 to the present",No Records,,
FOIA-2013-03502,OIP,6/28/13,"Documents pertaining to any investigation relating to the prescription drug Aranesp and either Amgen Incorporated or AmerisourceBergen Corporation, including its affiliates","Determined that the Civil Division and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred requester to those components for processing",,
FOIA-2013-03544,OLA,6/28/13,"Financial records of judges and other federal court personnel, and members and advisers of the District of Columbia Bar Association, who had any involvement with the patent dispute between Leader Technologies, Inc. and Facebook, Inc.",Informed requester that the FOIA does not apply to judicial branch records and provided requester with contact information for the Administrative Office of the U.S. Courts for additional information,,
FOIA-2013-03545,OIP,6/28/13,"Financial records of judges and other federal court personnel, and members and advisers of the District of Columbia Bar Association, who had any involvement with the patent dispute between Leader Technologies, Inc. and Facebook, Inc.",Informed requester that the FOIA does not apply to judicial branch records and provided requester with contact information for the Administrative Office of the U.S. Courts for additional information,,
FOIA-2013-03641,OIP,6/28/13,Status of a administrative appeal from the action of the Federal Bureau of Prisons,Provided requester with status of administrative appeal,,
FOIA-2013-03643,OIP,6/28/13,Seeking assistance with an incident that occurred at a Federal Correctional Institution,Provided website link to the DOJ Action Center and informed requester that the FOIA is a records access statute and not applicable to this query,,
FOIA-2013-03764,OIP,6/28/13,"Copies of the Department of Justice Freedom of Information Act Reference Guide; attachments (A), (B), and (C)",Provided requester with publicly available copies from OIP's website,,
