Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2013-02681,OIP,4/25/2013,Records pertaining to a third party,"Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,
FOIA-2013-02718,ODAG,4/25/2013,Copies of Department memoranda entitled Investigations and Prosecutions in States Authorizing the Medical Use of Marijuana and Guidance Regarding the Ogden Memo in Jurisdictions Seeking to Authorize Marijuana for Medical Use,Provided requester with copies of publicly available material located on DOJ's and OIP's website,,
FOIA-2013-02575,OAG,4/26/2013,Attorney General guidelines for Extraterritorial Operation,No Records,,
FOIA-2013-02682,OIP,4/26/2013,Records pertaining to a court case,Determined that the Executive Office for United States Attorneys was the most appropriate entity for handling and referred requester to that component for processing; Provided requester with link to DOJ FOIA Reference Guide on OIP website for more information on submitting a FOIA request to DOJ,,
FOIA-2013-02730,OIP,4/26/2013,"""The numbers and names of U.S. federal politicians convicted for corruption, with details of their crimes, from 1993 to present""","Determined that the Executive Office for United States Attorneys, and the Criminal Division, DOJ, were the most appropriate entities for handling and referred requester to those components for processing",,
FOIA-2013-02762,OIP,4/26/2013,Records pertaining to a hazing complaint and a complaint filed with the Department of Health and Human Services,"Determined that the Depts. of Health and Human Services, and the Navy were the most appropriate entities for handling and referred requester to those entities for processing",,
FOIA-2013-02567,OLP,4/29/2013,Oaths of office for Judge Kathryn Vratil and Magistrate Kenneth Gale of the U.S. District Court for the District of Kansas,"Partial Grant/Partial Denial: Also informed requester that although not all records could be located that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2013-02764,OIP,4/29/2013,Information on the number of Freedom of Information Act (FOIA) requests received each year,Full Grant: Provided requester with requested information and directed requester to FOIA.gov for additional metrics on FOIA processing across the government,,
FOIA-2013-02693,OIP,4/30/2013,Copies of Federal Bureau of Prisons records,"Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,
FOIA-2013-02714,OIP,4/30/2013,"Copy of a 1982 report entitled ""Michigan Department of Public Health Marihuana Therapeutic Research Project, Trial A 1980-81, Department of Social Oncology, Evaluation Unit, Michigan Cancer Foundation""","Determined that the Food and Drug Administration,  was the most appropriate entity for handling and referred requester to that entity for processing; Determined that the Dept. of Health for the state of Michigan was also an appropriate entity for handling and provided requester with contact information for that office",,
FOIA-2013-02857,OIP,4/30/2013,"Records, pursuant to the New York State Freedom of Information Law, pertaining to gun control policy in the United States",Informed requester that the FOIA does not apply to state or local records; Determined that the New York Department of State Committee on Open Government was an appropriate entity for handling and provided requester with contact information for that office; Also provided requester with links to DOJ and FOIA.gov websites for more information on the FOIA,,
FOIA-2013-02871,OIP,4/30/2013,"Records and/or transcripts of surveillance activities conducted by the Department pertaining to Sam “Momo” Giancana, boss of the Chicago Mafia in the 1950s and 60s, as well as Marilyn Monroe, John F. Kennedy, Robert Kennedy, Fidel Castro, Frank Sinatra","Determined that the FBI was the most appropriate entity for handling and referred requester to that component for processing; Provided requester with link to the FBI's online records portal, The Vault, to access publicly available information",,
