Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2012-01056,ODAG,8/6/12,Correspondence concerning Anwar al-Awlaki,"Referral: Upon OIP review, documents were determined to be of primary interest to another Department component",,
FOIA-2012-01057,OASG,8/6/12,Correspondence concerning Anwar al-Awlaki,"Referral: Upon OIP review, documents were determined to be of primary interest to another Department component",,
FOIA-2012-01136,OAG,8/6/12,"Copies of all records subject to the claim of executive privilege invoked by President Barack Obama on June 20, 2012 ",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2012-01221,OIP,8/6/12,Copies of the opinions pertaining to National Federation of Independent Business v. Sebelius,Provided requester with link to online Court decisions ,,
FOIA-2012-01137,ODAG,8/6/12,"Copies of all records subject to the claim of executive privilege invoked by President Barack Obama on June 20, 2012",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges
FOIA-2012-01244,OAG,8/7/12,Copies of documents between the Nebraska Department of Correctional Services and DOJ regarding the purchase of sodium thiopental by Nebraska or South Dakota for the purpose of conducting lethal injection,Duplicate Documents: Documents referred by another entity were already located and being processed by OIP,,
FOIA-2012-01245,ODAG,8/7/12,Copies of documents between the Nebraska Department of Correctional Services and DOJ regarding the purchase of sodium thiopental by Nebraska or South Dakota for the purpose of conducting lethal injection,Duplicate Documents: Documents referred by another entity were already located and being processed by OIP,,
FOIA-2012-01191,OIP,8/7/12,Records pertaining to a tort claim,Provided requester with a copy of the DOJ FOIA Reference Guide to help requester in identifying appropriate component and advised that OIP would not maintain such records,,
FOIA-2012-01235,OAG,8/8/12,Requesting that a criminal investigation into the death of a third-party be reopened,Informed requester that the FOIA is a records access statute and is not applicable to this query and referred requester to the DOJ online Action Center,,
FOIA-2012-01273,OLP,8/8/12,Copies of materials used in an investigation by the New York State Commission on Judicial Conduct,Informed requester that the FOIA is a records access statute and does not apply to the states and provided requester with contact information for the New York State Commission on Judicial Conduct and information on New York State Open Records laws,,
FOIA-2010-00749,ODAG,8/8/12,Records related to the requests for a pardon of the late Jack Johnson,Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-01005,OLP,8/8/12,"Oath of Office, Appointment Affidavit, and Commissions for the seventeen U.S. District Court Judges in the Southern District of California","Partial Grant/Partial Denial/Partial No Records: Also informed requester that although not all records could be located that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-01074,OLP,8/8/12,"Oath of Office, Appointment Affidavit, and Commissions for the seventeen U.S. District Court Judges in the Southern District of California","Partial Grant/Partial Denial/Partial No Records: Also informed requester that although not all records could be located that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-01110,OLP,8/8/12,Various records pertaining to the National Instant Criminal Background Check System ,"Determined that the FBI and ATF were the most appropriate entities for handling, and referred  requester to those components for processing",,
FOIA-2012-01144,OLP,8/8/12,"Oath of Office, Appointment Affidavit, and Commissions for the seventeen U.S. District Court Judges in the Southern District of California","Partial Grant/Partial Denial/Partial No Records: Also informed requester that although not all records could be located that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-01145,OLP,8/8/12,"Oath of Office, Appointment Affidavit, and Commissions for the seventeen U.S. District Court Judges in the Southern District of California","Partial Grant/Partial Denial/Partial No Records: Also informed requester that although not all records could be located that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-01156,OAG,8/8/12,Copy of the Attorney General’s guidelines for the use of confidential informants by federal law enforcement agencies,Provided requester with copy of document available in online OIP FOIA Library,,
FOIA-2012-01193,OAG,8/8/12,Records pertaining to any waiver which may have been granted by the Attorney General to permit a third-party to re-enter the United States after being deported in 1993 or 1994,"Determined that the Dep't of Homeland Security was the most appropriate agency for handling, and referred requester to that agency for processing",,
FOIA-2012-01214,OLP,8/8/12,"Presidential and Senate Commissions for current and former Supreme Court Justices Roberts, Alito, O'Connor, Kennedy, Bryer, Stevens, Thomas, Ginsburg, Scalia, Sotomayor, and Souter","Partial Grant/Partial No Records: Also informed requester that although not all records could be located that records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",,
FOIA-2012-01211,OIP,8/8/12,Copies of documents considered either irrelevant or impertinent to the investigation of a third party,"Determined that the FBI and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling, and referred request and requester to those components for processing",,
FOIA-2012-01228,OIP,8/9/12,Records pertaining to FBI investigations concerning multiple individuals,"Determined that the FBI was the most appropriate entity for handling, and referred  request to that component for processing; also referred requester to the Criminal Division, DOJ, as a possible records repository",,
FOIA-2011-00420,OASG,8/9/12,Guidelines and policy concerning the investigation of complaints to the Civil Rights Division,Request Closed for Administrative Reasons: Correspondence to requester was returned as undeliverable,,
FOIA-2011-00461,ODAG,8/9/12,Records pertaining to the Defense of Marriage Act (DOMA),Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00460,OAG,8/9/12,Records pertaining to the Defense of Marriage Act (DOMA),Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00775,OAG,8/9/12,Records pertaining to the Defense of Marriage Act (DOMA),Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00776,ODAG,8/9/12,Records pertaining to the Defense of Marriage Act (DOMA),Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00777,OASG,8/9/12,Records pertaining to the Defense of Marriage Act (DOMA),Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00778,OLP,8/9/12,Records pertaining to the Defense of Marriage Act (DOMA),Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-01271,OIP,8/10/12,Copies of immigration court documents,"Determined that the Executive Office for Immigration Review, DOJ, and the Dep't of Homeland Security were the most appropriate entities for handling, and referred requester to those entities for processing",,
FOIA-2012-01260,OIP,8/10/12,"Documents pertaining to a  Civil Rights of Institutionalized Persons Act (CRIPA) investigation of the Beaumont Juvenile Correctional Center in Powhatan, Virginia ","Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-01266,OIP,8/10/12,Records pertaining to a third-party and immigration matters,"Determined that the Bureau of Immigration and Customs Enforcement and U.S. Citizenship and Immigration Services, DHS, were the most appropriate entities for handling, and referred requester to those entities for processing",,
FOIA-2012-00892,OAG,8/10/12,Copies of correspondence between Representative Howard L. Berman and the Office of the Attorney General,Request withdrawn for fee related reasons,,
FOIA-2012-00991,OLA,8/10/12,Copies of correspondence between Representative Howard L. Berman and the Office of the Attorney General,Request withdrawn for fee related reasons,,
FOIA-2012-01207,OIP,8/10/12,Copies of records determined to be not relevant to the investigation of Trenton Mayor Tony Mack,"Determined that the FBI and the Executive Office of United States Attorneys, DOJ, were the most appropriate entities for handling, and referred request and requester to those components for processing",,
FOIA-2012-01208,OIP,8/10/12,Copies of correspondence between Governor Chris Christie and United States Attorney Paul Fishman concerning the investigation of Trenton Mayor Tony Mack during 2012,"Determined that the FBI and the Executive Office of United States Attorneys, DOJ, were the most appropriate entities for handling, and referred request and requester to those components for processing",,
FOIA-2012-01209,OIP,8/10/12,Records considered to be irrelevant to the investigation of Trenton Mayor Tony Mack that pertain to Joseph Giorgianni ,"Determined that the FBI and the Executive Office of United States Attorneys, DOJ, were the most appropriate entities for handling, and referred request and requester to those components for processing",,
FOIA-2012-01210,OIP,8/10/12,Records considered to be irrelevant to the investigation of Ralphiel Mack,"Determined that the FBI and the Executive Office of United States Attorneys, DOJ, were the most appropriate entities for handling, and referred request and requester to those components for processing",,
FOIA-2012-01277,OIP,8/13/12,"Information on Pennsylvania state officials who may have committed crimes in the course of their duties, and information on federal criminal statutes with regards to state officials","Informed requester that the FOIA does not apply to state records; Provided requester with the contact information for the State of Pennsylvania; Determined that the FBI and the Executive Office of United States Attorneys, DOJ, were the most appropriate entities for handling the federal records portion of the request, and referred requester to those components for processing; Referred requester to the DOJ online Action Center for complaints against state officials",,
FOIA-2012-01222,OIP,8/13/12,Information regarding the requester's state court case,Informed requester that the FOIA does not apply to state records and provided state's contact information should requester wish to submit a request to the state,,
FOIA-2010-00379,OAG,8/13/12,"Copies of records concerning potential trial locations for Khalid Sheikh Mohammed and other 9/11 terror suspects, from January 18 to January 29, 2010",Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00656,ODAG,8/13/12,"Correspondence between the Office of the Governor of Virginia and the Department of Justice from January 20, 2009, to January 16, 2010, as well as records of correspondence between the Department and various entities concerning Jens Soering ",No Records,,
FOIA-2011-00829,ODAG,8/13/12,"Correspondence between the Office of the Governor of Virginia and the Department of Justice from January 20, 2009, to January 16, 2010, as well as records of correspondence between the Department and various entities concerning Jens Soering",No Records,,
FOIA-2012-00658,ODAG,8/13/12,"Records related to a March 7, 2012 meeting between administration officials and certain non-profit organizations, related to the Patient Protection and Affordable Care Act",No Records,,
FOIA-2012-01029,OLA,8/13/12,Records regarding the annual statistical reports to Congress on the use of pen registers and trap and trace devices for the 2011 reporting year,"Full Grant/Partial Referral: Referred one document to the Criminal Division, DOJ, for processing and direct response to the requester ",,
FOIA-2012-01276,OLA,8/13/12,"Copies of correspondence with the Office of the Inspector General, Department of Defense (OIG/DOD) and contracts between OIG/DOD and Jay Hone",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,
FOIA-2012-01242,OAG,8/13/12,Records pertaining to the acquisition of sodium thiopental by Nebraska or South Dakota ,"Documents referred by another entity were either determined to be not responsive to the request after review by OIP and discussion with requester, or were already located and being processed by OIP",,
FOIA-2012-01243,ODAG,8/13/12,Records pertaining to the acquisition of sodium thiopental by Nebraska or South Dakota ,"Documents referred by another entity were either determined to be not responsive to the request after review by OIP and discussion with requester, or were already located and being processed by OIP",,
FOIA-2012-01253,OIP,8/13/12,Ten copies of the federal criminal complaint form (form AO 91),Full Grant,,
FOIA-2012-01274,OIP,8/13/12,"Copy of a ""Freedom of Information Application Form""",Advised requester that no specific form is required to make a FOIA request; Provided information on how to make a FOIA request to the Department; Provided a copy of the DOJ FOIA Reference Guide,,
FOIA-2012-01296,OIP,8/14/12,Information on how to report a crime or submit a complaint to the Department,Informed requester that the FOIA is a records access statute and is not applicable to this query; Directed requester to the online DOJ Action Center,,
FOIA-2012-01261,OIP,8/14/12,Copies of different U.S. Supreme Court opinions,"Provided requester with contact information for U.S. Supreme Court, as more appropriate entity for requested records",,
FOIA-2012-00880,ODAG,8/14/12,"Communications with Nancy-Ann DeParle or any other member of the Obama administration, or any third party regarding the development and implementation of ""alternative administrative measures""",No Records,,
FOIA-2012-01267,OAG,8/14/12,"Communications between the Department of Justice and  Hovde Private Equity, Hovde Capital Advisors, Hovde Financial, Hovde Securities, Hovde Capital, Hovde Acquisition, Hovde Credit Opportunities, Hovde Investment Corp., Hovde Funding Corp., Financial Institution Partners, Financial Services Partners Fund, Bank Opportunity Advisors, Bank Acquisitions, Hovde Foundation, ePlus, or Eric Hovde, including any representatives of the aforementioned entities",No Records,,
FOIA-2012-01268,ODAG,8/14/12,"Communications between the Department of Justice and  Hovde Private Equity, Hovde Capital Advisors, Hovde Financial, Hovde Securities, Hovde Capital, Hovde Acquisition, Hovde Credit Opportunities, Hovde Investment Corp., Hovde Funding Corp., Financial Institution Partners, Financial Services Partners Fund, Bank Opportunity Advisors, Bank Acquisitions, Hovde Foundation, ePlus, or Eric Hovde, including any representatives of the aforementioned entities",No Records,,
FOIA-2012-01269,OASG,8/14/12,"Communications between the Department of Justice and  Hovde Private Equity, Hovde Capital Advisors, Hovde Financial, Hovde Securities, Hovde Capital, Hovde Acquisition, Hovde Credit Opportunities, Hovde Investment Corp., Hovde Funding Corp., Financial Institution Partners, Financial Services Partners Fund, Bank Opportunity Advisors, Bank Acquisitions, Hovde Foundation, ePlus, or Eric Hovde, including any representatives of the aforementioned entities",No Records,,
FOIA-2012-01292,OLP,8/14/12,Copy of the appointment affidavit for U.S Supreme Court Chief Justice John G. Roberts,"No Records: Also informed requester that although no records were located, records of the federal judiciary (though not subject to the FOIA) are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",,
FOIA-2012-01297,OIP,8/14/12,Copy of the Constitution of Pennsylvania,Provided requester with a copy of this document as available online,,
FOIA-2012-01263,OIP,8/15/12,Assistance concerning an alleged scam perpetrated against the requester,"Informed requester that the FOIA is a records access statute and is not applicable to this query; Directed requester to the online DOJ Action Center, provided contact information for local U.S. Attorney's Office, and suggested that requester may wish to retain private counsel",,
FOIA-2011-00843,ODAG,8/16/12,Various records pertaining to attempts by Nebraska or South Dakota to obtain sodium thiopentaln ,No Records,,
FOIA-2012-00469,OASG,8/16/12,"Correspondence from Congressman Cornelius McGillicuddy to the DOJ from January 2001 to October 2003, and from January 2005 to the present","Referral: Upon OIP review, documents were determined to be of primary interest to another Department component",,
FOIA-2012-00470,ODAG,8/16/12,"Correspondence from Congressman Cornelius McGillicuddy to the DOJ from January 2001 to October 2003, and from January 2005 to the present","Referral: Upon OIP review, documents were determined to be of primary interest to another Department component",,
FOIA-2012-00419,OLA,8/16/12,"Correspondence from Congressman Cornelius McGillicuddy to the DOJ from January 2001 to October 2003, and from January 2005 to the present","Referral: Upon OIP review, documents were determined to be of primary interest to another Department component",,
FOIA-2012-01097,OASG,8/16/12,"Records of communication between the Department of Justice and the American Civil Liberties Union concerning, regarding, or relating to Mi Familia Vota Education Fund v. Detzner, 12-cv-1294, U.S. District Court, Middle District of Florida (Tampa)",No Records,,
FOIA-2012-01096,ODAG,8/16/12,"Records of communication between the Department of Justice and the American Civil Liberties Union concerning, regarding, or relating to Mi Familia Vota Education Fund v. Detzner, 12-cv-1294, U.S. District Court, Middle District of Florida (Tampa)",No Records,,
FOIA-2012-01095,OAG,8/16/12,"Records of communication between the Department of Justice and the American Civil Liberties Union concerning, regarding, or relating to Mi Familia Vota Education Fund v. Detzner, 12-cv-1294, U.S. District Court, Middle District of Florida (Tampa)",No Records,,
FOIA-2012-01293,OIP,8/16/12,Copy of any document that identifies the Act of Congress that authorizes the Department of Justice to represent the United States of America in a judicial venue,"Provided requester with Part 0 of DOJ Regulations (Title 28 of the Code of Federal Regulations), as well as DOJ mission statement and statutory information from DOJ website",,
FOIA-2012-01272,OIP,8/16/12,Records on a third party,Provided requester with a copy of the DOJ FOIA Reference Guide to help requester in identifying appropriate component and advised that OIP would not maintain such records,,
FOIA-2012-01295,OIP,8/17/12,Records on Federal Bureau of Investigation (FBI) contractor awards and bid proposals,"Determined that the FBI was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-01344,OASG,8/17/12,"Records concerning a April 30, 2009 meeting between individuals at the Office of the Associate Attorney General, the Civil Rights Division, and third parties regarding Section 7 of the National Voting Rights Act (NVRA), as well as records concerning a May 17,2011  meeting between individuals at the Office of the Associate Attorney General and voting rights groups regarding Section 7 of the NVRA",Determined that records were improperly referred to OIP for processing and forwarded records back to entity originally handling request for further processing,,
FOIA-2012-01278,OIP,8/20/12,"Information pertaining to various statutes, including the Civil Rights of Institutionalized Persons Act (CRIPA), and inmate grievance procedures","Determined that the FBI, Federal Bureau of Prisons, Executive Office for United States Attorneys, and  Criminal Division, DOJ, were the most appropriate entities for handling, and informed requester that the Mail Referral Unit had already routed the request to these components for processing; Also determined that the Civil Rights Division, DOJ, was an appropriate entity for handling and referred requester to that component",,
FOIA-2012-01233,OIP,8/20/12,Asking various questions concerning privacy rights,Informed requester that the FOIA is a records access statute and is not applicable to this query; Provided a website link to the DOJ FOIA Reference Guide for information on making a FOIA request; Provided FOIA contact information for FCC if requester determined that they are seeking information regarding communications technology,,
FOIA-2012-01241,OIP,8/20/12,Requesting an investigation into the State of California,Informed requester that the FOIA is a records access statute and is not applicable to this query and referred requester to the DOJ online Action Center,,
FOIA-2012-01294,OIP,8/20/12,"Copies of proposal response submitted by Lockheed Martin for the Enterprise Standard Architecture IV (ESA IV) contract, as well as award documentation",Determined that the U.S. Marshals Service and ATF were the most appropriate entities for handling and referred requester to those components for processing,,
FOIA-2011-00443,PAO,8/20/12,"Records sent to or from the Offices of the Attorney General, Deputy Attorney General, Public Affairs, Professional Responsibility, or the Executive Office for United States Attorneys, concerning USA Today’s reporting about prosecutorial misconduct or three specific FOIA requests made by USA Today from April 1, 2009 to December 31, 2010. ",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00609,OAG,8/20/12,"Records pertaining to a March 15, 2011 meeting, and any subsequent meetings, between the Department of Justice and groups concerned with gun policy, excluding logistical materials",Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00610,ODAG,8/20/12,"Records pertaining to a March 15, 2011 meeting, and any subsequent meetings, between the Department of Justice and groups concerned with gun policy, excluding logistical materials",Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00707,OLP,8/20/12,"Records pertaining to a March 15, 2011 meeting, and any subsequent meetings, between the Department of Justice and groups concerned with gun policy, excluding logistical materials",Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2011-00956,OLA,8/20/12,"Records pertaining to a March 15, 2011 meeting, and any subsequent meetings, between the Department of Justice and groups concerned with gun policy, excluding logistical materials",Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-00558,OIP,8/20/12,Copies of specific FOIA requests submitted to OIP,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-01183,ODAG,8/20/12,Records pertaining to the acquisition of sodium thiopental by the state of Georgia,Full Grant,,
FOIA-2012-01311,OAG,8/20/12,"Copies of all directives, memoranda, orders, instructions, and guidance that the “Office of the Attorney General has distributed to any and all [branches and divisions] of the [Department of Justice] in regards to processing FOIA requests” from January 1, 2011 and August 1, 2012","Provided requester with links to 2009 Attorney General FOIA Guidelines and OIP Guidance website, which includes all FOIA guidance disseminated on behalf of the Attorney General",,
FOIA-2010-00789,OAG,8/21/12,Copies of Attorney General Holder's calendars for the month of July 2009.,Partial Grant/Partial Denial,(b)(6); (b)(7)(E); (b)(7)(F),"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions;  Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual"
FOIA-2010-00599,OAG,8/21/12,"Copy of Attorney General Holder's daily schedules from November 2, 2009 through November 13, 2009.",Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(E); (b)(7)(F),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions;  Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual"
FOIA-2011-00518,OAG,8/21/12,Records concerning a third party,Partial Grant/Partial Glomar Denial: Neither confirmed nor denied the existence of certain law enforcement records,(b)(7)(C),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2011-00638,ODAG,8/21/12,"Records from September 1, 2009 to the present pertaining to the acquisition, importation, or transfer of sodium thiopental, pentrobarbital, pancuronium bromide, potassium chloride, or any other drug used for carrying out executions",No Records,,
FOIA-2011-01019,OAG,8/21/12,Records contained within specific Federal Bureau of Investigation (FBI) files,Partial Grant/Partial Denial,(b)(6); (b)(7)(C) ,"Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2012-01026,ODAG,8/21/12,"Copies of correspondence between the Department of Justice, Senator George Allen of the state of Virginia (including from or on behalf of the Senator in his capacity as a private citizen), Paul Unger, and certain private entities",No Records,,
FOIA-2012-01027,OASG,8/21/12,"Copies of correspondence between the Department of Justice, Senator George Allen of the state of Virginia (including from or on behalf of the Senator as a private citizen), Paul Unger, and several private entities",No Records,,
FOIA-2012-01098,OAG,8/21/12,Documents concerning the Las Vegas Sands Corporation,No Records,,
FOIA-2012-01099,ODAG,8/21/12,Documents concerning the Las Vegas Sands Corporation,No Records,,
FOIA-2012-01100,OASG,8/21/12,Documents concerning the Las Vegas Sands Corporation,No Records,,
FOIA-2012-01321,OIP,8/22/12,"copy of the most recent Corporate Integrity Agreement between Symphony Diagnostic Services, Inc. and the Office of the Inspector General of the U.S. Department of Health and Human Services","Determined that the Dep't of Health and Human Services was the most appropriate agency for handling, and referred requester to that agency for processing",,
FOIA-2010-00292,OAG,8/22/12,Copies of AG Holder's calendars for May through August 2009,Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(E); (b)(7)(F),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions;  Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual"
FOIA-2010-00885,OAG,8/22/12,Copies of AG Holder's calendars for September and October 2009,Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(E); (b)(7)(F),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party;   Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions;  Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of an individual"
FOIA-2012-01039,ODAG,8/22/12,"Copies of a cover letter and two memoranda from Special Counsel Patrick Fitzgerald to former President George W. Bush, summarizing evidence against Richard Armitage and Karl Rove in regard to the alleged unauthorized disclosure of a CIA agent's identity","No Records: Also determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing. ",,
FOIA-2012-01246,OLP,8/22/12,"Final recommendations on combating gun violence that the Justice Department may have sent to the White House following meetings held with gun control advocates in March, 2011, after the shootings in Tucson, Arizona",No Records,,
FOIA-2012-01331,OLA,8/22/12,Copy of the 9/11 Commission Report and information on budget appropriations from Congress for the Federal Bureau of Prisons,"Provided requester with publicly available information in the Congressional Budget for the Federal Bureau of Prisons, as well as information on obtaining a copy of the 9/11 commission report; also determined that the Justice Management Division, DOJ, was an appropriate entity for handling, and provided contact information for that component and advised requester that the request had already been referred to that component by the Mail Referral Unit",,
FOIA-2012-01325,OIP,8/23/12,Records related to the deceased Archbishop Paul C. Marcinkus,"Determined that the FBI and the Criminal Division, DOJ, were the most appropriate entities for handling, and referred requester to those components for processing",,
FOIA-2010-01253,OASG,8/23/12,"Copies of correspondence between Associate Attorney General Thomas Perrelli and/or his staff, and “BP Plc, Transocean Ltd, Anadarko Petroleum Corp and Halliburton Co. (including any units/subsidiaries) related to the Gulf of Mexico oil spill,” including communications regarding the establishment of the compensatory $20 billion escrow fund",Partial Grant/Partial Denial,(b)(4),Certain information that concerns trade secrets or other confidential commercial or financial information
