Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2012-01127,OLP,7/9/12,"Oaths of Office, Appointment  Affidavit, ""Statement of Economic Interest,"" and ""Bond or Insurance Company"" for the U.S. District Court Judge John A. Mendez and U.S. Magistrate Judge John F. Moulds","Partial Grant/Partial Denial/Partial No Records/Partial Other: Informed requester that records of the federal judiciary, though not subject to the FOIA, are maintained by the Administrative Office of the United States Courts, and provided contact information for that office should the requester wish to request additional information",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-01150,OIP,7/10/12,Records pertaining to an FBI investigation,"Other: Determined that the FBI, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2010-01444,OAG,7/10/12,Reports from three OPR investigations,Full Denial,"(b)(3), (b)(5), (b)(6), (b)(7)(C) ","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2010-01445,ODAG,7/10/12,Reports from three OPR investigations,Full Denial,"(b)(3), (b)(5), (b)(6), (b)(7)(C) ","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2012-01043,ODAG,7/10/12,Records of an investigation into the conduct of a Drug Enforcement Administration Agent ,Glomar Full Denial: Neither confirmed nor denied the existence of responsive records,(b)(7)(C),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2012-01170,OIP,7/10/12,Copies of various reference materials on how to request records under the FOIA,Full Grant: Provided requester DOJ FOIA Reference Guide and links to information on DOJ website,,
FOIA-2012-01187,OLP,7/11/12,"Oaths of Office for U.S. District Court Judge Dean Whipple, and various other federal officials",Duplicate Request,,
FOIA-2012-01153,OIP,7/11/12,Records pertaining to housing programs in Massachusetts,"Other: Determined that the Dep't of Housing and Urban Development was the most appropriate agency for handling, and referred requester to that agency for processing",,
FOIA-2012-01072,OIP,7/11/12,"Records relating to the ""Assault Intervention Device"" from August 2010 to the present","Other: Determined that the Dep't of Defense was the most appropriate agency for handling, and referred requester to that agency for processing",,
FOIA-2012-01173,OIP,7/12/12,"Contracts, Purchase Orders and Awards issued for the purchase of any SSL server certificates for the Department of Justice during fiscal years 2011 and 2012","Other: Determined that the Justice Management Division, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2011-00392,OAG,7/12/12,"Records from the past ten years pertaining to the aggregate number of people arrested, convicted, and detained without arrest under federal anti-terrorism laws",Full Grant,,
FOIA-2011-00393,ODAG,7/12/12,"Records from the past ten years pertaining to the aggregate number of people arrested, convicted, and detained without arrest under federal anti-terrorism laws",Full Grant,,
FOIA-2012-00029,OLA,7/12/12,Copies of correspondence between the Office of Congressman Chaffetz and the Department of Justice,Full Grant,,
FOIA-2012-00899,OAG,7/12/12,Information pertaining to the appointment of United States Attorney Rachel Paulouse (District of Minnesota),Full Grant,,
FOIA-2012-01070,OIP,7/12/12,"Copies of Exemption 3 materials, FOIA List of Grants, List of Government Entitlements, Programs and Foundations","Full Grant/Partial Other: Provided publicly available information from DOJ's website and determined that the Office of Justice Programs, DOJ, was an appropriate entity for handling and referred requester to that component for processing",,
FOIA-2012-01135,OIP,7/12/12,"""Incident report from United Barge Line-Vessel""","Other: Informed requester that FOIA processing is decentralized across the government and that request should be directed to the government office or agency which may maintain the records sought, provided link to FOIA.gov for government-wide FOIA contact information",,
FOIA-2012-01186,OLP,7/13/12,"Oaths of office Judges Michael Hulewicz and Cynthia Lane from the state of Michigan, in addition to various other officials","Other:  Informed requester that the FOIA does not apply to state or local records, and provided requester contact information for the Office of the Attorney General for the State of Michigan",,
FOIA-2011-00890,OAG,7/16/12,"Records created between January 1, 2004, to present discussing, concerning or reflecting the interpretation or use of the powers enumerated in Section 215 of the PATRIOT ACT",Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2011-00891,ODAG,7/16/12,"Records created between January 1, 2004, to present discussing, concerning or reflecting the interpretation or use of the powers enumerated in Section 215 of the PATRIOT ACT",Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2011-00892,OASG,7/16/12,"Records created between January 1, 2004, to present discussing, concerning or reflecting the interpretation or use of the powers enumerated in Section 215 of the PATRIOT ACT",Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2011-00893,OLA,7/16/12,"Records created between January 1, 2004, to present discussing, concerning or reflecting the interpretation or use of the powers enumerated in Section 215 of the PATRIOT ACT",Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2011-00912,OAG,7/16/12,Various records pertaining to Section 215 of the USA PATRIOT Act,Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2011-00913,ODAG,7/16/12,Various records pertaining to Section 215 of the USA PATRIOT Act,Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2011-00914,OLA,7/16/12,Various records pertaining to Section 215 of the USA PATRIOT Act,Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2012-00270,OAG,7/16/12,Various records related to Section 215 of the USA PATRIOT Act,Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2012-00271,ODAG,7/16/12,Various records related to Section 215 of the USA PATRIOT Act,Partial Grant/Partial Denial,"(b)(1), (b)(3), (b)(5)",Information that is classified by Executive Order to protect national security; Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges
FOIA-2012-01014,OIP,7/16/12,"Copies of policy statements, staff manuals, speeches,  and congressional testimony since January 2011, as well as copies of a Department of Justice organization charts since 2010, records concerning the Department's mission, and final orders and opinions of the Deputy Attorney General",Partial Grant: Directed requester to DOJ website and provided links to information on DOJ website; Provided requester with 100 free pages of material and advised that any further production would incur duplication fees,,
FOIA-2012-01015,ODAG,7/16/12,"Copies of policy statements, staff manuals, speeches,  and congressional testimony since January 2011, as well as copies of a Department of Justice organization charts since 2010, records concerning the Department's mission, and final orders and opinions of the Deputy Attorney General",Partial Grant: Directed requester to DOJ website and provided links to information on DOJ website; Provided requester with 100 free pages of material and advised that any further production would incur duplication fees,,
FOIA-2012-01082,OIP,7/16/12,Investigatory records pertaining to a third party,Glomar Full Denial: Neither confirmed nor denied the existence of responsive records,(b)(7)(C),"Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2012-01115,OIP,7/16/12,"“Monthly Developments, Organizational Reports/Data, Mission Reports,” and “Reports/Data on Functions,” between January 2010 and January 2012, as well as copies of “pamphlets” published; “Staff Manuals,” and the “Monthly Developments, Organization, Mission, & Functions Manual”; & information on internships","Partial Duplicate Request/Partial Other: Informed requester that materials sought in this request were duplicative of previous requests submitted by the requester to this Office, and provided DOJ FOIA Reference Guide to provide assistance in formatting FOIA requests",,
FOIA-2012-00945,OASG,7/17/12,"Any and all documents pertaining to Inter-Con Security Systems Inc., from 1976 to the present","No Records/Partial Other: Determined that due to topic, the National Archives and Records Administration was an appropriate entity for handling and referred requester to that agency for processing",,
FOIA-2012-00030,OLA,7/17/12,"Copies of any letters received from Congressional Offices at U.S. National Central Bureau between January 1, 2005 and the present",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-00934,OAG,7/17/12,"Any and all documents pertaining to Inter-Con Security Systems Inc., from 1976 to the present","No Records/Partial Other: Determined that due to topic, the National Archives and Records Administration was an appropriate entity for handling and referred requester to that agency for processing",,
FOIA-2012-01138,OAG,7/17/12,"Any and all documents pertaining to Inter-Con Security Systems Inc., from 1976 to the present","No Records/Partial Other: Determined that due to topic, the National Archives and Records Administration was an appropriate entity for handling and referred requester to that agency for processing",,
FOIA-2012-01139,ODAG,7/17/12,"Any and all documents pertaining to Inter-Con Security Systems Inc., from 1976 to the present",Duplicate Request,,
FOIA-2012-01140,OASG,7/17/12,"Any and all documents pertaining to Inter-Con Security Systems Inc., from 1976 to the present","No Records/Partial Other: Determined that due to topic, the National Archives and Records Administration was an appropriate entity for handling and referred requester to that agency for processing",,
FOIA-2012-00383,OLA,7/18/12,"Various records concerning “unregistered,” “ghost,” or “CIA” detainees/prisoners",Other: Documents referred by office originally processing the request were determined to be not responsive to the request after review by OIP,,
FOIA-2012-00382,ODAG,7/18/12,"Various records concerning “unregistered,” “ghost,” or “CIA” detainees/prisoners",Other: Documents referred by office originally processing the request were determined to be not responsive to the request after review by OIP,,
FOIA-2012-00864,OAG,7/18/12,"Records pertaining to meetings and correspondence between the Department of Justice and Governor Perdue of North Carolina, her office and its staff",No Records,,
FOIA-2012-00865,ODAG,7/18/12,"Records pertaining to meetings and correspondence between the Department of Justice and Governor Perdue of North Carolina, her office and its staff",No Records,,
FOIA-2012-00866,OASG,7/18/12,"Records pertaining to meetings and correspondence between the Department of Justice and Governor Perdue of North Carolina, her office and its staff",No Records,,
FOIA-2012-00867,OLA,7/18/12,"Records pertaining to meetings and correspondence between the Department of Justice and Governor Perdue of North Carolina, her office and its staff",No Records,,
FOIA-2012-01190,OIP,7/19/12,Records pertaining to a federal inmate,"Other: Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling, and referred  requester to that component for processing",,
FOIA-2012-00914,PAO,7/19/12,"Copies of communication between the Office of Public Affairs and ""Media Matters"" from January 2012 to the present, concerning the book Fast and Furious: Barack Obama's Bloodiest Scandal and Shameless Cover-Up",Full Grant,,
FOIA-2012-01152,OIP,7/19/12,Records from the Civil Rights Division,"Other: Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2010-00483,OLA,7/20/12,"Copies of responses to Congressional communications between the Senate and House Judiciary Committees and the Office of Legislative Affairs from January 30, 2009 to the present",Full Grant,,
FOIA-2012-01113,OIP,7/20/12,Information about federal and state funding programs for prisoners in South Carolina,Other: Provided requester with DOJ FOIA Reference Guide and publicly available information on programs offered by the state of South Carolina,,
FOIA-2012-01175,OIP,7/23/12,Copies of transcripts of various court proceedings from the U.S. Bankruptcy Court for the Western District of New York,"Other: Informed requester that the FOIA does not apply to judicial branch records, and directed requester to the U.S. Bankruptcy Court for the Western District of New York, the Administrative Office of the United States Courts for further information, as well as the Executive Office for United States Trustees, DOJ",,
FOIA-2012-01143,OIP,7/23/12,A copy of Nikolas Tesla's scientific work,Provided a link to the DOJ FOIA Reference Guide in order to help requester identify appropriate component for request,,
FOIA-2012-01172,OIP,7/23/12,Copies of transcripts of various court proceedings from the U.S. Bankruptcy Court for the Western District of New York,Duplicate Request,,
FOIA-2012-00460,OIPL,7/23/12,Communications with employees of the City of St. Paul regarding the Supreme Court case Magner v. Gallagher,No Records,,
FOIA-2012-00593,ODAG,7/23/12,"Records of communication concerning Masters Capital Management, including involvement with the Financial Fraud Enforcement Task Force and/or the Oil and Gas Price Fraud Working Group",No Records,,
FOIA-2012-01065,ODAG,7/23/12,"Records pertaining to the ""Department's policies on sexual harassment, sexual assault, rape, prostitution, human trafficking, procuring commercial sex, victim of crime, as well as the reporting policies for sexual assault and rape""","No Records/Partial Other: Provided requester with links to publicly available information on DOJ website as search did not locate final DOJ records not already available online; Provided link to DOJ FOIA Reference Guide and advised requester that the  Justice Management Division, FBI, Civil Rights Division (CRT), Criminal Division, and Office on Violence Against Women (OVW) would most likely maintain records on these topics; Informed requester that request had already been referred to CRT and OVW for processing and direct response",,
FOIA-2012-01066,OASG,7/23/12,"Records pertaining to the ""Department's policies on sexual harassment, sexual assault, rape, prostitution, human trafficking, procuring commercial sex, victim of crime, as well as the reporting policies for sexual assault and rape""","No Records/Partial Other: Provided requester with links to publicly available information on DOJ website as search did not locate final DOJ records not already available online; Provided link to DOJ FOIA Reference Guide and advised requester that the  Justice Management Division, FBI, Civil Rights Division (CRT), Criminal Division, and Office on Violence Against Women (OVW) would most likely maintain records on these topics; Informed requester that request had already been referred to CRT and OVW for processing and direct response",,
FOIA-2012-01064,OAG,7/23/12,"Records pertaining to the ""Department's policies on sexual harassment, sexual assault, rape, prostitution, human trafficking, procuring commercial sex, victim of crime, as well as the reporting policies for sexual assault and rape""","No Records/Partial Other: Provided requester with links to publicly available information on DOJ website as search did not locate final DOJ records not already available online; Provided link to DOJ FOIA Reference Guide and advised requester that the  Justice Management Division, FBI, Civil Rights Division (CRT), Criminal Division, and Office on Violence Against Women (OVW) would most likely maintain records on these topics; Informed requester that request had already been referred to CRT and OVW for processing and direct response",,
FOIA-2012-01205,ODAG,7/23/12,Various records pertaining to the Financial Fraud Enforcement Task Force,Duplicate Request,,
FOIA-2012-01204,OAG,7/23/12,Various records pertaining to the Financial Fraud Enforcement Task Force,Duplicate Request,,
FOIA-2012-01116,OIP,7/23/12,"Copies of “policy statements” published from January 1, 2010 to May 30, 2012; FOIA training materials; DOJ’s fiscal year 2010, 2011, and 2012 Annual FOIA Reports; “Exemption 3 Materials” as well as any and all “FOIA Reference Documents from 2011 to 2012;” the Department of Justice Guide to the Freedom of Information Act (2009); DOJ's 2011 and 2012 budgets, and copies of the Department’s “credit and debit spread-sheets” from January 1, 2011 to January 1, 2012; and any “brochures or pamphlets which [the Department publishes], as well as any staff manuals” and “job applications [or any other] employment training/hiring materials.”  ","Partial Grant: Informed requester that information sought was available on the DOJ website, and provided links to material; Provided requester with collection of materials and advised that any further production would incur fees for further duplication.  Informed requester of various other avenues for obtaining requested information other than from this Office in order to reduce cost",,
FOIA-2012-01168,OAG,7/23/12,Information related to a third party,Full Grant,,
FOIA-2012-01176,OIP,7/23/12,Copies of Brady letters sent by United States Attorney Wendy Olson between 2011 and 2012,"Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-01189,OAG,7/23/12,Names of and information on Attorneys General from 2007 to the present,Full Grant: Provided requester with publicly available Attorneys General biographies from the DOJ website,,
FOIA-2012-01213,OIP,7/23/12,"Records pertaining to the ""Bradley Manning Support Network""",No Records,,
FOIA-2012-01185,OIP,7/24/12,Information regarding a FOIA request previously submitted to the Santa Maria public airport district,"Other: Determined that the FAA and Transportation Security Administration were the most appropriate entities for handling, and referred requester to those agencies for processing",,
FOIA-2012-01129,OIP,7/24/12,Records on expenses incurred by Department during the prosecution of William (Roger) R. Clemens,"Other: Determined that the FBI and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling, and referred request and requester to those components for processing",,
FOIA-2012-01157,OIP,7/24/12,Law enforcement records from the state of New York,"Other:  Informed requester that the FOIA does not apply to state records, and provided requester with contact information for the Records Access Officer with the Office of the New York Attorney General",,
FOIA-2011-00846,OAG,7/24/12,"Records of communications between the DOJ and various state and federal entities, as well as third party organizations concerning, the state of Indiana's May 10, 2011 prohibition on state funds to Planned Parenthood","All Records Referred to the Civil Division, DOJ, for processing and direct response to requester",,
FOIA-2012-00290,OLA,7/24/12,"Various records concerning “unregistered,” “ghost,” or “CIA” detainees/prisoners.",Full Grant/Partial Other: Some of the documents referred for processing were determined to be not responsive to the request after review by OIP,,
FOIA-2012-00289,ODAG,7/24/12,"Various records concerning “unregistered,” “ghost,” or “CIA” detainees/prisoners.",Full Grant/Partial Other: Some of the documents referred for processing were determined to be not responsive to the request after review by OIP,,
FOIA-2012-00418,OIPL,7/24/12,"Correspondence from 2005 to the present between the Department of Justice and former Wisconsin Governor (1987-2001) and Department of Health and Human Services Secretary (2001-2005) Thomas ""Tommy"" George Thompson",No Records,,
FOIA-2012-00415,OAG,7/24/12,"Correspondence from 2005 to the present between the Department of Justice and former Wisconsin Governor (1987-2001) and Department of Health and Human Services Secretary (2001-2005) Thomas ""Tommy"" George Thompson",No Records,,
FOIA-2012-01188,OIP,7/25/12,Records maintained by the state of California,"Other: Informed requester that the FOIA does not apply to state or local records, and provided requester with contact information for the California Attorney General's Office",,
FOIA-2012-01160,OIP,7/25/12,Information regarding a court case with the State of New York,"Other: Informed requester that the FOIA does not apply to state or local records, and provided requester with contact information for the state of New York",,
FOIA-2010-01194,ODAG,7/25/12,"Records regarding request made, and authorizations granted, by government attorneys to close judicial proceedings pursuant to 28  C.F.R. § 50.9 dated between January 1, 2000 and July 22, 2010",Full Denial/Partial Other: Provided requester with statistical information regarding the requested information,"(b)(5), (b)(6), (b)(7)(C) ","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2012-00905,OIP,7/25/12,Contents of a FOIA administrative appeal file,Partial Grant/Partial Denial,"(b)(6), (b)(7)(C) ","Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2012-01146,OAG,7/25/12,All records pertaining to a criminal case,"Other: Provided DOJ FOIA Reference Guide and suggested requester submit the request to the U.S. Marshal's Service and Executive Office for United States Attorneys, and informed the requester that the Mail Referral Unit had also referred the request to the Federal Bureau of Prisons; Informed requester that the FOIA does not pertain to judicial branch records, but provided contact information for the Administrative Office of the United States Courts should the requester wish to seek additional information",,
FOIA-2012-01142,OLP,7/25/12,The Attorney General Guidelines regarding the use of confidential informants,Full Grant,,
FOIA-2012-01141,OAG,7/25/12,Attorney General Guidelines on FBI undercover operations,Full Grant,,
FOIA-2012-01217,OAG,7/25/12,"Copies of correspondence concerning Media General Inc.'s plan to sell its Tampa Tribune and WFLA-TV properties, and related anti-trust concerns","No Records/Partial Other: Determined that the Antitrust Division, DOJ,  was an appropriate entity for handling, and referred requester and request to that component for processing",,
FOIA-2012-01218,ODAG,7/25/12,"Copies of correspondence concerning Media General Inc.'s plan to sell its Tampa Tribune and WFLA-TV properties, and related anti-trust concerns","No Records/Partial Other: Determined that the Antitrust Division, DOJ,  was an appropriate entity for handling, and referred requester and request to that component for processing",,
FOIA-2012-01219,OASG,7/25/12,"Copies of correspondence concerning Media General Inc.'s plan to sell its Tampa Tribune and WFLA-TV properties, and related anti-trust concerns","No Records/Partial Other: Determined that the Antitrust Division, DOJ,  was an appropriate entity for handling, and referred requester and request to that component for processing",,
FOIA-2012-01161,OIP,7/26/12,Information on the agency's procedures for submitting a Freedom of Information Act request,Full Grant: Provided copy of the DOJ FOIA Reference Guide,,
FOIA-2012-01179,OIP,7/27/12,Requesting assistance with an unidentified issue,Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2011-01072,OAG,7/27/12,"Copy of the latest DOJ report to Congress on the subject of ""data mining""",Duplicate Request,,
FOIA-2011-01054,OLA,7/27/12,"Copy of the latest DOJ report to Congress on the subject of ""data mining""",Duplicate Request,,
FOIA-2012-01174,OIP,7/27/12,A copy of the Freedom of Information Act Reference Guide,Full Grant: Provided copy of the DOJ FOIA Reference Guide,,
FOIA-2012-01184,OIP,7/27/12,Specific information pertaining to homeland security,"Other: Determined that the Dep't of Homeland Security was the most appropriate agency for handling, and referred requester to that agency for processing",,
FOIA-2012-01226,OIP,7/30/12,Various records concerning a U.S. district court case,"Other: Determined that the Executive Office for United States Attorneys and the United States Parole Commission, DOJ, were the most appropriate entities for handling, and referred requester to those components for processing; Informed requester that the FOIA does not pertain to judicial branch records, but provided contact information for the Administrative Office of the United States Courts should the requester wish to seek additional information",,
