Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2012-00611,OIP,4/6/12,List of contracting officers and contract specialists for each federal department from the Library of Congress,Other: Letter was addressed to the Library of Congress and received by OIP in error; referred requester to that entity,,
FOIA-2012-00638,OLP,4/6/12,"Copies of the Oath of Office, official bonds, and various other employment documents for U.S. District Court Judge Stephan P. Mickle, as well as various other state and federal officials","Partial Grant/Partial Denial/Partial Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing; informed requester that the FOIA does not apply to state or local records",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00665,OIP,4/6/12,Records regarding the number of sexual offenders in the United States,"Other: Determined that the Bureau of Justice Statistics at the Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component",,
FOIA-2012-00671,OAG,4/6/12,Copies of reports concerning the operation and effectiveness of the Classified Information Procedure Act,"Other: Determined that the Criminal, and National Security Divisions, DOJ, were the most appropriate entities for handling and referred requester to those components",,
FOIA-2012-00672,OLA,4/6/12,Copies of reports concerning the operation and effectiveness of the Classified Information Procedure Act,"Other: Determined that the Criminal, and National Security Divisions, DOJ, were the most appropriate entities for handling and referred requester to those components",,
FOIA-2011-00525,OAG,4/10/12,"Records on FBI's issuance of national security letters, including the reciprocal notice procedure and records advising FBI personnel how to implement the NSL statute",Full Grant,,
FOIA-2011-00526,ODAG,4/10/12,"Records on FBI's issuance of national security letters, including the reciprocal notice procedure and records advising FBI personnel how to implement the NSL statute",Full Grant,,
FOIA-2012-00384,OLA,4/10/12,"Records on FBI's issuance of national security letters, including the reciprocal notice procedure and records advising FBI personnel how to implement the NSL statute",Full Grant,,
FOIA-2012-00534,OIP,4/10/12,Arrest photograph of defendant in U.S. District Court case no. 06-cr-196 (MDFL),"Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component",,
FOIA-2012-00555,OIP,4/11/12,Records pertaining to a claim with the U.S. Army Corp of Engineers (USACE),"Other: Determined that the USACE was the most appropriate entity for handling, and referred requester to that office for processing",,
FOIA-2012-00559,OIP,4/11/12,"Records on the 2002 Winter Olympic Games in Salt Lake City, Utah and the United States Secret Service","Other: Determined that the U.S. Secret Service was the most appropriate entity for handling, and referred requester to that office",,
FOIA-2012-00699,OLP,4/11/12,Oath of Office for U.S. Magistrate Judge Kimberly J. Mueller,No Records: OLP does not maintain records on magistrate judges,,
FOIA-2012-00569,OIP,4/12/12,Copy of a state police report ,Other: Informed requester that the FOIA does not apply to state or local records,,
FOIA-2012-00607,OIP,4/12/12,"Records regarding the arrest, court hearings, and sentencing of a federal inmate","Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component",,
FOIA-2012-00608,OIP,4/12/12,"Records regarding the arrest, court hearings, and sentencing of a federal inmate",Duplicate Request,,
FOIA-2012-00610,OIP,4/12/12,"Copies of an ""FBI report, if any, particularly 1985 - 1994""","Other: Determined that the FBI was the most appropriate entity for handling, and referred requester to that component ",,
FOIA-2012-00667,OIP,4/12/12,Copy of an incident report from a federal prison,"Other: Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling, and referred requester to that component ",,
FOIA-2011-00151,PAO,4/17/12,"Copies of emails from certain Office of Public Affairs employees from May 15, 2009 to the present regarding the case U.S. v. New Black Panther Party for Self Defense",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00661,OIP,4/17/12,"Log of all FOIA requests submitted to the Department of Justice from Sen. Debbie Stabenow of Michigan since January 1, 2001",No Records,,
FOIA-2010-00136,OIP,4/18/12,Copy of the contents of the administrative tracking file for request number OIP/07-R0833,Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2011-00546,ODAG,4/18/12,Memo or letter sent in March 2011 from the Department of Justice to United States Attorneys in the Southwest border region pertaining to gun-walking policies,Full Grant,,
FOIA-2012-00079,OAG,4/18/12,"Copy of communications between any officer, employee or agent of the Department of Justice and then Senator George Allen regarding Gao Zhan (between 2000 and 2006)",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00579,OIP,4/18/12,Data from the U.S. Food and Drug Administration (FDA) regarding which drugs were in shortage from 1996-2010,"Other: Determined that the FDA was the most appropriate entity for handling, and referred requester to that office",,
FOIA-2012-00709,OLP,4/18/12,Oaths of Office for various officials from the state of Colorado,Other: Informed requester that the FOIA does not apply to state or local records,,
FOIA-2012-00677,OIP,4/19/12,Assistance regarding previous correspondence with the Department of Justice,Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00693,OIP,4/19/12,Assistance with court filings,Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00694,OIP,4/19/12,"Copy of ""the Act of Congress that authorizes the District of Columbia Court of Appeals to license persons to practice law in the District of Columbia""",Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00695,OIP,4/19/12,Requesting assistance with a court claim,Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00696,OAG,4/19/12,Communication between City of Corpus Christi and the United States regarding hiring of police and lack of females,No Records,,
FOIA-2012-00697,ODAG,4/19/12,Communication between City of Corpus Christi and the United States regarding hiring of police and lack of females,No Records,,
FOIA-2012-00698,OASG,4/19/12,Communication between City of Corpus Christi and the United States regarding hiring of police and lack of females,No Records,,
FOIA-2012-00701,OAG,4/19/12,Complaints submitted to the Attorney General by a third party,No Records,,
FOIA-2012-00613,OIP,4/20/12,"Documents relating to any investigation or inquiry by the California Attorney General's Office, the U.S. Department of Justice, and the Departments of Education for the U.S. and California into any alleged improprieties, including potential criminal conduct, of the Twin Rivers Unified School District","Other: Determined that the Dep't of Education would be an appropriate entity for handling, and referred requester to that agency for processing; provided DOJ Reference Guide to help requester determine which DOJ component might have responsive records; informed requester that the FOIA does not apply to state or local records",,
FOIA-2012-00640,OIP,4/20/12,Copies of county court records regarding a criminal case,Other: Informed requester that the FOIA does not apply to state or local records,,
FOIA-2012-00643,OIP,4/20/12,"Records regarding a Department of Justice, Criminal Division/EPA investigation of Energy Laboratories, Inc.","Other: Determined that the Criminal Division, DOJ, and EPA were the most appropriate entities for handling, and referred requester to those entities ",,
FOIA-2012-00644,OIP,4/20/12,Copies of certain administrative claim notices served to the Department of Justice and EPA in 2005,"Other: Determined that the Criminal Division, DOJ, and EPA were the most appropriate entities for handling, and referred requester to those entities ",,
FOIA-2012-00609,OIP,4/23/12,Information concerning the incarceration and release date of a federal prison inmate,"Other: Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00789,OIP,4/24/12,Copy of the 2011 Department of Justice FOIA Litigation and Compliance Report,Full Grant,,
FOIA-2012-00330,OLA,4/25/12,"Communications by or with Jonathan Ceaderbaum (of the Office of Legal Counsel) in preparation for his March 17, 2010 testimony before a House of Representatives Subcommittee",Other: Documents referred by office originally processing the request were determined to be not responsive to the request after review by OIP,,
FOIA-2010-00277,OAG,4/26/12,"Records relating to the federal government’s efforts or policy decisions to indict, prosecute or extradite foreign nationals involved with United States government contracts or subcontracts in the United States Central Command (US CENTCOM) region","Full Grant/Partial Referral: Documents referred to the Criminal and Civil Rights Divisions, DOJ, for processing and direct response to the requester",,
FOIA-2011-00711,OAG,4/26/12,"Copies of the February 7, 2011 letter from Immigration Reform Law Institution to Department of Justice and the Department's response dated April 14, 2011",No Records,,
FOIA-2011-00855,ODAG,4/26/12,Records pertaining to the execution of a search warrant on Congressman William Jefferson's Capitol Hill office in May 2006,"Full Denial/Partial Referral: Documents referred to the FBI and Executive Office for United Statues Attorneys, DOJ, for processing and direct response to the requester",(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00631,OIP,4/26/12,Various records related to former United States Attorney Greg Brower,Other: Provided DOJ Reference Guide to help requester determine appropriate component to process request,,
FOIA-2012-00650,OAG,4/26/12,Copy of a brief filed by the Solicitor General in New York Times Co. v. United States,"No Records/Partial Other: Determined that the Office of the Solicitor General, DOJ, and the National Archives and Records Administration were the most appropriate entities for handling, and referred requester to those entities",,
FOIA-2012-00651,ODAG,4/26/12,Copy of a brief filed by the Solicitor General in New York Times Co. v. United States,"No Records/Partial Other: Determined that the Office of the Solicitor General, DOJ, and the National Archives and Records Administration were the most appropriate entities for handling, and referred requester to those entities",,
FOIA-2012-00416,ODAG,4/30/12,"Correspondence between the Department of Justice and Thomas ""Tommy"" George Thompson, during his tenure as either Governor of Wisconsin (1987-2001) or as the Secretary of the Department of Health and Human Services (2001-2005)",No Records,,
FOIA-2012-00417,OASG,4/30/12,"Correspondence between the Department of Justice and Thomas ""Tommy"" George Thompson, during his tenure as either Governor of Wisconsin (1987-2001) or as the Secretary of the Department of Health and Human Services (2001-2005)",No Records,,
FOIA-2012-00666,OIP,4/30/12,Information pertaining to possible internship opportunities available to convicted felons,Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00691,OIP,4/30/12,"Information on the Department of Justice, as well as services offered by the Department and any forms needed to obtain government files and records",Provided DOJ FOIA Reference Guide and Your Right to Federal Records,,
FOIA-2012-00692,OIP,4/30/12,Copy of the Department of Justice Guide to the Freedom of Information Act (2009 edition),Other: Referred requester to Government Printing Office for available records,,
FOIA-2012-00746,OIP,4/30/12,Information regarding a FOIA request submitted to the Commonwealth of Virginia,Other: Informed requester that the FOIA does not apply to state or local records,,
FOIA-2012-00749,OAG,4/30/12,"Asking if the Attorney General or the Department of Justice was involved in the process for creating 18 U.S.C. § 2113, in addition to various statutes and public laws",Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00763,OAG,4/30/12,Copies of correspondence concerning complaints or lawsuits made against Kickstarter.com,No Records,,
FOIA-2012-00765,ODAG,4/30/12,Copies of correspondence concerning complaints or lawsuits made against Kickstarter.com,No Records,,
FOIA-2012-00766,OASG,4/30/12,Copies of correspondence concerning complaints or lawsuits made against Kickstarter.com,No Records,,
FOIA-2012-00768,OIP,4/30/12,Copy of the Department of Justice FOIA Reference Guide,Full Grant,,
FOIA-2012-00770,OIP,4/30/12,Seeking information on how to make a FOIA request,Provided DOJ FOIA Reference Guide,,
FOIA-2012-00771,OIP,4/30/12,Requesting information on how to file a complaint against a South Carolina Supreme Court clerk,Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00179,PAO,4/30/12,"Communications to or form Tracy Schmaler concerning Elena Kagan or communication between Tracy Schmaler and Elena Kagan concerning certain subjects between January 1, 2010 and April 17, 2010",Request withdrawn,,
