Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2012-01032,AG,01/08/2016,The death of Special Agent Jaime J. Zapata,Partial Grant/Partial Denial/Partial Referral: Records referred to (FBI) for further review,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C), (b)(7)(D), (b)(7)(F)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would clearly constitute unwarranted invasion of personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of third parties; Records or information compiled for law enforcement purposes, the release of which would disclose the identities of confidential sources; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or personal safety of an individual",
FOIA-2012-01033,DAG,01/08/2016,The death of Special Agent Jaime J. Zapata,Partial Grant/Partial Denial/Partial Referral: Records referred to (FBI) for further review,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C), (b)(7)(D), (b)(7)(F)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would clearly constitute unwarranted invasion of personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of third parties; Records or information compiled for law enforcement purposes, the release of which would disclose the identities of confidential sources; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or personal safety of an individual",
FOIA-2012-01036,OLA,01/08/2016,The death of Special Agent Jaime J. Zapata,Partial Grant/Partial Denial/Partial Referral: Records referred to (FBI) for further review,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C), (b)(7)(D), (b)(7)(F)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would clearly constitute unwarranted invasion of personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of third parties; Records or information compiled for law enforcement purposes, the release of which would disclose the identities of confidential sources; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or personal safety of an individual",
FOIA-2014-01993,DAG,01/12/2016,Records pertaining to the impact of sequestration in Fiscal Years 2013 and 2014,Full Grant of referred records,,,
FOIA-2015-00847,OIP,01/12/2016,Various records pertaining to the FOIA and the Office of Information Policy (OIP),Provided requester with publicly available material; Provided additional information and assistance,,,
FOIA-2015-01059,OIP,01/12/2016,Various records pertaining to the Office of Information Policy's organization and authority,Provided requester with publicly available material; Provided additional information and assistance,,,
FOIA-2015-01103,OIP,01/12/2016,Various records pertaining to the Office of Information Policy's (OIP) e-mail capabilities and responsibilities,Provided requester with publicly available material; Provided additional information and assistance,,,
FOIA-2016-00882,AG,01/12/2016,"Any internal or external Department of Justice memoranda regarding the handling of the Senate Select Committee on Intelligence ""Committee Study of the Central Intelligence Agency's Detention and Interrogation Program"" between December 1, 2012 and November 10, 2015",No Records responsive to request were located,,,
FOIA-2016-00883,DAG,01/12/2016,"Any internal or external Department of Justice memoranda regarding the handling of the Senate Select Committee on Intelligence ""Committee Study of the Central Intelligence Agency's Detention and Interrogation Program"" between December 1, 2012 and November 10, 2015",No Records responsive to request were located,,,
FOIA-2016-00967,AG,01/12/2016,"All documents relating to the killing of Special Agent Jaime Zapata and the wounding of Special Agent Victor Avila on February 15, 2011, including any official findings, conclusions, or recommendations arising from enquiries relating to that shooting",Partial Grant/Partial Denial/Partial Referral: Records referred to (FBI) for further review,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C), (b)(7)(D), (b)(7)(F)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would clearly constitute unwarranted invasion of personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of third parties; Records or information compiled for law enforcement purposes, the release of which would disclose the identities of confidential sources; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or personal safety of an individual",
FOIA-2016-00968,DAG,01/12/2016,"All documents relating to the killing of Special Agent Jaime Zapata and the wounding of Special Agent Victor Avila on February 15, 2011, including any official findings, conclusions, or recommendations arising from enquiries relating to that shooting",Partial Grant/Partial Denial/Partial Referral: Records referred to (FBI) for further review,"(b)(3), (b)(5), (b)(6), (b)(7)(A), (b)(7)(C), (b)(7)(D), (b)(7)(F)","Information that is prohibited from disclosure by another federal law; Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would clearly constitute unwarranted invasion of personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of third parties; Records or information compiled for law enforcement purposes, the release of which would disclose the identities of confidential sources; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or personal safety of an individual",
FOIA-2016-01022,OIP,01/12/2016,Source Book of Criminal Justice Statistics,Referred requester to more appropriate entity (OJP),,,
FOIA-2016-00255,OIP,01/14/2016,Copies of the contents of FOIA-2013-04763 and FOIA-2013-04764,Partial Grant/Partial Denial: All requested documents RIP,"(b)(5), (b)(6) ",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would clearly constitute unwarranted invasion of personal privacy of a third party,
FOIA-2011-00899,AG,01/15/2016,"All records of communication between the Office of the Attorney General, Office of the Deputy Attorney General, Office of the Associate Attorney General and any of several entities concerning, regarding, or relating to the War Powers Resolution with regards to United States military operations in the Libyan conflict",Partial Grant/Partial Denial/Partial No Records,,,
FOIA-2011-00900,DAG,01/15/2016,"All records of communication between the Office of the Attorney General, Office of the Deputy Attorney General, Office of the Associate Attorney General and any of several entities concerning, regarding, or relating to the War Powers Resolution with regards to United States military operations in the Libyan conflict",Partial Grant/Partial Denial/Partial No Records,,,
FOIA-2016-00482,PAO,01/15/2016,Correspondence and communications between the Department and members of the Office of U.S. Senator Marco Rubio,No Records responsive to request were located,,,
FOIA-2016-00963,AG,01/15/2016,"Correspondence between (1) the Department and the Crown Prosecution Service, in the UK during January 2015, as well as (2) DOJ and News Corporation and 21st Century Fox in January 2015, with regard to potential investigations into the companies",No Records responsive to request were located,,,
FOIA-2016-01092,DAG,01/15/2016,"Correspondence between (1) the Department and the Crown Prosecution Service, in the UK during January 2015, as well as (2) DOJ and News Corporation and 21st Century Fox in January 2015, with regard to potential investigations into the companies",No Records responsive to request were located,,,
FOIA-2016-01093,ASG,01/15/2016,"Correspondence between (1) the Department and the Crown Prosecution Service, in the UK during January 2015, as well as (2) DOJ and News Corporation and 21st Century Fox in January 2015, with regard to potential investigations into the companies",No Records responsive to request were located,,,
FOIA-2016-01095,OIP,01/15/2016,"Records pertaining to the Organization called Clock of Destiny Moorish Birthrights, Great Seal Zodiac Constitution",Referred requester to more appropriate entity (EOUSA),,,
FOIA-2016-01245,OLP,01/19/2016,"Presidential Commissions, Appointment Affidavits, Oaths of Office, and Senate Confirmation documents pertaining to Judges William Wayne Justice and John H. Hannah, Jr. of the U.S. District Court for the Eastern District of Texas",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2011-00343,AG,01/20/2016,"Records of any evaluation, study, assessment or review of the Department’s procedures and policies for disciplining career attorneys conducted for the Attorney General by the Office of Professional Responsibility, the Executive Office for U. S Attorneys, the Criminal Division, the Justice Management Division, and the Office of Attorney Recruitment and Management and any statistical compilations, reports, studies or data relied upon conducting such an evaluation and any related correspondence or instructions",Full Grant,,,
FOIA-2011-00500,DAG,01/20/2016,"Records of any evaluation, study, assessment or review of the Department’s procedures and policies for disciplining career attorneys conducted for the Attorney General by the Office of Professional Responsibility, the Executive Office for U. S Attorneys, the Criminal Division, the Justice Management Division, and the Office of Attorney Recruitment and Management and any statistical compilations, reports, studies or data relied upon conducting such an evaluation and any related correspondence or instructions",Full Grant,,,
FOIA-2012-01310,DAG,01/20/2016,Records pertaining to the Canada-US Beyond the Border Action Plan,No Records responsive to request were located,,,
FOIA-2015-03698,OIP,01/20/2016,Records pertaining to a third party and Sixth Avenue Pharmacy,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,,
FOIA-2016-00706,OLA,01/20/2016,Correspondence between DOJ and members of Congress related to the US Department of Education Task Force coordinating oversight of for-profit institutions for higher education,No Records responsive to request were located,,,
FOIA-2016-01199,OIP,01/20/2016,Information regarding a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,,
FOIA-2016-01200,OIP,01/20/2016,Information regarding a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,,
FOIA-2016-01201,OIP,01/20/2016,Information regarding a third party,Provided requester with DOJ FOIA Reference Guide; Provided other relevant information and assistance,,,
FOIA-2016-01279,OIP,01/20/2016,Records pertaining to Case No. 96ZR0085 and individuals related to the case,Referred requester and/or request to more appropriate entity (ATF),,,
FOIA-2011-00441,AG,01/21/2016,records concerning the handling of three specific FOIA requests made by USA Today,Full Grant: All requested documents RIF,,,
FOIA-2011-00442,DAG,01/21/2016,records concerning the handling of three specific FOIA requests made by USA Today,Full Grant: All requested documents RIF,,,
FOIA-2015-00599,DAG,01/21/2016,records concerning the handling of three specific FOIA requests made by USA Today,No Records responsive to request were located,,,
FOIA-2015-02260,DAG,01/21/2016,"Communication between the Department of Justice and John Ellis ""Jeb"" Bush, dating from January 1, 1974",No records responsive to request were located,,,
FOIA-2016-01038,OIP,01/21/2016,"Transcripts of intercepted communications between Guerreros Unidos drug cartel suspects in Chicago and/or the Mexican state of Guerrero and/or the Mexican city of Iguala between September 23, 2014 and September 30, 2014","Referred requester and/or request to more appropriate entity (DEA, OCDETF)",,,
FOIA-2016-01114,OIP,01/21/2016,Records released in FOIA-2015-02875,Full Grant: All requested documents RIF,,,
FOIA-2016-01115,OIP,01/21/2016,Records released in FOIA-2015-02873,Full Grant: All requested documents RIF,,,
FOIA-2016-01236,OIP,01/21/2016,"AEDPA dated April 24, 1996 signed into law by President Bill Clinton",Full grant,,,
FOIA-2016-01289,OIP,01/21/2016,"Records regarding Case No. 3:15-cr-00024 and an arrest made in Bloomington, Illinois",Referred requester and/or request to more appropriate entity (EOUSA),,,
FOIA-2016-01358,OIP,01/21/2016,Presidential statement regarding US and Israel relations,Referred requester and/or request to more appropriate entity (White House website),,,
FOIA-2016-01380,OIP,01/27/2016,Records regarding the Joint Resolution to Adopt the Treaty of the Annexation of the Republic of Hawaii,Provided relevant information and assistance,,,
FOIA-2016-01428,OIP,01/27/2016,Records regarding the rules concerning interception of communications via electronic devices such as Global Position Systems (GPS) to track possible suspects' whereabouts,"Referred requester and/or request to more appropriate entity (EOUSA, FBI)",,,
FOIA-2013-04098,OIP,01/28/2016,Longest standing unfilled FOIA request,Partial Grant/Partial Denial: All requested documents RIP,,,
FOIA-2015-05393,OIP,01/28/2016,"FOIA logs dating from January 1, 2007 through December 31, 2011",Partial Grant/Partial Denial: All requested documents RIP,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2016-01166,OIP,01/28/2016,Guidance provided by HHS and/or the FDA to the Drug Enforcement Administration (DEA) regarding the potential rescheduling of cannabis/marijuana or its derivatives under the Controlled Substances Act,"Referred requester and/or request to more appropriate entity (DEA, HHS and FDA)",,,
FOIA-2016-01347,OIP,01/28/2016,Copies of audio and video surveillance collected in the investigation of Xavier Aves and his co-conspirators,"Referred requester and/or request to more appropriate entity (CRM, EOUSA)",,,
FOIA-2016-01387,OIP,01/28/2016,a copy of a FOIA guide with instructions on how to file FOIA request,Full Grant: All requested documents RIF,,,
FOIA-2016-01411,OIP,01/28/2016,A copy of pending investigation for alleged assault of a federal correctional officer at Federal Correctional Institution - Terre Haute,Referred requester and/or request to more appropriate entity (BOP),,,
FOIA-2014-03072,PAO,01/29/2016,The handling of three specific FOIA requests made by USA Today,Partial Grant/Partial Denial of referred records,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2014-03208,OIP,01/29/2016,The handling of three specific FOIA requests made by USA Today,Partial Grant/Partial Denial of referred records,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2014-03318,AG,01/29/2016,A copy of the OPR report on the federal prosecution of U.S. Senator Ted Stevens,OIP review completed and document returned to OPR for final processing and direct response,,,
FOIA-2014-03319,DAG,01/29/2016,A copy of the OPR report on the federal prosecution of U.S. Senator Ted Stevens,OIP review completed and document returned to OPR for final processing and direct response,,,
FOIA-2014-03709,AG,01/29/2016,A copy of the report concerning the government's actions in the trial of Senator Ted Stevens,OIP review completed and document returned to OPR for final processing and direct response,,,
FOIA-2014-03711,AG,01/29/2016,Copies of fifty-seven specific OPR reports identified in your request,OIP review completed and document returned to OPR for final processing and direct response,,,
FOIA-2014-03712,DAG,01/29/2016,copies of fifty-seven specific OPR reports identified in your request,OIP review completed and document returned to OPR for final processing and direct response,,,
FOIA-2015-00268,AG,01/29/2016,"All Attorney General speeches and congressional testimony since January 1, 2006 which contain the words: non-violent drug"" and variations of the word ""sentence""",Partial Grant/Partial No Records,,,
FOIA-2015-01716,ASG,01/29/2016,"Records since June 7, 2010, concerning Google, Inc., including any prior FOIA requests concerning Google",No Records responsive to request were located,,,
FOIA-2015-03852,OLA,01/29/2016,"All ""Views Letters"" for fiscal year 2015",Full Grant: All requested documents RIF,,,
FOIA-2015-03880,OLA,01/29/2016,All Department of Justice Office of Legislative Affairs Views Letters for 2015,Full Grant: All requested documents RIF,,,
FOIA-2015-05235,DAG,01/29/2016,The handling of three specific FOIA requests made by USA Today,Partial Grant/Partial Denial of referred records,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2015-05236,OIP,01/29/2016,The handling of three specific FOIA requests made by USA Today,Partial Grant/Partial Denial of referred records,(b)(5),Certain inter- and intra- agency communications protected by legal privileges,
FOIA-2015-05457,OLA,01/29/2016,Copies of the legislative Views Letters for the First and Second Sessions of the 113th Congress,Full Grant: All requested documents RIF,,,
FOIA-2016-00030,AG,01/29/2016,"September 24, 2014 memorandum from Attorney General Eric Holder to federal prosecutors concerning sentencing enhancements",Full Grant:  All requested documents RIF,,,
FOIA-2016-01036,OLA,01/29/2016,"Records concerning “dirtboxes” or other IMSI catcher devices operated from planes since January 1, 2007",Partial Grant/Partial Denial: All requested documents RIP,"(b)(5), (b)(6), (b)(7)(C)","Certain inter- and intra- agency communications protected by legal privileges; information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of third parties",
FOIA-2016-01439,OIP,01/29/2016,"Records of a conviction for a third party arrested June 15, 2010 in Buffalo, New York",Provided relevant information and assistance,,,
FOIA-2016-01441,OIP,01/29/2016,Records on a third party,Referred requester and/or request to more appropriate entity (USCIS),,,
