Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2012-00837,OLP,5/7/12,"Names of any judges nominated to the federal judiciary by former President George H.W. Bush on September 11, 1991",Provided publicly available information from the Federal Judicial Center website,,
FOIA-2012-00433,OLP,5/8/12,Records relating to implementing the provisions of Section 235 of William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008,Duplicate Request,,
FOIA-2012-00527,OAG,5/8/12,Records on Ramon Castroviejo (1924-1987),Full Grant,,
FOIA-2012-00634,OAG,5/8/12,Records on former Dept. of Defense and White House official Adam Yarmolinsky (1922-2000),"Other: Determined that records referred by office originally processing the request were most appropriately handled by referring office.  Referred request, requester, and records back to office originally processing the request for direct response to the requester",,
FOIA-2012-00821,OIP,5/8/12,"Records concerning the acquisition and expenditures associated with the Department of Justice's commemorative awards, such as commemorative coins or other items, which act as a memorial of an event or person",No Records,,
FOIA-2012-00744,OIP,5/9/12,Records pertaining to a former federal inmate,"Other: Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00803,OIP,5/9/12,List or directory of the names and e-mail addresses for Reentry Activity Coordinators and Supervisors of Education in Bureau of Prisons facilities,"Other: Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00772,OIP,5/9/12,General information on the Department of Justice and asking how to acquire souvenirs from the Department,"Partial Grant/Partial Other: Directed requester to information available on DOJ's website, and informed requester that the FOIA is a records access statute and is not applicable to second aspect of the query",,
FOIA-2012-00819,OIPL,5/10/12,"Records concerning the acquisition and expenditures associated with the Department of Justice's commemorative awards, such as commemorative coins or other items, which act as a memorial of an event or person",Duplicate Request,,
FOIA-2012-00794,OIP,5/11/12,"Records of proceedings, transcripts, and judges orders, especially those between 2006 and 2012","Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00798,OIP,5/11/12,Records pertaining to a 1974 North Carolina state investigation ,Other: Informed requester that the FOIA does not apply to state or local records,,
FOIA-2012-00859,OIP,5/11/12,"Records pertaining to civil action against Readix Inc., a Florida based corporation, from May 2010 to the present","Other: Determined that the Civil Division, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00860,OIP,5/11/12,"Documents related to a motion filed by the U.S. Department of Justice in the U.S. District Court for the District of Columbia to amend an August 23, 2011 restraining order against Ponsford Overseas Ltd. and Tula Finance Ltd.","Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00861,OIP,5/11/12,"Records pertaining to civil action against Readix Inc., a Florida based corporation, from May 2010 to the present","Other: Determined that the Civil Division, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00889,OLP,5/11/12,"Oath of Office, bonds, and other documents related to U.S. District Court Judge Stephen P. Mickle and other federal officials",Duplicate Request,,
FOIA-2011-01069,ODAG,5/11/12,"Documents in the possession of the Office of the Deputy Attorney General pertaining to Frank Vennes, Jr.'s proposed presidential pardon",Partial Denial/Partial Duplicate: Some of the records located were already provided to same requester by another DOJ component,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-00761,OAG,5/11/12,FBI policies procedures and actions in case of a partial or full government shutdown,Full Grant,,
FOIA-2012-00591,ODAG,5/14/12,Copies of information regarding the tracking of mobile phones by Federal law-enforcement agencies,Partial Grant/Partial Other: Some of the documents referred by office originally processing the request were determined to be not responsive to the request after review by OIP; additional documents were sent back to office originally processing request after review by OIP for processing and direct response to requester,,
FOIA-2012-00128,OIPL,5/14/12,"Copies of resumes for persons appointed and considered for appointment to schedule positions, SES positions and Senate confirmed Presidential Appointments back to January 20, 2001",Duplicate Request,,
FOIA-2012-00116,OIPL,5/14/12,Records concerning the Department of Justice's hiring and non-essential spending freezes,Duplicate Request,,
FOIA-2012-00454,OLA,5/14/12,Annual statistical report on the use of pen register and trap and trace devices that AG is required to submit to Congress,"Partial Grant/Partial Referral: Documents referred to the Criminal Division, DOJ, for processing and direct response to the requester",,
FOIA-2012-00574,OIPL,5/14/12,"Copies of correspondence between former Senator George LeMieux from September 2009 to January 2011, and in his capacity as Chief of Staff for Florida Governor Charlie Crist between 2007 and 2008, and the Department of Justice ",Duplicate Request,,
FOIA-2012-00878,OIPL,5/14/12,Correspondence logs between either the office of Indiana Gov. Mitch Daniels or the office of Virginia Gov. Bob McDonnell,Duplicate Request,,
FOIA-2012-00326,OIP,5/14/12,Copy of the document that authorizes the Department of Justice to represent the United States in litigation,Provided requester with DOJ regulations and mission statement,,
FOIA-2012-00742,OIP,5/15/12,Photographs and video recordings related to the surveillance of Aldrich Ames,"Other: Determined that the FBI was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00754,OIP,5/15/12,"Records related to the examination, operations, or condition of financial institutions","Other: Determined that the Securities and Exchange Commission, and the Dep't of the Treasury were the most appropriate entities for handling, and referred requester to those entities for processing",,
FOIA-2012-00755,OIP,5/15/12,Copies of financial records of Florida A&M University between 1990 and 2011,Other: Informed requester that the FOIA does not apply to state or local records,,
FOIA-2012-00759,OIP,5/15/12,Information on the Florida incarceration rate from 1999 to 2011,"Other: Determined that the Bureau of Justice Statistics, Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component for processing.  Also informed requester that the FOIA does not apply to state or local records",,
FOIA-2012-00760,OIP,5/15/12,Information on the Florida incarceration rate from 1999 to 2011,"Other: Determined that the Bureau of Justice Statistics, Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component for processing.  Also informed requester that the FOIA does not apply to state or local records",,
FOIA-2012-00780,OAG,5/15/12,"Records concerning ""the December 19, 2007 'Request for Legal Assistance Pursuant to the mutual Assistance Treaty on Criminal Matters Between the Italian Government and the United States Government signed in Rome on September 11, 1982 and Pursuant to Article 18 of the United Nations Convention against Transnational Organized Crime' submitted by the Public Prosecutor of Milan, Italy""","No Records/Partial Other: Determined that the Criminal Division, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00781,ODAG,5/15/12,"Records concerning ""the December 19, 2007 'Request for Legal Assistance Pursuant to the mutual Assistance Treaty on Criminal Matters Between the Italian Government and the United States Government signed in Rome on September 11, 1982 and Pursuant to Article 18 of the United Nations Convention against Transnational Organized Crime' submitted by the Public Prosecutor of Milan, Italy""","No Records/Partial Other: Determined that the Criminal Division, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00782,OASG,5/15/12,"Records concerning ""the December 19, 2007 'Request for Legal Assistance Pursuant to the mutual Assistance Treaty on Criminal Matters Between the Italian Government and the United States Government signed in Rome on September 11, 1982 and Pursuant to Article 18 of the United Nations Convention against Transnational Organized Crime' submitted by the Public Prosecutor of Milan, Italy""","No Records/Partial Other: Determined that the Criminal Division, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00758,OIP,5/15/12,Records related to a federal court case,"Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00731,OIP,5/15/12,Incomplete request - only fee information was transmitted,"Informed requester that because records sought were not described in request, OIP would need an updated request",,
FOIA-2012-00721,OIP,5/15/12,FBI records pertaining to the investigation into a third party,"Other: Determined that the FBI was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00725,OIP,5/15/12,FBI or DEA records pertaining to the arrest of a third party,"Other: Determined that the FBI, DEA, and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling, and referred requester to those components for processing",,
FOIA-2012-00733,OIP,5/15/12,Department of Defense records,"Other: Determined that the Dep't of Defense was the most appropriate entity for handling, and referred requester to that Dep't for processing",,
FOIA-2012-00734,OIP,5/15/12,Department of Defense records,"Other: Determined that the Dep't of Defense was the most appropriate entity for handling, and referred requester to that Dep't for processing",,
FOIA-2012-00831,OIPL,5/15/12,"Information on the Department's convention spending from January 1, 2009 - Present",Duplicate Request,,
FOIA-2012-00868,OIP,5/16/12,"Correspondence between the Department of Justice, the U.S. Attorney's Office for the Eastern District of North Carolina and the Harris County Sheriff's Department","Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00915,OAG,5/16/12,Records regarding the filing of information and notices under 21 U.S.C. § 851,Provided publicly available information from the U.S. Attorneys Manual and advised that if requester needed further information that the Executive Office for United States Attorneys was the most appropriate entity to handle this request,,
FOIA-2012-00916,ODAG,5/16/12,Records regarding the filing of information and notices under 21 U.S.C. § 851,Provided publicly available information from the U.S. Attorneys Manual and advised that if requester needed further information that the Executive Office for United States Attorneys was the most appropriate entity to handle this request,,
FOIA-2012-00917,OASG,5/16/12,Records regarding the filing of information and notices under 21 U.S.C. § 851,Provided publicly available information from the U.S. Attorneys Manual and advised that if requester needed further information that the Executive Office for United States Attorneys was the most appropriate entity to handle this request,,
FOIA-2012-00576,PAO,5/16/12,Communications between an individual in the Office of Public Affairs and eighty-three individuals named in request,Request withdrawn for fee-related reasons,,
FOIA-2012-00597,OAG,5/16/12,Communications between the Department and Other Entities Concerning Various Issues Related to Holocaust Survivors,Duplicate Request,,
FOIA-2012-00598,OLA,5/16/12,Communications between the Department and Other Entities Concerning Various Issues Related to Holocaust Survivors,Duplicate Request,,
FOIA-2012-00828,OASG,5/16/12,"Information on the Department's convention spending from January 1, 2009 - Present","Other: Determined with requester that the Justice Management Division, DOJ, was the most appropriate entity for handling, and directed request and requester to that component for processing",,
FOIA-2012-00827,ODAG,5/16/12,"Information on the Department's convention spending from January 1, 2009 - Present","Other: Determined with requester that the Justice Management Division, DOJ, was the most appropriate entity for handling, and directed request and requester to that component for processing",,
FOIA-2012-00829,OLA,5/16/12,"Information on the Department's convention spending from January 1, 2009 - Present","Other: Determined with requester that the Justice Management Division, DOJ, was the most appropriate entity for handling, and directed request and requester to that component for processing",,
FOIA-2012-00830,OLP,5/16/12,"Information on the Department's convention spending from January 1, 2009 - Present","Other: Determined with requester that the Justice Management Division, DOJ, was the most appropriate entity for handling, and directed request and requester to that component for processing",,
FOIA-2012-00832,PAO,5/16/12,"Information on the Department's convention spending from January 1, 2009 - Present","Other: Determined with requester that the Justice Management Division, DOJ, was the most appropriate entity for handling, and directed request and requester to that component for processing",,
FOIA-2012-00833,OIP,5/16/12,"Information on the Department's convention spending from January 1, 2009 - Present","Other: Determined with requester that the Justice Management Division, DOJ, was the most appropriate entity for handling, and directed request and requester to that component for processing",,
FOIA-2012-00826,OAG,5/16/12,"Information on the Department's convention spending from January 1, 2009 - Present","Other: Determined with requester that the Justice Management Division, DOJ, was the most appropriate entity for handling, and directed request and requester to that component for processing",,
FOIA-2012-00869,OAG,5/16/12,"Records concerning the ""Tor Communication Network"" from January 1, 2011 to March 1, 2012",No Records,,
FOIA-2012-00870,ODAG,5/16/12,"Records concerning the ""Tor Communication Network"" from January 1, 2011 to March 1, 2012",No Records,,
FOIA-2012-00871,OASG,5/16/12,"Records concerning the ""Tor Communication Network"" from January 1, 2011 to March 1, 2012",No Records,,
FOIA-2012-00904,OIP,5/16/12,Instructions on how to receive information through the FOIA,Provided requester with DOJ FOIA Reference Guide,,
FOIA-2012-00769,OIP,5/17/12,"Requesting the amount of money that has been cut from the education system between 2000 and 2012, and the rationale for the cuts","Other: Determined that the Dep't of Education was the most appropriate entity for handling, and directed requester to that Dep't for processing",,
FOIA-2012-00776,OIP,5/17/12,"""Department of Justice, Drug Enforcement Administration, and Federal Bureau of Investigation information""",Provided DOJ Reference Guide to help requester refine request and direct request to appropriate components for records sought,,
FOIA-2012-00801,OIP,5/17/12,Verification of employment for a Federal Bureau of Prisons individual,"Other: Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00922,OIP,5/17/12,Records from the Drug Enforcement Administration,"Other: Determined that the DEA was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00911,OAG,5/17/12,Seeking legal assistance from the Office of the Attorney General,Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00858,OIP,5/17/12,Report issued by an official with the Office of Justice Programs regarding the Coalition of Pennsylvania Crime Victim Organizations (COPCVO),"Other: Determined that the Office of Justice Programs, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00906,OAG,5/18/12,Referral of records from FBI regarding file number 65-2029,Full Grant,,
FOIA-2012-00825,OIP,5/18/12,Records on environmental issues that were a part of a federal court case,"Other: Determined that the Environmental and Natural Resources Division, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing",,
FOIA-2012-00764,OIP,5/18/12,Asking why gas prices are so high,Provided DOJ Reference Guide to help requester refine request and informed requester that the FOIA is a records access statute and does not require agencies to answer questions,,
FOIA-2012-00810,OIP,5/18/12,Copies of court documents and law enforcement documents related to a federal inmate,"Other: Determined that the FBI and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling, and referred request and requester to those components for processing",,
FOIA-2012-00847,OLP,5/18/12,"Oaths of Office for U.S. District Court Judge Dean Whipple, and various other federal officials","Partial Grant/Partial Denial/Partial Referral: Determined that the Executive Office for United States Attorneys would be an appropriate entity for handling, and referred request and requester to that component for processing",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00887,OLP,5/18/12,Oaths of Office for U.S. District Court Judge Susan Bucklew and for two Assistant U.S. Attorneys,"Partial Grant/Partial Denial/Partial Referral: Determined that the Executive Office for United States Attorneys, DOJ, would be an appropriate entity for handling, and referred request and requester to that component for processing",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00937,OAG,5/21/12,Records related to or about Daily Caller reporter Matthew (Matt) Boyle,No Records,,
FOIA-2012-00938,ODAG,5/21/12,Records related to or about Daily Caller reporter Matthew (Matt) Boyle,No Records,,
FOIA-2012-00939,OASG,5/21/12,Records related to or about Daily Caller reporter Matthew (Matt) Boyle,No Records,,
FOIA-2012-00779,OIP,5/21/12,Records related to or about Daily Caller reporter Matthew (Matt) Boyle,No Records,,
FOIA-2012-00936,OIP,5/22/12,"Copies of Attachment B of the Department of Justice FOIA Reference Guide, and current Department of Justice FOIA and Privacy Act regulations",Full Grant,,
FOIA-2012-00835,OIP,5/22/12,"All records used in compiling the list of FOIA Cases, in which a decision was rendered in 2011, in Section II of the DOJ 2011 FOIA Litigation and Compliance Report.","No Records/Partial Other: Determined that the Civil Division, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2011-01205,OAG,5/23/12,"Records from June 8, 2009 to April 26, 2011 pertaining to the shooting of Trey Joyner",Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(C) ,"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2011-01206,ODAG,5/23/12,"Records from June 8, 2009 to April 26, 2011 pertaining to the shooting of Trey Joyner",Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(C) ,"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2011-01208,PAO,5/23/12,"Records from June 8, 2009 to April 26, 2011 pertaining to the shooting of Trey Joyner",Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(C) ,"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2011-01209,OIPL,5/23/12,"Records from June 8, 2009 to April 26, 2011 pertaining to the shooting of Trey Joyner",Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(C) ,"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party"
FOIA-2012-00785,ODAG,5/23/12,Records from the Criminal Division pertaining to requests for Mutual Legal Assistance (MLAT) issued by the Central Authority of Brazil,"Other: Determined that the Criminal Division and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling, and referred requester to those components for processing",,
FOIA-2012-00786,OASG,5/23/12,Records from the Criminal Division pertaining to requests for Mutual Legal Assistance (MLAT) issued by the Central Authority of Brazil,"Other: Determined that the Criminal Division and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling, and referred requester to those components for processing",,
FOIA-2012-00728,OAG,5/23/12,Records from the Criminal Division pertaining to requests for Mutual Legal Assistance (MLAT) issued by the Central Authority of Brazil,"Other: Determined that the Criminal Division and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling, and referred requester to those components for processing",,
FOIA-2012-00894,OLP,5/23/12,Oaths of Office for U.S. District Court Judge Lawrence J. O'Neill and three Assistant U.S. Attorneys,"Partial Grant/Partial Denial/Partial Referral: Determined that the Executive Office for United States Attorneys would be an appropriate entity for handling, and referred request and requester to that component for processing",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00890,OLP,5/23/12,Oath of Office and Appointment Affidavit for U.S. District Court Judge Frederick J. Kapala,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00888,OLP,5/23/12,Oath of Office for U.S. District Court Judge John D. Bates,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00783,ODAG,5/23/12,"Records related to allegations of voter discrimination in the U.S. territory of Guam, as well as records related to a federal lawsuit on this issue","No Records/Partial Other: Determined that the Civil Rights Division, DOJ, would be an appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00711,OAG,5/23/12,"Records related to allegations of voter discrimination in the U.S. territory of Guam, as well as records related to a federal lawsuit on this issue","No Records/Partial Other: Determined that the Civil Rights Division, DOJ, would be an appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00784,OASG,5/23/12,"Records related to allegations of voter discrimination in the U.S. territory of Guam, as well as records related to a federal lawsuit on this issue","No Records/Partial Other: Determined that the Civil Rights Division, DOJ, would be an appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-00884,OIP,5/24/12,Information regarding the certification guidelines of the prisoner grievance program for the New York State Department of Correctional Community Supervision,Duplicate Request,,
FOIA-2012-00834,OASG,5/24/12,Public Corruption in Harrisburg Pennsylvania,"All records referred to the Executive Office for United States Attorneys, DOJ, for processing and direct response to requester",,
FOIA-2011-00387,ODAG,5/25/12,"Records created on or after January 1, 2006 pertaining to certain surveillance capabilities of the Department of Justice","Partial Denial/Partial Referral: Documents referred to the Justice Management Division, DOJ, for processing and direct response to the requester",(b)(5); (b)(6); (b)(7)(C); (b)(7)(E),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions"
FOIA-2011-00606,OLP,5/25/12,"Records created on or after January 1, 2006 pertaining to certain surveillance capabilities of the Department of Justice",Full Denial,(b)(5); (b)(7)(E),"Certain inter- and intra-agency communications protected by legal privileges; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions"
FOIA-2011-00607,OAG,5/25/12,"Records created on or after January 1, 2006 pertaining to certain surveillance capabilities of the Department of Justice","Partial Denial/Partial Referral: Documents referred to the Justice Management Division, DOJ, for processing and direct response to the requester",(b)(5); (b)(6); (b)(7)(C); (b)(7)(E),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions"
FOIA-2011-00608,OLP,5/25/12,"Records created on or after January 1, 2006 pertaining to certain surveillance capabilities of the Department of Justice","Partial Denial/Partial Referral: Documents referred to the Justice Management Division, DOJ, for processing and direct response to the requester",(b)(5); (b)(6); (b)(7)(C); (b)(7)(E),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions"
FOIA-2011-00822,ODAG,5/25/12,"Records created on or after January 1, 2006 pertaining to certain surveillance capabilities of the Department of Justice",Full Denial,(b)(5); (b)(7)(E),"Certain inter- and intra-agency communications protected by legal privileges; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions"
FOIA-2011-01068,OLA,5/25/12,"Records created on or after January 1, 2006 pertaining to certain surveillance capabilities of the Department of Justice",Full Denial,(b)(5); (b)(7)(E),"Certain inter- and intra-agency communications protected by legal privileges; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions"
FOIA-2012-00664,OIP,5/25/12,"Request letter and correspondence between the Department and the requester, pertaining to the FOIA request submitted to this Office on February 1, 2008, as listed in the “10 Oldest Pending Perfected FOIA Requests” in the 2011 Annual FOIA Report",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00954,OIP,5/29/12,"Information on whether certain New York State penal law sections were certified as constitutional by the U.S. Supreme Court, and copies of bonds created by a New York state court","Other: Informed requester that the FOIA does not apply to Judicial Branch records, that it does not require research, and directed requester to the local branch of the New York State court system",,
FOIA-2011-00273,OAG,5/29/12,"""Records Relating to the Post-September 11, 2001 Transfer Policies and Practices of the United States""",Full Grant,,
FOIA-2012-00851,OIP,5/29/12,Copies of opinions in four Supreme Court cases and two Missouri cases,Partial Grant/Partial Other: Provided publicly available Supreme Court materials and that requester did not provide enough information to locate Missouri cases,,
