Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2013-03530,OIP,7/3/13,Correspondence between the Department of Justice and Charlie Savage,Request withdrawn for fee related reasons,,,
FOIA-2013-03531,OAG,7/3/13,"Copy of the  May 13, 2013 letter from Gary Pruitt of the Associated Press to the Office of the Attorney General",Request withdrawn for fee related reasons,,,
FOIA-2012-00236,OLP,7/5/13,Current ATF policy on re-importation of Military Small Arms,"Referral: Referred all located material to the ATF, Office of Legal Counsel, DOJ, and the Department of State for processing and direct response to the requester",,,
FOIA-2012-00035,OIP,7/8/13,"Contents of several administrative appeal files, excluding correspondence with the requester/appellant and any documents that were the subject of the FOIA request which was appealed. (No, requester previously asked for case notes in a different request.  Now he wanted all memos and other docs in the files, excluding the above.)",Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2013-02741,PAO,7/8/13,Records pertaining to third parties,No Records,,,
FOIA-2013-03503,OIP,7/8/13,Date ranges for information about the settlements of various pharmaceutical company violations,"Determined that the Executive Office for United States Attorneys and the Civil Division, DOJ, were the most appropriate entities for handling and referred requester to those components for processing",,,
FOIA-2013-03789,OLP,7/9/13,Copy of a public comment submitted in regard to the Prison Rape Elimination Act,Full Grant,,,
FOIA-2013-03857,OAG,7/9/13,"All records relating to an extreme weather emergency at a Federal Bureau of Investigation facility on or around September 8, 2011",No Records,,,
FOIA-2013-03858,ODAG,7/9/13,"All records relating to an extreme weather emergency at a Federal Bureau of Investigation facility on or around September 8, 2011",No Records,,,
FOIA-2013-03859,OASG,7/9/13,"All records relating to an extreme weather emergency at a Federal Bureau of Investigation facility on or around September 8, 2011",No Records,,,
FOIA-2013-02486,ODAG,7/10/13,Records pertaining to the Federal Bureau of Investigation's eGuardian Threat Tracking System.,Partial Grant/Partial Denial,(b)(5); (b)(6); (b)(7)(C) ,"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party ",
FOIA-2013-00892,OLA,7/11/13,Records pertaining to the Westboro Baptist Church and the Honoring America's Veterans and Caring for Camp Lejeune Families Act of 2012,No Records,,,
FOIA-2013-03708,OAG,7/11/13,Notifications received by the Attorney General from the United States Department of Agriculture (USDA) of any Animal Welfare Act violations concerning the health of an animal in serious danger.,"No Records: Also provided requester with link to website of the Animal and Plant Health Inspection Services', USDA, website for additional information",,,
FOIA-2013-02489,OAG,7/15/13,"Material related to Attorney General Eric Holder’s May 30, 2012 speech before the Conference of National Black Churches",No Records: Determined that the IRS was also an appropriate entity for handling and directed requester to contact that entity directly,,,
FOIA-2013-03719,OIP,7/15/13,Alien case files of third parties,Determined that the U.S. Citizenship and Immigration Service was the most appropriate entity for handling and directed requester to that office for processing,,,
FOIA-2013-03790,OAG,7/15/13,"Copy of the National Standards to Prevent, Detect and Respond to Prison Rape","Determined that the Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2011-00655,OAG,7/16/13,"Communications between the Department of Justice and Tim Kaine, as well as records pertaining to Jens Soering",Request Withdrawn by Requester,,,
FOIA-2013-02388,OAG,7/18/13,"All records of correspondence on or behalf of Michael J. Sullivan as a private citizen, or in his capacities as the Acting Director of the Bureau of Alcohol, Tobacco, and Firearms, and U.S. Attorney for the District of Massachusetts",Request Withdrawn by Requester,,,
FOIA-2013-02473,ODAG,7/18/13,"All records of correspondence on or behalf of Michael J. Sullivan as a private citizen, or in his capacities as the Acting Director of the Bureau of Alcohol, Tobacco, and Firearms, and U.S. Attorney for the District of Massachusetts",Request Withdrawn by Requester,,,
FOIA-2013-02474,OASG,7/18/13,"All records of correspondence on or behalf of Michael J. Sullivan as a private citizen, or in his capacities as the Acting Director of the Bureau of Alcohol, Tobacco, and Firearms, and U.S. Attorney for the District of Massachusetts",Request Withdrawn by Requester,,,
FOIA-2013-02690,OAG,7/18/13,"Records pertaining to Vito Genovese (deceased), Frank Costello (deceased), Giuseppe Profaci (deceased), Thomas Lucchese (deceased), and Francesco Paolo Coppola (deceased)","Full Grant: Also determined that the Criminal Division, DOJ, was an appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-03756,OAG,7/18/13,"Requested correspondence from or on behalf of Matthew Whitaker, including in his former capacity as United States Attorney from January 1, 2004 to June 3, 2013","Referral: Referred all located material to Executive Office for United States Attorneys, DOJ, for processing and direct response to the requester",,,
FOIA-2013-03757,ODAG,7/18/13,"Requested correspondence from or on behalf of Matthew Whitaker, including in his former capacity as United States Attorney from January 1, 2004 to June 3, 2013","Referral: Referred all located material to Executive Office for United States Attorneys, DOJ, for processing and direct response to the requester",,,
FOIA-2013-03758,OASG,7/18/13,"Requested correspondence from or on behalf of Matthew Whitaker, including in his former capacity as United States Attorney from January 1, 2004 to June 3, 2013","Referral: Referred all located material to Executive Office for United States Attorneys, DOJ, for processing and direct response to the requester",,,
FOIA-2013-03786,OIP,7/18/13,"Copy of a Presidential Order under the provisions of the Act of Congress of March 3, 1819, pertaining to the slave trade",Determined that the National Archives and Records Administration was the most appropriate entity for handling and referred requester to that entity for processing,,,
FOIA-2013-03791,OAG,7/18/13,Copy of the Report of the Attorney General's National Task Force on Children Exposed to Violence,Full Grant,,,
FOIA-2013-03870,OIP,7/18/13,Records pertaining to a state court case,Informed the requester that the FOIA does not apply to state or local records; Provided with contact information for the Attorney General of Maryland,,,
FOIA-2013-03871,OAG,7/18/13,"Records pertaining to “the names of Guantanamo Bay, Cuba, captives whose status has been designated by an Obama administration Task Force as ‘Continued Detention under the (Authorization for Use of Military Force)”",Determined that the Department of Defense was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-04030,OIP,7/18/13,Document entered into evidence during an unspecified trial and records concerning a private residence,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2011-01215,ODAG,7/19/13,"Records 1) listing the Department employees assigned to the Professional Review Unit (PMRU), 2) indicating the current operating budget for the PMRU, 3) listing disciplinary matters referred to the PMRU, and 4) listing disciplinary actions taken by the PMRU",Duplicate Request: Copy of request received is a duplicate of a request already in process at OIP from same requester,,,
FOIA-2012-00379,OIP,7/19/13,"Portion of the Administrative Appeal files AP-2012-00449, AP-2012-00450, AP-2012-00451, AP-2012-452, AP-2012-00453, and AP-2012-00454 limited to records discussing search slips and Exemption (7)(E)",Full Grant,,,
FOIA-2013-03289,PAO,7/19/13,"Various records concerning the Department’s seizure of the telephone records of Associated Press journalists.  Specifically, you are seeking (1) the Department of Justice guidelines on how to conduct leak investigations, (2) copies of complaints received",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-03915,OIP,7/19/13,Records pertaining to a third party,Determined that the DEA was an appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2012-00115,OLP,7/22/13,Hiring freeze and non-essential spending records,Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2012-00117,PAO,7/22/13,Hiring freeze and non-essential spending records,Partial Grant/Partial Denial,(b)(5); (b)(6),Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party,
FOIA-2013-03478,OLP,7/22/13,Copies of public comments submitted for ten specific proposed rules,"No Records; Provided requester with link to FOIA.gov to help refine request, as specific records could not be identified",,,
FOIA-2013-03788,OIP,7/22/13,Requesting that a copy of a lawsuit be sent to the Honorable Frederick J. Kapala and Honorable Thomas G. Bruton,"Informed requester that the FOIA is a records access statute and not applicable to this query; Also provided requester with a copy of the DOJ Reference Guide for information on making a FOIA request to the Department, and referred the requester to the Civil Division for information on matters in litigation",,,
FOIA-2013-03902,OIP,7/22/13,Records pertaining to a federal prisoner ,"Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-03957,OIP,7/22/13,"""ROI 20100103"" dated May 23, 2011",Provided requester with a link to the DOJ FOIA Reference Guide to help refine request as specific records sought could not be identified,,,
FOIA-2013-03989,OIP,7/22/13,Records pertaining to a third party,Determined that the FBI was the most appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2013-04048,OIP,7/22/13,"Exhibits introduced in court and Federal Bureau of Investigation ""302"" reports of interviews in connection with U.S. v. Pavel Lazarenko","Determined that the FBI and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred request and requester to those components for processing",,,
FOIA-2013-03981,OIP,7/23/13,Records related to an approval of an Affidavit in Lieu of Passport dated in 1941 from the US Consulate in Marseille,"Determined that U.S. Citizenship and Immigration Services, DHS, was the most appropriate entity for handling and referred requester to that entity for processing",,,
FOIA-2013-04034,ODAG,7/23/13,Records pertaining to medical marijuana and the Financial Crimes Enforcement Network,Material referred to OIP for processing by another agency resulted in a full grant,,,
FOIA-2013-04118,OIP,7/23/13,Copies of the Department of Justice Freedom of Information Act Reference Guide and a listing of Department components,Full Grant,,,
FOIA-2013-03828,OLP,7/24/13,Oaths of Office pertaining to Judges Janet C. Booth and William Edward Oliver,Informed requester that the FOIA does not apply to state or local records; suggested requester contact Jessamine County (KY) Court Clerk,,,
FOIA-2013-03925,OIP,7/24/13,National Firearm Registration information concerning several specified firearms,Determined that the ATF was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-03926,OIP,7/24/13,National Firearm Registration information concerning several specified firearms,Determined that the ATF was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-03927,OIP,7/24/13,National Firearm Registration information concerning several specified firearms,Determined that the ATF was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-03928,OIP,7/24/13,National Firearm Registration information concerning several specified firearms,Determined that the ATF was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-03929,OIP,7/24/13,National Firearm Registration information concerning several specified firearms,Determined that the ATF was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-02228,OASG,7/25/13,"Correspondence on or on behalf of Gabriel E. Gomez, as a private citizen, or on behalf of or as a representative of Advent International from January 1, 2004 to the present; Summit Partners from January 1, 2001 to June 1, 2004; and Bowles Hollowell Connor",No Records,,,
FOIA-2013-03213,OIP,7/25/13,"The complete and total amount of FOIA requests by agency, the complete and total amount of FOIA denials and partial denials by agency, the complete and total amount of FOIA request appeals by agency, and the complete and total amount of FOIA lawsuits filed",Full Grant,,,
FOIA-2013-04225,OIP,7/25/13,Records pertaining to a third party,Provided requester with link to DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals,,,
FOIA-2013-04027,OIP,7/26/13,The date of the judge's order sealing a portion of the records maintained by the Federal Bureau of Investigation,"Determined that the FBI and Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred request and requester to those components for processing",,,
FOIA-2013-04102,OIP,7/26/13,Records pertaining to an immigration issue,"Determined that the Executive Office for Immigration Review, DOJ, and the U.S. Citizenship and Immigration Services, DHS, were the most appropriate entities for handling and referred requester to those entities for processing",,,
FOIA-2013-03889,OIP,7/29/13,"Records from the Bloomington, Indiana Police Department for any and all information related to the missing person case of Lauren Spierer",Informed requester that the FOIA does not apply to state or local records; Directed requester to contact the Bloomington City Police Department,,,
FOIA-2013-03920,OIP,7/29/13,A copy of the National Motor Vehicle Title Information System,"Determined that the Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-03949,OIP,7/29/13,Department of Justice instructions for making submissions to the Foreign Intelligence Surveillance Court,"Determined that the National Security Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03993,OIP,7/29/13,Documentation related to grand jury investigation into a third party,"Provided requester with link to DOJ FOIA Reference Guide, and information on requesting records on individuals  to assist requester in identifying DOJ components that typically maintain records on individuals",,,
FOIA-2013-04033,OAG,7/29/13,Records regarding the scope of employment of federal law enforcement officials,"Determined that the Civil Division and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred requester to those components for processing",,,
FOIA-2013-04092,OIP,7/29/13,List of all Department FOIA forms available for the Office of the Attorney General,Interpreted request to be for information on the FOIA; Provided requester with a paper copy of the DOJ FOIA Reference Guide,,,
FOIA-2013-04181,OIP,7/29/13,"Requests the names and addresses for the Queen and Prime Minister of Great Britain, as well as information pertaining to a residence in Bronx, New York","Informed requester that FOIA does not pertain to foreign governments or local and state entities. As a matter of discretion, provided requester with contact information for Bronx City Register Office",,,
FOIA-2013-04192,OIP,7/29/13,"Requested information concerning standards for prisons, jails and pretrial detainee rights","Determined that Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04246,OIP,7/29/13,"Contents of the Civil Rights Division’s Section 5 file on redistricting in East Feliciana Parish; Amite County, Mississippi; and Beaumont, Texas as related to certain letters available at the Civil Rights Division’s website","Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04247,OIP,7/29/13,"Contents of the Civil Rights Division’s Section 5 file on redistricting in East Feliciana Parish; Amite County, Mississippi; and Beaumont, Texas as related to certain letters available at the Civil Rights Division’s website","Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04248,OIP,7/29/13,"Contents of the Civil Rights Division’s Section 5 file on redistricting in East Feliciana Parish; Amite County, Mississippi; and Beaumont, Texas as related to certain letters available at the Civil Rights Division’s website","Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03942,OIP,7/30/13,"Share Purchase and Share Subscription Agreement entered into between Daiichi Sankyo Company, Limited and Ranbaxy  Laboratories Limited and certain controlling shareholders  of Ranbaxy, dated on or about June 11, 2008.",Informed requester that the FOIA is a records access statute and not applicable to this query,,,
FOIA-2013-03954,OIP,7/30/13,Correspondence maintained by the Arkansas Department of Human Services filed in response to Equal Employment Opportunity Commission charges,Determined that the Equal Employment Opportunity Commission was the most appropriate entity for handling and referred requester to that entity for processing,,,
FOIA-2013-03968,OIP,7/30/13,"Records regarding third parties held by the FBI, ATF, or Criminal Division","Determined that the FBI, ATF, and the Criminal Division, DOJ, were the most appropriate entities for handling and referred requester to those components for processing",,,
FOIA-2013-04167,OIP,7/30/13,Records related to the creation of an e-mail account concerning information on George Zimmerman,"Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-04252,OIP,7/30/13,Copy of court reporting services contract for the United States Attorney's Office for the District of New Hampshire,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2012-00875,OAG,7/31/13,"Correspondence between the Department of Justice and Governor Mitch Daniel's Office from January 10, 2005 to the present and Governor Bob McDonnell's Office from January 16, 2010  to the present",Full Grant,,,
FOIA-2013-03872,OAG,7/31/13,Evidence pertaining to a case,Material referred to OIP for processing by another component resulted in full grant,,,
FOIA-2013-03875,OIP,7/31/13,"Policies concerning the use of devices that provide the International Mobile Subscriber Identification (“ISMI”) of telephony, as well as correspondence from the Department of Justice referencing the “Wireless Intercept and Tracking Team”","Determined that the FBI, Executive Office for United States Attorneys, Criminal Division, and the Federal Bureau of Prisons, DOJ, were the most appropriate entities for handling and referred request and requester to those components for processing",,,
FOIA-2013-03884,OIP,7/31/13,Records pertaining to your court case,Provided requester with a copy of the DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals,,,
FOIA-2013-03885,OIP,7/31/13,Records pertaining to your court case,Provided requester with a copy of the DOJ FOIA Reference Guide and information on requesting records on individuals to assist requester in identifying DOJ components that typically maintain records on individuals,,,
FOIA-2013-03901,OIP,7/31/13,"Copies of crime reports submitted to the Department of Justice from January 2009 to the present where classified information was leaked by members of the news media, as well as a blank copy of the crime reports form","Determined that the FBI and National Security Division, DOJ, were the most appropriate entities for handling and referred request and requester to those components for processing",,,
FOIA-2013-03903,OIP,7/31/13,Information provided to the Federal Bureau of Investigation (FBI) by an informant,Determined that the FBI was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-03913,OIP,7/31/13,All documents pertaining to the decision to appeal to the US Court of Appeals for the District of Columbia Circuit a ruling by a U.S. district court judge directing the release of Guantanamo detainee Adnan Farhan Abdul Latif,"Determined that the Civil Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03914,OIP,7/31/13,Records that show which Department of Justice official(s) authorized an exemption to allow FBI and ATF agents to knowingly violate federal firearms laws as part of Operation Fast and Furious,Determined that the FBI and ATF were the most appropriate entities for handling and referred request and requester to those components for processing,,,
FOIA-2013-03935,OIP,7/31/13,Documents submitted to the Office of Professional Responsibility by the United States Attorney’s Office for the Southern District of California concerning the admission to or change in status filed by Assistant United States Attorney Jaime D. Parks with the state bars for California and Virginia,"Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,,
FOIA-2013-03950,OIP,7/31/13,Various budget and related records of the United States Parole Commission,"Determined that the Justice Management Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03951,OIP,7/31/13,"Records regarding policies relating to Reductions in Force, at the United States Parole Commission (USPC) or the Department of Justice in general, and documents pertaining to the creation of certain positions at the USPC","Determined that the Justice Management Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03975,OIP,7/31/13,"Letters dated December 18, 1979 and April 30, 1982 from former Assistant Attorneys General for the Criminal Division","Determined that the Criminal Division, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-03976,OIP,7/31/13,A copy of the Department of Justice ruling described in Section 23 of Senate Report No. 86-730 (1959),Provided requester with DOJ FOIA Reference Guide to assist requester in identifying the most likely component who would maintain records sought,,,
FOIA-2013-03977,OIP,7/31/13,Records concerning the Department of Justice investigation into Steven Cohen of SAC Capital Advisors and the decision not to bring criminal charges against him that aren't covered by Rule 6(e) of the Federal Rules of Criminal Procedure.,"Determined that the FBI and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred request and requester to those components for processing",,,
FOIA-2013-04047,OIP,7/31/13,Federal Bureau of Investigation (FBI) IC3 reports of cyber harassment and all related records that concern criminal activity,Determined that the FBI was the most appropriate entity for handling and referred requester to that component for processing,,,
FOIA-2013-04187,OIP,7/31/13,Concerning a complaint against a third party,"Provided requester with a link to the DOJ FOIA Reference Guide to help refine request, as specific records being sought could not be identified ",,,
FOIA-2013-04299,OIP,7/31/13,"Records pertaining to ""microbot deployment into human beings for surveillance purposes.""","Provided requester with a link to the DOJ FOIA Reference Guide to help refine request, as specific records being sought could not be identified ",,,
FOIA-2013-04304,OIP,7/31/13,"Questions regarding the United States government's interest in, findings on, or investigations into Intuitive, Inc.",Informed requester that the FOIA is a records access statute and not applicable to this query; Provided requester to link of FOIA.gov,,,
FOIA-2013-04309,OIP,7/31/13,"requested Department of Defense ""Judicial Hearing Transcripts""",Determined that the Department of Defense was the most appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-04329,OIP,7/31/13,Records held by the Federal Bureau of Prisons and Office of the Inspector General regarding a certain inmate,"Determined that the Federal Bureau of Prisons, and the Office of the Inspector General, DOJ, were the most appropriate entities for handling and referred requester to those components for processing",,,
