SERO Dealer,Permit,Dealer,Address,City,State,Zipcode,Effective Date,Expiration Date
2127,GSAD,JOSEPH HOLT MORTON II,16498 TORTUGA ST,BOKEELIA,FL,33922-1607,11/01/2016,10/31/2017
2444,GSAD,LEWIS STEPHEN POPPELL,14190 ROBERT RD,BOKEELIA,FL,33922-2110,12/01/2016,11/30/2017
2735,GSAD,ERIC GONZALO FRAGA,3632 SE 1ST ST,BOYNTON BEACH,FL,33435-8611,01/03/2017,11/30/2017
2734,GSAD,BATEMAN CONSULTING INC,504 LITHIA WAY,BRANDON,FL,33511-5312,10/21/2015,02/28/2017
2505,GSAD,Z FRESH FISH INC,2117 SW 20TH AVE,CAPE CORAL,FL,33991-3514,07/05/2016,06/30/2017
344,GSAD,ROCHELE INC,1001 BELLEAIR RD,CLEARWATER,FL,33756-7131,11/05/2015,04/30/2017
242,GSAD,FRENCHYS SEAFOOD INC,419 E SHORE DR,CLEARWATER,FL,33767-2028,06/01/2016,05/31/2017
146,GSAD,SEAFOOD ATLANTIC INC,4065 TANGELO AVE,COCOA,FL,32926-2839,04/13/2016,03/31/2017
275,GSAD,A P BELL FISH CO INC,PO BOX 276,CORTEZ,FL,34215-0276,04/01/2016,03/31/2017
2248,GSAD,CORTEZ BAIT & SEAFOOD INC,PO BOX 579,CORTEZ,FL,34215-0579,10/26/2016,09/30/2017
2788,GSAD,THE SEAFOOD SHACK LLC,4110 127TH ST W,CORTEZ,FL,34215-2502,08/02/2016,10/31/2017
639,GSAD,CAPE CANAVERAL SHRIMP COMPANY INC,PO BOX 269,CPE CANAVERAL,FL,32920-0269,02/01/2017,01/31/2018
1152,GSAD,SUNRISE BOAT MARINA INC,505 GLEN CHEEK DR,CPE CANAVERAL,FL,32920-4501,11/01/2016,10/31/2017
1987,GSAD,D & M SEAFOOD LLC,PO BOX 1600,CROSS CITY,FL,32628-1600,04/01/2016,03/31/2017
206,GSAD,CHARLIES FISH HOUSE INC,224 NW US HIGHWAY 19,CRYSTAL RIVER,FL,34428-3933,09/01/2016,08/31/2017
2690,GSAD,THE CRAB PLANT LLC,201 NW 5TH ST,CRYSTAL RIVER,FL,34428-4007,12/01/2016,11/30/2017
2548,GSAD,LOUGHRIDGE BROTHERS SEAFOOD CO INC,10449 N DAWNFLOWER PT,CRYSTAL RIVER,FL,34428-9129,10/01/2016,09/30/2017
205,GSAD,GILL MARINE CORPORATION,12645 W FORT ISLAND TRL,CRYSTAL RIVER,FL,34429-5290,10/01/2016,09/30/2017
2650,GSAD,LOW KEY FISHERIES LLC,22500 OVERSEAS HWY,CUDJOE KEY,FL,33042-4257,01/26/2017,12/31/2017
2576,GSAD,BLUE OCEAN SEAFOOD INC,10780 SW 190TH ST,CUTLER BAY,FL,33157-7618,10/24/2016,08/31/2017
2816,GSAD,TWO JERKS SEAFOOD LLC,122 SPRINGWOOD DR,DAYTONA BEACH,FL,32119-1402,09/01/2016,03/31/2017
1407,GSAD,SOUTH FLORIDA SEAFOOD INC,131 W HILLSBORO BLVD,DEERFIELD BCH,FL,33441-3431,10/01/2016,09/30/2017
2838,GSAD,GULFSTREAM SEAFOOD PRODUCTS LLC,118 SW 3RD ST,DELRAY BEACH,FL,33444-3513,01/11/2017,11/30/2017
2708,GSAD,CAPTAIN CLAY AND SONS SEAFOOD MARKET,308 NE 4TH ST,DELRAY BEACH,FL,33444-3831,10/26/2016,09/30/2017
1273,GSAD,SEXTONS SEAFOOD INC,PO BOX 1683,DESTIN,FL,32540-1683,08/01/2016,07/31/2017
313,GSAD,ARIEL SEAFOODS OF FLORIDA INC,PO BOX 5401,DESTIN,FL,32540-5401,05/01/2016,04/30/2017
95,GSAD,HARBOR DOCKS INC,538 HWY 98 E,DESTIN,FL,32541-2328,07/08/2016,06/30/2017
1206,GSAD,WILLIAM EARL TUCKER III,835 VIRGINIA ST,DUNEDIN,FL,34698-6744,08/01/2016,07/31/2017
2831,GSAD,JAGUAR FISHING LL,PO BOX 168,EASTPOINT,FL,32328-0168,12/07/2016,08/31/2017
1071,GSAD,BARBERS SEAFOOD INC,PO BOX 421,EASTPOINT,FL,32328-0421,11/01/2016,10/31/2017
2507,GSAD,BLANCHE LAURA HUFFMAN,4233 US HIGHWAY 1,EDGEWATER,FL,32141-7344,07/21/2016,06/30/2017
2452,GSAD,KELLY FISH AND SEAFOOD COMPANY INC,20750 SIX LS FARM RD,ESTERO,FL,33928-9601,07/01/2016,06/30/2017
2803,GSAD,COMMERCIAL MARINE LLC,95180 SPRING TIDE LN,FERNANDINA,FL,32034-5462,07/22/2016,07/31/2017
595,GSAD,FERNANDINA SEAFOOD CO,312 N FRONT ST,FERNANDINA,FL,32035-1257,03/01/2016,02/28/2017
2587,GSAD,M & S SEAFOOD INC,1344 WALDEN DR,FORT MYERS,FL,33901-8836,06/01/2016,05/31/2017
2677,GSAD,SEAFOOD OF SOUTH FLORIDA LLC,PO BOX 640,FORT MYERS,FL,33902-0640,05/03/2016,04/30/2017
2537,GSAD,SOUTH FLORIDA SEAFOOD DISTRIBUTION LLC,PO BOX 640,FORT MYERS,FL,33902-0640,05/03/2016,08/31/2017
1931,GSAD,BLUE STAR SEAFOOD INC,6341 METRO PLANTATION RD,FORT MYERS,FL,33966-1289,09/01/2016,08/31/2017
39,GSAD,INLET FISHERIES INC,PO BOX 3604,FORT PIERCE,FL,34948-3604,11/01/2016,10/31/2017
1103,GSAD,PELICAN SEAFOOD CO INC,735 N US 1,FORT PIERCE,FL,34950-9125,04/01/2016,04/30/2017
2123,GSAD,Q PLUS FOOD LLC,PO BOX 24415,FT LAUDERDALE,FL,33307-4415,05/11/2016,04/30/2017
1091,GSAD,THE FISH PEDDLER EAST INC,2805 E COMMERCIAL BLVD,FT LAUDERDALE,FL,33308-4205,05/13/2016,04/30/2017
2774,GSAD,CAPTAIN MIDNIGHT SEAFOOD LLC,4501 SW 44TH AVE,FT LAUDERDALE,FL,33314-4738,04/19/2016,08/31/2017
186,GSAD,TWO BILLS SEAFOOD INC,4501 SW 44TH AVE,FT LAUDERDALE,FL,33314-4738,05/01/2016,04/30/2017
1918,GSAD,GOIN OFF ENTERPRISES INC,800 SW 12TH CT,FT LAUDERDALE,FL,33315-1445,02/01/2017,01/31/2018
2596,GSAD,FINSTER MURPHYS INC,1497 SE 17TH ST,FT LAUDERDALE,FL,33316-1709,04/02/2016,03/31/2017
1066,GSAD,THE FISHMONGER OF FORT MYERS BEACH INC,19030 SAN CARLOS BLVD,FT MYERS BCH,FL,33931-2219,04/01/2016,03/31/2017
1517,GSAD,UNCLE MILTS SEAFOOD INC,19030 SAN CARLOS BLVD,FT MYERS BCH,FL,33931-2219,04/01/2016,03/31/2017
2609,GSAD,TRICO SHRIMP CO INC,PO BOX 6189,FT MYERS BCH,FL,33932-6189,01/01/2017,12/31/2017
508,GSAD,GETA CORPORATION,51 MIRACLE STRIP PKWY SE,FT WALTON BCH,FL,32548-5849,01/01/2017,12/31/2017
1171,GSAD,NORTHWEST SEAFOOD INC,4110 NW 16TH BLVD,GAINESVILLE,FL,32605-3506,09/01/2016,08/31/2017
1384,GSAD,KIRK FISH COMPANY,PO BOX 92,GOODLAND,FL,34140-0092,09/01/2016,08/31/2017
1413,GSAD,MARIAS FRESH SEAFOOD MARKET LLC,PO BOX 1373,GULF BREEZE,FL,32562-1373,02/01/2017,12/31/2017
244,GSAD,GULF FRESH SEAFOOD INC,4921 9TH AVE S,GULFPORT,FL,33707-2618,06/01/2016,05/31/2017
2062,GSAD,TRADER BAY SEAFOOD COMPANY LLC,4006 SHOAL LINE BLVD,HERNANDO BCH,FL,34607-3359,04/21/2016,03/31/2017
2832,GSAD,COSMO FISH INC,124 W 24TH ST,HIALEAH,FL,33010-2216,12/20/2016,08/31/2017
2658,GSAD,PIRO BAIT-TACKLE MARINE SUPPLY INC,5370 PALM AVE,HIALEAH,FL,33012-2766,02/04/2017,08/31/2017
2608,GSAD,FLASH CATERING LLC,9126 SE BRIDGE RD,HOBE SOUND,FL,33455-4417,08/22/2016,07/31/2017
2748,GSAD,BILLYS STONE CRAB INC,400 N OCEAN DR,HOLLYWOOD,FL,33019-1412,01/03/2017,12/31/2017
368,GSAD,JARVICO INC,2046 MCKINLEY ST,HOLLYWOOD,FL,33020-3165,06/01/2016,05/31/2017
1291,GSAD,DELAWARE CHICKEN FARM INC,4191A N STATE ROAD 7,HOLLYWOOD,FL,33021-1510,03/01/2016,02/28/2017
1705,GSAD,MOLESTER SPORTFISHING & YACHTING LLC,3917 GARFIELD ST,HOLLYWOOD,FL,33021-6003,09/01/2016,08/31/2017
2496,GSAD,CHRISTOPHER FRANK GALATI,628 HAMPSHIRE LN,HOLMES BEACH,FL,34217-1224,01/26/2017,11/30/2017
2356,GSAD,SEAS THE DAY AMI INC,540 KEY ROYALE DR,HOLMES BEACH,FL,34217-1226,05/11/2016,04/30/2017
2568,GSAD,A-OK FISH MARKET,227 S KROME AVE,HOMESTEAD,FL,33030-7212,10/01/2016,09/30/2017
2830,GSAD,EMPIRE FISH MARKET INC,15150 SW 306TH ST,HOMESTEAD,FL,33033,11/18/2016,06/30/2017
2588,GSAD,AIFA SEAFOOD INC,155 SE 36TH AVE,HOMESTEAD,FL,33033-5949,08/29/2016,03/31/2017
1963,GSAD,SHELLYS SEAFOOD INC,2220 S BASCOMBE AVE,HOMOSASSA,FL,34448-2260,03/05/2016,02/28/2017
2731,GSAD,GET HOOKED IN HUDSON INC,14333 CRABTRAP CT,HUDSON,FL,34667-1111,12/22/2016,11/30/2017
2129,GSAD,MARTHALEE SMITH BENEDUCI,14138 KULIG CT,HUDSON,FL,34667-1152,02/01/2017,01/31/2018
422,GSAD,WHITNEY AND SON SEAFOODS INC,13326 US HIGHWAY 19,HUDSON,FL,34667-1658,11/01/2016,10/31/2017
2834,GSAD,FLORIDA STONE CRABS AND SEAFOOD LLC,313 6TH AVE,INDIAN ROCKS BEACH,FL,33785,12/23/2016,05/31/2018
1336,GSAD,DONALD CATE INC,18395 GULF BLVD STE 204,INDIAN SHORES,FL,33785-2001,02/01/2017,01/31/2018
2610,GSAD,ISLAMORADA AQUARIUM INC,PO BOX 1422,ISLAMORADA,FL,33036-1422,08/03/2016,06/30/2017
611,GSAD,NICHOLS SEAFOOD SUPPLIERS INC,146 VENETIAN DR,ISLAMORADA,FL,33036-4208,10/17/2016,09/30/2017
1675,GSAD,BEACON FISHERIES INC,2500 MONUMENT RD,JACKSONVILLE,FL,32225-2529,11/01/2016,10/31/2017
1150,GSAD,MISS MARILYN LOUISE INC,4061 STARRATT RD,JACKSONVILLE,FL,32226-1331,02/01/2017,01/31/2018
491,GSAD,BACALAO BROTHERS INC,1419 NE JENSEN BEACH BLVD,JENSEN BEACH,FL,34957-7225,06/01/2016,05/31/2017
2711,GSAD,TIMOTHY BRIAN MATESI,800 NORTHVIEW DR,JUPITER,FL,33458-4232,12/27/2016,11/30/2017
2301,GSAD,PINDERS SEAFOOD AND MARKETPLACE INC,1665 N OLD DIXIE HWY,JUPITER,FL,33469-3240,02/01/2016,02/28/2017
2485,GSAD,MWGM INC,103 SOUTH US 1,JUPITER,FL,33477,08/01/2016,07/31/2017
1445,GSAD,SCHOONERS MARKET INC,1001 N A1A,JUPITER,FL,33477-4441,03/01/2016,02/28/2017
2173,GSAD,GUANABANAS RESTAURANT INC,960 N HIGHWAY A1A,JUPITER,FL,33477-4599,01/01/2017,12/31/2017
400,GSAD,KEY LARGO FISHERIES INC,PO BOX 273,KEY LARGO,FL,33037,12/01/2016,11/30/2017
2697,GSAD,SCHOONER SEAFOODS MGT INC,102401 OVERSEAS HWY,KEY LARGO,FL,33037-4613,09/01/2016,08/31/2017
2231,GSAD,INZANE SEAFOOD CO,3101 N ROOSEVELT BLVD,KEY WEST,FL,33040-4118,12/23/2016,11/30/2017
2639,GSAD,THE CONCH SHACK LLC,5110 OVERSEAS HWY,KEY WEST,FL,33040-4324,02/01/2017,01/31/2018
2282,GSAD,K M TOMITA INC,5230 US HIGHWAY 1,KEY WEST,FL,33040-4326,04/21/2016,02/28/2017
2828,GSAD,FISH DANCE INC,1422 PATRICIA ST,KEY WEST,FL,33040-5033,11/10/2016,09/30/2017
2375,GSAD,FLAT CALM SEAFOOD LLC,14 SAPPHIRE DR,KEY WEST,FL,33040-5642,08/01/2016,07/31/2017
2487,GSAD,S & S FISH COMPANY INC,34H MIRIAM ST,KEY WEST,FL,33040-5754,11/01/2016,10/31/2017
2410,GSAD,SILCO FISHERIES INC,6639 MALONEY AVE,KEY WEST,FL,33040-6006,01/01/2017,12/31/2017
122,GSAD,STOCK ISLAND LOBSTER CO,6639 MALONEY AVE,KEY WEST,FL,33040-6006,11/01/2016,10/31/2017
1371,GSAD,FLORIDA STRAITS CONCH COMPANY,631 GREENE ST,KEY WEST,FL,33040-6624,01/01/2017,12/31/2017
2431,GSAD,MORO MANAGEMENT INC,231 MARGARET ST,KEY WEST,FL,33040-6639,12/01/2016,11/30/2017
1995,GSAD,ROBERT BRUCE ELKINS,7 HIGGS LN,KEY WEST,FL,33040-6808,10/01/2016,09/30/2017
2790,GSAD,THIRSTY MERMAID LLC,521 FLEMING ST,KEY WEST,FL,33040-6824,06/23/2016,02/28/2017
2341,GSAD,930 EATON STREET VENTURE LLC,801 EATON ST,KEY WEST,FL,33040-6920,09/01/2016,08/31/2017
1114,GSAD,FISHBUSTERZ LLC,PO BOX 169,KEY WEST,FL,33041-0169,05/01/2016,04/30/2017
2572,GSAD,LIGHTHOUSE SEAFOOD INC,101 N COUNTRY CLUB RD,LAKE MARY,FL,32746-3247,02/01/2017,04/30/2018
2807,GSAD,LARRY DEAN TIPPEL,3521 WILLIAM ST,LAKE PARK,FL,33403-1631,08/01/2016,08/31/2017
1639,GSAD,DAY BOAT SEAFOOD LLC,1335 OLD DIXIE HWY,LAKE PARK,FL,33403-1966,12/01/2016,11/30/2017
2281,GSAD,WILD SEAFOOD CO LLC,12124 LILLIAN AVE,LARGO,FL,33778-3505,11/01/2016,10/31/2017
1635,GSAD,P T FISH INC,7794 NW 44TH ST,LAUDERHILL,FL,33351-6204,09/07/2016,05/31/2017
1895,GSAD,FISHBUSTERZ MADEIRA BEACH LLC,13625 GULF BLVD,MADEIRA BEACH,FL,33708-2519,04/26/2016,03/31/2017
959,GSAD,FISHERMENS ICE & BAIT INC,PO BOX 8127,MADEIRA BEACH,FL,33738-8127,12/01/2016,11/30/2017
2079,GSAD,ELITE SKY INTERNATIONAL INC,1100 OVERSEAS HWY,MARATHON,FL,33050-2014,02/01/2017,01/31/2018
2519,GSAD,GULFPRIDE SEAFOOD INC,1264 OCEANVIEW AVE,MARATHON,FL,33050-2115,05/01/2016,04/30/2017
683,GSAD,THE LOBSTER CONNECTION CORP,1280 OCEANVIEW AVE,MARATHON,FL,33050-2115,09/01/2016,08/31/2017
398,GSAD,KEYS FISHERIES INC,3390 GULFVIEW AVE,MARATHON,FL,33050-2311,12/14/2015,04/30/2017
2585,GSAD,DANIELS FISHERIES INC,110 SAGUARO LN,MARATHON,FL,33050-2429,04/01/2016,03/31/2017
2630,GSAD,LALAAS FISHING CO,251 51ST STREET OCEAN,MARATHON,FL,33050-2659,02/01/2017,01/31/2018
2660,GSAD,GOLDEN DRAGON SEAFOOD INC,5409 OVERSEAS HWY,MARATHON,FL,33050-2710,05/01/2016,04/30/2017
2575,GSAD,ISLAND SKIPPER FISHING INC,7987 SHARK DR,MARATHON,FL,33050-2839,01/03/2017,12/31/2017
1050,GSAD,DYNASTY MARINE ASSOCIATES INC,10602 7TH AVENUE GULF,MARATHON,FL,33050-3035,04/01/2016,03/31/2017
2434,GSAD,GRASSY KEY DAIRY BAR INC,58316 OVERSEAS HWY,MARATHON,FL,33050-6026,10/01/2016,09/30/2017
2665,GSAD,CAPTAINS THREE BAIT & FISHERIES INC,PO BOX 522792,MARATHON SHRS,FL,33052-2792,05/01/2016,04/30/2017
1852,GSAD,LEE BE FISH INC,350 ROYAL PALM DR,MARCO ISLAND,FL,34145-2017,09/01/2016,08/31/2017
22,GSAD,FLORIBBEAN WHOLESALE INC,5151 NW 17TH ST,MARGATE,FL,33063-3781,12/01/2016,11/30/2017
2193,GSAD,BARNHILL FISHERIES INC,PO BOX 418,MATLACHA,FL,33993-0418,05/05/2016,04/30/2017
2535,GSAD,WHITE BOOT SEAFOOD COMPANY,4330 PINE ISLAND RD NW,MATLACHA,FL,33993-9726,04/01/2016,03/31/2017
2152,GSAD,SUPER FISH SEAFOOD CORP,7101 NW 77TH TER,MEDLEY,FL,33166-2543,11/29/2016,08/31/2017
2654,GSAD,OCEAN DRAGON SEAFOOD INC,6901 NW 77TH TER,MEDLEY,FL,33166-2548,11/02/2016,08/31/2017
2669,GSAD,JUNIORS BAIT AND SEAFOOD INC,1500 MAPLE AVE,MELBOURNE,FL,32935-5998,05/03/2016,02/28/2017
2727,GSAD,MOON AND SONS ENTERPRISES,1270 N WICKHAM RD,MELBOURNE,FL,32935-8923,10/18/2016,12/31/2017
2795,GSAD,MAHOGANY CORPORATION,8230 S HIGHWAY A1A,MELBOURNE BCH,FL,32951-3917,06/11/2016,09/30/2017
2438,GSAD,LONGPOINT BAIT & TACKLE OF MELBOURNE BEACH LLC,100 LONG POINT RD,MELBOURNE BCH,FL,32951-4113,10/17/2016,08/31/2017
1743,GSAD,SHELL SHACK,3800 HIGHWAY 98,MEXICO BEACH,FL,32456-7165,04/28/2016,03/31/2017
2827,GSAD,VALERO DURAN CORPORATION,7685 NW 12TH ST,MIAMI,FL,33126-1916,10/24/2016,10/31/2017
654,GSAD,CASABLANCA FISH MARKET,404 NW NORTH RIVER DR,MIAMI,FL,33128-1628,06/01/2016,05/31/2017
2500,GSAD,CATCH EM UP FISHERIES AND SEAFOOD INC,707 SW 28TH RD,MIAMI,FL,33129-2525,02/01/2017,01/31/2018
1956,GSAD,D AND D SEAFOOD CORPORATION,2771 NW 24TH ST,MIAMI,FL,33142-7005,09/01/2016,08/31/2017
1349,GSAD,JC SEAFOOD INC,2900 NW 75 ST,MIAMI,FL,33147,12/05/2016,11/30/2017
2824,GSAD,KEYS AND ASSOCIATED CORP,15901 SW 103RD CT,MIAMI,FL,33157-1561,10/05/2016,07/31/2017
2577,GSAD,L.E.Y. AND ASSOCIATED CORP,15901 SW 103RD CT,MIAMI,FL,33157-1561,04/04/2016,03/31/2017
2571,GSAD,CASABLANCA FISHERIES IMP & DIST LLC,PO BOX 669010,MIAMI,FL,33166-9426,07/01/2016,06/30/2017
2369,GSAD,SABLE SEAFOOD LLC,9875 SW 84TH ST,MIAMI,FL,33173-4048,06/01/2016,05/31/2017
2573,GSAD,JOSE ANGEL MARTINEZ,1423 SW 92ND PL,MIAMI,FL,33174-3147,03/01/2016,02/28/2017
1135,GSAD,COD AND CAPERS SEAFOOD,1201 US HIGHWAY 1,N PALM BEACH,FL,33408-3550,01/01/2017,12/31/2017
2657,GSAD,TIMOTHY BRYAN DILLINGHAM,1566 BLUE POINT AVE,NAPLES,FL,34102-0558,10/21/2016,09/30/2017
233,GSAD,COMBS FISH COMPANY INC,1302 5TH AVE S,NAPLES,FL,34102-3434,08/01/2016,07/31/2017
2778,GSAD,NAPLES FISH MARKET INC,4430 16TH AVE NE,NAPLES,FL,34120-8992,04/19/2016,05/31/2017
2844,GSAD,PADDLEBOARD OF NEW SMYRNA BEACH LLC,801 E 15TH AVE,NEW SMYRNA,FL,32169-3403,01/31/2017,07/31/2018
2499,GSAD,NEW SMYRNA OUTRIGGERS LLC,300 BOAT YARD ST,NEW SMYRNA,FL,32169-5209,02/07/2017,05/31/2017
2533,GSAD,SHORELINE NSB LLC,840 17TH STREET,NEW SMYRNA,FL,32169-5212,11/01/2016,10/31/2017
2308,GSAD,GOLD COAST LOBSTER CO INC,1673 NE 36TH ST,OAKLAND PARK,FL,33334-5387,04/21/2016,03/31/2017
2626,GSAD,FISHMANS SEAFOOD LLC,3201 E COLONIAL DR,ORLANDO,FL,32803-5140,08/04/2016,07/31/2017
2205,GSAD,BAR HARBOR LOBSTER CO INC,2000 PREMIER ROW,ORLANDO,FL,32809-6208,08/01/2016,07/31/2017
1042,GSAD,HULLS SEAFOOD MARKETS INC,111 WEST GRANADA BLVD,ORMOND BEACH,FL,32174,09/01/2016,07/31/2017
1940,GSAD,NUMBER 1 FISHERMAN INC,307 CLONTS ST,OVIEDO,FL,32765-7199,08/01/2016,07/31/2017
2287,GSAD,CAPN BLACKS BAIT AND SEAFOOD,4888 OLD GUERNSEY RD,PACE,FL,32571,03/01/2016,02/28/2017
2663,GSAD,ITS ALL GOOD FISHING LLC,8478 DAMASCUS DR,PALM BCH GDNS,FL,33418-6012,05/10/2016,02/28/2017
1513,GSAD,TRIGGER SEAFOOD CORP,7375 SW 142ND TER,PALMETTO BAY,FL,33158-1612,04/01/2016,03/31/2017
366,GSAD,ANGELO AND SONS SEAFOOD RESTAURANT INC,PO BOX 189,PANACEA,FL,32346-0159,09/01/2016,08/31/2017
1250,GSAD,MY WAY SEAFOOD INC,PO BOX 586,PANACEA,FL,32346-0586,01/01/2017,12/31/2017
2511,GSAD,"ANGELO & SONS TROPICAL TRADER SHRIMP COMPANY, LLC",91 COASTAL HWY,PANACEA,FL,32346-2713,12/12/2016,01/31/2018
2538,GSAD,BUDDY GANDY SEAFOOD MARKET INC,3004 W HIGHWAY 98,PANAMA CITY,FL,32401-1272,06/01/2016,05/31/2017
2165,GSAD,CAPTAINS TABLE FISH HOUSE RESTAURANT,1110 BECK AVE,PANAMA CITY,FL,32401-1457,08/02/2016,03/31/2017
731,GSAD,MELTON A MILLER,1801 TYNDALL DR,PANAMA CITY,FL,32401-4068,11/07/2016,10/31/2017
356,GSAD,TERENCE GREGORY ABRAMS,PO BOX 1030,PANAMA CITY,FL,32402-1030,03/01/2016,02/28/2017
103,GSAD,DIXIE FISH COMPANY INC,PO BOX 1225,PANAMA CITY,FL,32402-1225,06/22/2016,02/28/2017
393,GSAD,JOE PATTI SEAFOOD,524 S B ST,PENSACOLA,FL,32502-5422,08/01/2016,07/31/2017
2116,GSAD,PERDIDO BAY SEAFOOD INC,5613 PONTE VERDE RD,PENSACOLA,FL,32507-9032,04/07/2016,03/31/2017
2794,GSAD,MERMAIDS CHEST TRADING COMPANY,9809 CRESTMONT CIR,PENSACOLA,FL,32514-2615,08/12/2016,04/30/2017
187,GSAD,A C WILLIAMS SEAFOOD COMPANY INC,PO BOX 1590,PENSACOLA,FL,32591-1590,02/01/2017,01/31/2018
2515,GSAD,HARBAR SEAFOOD INC,128 S WASHINGTON ST,PERRY,FL,32347-3377,10/01/2016,09/30/2017
2569,GSAD,ROBERT WICKLIFFE FRYE,322 S FIG TREE LN,PLANTATION,FL,33317-3457,01/01/2017,12/31/2017
2842,GSAD,CHRISTOPHER KEEK LLC,520 SE 5TH ST,POMPANO BEACH,FL,33060-8022,01/26/2017,05/31/2018
1278,GSAD,NORTH STAR SEAFOOD LLC,2213 NW 30TH PL,POMPANO BEACH,FL,33069-1026,02/09/2017,01/31/2018
2558,GSAD,SEAFOOD AT PORT ORANGE INC,617 LEMON ST,PORT ORANGE,FL,32127-4363,08/03/2016,05/31/2017
907,GSAD,KINGS SEAFOOD INC,PO BOX 291607,PORT ORANGE,FL,32129-1607,11/01/2016,10/31/2017
505,GSAD,RAFFIELD FISHERIES INC,PO BOX 309,PORT ST JOE,FL,32457-0309,09/01/2016,08/31/2017
2367,GSAD,STONEMAN FISHERIES INC,2473 SW AVONDALE ST,PORT ST LUCIE,FL,34984-5079,05/23/2016,03/31/2017
620,GSAD,NACHMAN NATIVE SEAFOOD INC,17811 GULF BLVD,REDINGTN SHOR,FL,33708-1283,10/01/2016,09/30/2017
466,GSAD,CLAYTONS CRAB CORPORATION,5775 S US HIGHWAY 1,ROCKLEDGE,FL,32955-5734,02/03/2017,11/30/2017
2791,GSAD,GRINDERS FISH CO,1510 RIVER DR SW STE D,RUSKIN,FL,33570-7100,06/10/2016,04/30/2017
204,GSAD,LYNN BROTHERS SEAFOOD V INC,28 LYNN CIRCLE,SAINT MARKS,FL,32355-0086,10/01/2016,09/30/2017
