SERO Dealer,Permit,Dealer,Address,City,State,Zipcode,Effective Date,Expiration Date
1407,GSAD,SOUTH FLORIDA SEAFOOD INC,131 W HILLSBORO BLVD,DEERFIELD BCH,FL,33441-3431,10/01/2015,09/30/2016
2708,GSAD,CAPTAIN CLAY AND SONS SEAFOOD MARKET,308 NE 4TH ST,DELRAY BEACH,FL,33444-3831,07/14/2015,09/30/2016
1946,GSAD,ERIC MICHAEL FINN,235 VIA D ESTE,DELRAY BEACH,FL,33445-3987,06/16/2015,04/30/2016
2712,GSAD,FRESH SEAFOOD LLC,785 S CONGRESS AVE,DELRAY BEACH,FL,33445-4656,08/04/2015,04/30/2016
1273,GSAD,SEXTONS SEAFOOD INC,PO BOX 1683,DESTIN,FL,32540-1683,08/01/2015,07/31/2016
313,GSAD,ARIEL SEAFOODS OF FLORIDA INC,PO BOX 5401,DESTIN,FL,32540-5401,03/18/2015,04/30/2016
1206,GSAD,WILLIAM EARL TUCKER III,835 VIRGINIA ST,DUNEDIN,FL,34698-6744,07/08/2015,07/31/2016
2560,GSAD,FV KDS INC,11110 SW 109TH ST,DUNNELLON,FL,34432-5577,08/07/2014,01/31/2016
1071,GSAD,BARBERS SEAFOOD INC,PO BOX 421,EASTPOINT,FL,32328-0421,11/01/2015,10/31/2016
2507,GSAD,BLANCHE LAURA HUFFMAN,4233 US HIGHWAY 1,EDGEWATER,FL,32141-7344,05/29/2015,06/30/2016
2452,GSAD,KELLY FISH AND SEAFOOD COMPANY INC,20750 SIX LS FARM RD,ESTERO,FL,33928-9601,05/27/2015,06/30/2016
595,GSAD,FERNANDINA SEAFOOD CO,PO BOX 1257,FERNANDINA,FL,32035-1257,02/05/2015,02/29/2016
2587,GSAD,M & S SEAFOOD INC,1344 WALDEN DR,FORT MYERS,FL,33901-8836,06/01/2015,05/31/2016
2677,GSAD,SEAFOOD OF SOUTH FLORIDA LLC,PO BOX 640,FORT MYERS,FL,33902-0640,04/10/2015,04/30/2016
2537,GSAD,SOUTH FLORIDA SEAFOOD DISTRIBUTION LLC,PO BOX 640,FORT MYERS,FL,33902-0640,05/01/2015,04/30/2016
1850,GSAD,RASA HERRING,7580 KNIGHTWING CIR,FORT MYERS,FL,33912-7326,03/02/2015,04/30/2016
1931,GSAD,BLUE STAR SHRIMP CO,6341 METRO PLANTATION RD,FORT MYERS,FL,33966-1289,09/01/2015,08/31/2016
39,GSAD,INLET FISHERIES INC,PO BOX 3604,FORT PIERCE,FL,34948-3604,11/01/2015,10/31/2016
1103,GSAD,PELICAN SEAFOOD CO INC,735 N US 1,FORT PIERCE,FL,34950-9125,04/15/2015,03/31/2016
2123,GSAD,Q PLUS FOOD LLC,PO BOX 24415,FT LAUDERDALE,FL,33307-4415,06/04/2015,04/30/2016
1091,GSAD,THE FISH PEDDLER EAST INC,2805 E COMMERCIAL BLVD,FT LAUDERDALE,FL,33308-4205,04/01/2015,04/30/2016
2310,GSAD,BRADFORD CAMDEN WHIPPLE,4501 SW 44TH AVE,FT LAUDERDALE,FL,33314-4738,12/17/2014,01/31/2016
186,GSAD,TWO BILLS SEAFOOD INC,4501 SW 44TH AVE,FT LAUDERDALE,FL,33314-4738,04/20/2015,04/30/2016
1918,GSAD,GOIN OFF ENTERPRISES INC,800 SW 12TH CT,FT LAUDERDALE,FL,33315-1445,01/29/2015,01/31/2016
2596,GSAD,FINSTER MURPHYS INC,1497 SE 17TH ST,FT LAUDERDALE,FL,33316-1709,04/01/2015,03/31/2016
1066,GSAD,THE FISHMONGER OF FORT MYERS BEACH INC,19030 SAN CARLOS BLVD,FT MYERS BCH,FL,33931-2219,03/13/2015,03/31/2016
1517,GSAD,UNCLE MILTS SEAFOOD INC,19030 SAN CARLOS BLVD,FT MYERS BCH,FL,33931-2219,03/13/2015,03/31/2016
2609,GSAD,TRICO SHRIMP CO INC,PO BOX 6189,FT MYERS BCH,FL,33932-6189,10/17/2014,12/31/2015
508,GSAD,GETA CORPORATION,51 MIRACLE STRIP PKWY SE,FT WALTON BCH,FL,32548-5849,07/15/2015,12/31/2016
1171,GSAD,NORTHWEST SEAFOOD INC,4110 NW 16TH BLVD,GAINESVILLE,FL,32605-3506,09/01/2015,08/31/2016
1384,GSAD,KIRK FISH COMPANY,PO BOX 92,GOODLAND,FL,34140-0092,09/01/2015,08/31/2016
774,GSAD,BLUE SHORES SEAFOOD CO,PO BOX 15,GRANT,FL,32949-0015,06/05/2015,12/31/2016
1413,GSAD,MARIAS FRESH SEAFOOD MARKET LLC,PO BOX 1373,GULF BREEZE,FL,32562-1373,12/30/2014,12/31/2015
244,GSAD,GULF FRESH SEAFOOD INC,4921 9TH AVE S,GULFPORT,FL,33707-2618,05/04/2015,05/31/2016
2062,GSAD,TRADER BAY SEAFOOD COMPANY LLC,4006 SHOAL LINE BLVD,HERNANDO BCH,FL,34607-3359,04/03/2015,03/31/2016
2658,GSAD,PIRO BAIT-TACKLE MARINE SUPPLY INC,5370 PALM AVE,HIALEAH,FL,33012-2766,02/24/2015,08/31/2016
2600,GSAD,LUIS NOVO PESCAO CORP,1214 W 80TH ST,HIALEAH,FL,33014-3450,08/05/2015,06/30/2016
2608,GSAD,FLASH CATERING LLC,9126 SE BRIDGE RD,HOBE SOUND,FL,33455-4417,08/01/2015,07/31/2016
368,GSAD,JARVICO INC,2046 MCKINLEY ST,HOLLYWOOD,FL,33020-3165,04/30/2015,05/31/2016
1291,GSAD,DELAWARE CHICKEN FARM INC,4191A N STATE ROAD 7,HOLLYWOOD,FL,33021-1510,02/23/2015,02/29/2016
1705,GSAD,MOLESTER SPORTFISHING & YACHTING LLC,3917 GARFIELD ST,HOLLYWOOD,FL,33021-6003,09/01/2015,08/31/2016
2356,GSAD,SEAS THE DAY AMI INC,540 KEY ROYALE DR,HOLMES BEACH,FL,34217-1226,05/02/2015,04/30/2016
2649,GSAD,FLORIDA KEYS FRESH CATCH SEAFOOD LLC,135 NW 17TH ST,HOMESTEAD,FL,33030-3212,02/10/2015,02/29/2016
2568,GSAD,A-OK FISH MARKET,227 S KROME AVE,HOMESTEAD,FL,33030-7212,11/24/2015,09/30/2016
1963,GSAD,SHELLYS SEAFOOD INC,2220 S BASCOMBE AVE,HOMOSASSA,FL,34448-2260,02/09/2015,02/29/2016
2731,GSAD,GET HOOKED IN HUDSON INC,14333 CRABTRAP CT,HUDSON,FL,34667-1111,10/09/2015,11/30/2016
2129,GSAD,MARTHALEE SMITH BENEDUCI,14138 KULIG CT,HUDSON,FL,34667-1152,12/22/2014,01/31/2016
1336,GSAD,DONALD CATE INC,18395 GULF BLVD STE 204,INDIAN SHORES,FL,33785-2001,01/13/2015,01/31/2016
846,GSAD,ALLENS BAIT AND SEAFOOD INC,PO BOX 633,INGLIS,FL,34449-0633,04/01/2015,01/31/2016
2610,GSAD,ISLAMORADA AQUARIUM,PO BOX 1422,ISLAMORADA,FL,33036-1422,12/01/2015,06/30/2016
2674,GSAD,CANDELA FISHING CORP,74580 OVERSEAS HWY,ISLAMORADA,FL,33036-4134,04/06/2015,07/31/2016
611,GSAD,NICHOLS SEAFOOD SUPPLIERS INC,146 VENETIAN DR,ISLAMORADA,FL,33036-4208,10/01/2015,09/30/2016
1675,GSAD,BEACON FISHERIES INC,2500 MONUMENT RD,JACKSONVILLE,FL,32225-2529,11/01/2015,10/31/2016
1150,GSAD,MISS MARILYN LOUISE INC,4061 STARRATT RD,JACKSONVILLE,FL,32226-1331,01/14/2015,01/31/2016
2456,GSAD,FISH MAFIA INC,201 10TH AVE N #207,JAX BCH,FL,32250-7289,11/01/2015,10/31/2016
491,GSAD,BACALAO BROTHERS INC,1419 NE JENSEN BEACH BLVD,JENSEN BEACH,FL,34957-7225,06/01/2015,05/31/2016
2484,GSAD,LITTLE MOIRS LEFT OVERS INC,451 UNIVERSITY BLVD,JUPITER,FL,33458-3102,12/31/2014,01/31/2016
2711,GSAD,TIMOTHY BRIAN MATESI,800 NORTHVIEW DR,JUPITER,FL,33458-4232,07/20/2015,11/30/2016
2301,GSAD,PINDERS SEAFOOD AND MARKETPLACE INC,1665 N OLD DIXIE HWY,JUPITER,FL,33469-3240,01/23/2015,01/31/2016
2485,GSAD,MWGM INC,103 SOUTH US 1,JUPITER,FL,33477,06/11/2015,07/31/2016
1445,GSAD,SCHOONERS MARKET INC,1001 N A1A,JUPITER,FL,33477-4441,02/02/2015,02/29/2016
2173,GSAD,GUANABANAS RESTAURANT INC,960 N HIGHWAY A1A,JUPITER,FL,33477-4599,09/02/2014,12/31/2015
400,GSAD,KEY LARGO FISHERIES INC,PO BOX 273,KEY LARGO,FL,33037,12/01/2015,11/30/2016
2697,GSAD,SCHOONER SEAFOODS MGT INC,102401 OVERSEAS HWY,KEY LARGO,FL,33037-4613,06/25/2015,08/31/2016
2599,GSAD,EVAN CRISTOPHER TINGLEY,2824 PATTERSON AVE,KEY WEST,FL,33040-4048,09/11/2014,01/31/2016
2639,GSAD,THE CONCH SHACK LLC,5110 OVERSEAS HWY,KEY WEST,FL,33040-4324,12/18/2014,01/31/2016
2282,GSAD,K M TOMITA INC,5230 US HIGHWAY 1,KEY WEST,FL,33040-4326,05/21/2015,02/29/2016
2723,GSAD,L & J S QUALITY FISHERIES LLC,19 EL MONTE LN,KEY WEST,FL,33040-5415,09/28/2015,01/31/2017
2375,GSAD,FLAT CALM SEAFOOD LLC,14 SAPPHIRE DR,KEY WEST,FL,33040-5642,06/17/2015,07/31/2016
2487,GSAD,S & S FISH COMPANY INC,34H MIRIAM ST,KEY WEST,FL,33040-5754,11/01/2015,10/31/2016
2410,GSAD,SILCO FISHERIES INC,6639 MALONEY AVE,KEY WEST,FL,33040-6006,11/12/2014,12/31/2015
122,GSAD,STOCK ISLAND LOBSTER CO,6639 MALONEY AVE,KEY WEST,FL,33040-6006,11/01/2015,10/31/2016
1339,GSAD,RUSTY ANCHOR SEAFOOD OF KEY WEST INC,5510 3RD AVE,KEY WEST,FL,33040-6032,08/01/2015,07/31/2016
1114,GSAD,FISHBUSTERZ LLC,6840 FRONT ST,KEY WEST,FL,33040-6054,03/25/2015,04/30/2016
1371,GSAD,FLORIDA STRAITS CONCH COMPANY,631 GREENE ST,KEY WEST,FL,33040-6624,11/25/2014,12/31/2015
2431,GSAD,MORO MANAGEMENT INC,231 MARGARET ST,KEY WEST,FL,33040-6639,12/01/2015,11/30/2016
1995,GSAD,ROBERT BRUCE ELKINS,7 HIGGS LN,KEY WEST,FL,33040-6808,10/01/2015,09/30/2016
2341,GSAD,930 EATON STREET VENTURE LLC,801 EATON ST,KEY WEST,FL,33040-6920,09/01/2015,08/31/2016
2572,GSAD,LIGHTHOUSE SEAFOOD INC,101 N COUNTRY CLUB RD,LAKE MARY,FL,32746-3247,08/14/2014,01/31/2016
1639,GSAD,DAY BOAT SEAFOOD LLC,1335 OLD DIXIE HWY,LAKE PARK,FL,33403-1966,12/01/2015,11/30/2016
2613,GSAD,ANATNAL INC,300 E OCEAN AVE,LANTANA,FL,33462-3257,10/15/2014,01/31/2016
2457,GSAD,ERIK DUEHOLM WILLIAMS,1130 EAST BAY DR,LARGO,FL,33770-2533,06/30/2015,05/31/2016
2281,GSAD,WILD SEAFOOD CO LLC,12124 LILLIAN AVE,LARGO,FL,33778-3505,11/01/2015,10/31/2016
1895,GSAD,FISHBUSTERZ MADEIRA BEACH LLC,13625 GULF BLVD,MADEIRA BEACH,FL,33708-2519,04/02/2015,03/31/2016
959,GSAD,FISHERMENS ICE & BAIT INC,PO BOX 8127,MADEIRA BEACH,FL,33738-8127,12/01/2015,11/30/2016
2672,GSAD,KEYS MARITINE CHARTERS SEAFOOD AND SPECIALTY BAIT INC,PO BOX 501813,MARATHON,FL,33050-1813,03/30/2015,05/31/2016
2079,GSAD,ELITE SKY INTERNATIONAL INC,1100 OVERSEAS HWY,MARATHON,FL,33050-2014,08/27/2014,01/31/2016
2519,GSAD,GULFPRIDE SEAFOOD INC,1264 OCEANVIEW AVE,MARATHON,FL,33050-2115,01/13/2015,04/30/2016
683,GSAD,THE LOBSTER CONNECTION CORP,1280 OCEANVIEW AVE,MARATHON,FL,33050-2115,09/01/2015,08/31/2016
2585,GSAD,DANIELS FISHERIES INC,110 SAGUARO LN,MARATHON,FL,33050-2429,04/01/2015,03/31/2016
2660,GSAD,GOLDEN DRAGON SEAFOOD INC,5409 OVERSEAS HWY,MARATHON,FL,33050-2710,08/13/2015,04/30/2016
2575,GSAD,ISLAND SKIPPER FISHING INC,7987 SHARK DR,MARATHON,FL,33050-2839,08/19/2014,12/31/2015
1050,GSAD,DYNASTY MARINE ASSOCIATES INC,10602 7TH AVENUE GULF,MARATHON,FL,33050-3035,03/11/2015,03/31/2016
2630,GSAD,LALAAS FISHING CO,288 95TH ST OCEAN,MARATHON,FL,33050-3343,11/20/2014,01/31/2016
2434,GSAD,GRASSY KEY DAIRY BAR INC,58316 OVERSEAS HWY,MARATHON,FL,33050-6026,10/01/2015,09/30/2016
2665,GSAD,CAPTAINS THREE BAIT & FISHERIES INC,PO BOX 522792,MARATHON SHRS,FL,33052-2792,02/24/2015,04/30/2016
1852,GSAD,LEE BE FISH INC,350 ROYAL PALM DR,MARCO ISLAND,FL,34145-2017,09/01/2015,08/31/2016
22,GSAD,FLORIBBEAN WHOLESALE INC,5151 NW 17TH ST,MARGATE,FL,33063-3781,12/01/2015,11/30/2016
2535,GSAD,WHITE BOOT SEAFOOD COMPANY,4330 PINE ISLAND RD NW,MATLACHA,FL,33993-9726,05/14/2015,03/31/2016
2317,GSAD,JRM FISH HOUSE LLC,4530 PINE ISLAND RD NW,MATLACHA,FL,33993-9777,02/24/2015,01/31/2016
2152,GSAD,SUPER FISH SEAFOOD CORP,7101 NW 77TH TER,MEDLEY,FL,33166-2543,06/10/2015,08/31/2016
2669,GSAD,JUNIORS BAIT & SFD INC,1500 MAPLE AVE,MELBOURNE,FL,32935-5998,03/24/2015,02/29/2016
2438,GSAD,LONGPOINT BAIT & TACKLE OF MELBOURNE BEACH LLC,100 LONG POINT RD,MELBOURNE BCH,FL,32951-4113,09/01/2015,08/31/2016
2666,GSAD,THERESA HUNTER,3800 HIGHWAY 98,MEXICO BEACH,FL,32456-7165,02/25/2015,05/31/2016
654,GSAD,CASABLANCA FISH MARKET,404 NW NORTH RIVER DR,MIAMI,FL,33128-1628,07/01/2015,05/31/2016
2500,GSAD,CATCH EM UP FISHERIES AND SEAFOOD INC,707 SW 28TH RD,MIAMI,FL,33129-2525,01/22/2015,01/31/2016
2668,GSAD,LALAS SEAFOOD CORP,3195 NW 20TH ST,MIAMI,FL,33142-6935,03/17/2015,08/31/2016
1956,GSAD,D AND D SEAFOOD CORPORATION,2771 NW 24TH ST,MIAMI,FL,33142-7005,04/17/2015,08/31/2016
2595,GSAD,OCEANS LANE LLC,3600 SW 17TH TER,MIAMI,FL,33145-1751,09/01/2015,08/31/2016
1349,GSAD,JC SEAFOOD INC,PO BOX 522856,MIAMI,FL,33152-2856,12/01/2015,11/30/2016
2237,GSAD,THE FISH COMPANY INC,PO BOX 522856,MIAMI,FL,33152-2856,06/26/2015,06/30/2016
2577,GSAD,L.E.Y. AND ASSOCIATED CORP,15901 SW 103RD CT,MIAMI,FL,33157-1561,08/20/2015,03/31/2016
1278,GSAD,NORTH STAR SEAFOOD LLC,7560 NW 43RD ST,MIAMI,FL,33166-6408,02/17/2015,01/31/2016
2571,GSAD,CASABLANCA FISHERIES IMP & DIST LLC,PO BOX 669010,MIAMI,FL,33166-9426,07/01/2015,06/30/2016
2369,GSAD,SABLE SEAFOOD LLC,9875 SW 84TH ST,MIAMI,FL,33173-4048,05/13/2015,05/31/2016
2573,GSAD,JOSE ANGEL MARTINEZ,1423 SW 92ND PL,MIAMI,FL,33174-3147,07/13/2015,02/29/2016
2287,GSAD,CAPN BLACKS BAIT AND SEAFOOD,5800 COMMERCE RD,MILTON,FL,32583-2342,02/03/2015,02/29/2016
2704,GSAD,DWIGHT E WILSON,12229 CAPTAINS LNDG,N PALM BEACH,FL,33408-2505,10/06/2015,06/30/2016
1135,GSAD,COD AND CAPERS SEAFOOD,1201 US HIGHWAY 1,N PALM BEACH,FL,33408-3550,11/18/2014,12/31/2015
2657,GSAD,TIMOTHY BRYAN DILLINGHAM,1566 BLUE POINT AVE,NAPLES,FL,34102-0558,11/06/2015,09/30/2016
233,GSAD,COMBS FISH COMPANY INC,1302 5TH AVE S,NAPLES,FL,34102-3434,07/17/2015,07/31/2016
2661,GSAD,ANTONIO RAFAEL SUAREZ,2931 WHITE BLVD,NAPLES,FL,34117-4213,02/19/2015,12/31/2015
2688,GSAD,B & T FISHERY INC,661 10TH ST SE,NAPLES,FL,34117-9329,05/22/2015,06/30/2016
2644,GSAD,REEVES FISHING INC,1632 LANDING LN,NEPTUNE BEACH,FL,32266-3262,01/07/2015,05/31/2016
2355,GSAD,CARL R GOUTELL,1371 JANE LACY LN,NEW SMYRNA,FL,32168-9200,04/21/2015,03/31/2016
2499,GSAD,OUTRIGGERS TIKI BAR & GRILLE LLC,300 BOAT YARD ST,NEW SMYRNA,FL,32169-5209,06/10/2015,05/31/2016
2533,GSAD,SHORELINE NSB LLC,163 MIDDLE WAY,NEW SMYRNA,FL,32169-5212,09/24/2015,10/31/2016
2682,GSAD,COVE MARINE INC,290 YACHT CLUB DR,NICEVILLE,FL,32578-7122,04/24/2015,06/30/2016
2591,GSAD,BRIAN MATTHEW SCHICK,2450 NE 135TH ST,NORTH MIAMI,FL,33181-3597,11/02/2015,10/31/2016
2308,GSAD,GOLD COAST LOBSTER CO INC,1673 NE 36TH ST,OAKLAND PARK,FL,33334-5387,03/04/2015,03/31/2016
2626,GSAD,FISHMANS SEAFOOD LLC,3201 E COLONIAL DR,ORLANDO,FL,32803-5140,08/01/2015,07/31/2016
2205,GSAD,BAR HARBOR LOBSTER CO INC,2000 PREMIER ROW,ORLANDO,FL,32809-6208,07/14/2015,07/31/2016
1042,GSAD,HULLS SEAFOOD MARKETS INC,PO BOX 1674,ORMOND BEACH,FL,32175-1674,07/28/2015,08/31/2016
1940,GSAD,NUMBER 1 FISHERMAN INC,307 CLONTS ST,OVIEDO,FL,32765-7199,06/12/2015,07/31/2016
2663,GSAD,ITS ALL GOOD FISHING LLC,8478 DAMASCUS DR,PALM BCH GDNS,FL,33418-6012,03/04/2015,02/29/2016
2700,GSAD,SUAREZ FISHERIES INC,18025 SW 83RD CT,PALMETTO BAY,FL,33157-6125,06/24/2015,07/31/2016
1513,GSAD,TRIGGER SEAFOOD CORP,7375 SW 142ND TER,PALMETTO BAY,FL,33158-1612,02/19/2015,03/31/2016
1250,GSAD,MY WAY SEAFOOD INC,PO BOX 586,PANACEA,FL,32346-0586,12/17/2014,12/31/2015
2511,GSAD,TROPICAL TRADER SHRIMP CO LLC,91 COASTAL HWY,PANACEA,FL,32346-2713,03/12/2015,01/31/2016
2538,GSAD,BUDDY GANDY SEAFOOD MARKET INC,3004 W HIGHWAY 98,PANAMA CITY,FL,32401-1272,05/05/2015,05/31/2016
2165,GSAD,CAPTAINS TABLE FISHING INC,1110 BECK AVE,PANAMA CITY,FL,32401-1457,08/04/2015,07/31/2016
356,GSAD,TERENCE GREGORY ABRAMS,PO BOX 1030,PANAMA CITY,FL,32402-1030,03/30/2015,02/29/2016
103,GSAD,DIXIE FISH COMPANY INC,PO BOX 1225,PANAMA CITY,FL,32402-1225,02/03/2015,02/29/2016
731,GSAD,MELTON A MILLER,5550 N LAGOON DR,PANAMA CITY,FL,32408-7911,11/02/2015,10/31/2016
393,GSAD,JOE PATTI SEAFOOD,524 S B ST,PENSACOLA,FL,32502-5422,07/07/2015,07/31/2016
2116,GSAD,PERDIDO BAY SEAFOOD INC,5613 PONTE VERDE RD,PENSACOLA,FL,32507-9032,03/20/2015,03/31/2016
187,GSAD,A C WILLIAMS SEAFOOD COMPANY INC,PO BOX 1590,PENSACOLA,FL,32591-1590,01/08/2015,01/31/2016
2515,GSAD,HARBAR SEAFOOD INC,128 S WASHINGTON ST,PERRY,FL,32347-3377,10/05/2015,09/30/2016
2569,GSAD,ROBERT WICKLIFFE FRYE,322 S FIG TREE LN,PLANTATION,FL,33317-3457,08/07/2014,12/31/2015
2584,GSAD,DOWN THE HATCH INC,4894 FRONT ST,PONCE INLET,FL,32127-7219,08/22/2014,12/31/2015
2558,GSAD,SEAFOOD AT PORT ORANGE,617 LEMON ST,PORT ORANGE,FL,32127-4363,07/01/2015,05/31/2016
907,GSAD,KINGS SEAFOOD INC,PO BOX 291607,PORT ORANGE,FL,32129-1607,11/01/2015,10/31/2016
505,GSAD,RAFFIELD FISHERIES INC,PO BOX 309,PORT ST JOE,FL,32457-0309,09/01/2015,08/31/2016
620,GSAD,NACHMAN NATIVE SEAFOOD INC,17811 GULF BLVD,REDINGTN SHOR,FL,33708-1283,10/01/2015,09/30/2016
2681,GSAD,KEVIN EARL DUETT,305 SUMMERSET DR,SAINT JOHNS,FL,32259-8885,05/05/2015,06/30/2016
204,GSAD,LYNN BROTHERS SEAFOOD V,PO BOX 86,SAINT MARKS,FL,32355-0086,10/01/2015,09/30/2016
2446,GSAD,SOUTHEAST FISHERIES INC,5387 SHORELINE CIR,SANFORD,FL,32771-7123,06/04/2015,05/31/2016
2534,GSAD,CRAB E BILLS INC,1540 INDIAN RIVER DR,SEBASTIAN,FL,32958-3851,11/16/2015,11/30/2016
