Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
41 U.S.C. § 4702(b),Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts,"Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).",1,ICE,22
41 U.S.C. § 4702(b),Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts,"Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).",5,FEMA,22
41 U.S.C. § 2102,Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL34098652, at *3-4 (E.D. Cal. 2001) dictum).",1,CBP,1
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: the organization, functions, names, official titles, salaries, or number of personnel employed by the Agency","Larson v. Dept. of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F. 3d 1136, 1137-38, 1140 (9thCir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",18,CBP,34
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: the organization, functions, names, official titles, salaries, or number of personnel employed by the Agency","Larson v. Dept. of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F. 3d 1136, 1137-38, 1140 (9thCir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",3,I&A,34
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: the organization, functions, names, official titles, salaries, or number of personnel employed by the Agency","Larson v. Dept. of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F. 3d 1136, 1137-38, 1140 (9thCir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",1,PRIV,34
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: the organization, functions, names, official titles, salaries, or number of personnel employed by the Agency","Larson v. Dept. of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F. 3d 1136, 1137-38, 1140 (9thCir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",9,USSS,34
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: the organization, functions, names, official titles, salaries, or number of personnel employed by the Agency","Larson v. Dept. of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F. 3d 1136, 1137-38, 1140 (9thCir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",2,USCG,34
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: the organization, functions, names, official titles, salaries, or number of personnel employed by the Agency","Larson v. Dept. of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F. 3d 1136, 1137-38, 1140 (9thCir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",1,ICE,34
18 U.S.C § 2722(a),Prohibits the disclosure of personal information from a motor vehicle record,,2,OIG,2
49 U.S.C. § 1114©,"Certain ""cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board""","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D.Colo. 1993)",1,OIG,136
49 U.S.C. § 1114©,"Certain ""cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board""","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D.Colo. 1993)",133,TSA,136
49 U.S.C. § 1114©,"Certain ""cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board""","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D.Colo. 1993)",2,USCG,136
42 U.S.C. § 262a(h),Enhanced control of dangerous biological agents and toxins/bio-terrorism information,,2,S&T,2
50 U.S.C. app. § 2411(c),Information pertaining to license applications under the Export Administration Act,"Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001).",1,S&T,1
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency?","Physicians for Human Rights v. DOD No RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr 19, 2011); Miller v DOJ, 562 F. Supp 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp 2d 592, 602 (E.D. Va 2004).",1,USCG,1
10 U.S.C. § 130b,"Personnel in overseas, sensitive, or routinely deployable units; nondisclosure of personally identifying information","Hiken v. DOD 521 F. Supp 2n 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp 2d 317, 325 (E.D.N.Y. 2006); Widel v. United States No. A02=306, 2005 WL 846206, at *2 (D. Alaska Apr 11, 2005)",1,USCG,1
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen  O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",10,USCIS,10
26 U.S.C. § 6103,Tax returns and information therefrom,"Church of Scientology v. IRS, 484 U.S. 9 15 (1987)",1740,USCIS,1740
18 USC § 3509(d),Information related to child pornography victims,"Tampico v. EOUSA. No. 04-2285, slip op. at 8 (D.D.C. Apr. 29, 2005)",6,ICE,6
31 USC § 5319,Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports,"Hulsten v. DEA No.10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).",2,ICE,3
31 USC § 5319,Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports,"Hulsten v. DEA No.10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).",1,USSS,3
18 U.S.C. § 1461,Obscene or crime-inciting matter,,1,USSS,1
