Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
10 U.S.C. § 2305(g),Certain contractor proposals,"Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).",1,EOUSA,2
5 U.S.C. app. § 107(a),Financial disclosure information pertaining to certain government employees,"Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010).",45,EOUSA,45
10 U.S.C. § 2306a(d)(2)(C),Certain contractor information,N/A,1,EOUSA,1
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund of Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",1,Office of the AG,674
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund of Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",2,ATF,674
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund of Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",2,Antitrust,674
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund of Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",2,Civil Rights,674
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund of Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",2,Criminal,674
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund of Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",341,EOUSA,674
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund of Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",324,FBI,674
"26 U.S.C. §§ 6103, 6105",Certain tax return information and certain tax convention information,"Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).",30,ATF,51
"26 U.S.C. §§ 6103, 6105",Certain tax return information and certain tax convention information,"Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).",1,DEA,51
"26 U.S.C. §§ 6103, 6105",Certain tax return information and certain tax convention information,"Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).",7,FBI,51
"26 U.S.C. §§ 6103, 6105",Certain tax return information and certain tax convention information,"Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).",13,TAX,51
42 U.S.C. § 2000g-2(b),CRS confidentiality information,N/A,1,CRS,1
15 U.S.C. § 1314(g),"""Any documentary material, answers to written interrogatories, or transcripts of oral testimony"" provided pursuant to certain civil investigative demands pertaining to antitrust investigations","Motion Picture Ass'n of Am. v. DOJ, No. 80 Civ. 6612, slip op. at 1 (S.D.N.Y. Oct. 6, 1981).",3,Antitrust,3
41 U.S.C. § 254b(d)(2)(C),Information received relating to commercial items,N/A,1,EOUSA,1
18 U.S.C. § 3521(b)(1)(g),"""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff'd, No. 10?1595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).",38,BOP,54
18 U.S.C. § 3521(b)(1)(g),"""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff'd, No. 10?1595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).",1,Criminal,54
18 U.S.C. § 3521(b)(1)(g),"""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff'd, No. 10?1595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).",2,FBI,54
18 U.S.C. § 3521(b)(1)(g),"""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff'd, No. 10?1595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).",13,USMS,54
18 U.S.C. § 701,"Establishes penalties for: manufacturing, selling, or possessing ""any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof""; and photographing, printing, making, or executing ""any engraving, photograph, print, or impression in the likeness of any such badge, identification card, or other insignia, or any colorable imitation thereof""","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).",18,DEA,18
18 U.S.C. §§ 2510-20,"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",31,Criminal,162
18 U.S.C. §§ 2510-20,"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",70,DEA,162
18 U.S.C. §§ 2510-20,"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",2,EOUSA,162
18 U.S.C. §§ 2510-20,"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",59,FBI,162
6 U.S.C. § 133(a)(1)(A),Voluntarily shared critical infrastructure information,N/A,2,EOUSA,2
31 U.S.C. § 3729(c),False claims information,,1,EOUSA,1
31 U.S.C. § 5318(g)(2),Information pertaining to suspicious transactions,,1,EOUSA,1
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",1,Office of the DAG,42
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",39,FBI,42
50 U.S.C. § 403g,"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",2,OLC,42
50 U.S.C. § 431,"""[O]perational files of the Central Intelligence Agency""","CIA v. Sims, 471 U.S. 159, 167, 174 n.19 (1985) (dictum); Wolf v. CIA, 569 F. Supp. 2d 1, 8 (D.D.C. 2008).",1,OLC,1
10 U.S.C. § 130b,"Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit[s]"" and certain employees of DOD and DHS","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).",1,FBI,1
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",3,FBI,3
10 U.S.C. § 1102,Medical quality assurance records,"Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48. 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).",1,FBI,1
18 U.S.C. § 4208(c),Certain records pertaining to parole determination proceedings,"DOJ v. Julian, 486 U.S. 1, 9 (1988).",1,FBI,1
18 U.S.C. § 3123(d),"Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","Jennings v. FBI, No. 03-1651, slip op. at 11-12 (D.D.C. May 6, 2004); Riley v. FBI, No. 00-2378, 2002 U.S. Dist. LEXIS 2632, at *5-6 (D.D.C. Feb. 11, 2002); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).",1,Criminal,40
18 U.S.C. § 3123(d),"Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","Jennings v. FBI, No. 03-1651, slip op. at 11-12 (D.D.C. May 6, 2004); Riley v. FBI, No. 00-2378, 2002 U.S. Dist. LEXIS 2632, at *5-6 (D.D.C. Feb. 11, 2002); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).",7,EOUSA,40
18 U.S.C. § 3123(d),"Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","Jennings v. FBI, No. 03-1651, slip op. at 11-12 (D.D.C. May 6, 2004); Riley v. FBI, No. 00-2378, 2002 U.S. Dist. LEXIS 2632, at *5-6 (D.D.C. Feb. 11, 2002); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).",32,FBI,40
22 U.S.C. § 2778(e),Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).",2,FBI,2
31 U.S.C. § 5319,Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports,"Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).",10,DEA,20
31 U.S.C. § 5319,Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports,"Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).",10,FBI,20
49 U.S.C. § 40119(b),"Certain information obtained or developed in ensuring transportation security if disclosure of that information would: constitute an invasion of personal privacy, reveal a trade secret or confidential commercial or financial information, or be detrimental to transportation safety","Pub. Citizen, Inc. v. FAA, 988 F.2d 186, 194 (D.C. Cir. 1993); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004)",3,FBI,3
50 U.S.C. § 403-1(i)(1),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380 (D.C. Cir. 2007).",1,Office of the AG,174
50 U.S.C. § 403-1(i)(1),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380 (D.C. Cir. 2007).",167,FBI,174
50 U.S.C. § 403-1(i)(1),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380 (D.C. Cir. 2007).",6,OLC,174
50 U.S.C. § 1702(a)(1),"Authorizes the President to ""regulate . . . prevent or prohibit . . . importation or exportation of . . . any property in which any foreign country or a national thereof has any interest . . . by any person, or with respect to any property, subject to the jurisdiction of the United States""","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003).",1,FBI,1
18 U.S.C. § 3153,Information regarding pre-trial services,N/A,3,EOUSA,4
18 U.S.C. § 3153,Information regarding pre-trial services,N/A,1,FBI,4
41 U.S.C. § 2102(a),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).",12,BOP,12
