SERO Dealer,Permit,Dealer,Address,City,State,Zipcode,Effective Date,Expiration Date
1407,SD,SOUTH FLORIDA SEAFOOD INC,131 W HILLSBORO BLVD,DEERFIELD BCH,FL,33441-3431,04/15/2013,09/30/2013
2296,SD,CAPTAIN CLAY & SONS FISH MARKET,308 NE 4TH ST,DELRAY BEACH,FL,33444-3831,03/01/2013,02/28/2014
313,SD,ARIEL SEAFOODS OF FLORIDA INC,PO BOX 5401,DESTIN,FL,32540-5401,05/01/2013,04/30/2014
95,SD,HARBOR DOCKS INC,538 HIGHWAY 98 E,DESTIN,FL,32541-2328,07/02/2013,06/30/2014
805,SD,GRANMAR PRODUCTS INC,2731 NW 104TH CT,DORAL,FL,33172-2167,08/01/2013,07/31/2014
39,SD,INLET FISHERIES INC,PO BOX 3604,FORT PIERCE,FL,34948-3604,11/01/2012,10/31/2013
1103,SD,PELICAN SEAFOOD CO INC,735 N US #1,FORT PIERCE,FL,34950,04/01/2013,03/31/2014
2123,SD,Q PLUS FOOD LLC,PO BOX 24415,FT LAUDERDALE,FL,33307-4415,05/01/2013,04/30/2014
1091,SD,THE FISH PEDDLER EAST INC,2805 E COMMERCIAL BLVD,FT LAUDERDALE,FL,33308-4205,05/01/2013,04/30/2014
1921,SD,W AND O INC,4331 ANGLERS AVE,FT LAUDERDALE,FL,33312-5348,10/01/2012,09/30/2013
186,SD,TWO BILLS SEAFOOD INC,4501 SW 44TH AVE,FT LAUDERDALE,FL,33314-4738,05/01/2013,04/30/2014
1918,SD,GOIN OFF ENTERPRISES INC,800 SW 12TH CT,FT LAUDERDALE,FL,33315-1445,02/01/2013,01/31/2014
2216,SD,KEY WEST SEAFOOD AND SPICE COMPANY LLC,1323 SE 17TH ST,FT LAUDERDALE,FL,33316-1707,02/11/2013,02/28/2014
1066,SD,THE FISHMONGER OF FORT MYERS BEACH INC,19030 SAN CARLOS BLVD,FT MYERS BCH,FL,33931-2219,04/03/2013,03/31/2014
368,SD,JARVICO INC,2046 MCKINLEY ST,HOLLYWOOD,FL,33020-3165,06/01/2013,05/31/2014
1291,SD,DELAWARE CHICKEN FARM INC,4191 N STATE ROAD 7,HOLLYWOOD,FL,33021-1510,03/01/2013,02/28/2014
1705,SD,MOLESTER SPORTFISHING & YACHTING LLC,3917 GARFIELD ST,HOLLYWOOD,FL,33021-6003,09/01/2013,08/31/2014
422,SD,WHITNEY AND SON SEAFOODS INC,13326 US HIGHWAY 19,HUDSON,FL,34667-1658,11/01/2012,10/31/2013
491,SD,BACALAO BROTHERS INC,1419 NE JENSEN BEACH BLVD,JENSEN BEACH,FL,34957-7225,06/01/2013,05/31/2014
2441,SD,BLUE LOVE SEAFOOD INC,1312 COMMERCE LN,JUPITER,FL,33458-5685,05/09/2013,02/28/2014
2187,SD,FOYS SEAFOOD INC,6026 ADAMS ST,JUPITER,FL,33458-6733,04/23/2013,12/31/2013
400,SD,KEY LARGO FISHERIES INC,PO BOX 273,KEY LARGO,FL,33037,12/01/2012,11/30/2013
1373,SD,SCHOONER SEAFOODS INC,PO BOX 373050,KEY LARGO,FL,33037-8050,11/01/2012,10/31/2013
1965,SD,HISTORIC SEAPORT DISTRICT INC,5130 OVERSEAS HWY,KEY WEST,FL,33040-4324,10/01/2012,09/30/2013
2410,SD,SILCO FISHERIES INC,6639 MALONEY AVE,KEY WEST,FL,33040-6006,01/04/2013,12/31/2013
122,SD,STOCK ISLAND LOBSTER CO,6639 MALONEY AVE,KEY WEST,FL,33040-6006,11/01/2012,10/31/2013
1339,SD,RUSTY ANCHOR SEAFOOD OF KEY WEST INC,5510 3RD AVE,KEY WEST,FL,33040-6032,08/01/2013,07/31/2014
1114,SD,FISHBUSTERZ LLC,6840 FRONT ST,KEY WEST,FL,33040-6054,05/01/2013,04/30/2014
2431,SD,MORO MANAGEMENT INC,257 MARGARET ST,KEY WEST,FL,33040-6639,04/03/2013,11/30/2013
1639,SD,DAY BOAT SEAFOOD LLC,1335 OLD DIXIE HWY,LAKE PARK,FL,33403-1966,12/01/2012,11/30/2013
2463,SD,WILLIAM P MCDOW ENTERPRISES INC,220 US HIGHWAY 1,LAKE PARK,FL,33403-3552,08/09/2013,01/31/2015
1635,SD,P T FISH INC,7794 NW 44TH ST,LAUDERHILL,FL,33351-6204,05/16/2013,05/31/2014
959,SD,FISHERMENS ICE & BAIT INC,PO BOX 8127,MADEIRA BEACH,FL,33738-8127,12/01/2012,11/30/2013
398,SD,KEYS FISHERIES INC,3390 GULFVIEW AVE,MARATHON,FL,33050-2311,05/01/2013,04/30/2014
22,SD,FLORIBBEAN WHOLESALE INC,5151 NW 17TH ST,MARGATE,FL,33063-3781,12/01/2012,11/30/2013
600,SD,M B SEAFOOD COMPANY INC,650 AZALEA AVE,MERRITT IS,FL,32952-3711,03/01/2013,02/28/2014
654,SD,CASABLANCA FISH MARKET,404 NW NORTH RIVER DR,MIAMI,FL,33128-1628,06/01/2013,05/31/2014
1349,SD,JC SEAFOOD INC,PO BOX 522856,MIAMI,FL,33152-2856,12/01/2012,11/30/2013
2237,SD,THE FISH COMPANY,PO BOX 522856,MIAMI,FL,33152-2856,07/01/2013,06/30/2014
1656,SD,CAPTAINS TAVERN SEAFOOD MARKET,7495 SW 98TH ST,MIAMI,FL,33156-2831,12/28/2012,11/30/2013
2138,SD,NW 43RD ST INC,7560 NW 43RD ST,MIAMI,FL,33166-6408,04/01/2013,03/31/2014
1756,SD,MARUMI INC,6010 PINE TREE DR,MIAMI BEACH,FL,33140-2127,09/01/2013,08/31/2014
1135,SD,COD AND CAPERS SEAFOOD,1201 US HIGHWAY 1,N PALM BEACH,FL,33408-3550,01/01/2013,12/31/2013
1940,SD,GARYS SEAFOOD SPECIALTIES INC,721 W AMELIA ST,ORLANDO,FL,32805-1401,07/01/2013,06/30/2014
2205,SD,BAR HARBOR LOBSTER CO INC,2000 PREMIER ROW,ORLANDO,FL,32809-6208,08/01/2013,07/31/2014
1513,SD,TRIGGER SEAFOOD,7375 SW 142ND TER,PALMETTO BAY,FL,33158-1612,04/01/2013,03/31/2014
103,SD,DIXIE FISH COMPANY INC,PO BOX 1225,PANAMA CITY,FL,32401,05/20/2013,02/28/2014
558,SD,BUDDY GANDY SEAFOOD INC,3004 W HIGHWAY 98,PANAMA CITY,FL,32401-1272,10/01/2012,09/30/2013
356,SD,TERENCE GREGORY ABRAMS,PO BOX 1030,PANAMA CITY,FL,32402-1030,03/01/2013,02/28/2014
2155,SD,SOUTHWEST FISH COMPANY OF BROWARD LLC,999 S DIXIE HWY W,POMPANO BEACH,FL,33060-7805,11/01/2012,10/31/2013
1278,SD,NORTH STAR SEAFOOD INC,2213 NW 30TH PL,POMPANO BEACH,FL,33069-1026,02/01/2013,01/31/2014
907,SD,KINGS SEAFOOD INC,PO BOX 291607,PORT ORANGE,FL,32129-1607,11/01/2012,10/31/2013
2239,SD,INDIAN RIVER SEAFOOD INC DBA CRAB E BILLS INC,1540 INDIAN RIVER DR,SEBASTIAN,FL,32958-3851,05/31/2013,06/30/2014
2390,SD,COYOTE SEAFOOD INC,441 MEMORIAL AVE,SEBASTIAN,FL,32958-6651,10/16/2012,09/30/2013
2281,SD,WILD SEAFOOD CO LLC,12124 LILLIAN AVE,SEMINOLE,FL,33778-3505,11/01/2012,10/31/2013
1847,SD,MARINER SEAFOOD INC,7304 SW 57TH AVE,SOUTH MIAMI,FL,33143-5312,04/01/2013,03/31/2014
528,SD,SEAFOOD SHOPPE INC,2125 A1A S,ST AUGUSTINE,FL,32080-6513,04/01/2013,03/31/2014
467,SD,BAMA SEA PRODUCTS INC,756 28TH ST S,ST PETERSBURG,FL,33712,01/01/2013,12/31/2013
581,SD,RISING SUN FISHERIES INC,2860 DARTMOUTH AVE N,ST PETERSBURG,FL,33713-7724,06/01/2013,05/31/2014
1420,SD,BAY N GULF INC,PO BOX 530188,ST PETERSBURG,FL,33747-0188,05/01/2013,04/30/2014
2367,SD,STONEMAN FISHERIES INC,4659 SE MAY AVE,STUART,FL,34997-6868,05/01/2013,04/30/2014
2186,SD,JOEL W JENISON,24931 OVERSEAS HWY,SUMMRLND KEY,FL,33042-4628,10/29/2012,02/28/2014
666,SD,COX SEAFOOD TARPON SPRINGS INC,PO BOX 1973,TARPON SPGS,FL,34688,02/01/2013,01/31/2014
174,SD,PELICAN POINT SEAFOOD,933 DODECANESE BLVD,TARPON SPGS,FL,34689-3135,06/07/2013,05/31/2014
2409,SD,PELICAN POINT SEAFOOD OF TARPON SPRINGS LLC,933 DODECANESE BLVD,TARPON SPGS,FL,34689-3135,12/28/2012,12/31/2013
1700,SD,VIKINGS OF TARPON SPRINGS LLC,607 ISLAND DR,TARPON SPGS,FL,34689-3149,08/01/2013,07/31/2014
2442,SD,MISS SHELL SEAFOOD INC,PO BOX 1169,TAVERNIER,FL,33070-1169,05/20/2013,06/30/2014
1619,SD,#1 DISCOUNT CORNER LLC,190 AZALEA ST,TAVERNIER,FL,33070-2201,04/01/2013,03/31/2014
2330,SD,UNLIMITED SEAFOOD INC,137 ATLANTIC AVE,TAVERNIER,FL,33070-2908,05/08/2013,04/30/2014
479,SD,PHILLIPS SEAFOOD INC,1418 SAPELO AVE NE,TOWNSEND,GA,31331-5732,12/01/2012,11/30/2013
476,SD,D AND C SEAFOOD INC,PO BOX 127,BOOTHVILLE,LA,70038-0127,01/01/2013,12/31/2013
1467,SD,TUNACO INC,PO BOX 117,DULAC,LA,70353-0117,09/01/2013,08/31/2014
131,SD,STEVEN SEAFOOD INC,8893 SHRIMPERS ROW,DULAC,LA,70353-2213,10/01/2012,09/30/2013
255,SD,3-G ENTERPRISES INC,PO BOX 640,GOLDEN MEADOW,LA,70357-0640,10/01/2012,09/30/2013
1209,SD,JENSEN TUNA INC,5885 HIGHWAY 311,HOUMA,LA,70360-6668,05/01/2013,04/30/2014
557,SD,HARLONS LA FISH LLC,PO BOX 486,KENNER,LA,70063-0486,09/01/2013,08/31/2014
700,SD,NEW ORLEANS FISH HOUSE & SEAFOOD INC,921 S DUPRE ST,NEW ORLEANS,LA,70125-1343,12/01/2012,11/30/2013
2335,SD,THOMAS JERRALL WILLIAMS,4391 TUPELO DR,SLIDELL,LA,70461-1705,01/15/2013,02/28/2014
304,SD,SHARKCO SEAFOOD INTERNATIONAL LLC,707 JUMP BASIN RD,VENICE,LA,70091-4351,09/01/2013,08/31/2014
527,SD,STAVIS SEAFOODS INC,212 NORTHERN AVE,BOSTON,MA,02210-2089,01/01/2013,12/31/2013
1145,SD,NORTH COAST SEAFOODS CORP,5 DRYDOCK AVE,BOSTON,MA,02210-2303,07/01/2013,06/30/2014
99,SD,F J OHARA & SONS INC,7 FID KENNEDY AVE,BOSTON,MA,02210-2321,07/01/2013,06/30/2014
106,SD,JOHN NAGLE CO,306 NORTHERN AVE,BOSTON,MA,02210-2324,11/01/2012,10/31/2013
1341,SD,BOSTON SWORD & TUNA INC,8 SEAFOOD WAY,BOSTON,MA,02210-2603,07/01/2013,06/30/2014
1347,SD,LEGAL SEA FOODS LLC,1 SEAFOOD WAY,BOSTON,MA,02210-2702,04/30/2013,12/31/2013
1215,SD,EDGARTOWN SEAFOOD INC,PO BOX 2892,EDGARTOWN,MA,02539-2892,07/01/2013,06/30/2014
2162,SD,HARBOR BLUE SEAFOOD INC,4 WASHINGTON ST,FAIRHAVEN,MA,02719-2918,06/01/2013,05/31/2014
2360,SD,OCEAN CREST SEAFOODS INC,88 COMMERCIAL ST,GLOUCESTER,MA,01930-5025,07/01/2013,06/30/2014
1907,SD,BOSTON WHOLESALE LOBSTER CORP,78 MARINE BLVD,LYNN,MA,01905-3029,09/01/2013,08/31/2014
1223,SD,TASTY SEAFOOD CO,13 MARCONI LN,MARION,MA,02738-1445,04/01/2013,03/31/2014
1761,SD,SHIPS INN NANTUCKET INC,PO BOX 795,NANTUCKET,MA,02554-0795,04/23/2013,03/31/2014
38,SD,BERGIES SEAFOOD INC,PO BOX 941,NEW BEDFORD,MA,02741-0941,08/01/2013,07/31/2014
1750,SD,OCEANS FLEET FISHERIES INC,20 BLACKMER ST,NEW BEDFORD,MA,02744-2614,01/01/2013,12/31/2013
1272,SD,MARTHAS VINEYARD SEAFOOD GROUP INC,PO BOX 1686,VINEYARD HVN,MA,02568-0909,08/01/2013,01/31/2014
1982,SD,KERRY FERGUSON HARRINGTON,PO BOX 196,BERLIN,MD,21811-0196,11/01/2012,10/31/2013
656,SD,SOUTHERN CONNECTION SEAFOOD INC,27040 HEARTS DR,CRISFIELD,MD,21817-2616,08/01/2013,07/31/2014
2424,SD,MARTIN FISH COMPANY LLC,12929 HARBOR RD,OCEAN CITY,MD,21842-9275,03/14/2013,12/31/2013
2427,SD,SPENCER PATRICK SCHAFFNER,5296 MORRIS RD,PITTSVILLE,MD,21850-2151,03/28/2013,11/30/2013
1903,SD,FRESH ATLANTIC USA INC,416A COMMERCIAL ST,PORTLAND,ME,04101-,07/01/2013,06/30/2014
2025,SD,PORTLAND FISH EXCHANGE,6 PORTLAND FISH PIER,PORTLAND,ME,04101-4620,09/01/2013,08/31/2014
1848,SD,NORTH ATLANTIC INC,PO BOX 682,PORTLAND,ME,4104,02/01/2013,01/31/2014
1143,SD,BRISTOL SEAFOOD INC,PO BOX 486,PORTLAND,ME,04112-0486,07/01/2013,06/30/2014
618,SD,AVON SEAFOOD,PO BOX 251,AVON,NC,27915-0251,06/01/2013,05/31/2014
1208,SD,WILLIAM SMITH SEAFOOD INC,477 OLD CAUSEWAY RD,BEAUFORT,NC,28516,11/01/2012,10/31/2013
2425,SD,THOMAS SEAFOOD OF CARTERET INC,421 MERRIMON RD,BEAUFORT,NC,28516-6679,03/14/2013,02/28/2014
2460,SD,SHELLFISH 2000 LLC,421 CEDAR POINT BLVD,CEDAR POINT,NC,28584-8007,07/23/2013,05/31/2014
1861,SD,HARBOR HOUSE SEAFOOD MARKET,PO BOX 7,HATTERAS,NC,27943-0007,02/06/2013,01/31/2014
2449,SD,BAUMANS OUTER BANKS CATCH,PO BOX 27,MANTEO,NC,27954-0027,07/12/2013,09/30/2014
1487,SD,DONALD LOUIS BRADDICK,127 TOLER RD,MANTEO,NC,27954-9514,04/01/2013,03/31/2014
1516,SD,CRYSTAL COAST FISHERIES INC,2010 BRIDGES ST,MOREHEAD CITY,NC,28557-3615,04/01/2013,03/31/2014
2374,SD,CHRISTOPHER KYLE ROOSEVELT,207 LAZY LN,MOREHEAD CITY,NC,28557-9626,08/08/2013,07/31/2014
1243,SD,VICKSAN INC,7623 S VIRGINIA DARE TRL,NAGS HEAD,NC,27959-9164,11/01/2012,10/31/2013
2243,SD,BEAUFORT & INLET SEAFOOD CO INC,PO BOX 3321,NEW BERN,NC,28564-3321,07/01/2013,06/30/2014
1514,SD,MORGAN HARVEST INC,304 STEAMSHIP LN,NEWPORT,NC,28570-6282,09/01/2013,08/31/2014
1156,SD,HOMER SMITH SEAFOOD INC,PO BOX 68,SALTER PATH,NC,28575-0068,12/01/2012,11/30/2013
2467,SD,MITCHELLS SEAFOOD LLC,PO BOX 409,SNEADS FERRY,NC,28460-0409,08/20/2013,04/30/2014
1316,SD,TATUM SEAFOOD INC,PO BOX 11365,SOUTHPORT,NC,28461-1365,04/08/2013,03/31/2014
921,SD,WILLIE R ETHERIDGE SEAFOOD CO INC,PO BOX 77,WANCHESE,NC,27981-0077,03/01/2013,02/28/2014
941,SD,WANCHESE FISH CO INC,PO BOX 369,WANCHESE,NC,27981-0369,01/01/2013,12/31/2013
1766,SD,GRAYBEARDS LLC,PO BOX 700,WANCHESE,NC,27981-0700,02/01/2013,01/31/2014
1124,SD,ONEALS SEA HARVEST INC,PO BOX 708,WANCHESE,NC,27981-0708,04/01/2013,03/31/2014
2343,SD,WASHINGTON CRAB & SEAFOOD,PO BOX 2185,WASHINGTON,NC,27889-2185,06/07/2012,10/31/2013
1169,SD,MOTTS CHANNEL SEAFOOD INC,120 SHORT ST,WRITSVLLE BCH,NC,28480-1764,01/29/2013,02/28/2014
2373,SD,SEAPORT FISH COMPANY LLC,PO BOX 95,PORTSMOUTH,NH,03802-0095,09/01/2013,08/31/2014
94,SD,VIKING VILLAGE INC,PO BOX 458,BARNEGAT LGT,NJ,08006-0458,11/01/2012,10/31/2013
2464,SD,LIGHTHOUSE MARINA PARTNERSHIP,PO BOX 705,BARNEGAT LGT,NJ,08006-0705,08/12/2013,12/31/2014
35,SD,COLD SPRING FISH AND SUPPLY CO INC,906 SCHELLENGER ST,CAPE MAY,NJ,08204-1775,11/01/2012,10/31/2013
109,SD,ATLANTIC CAPES FISHERIES INC,985 OCEAN DR,CAPE MAY,NJ,08204-1855,04/01/2013,03/31/2014
119,SD,LUNDS FISHERIES INC,997 OCEAN DR,CAPE MAY,NJ,08204-1855,05/01/2013,04/30/2014
2114,SD,MICHELE KEATING BRIGHT,615 GOSHEN RD,CAPE MAY CH,NJ,08210-1501,04/01/2013,03/31/2014
1801,SD,D & S FISHERIES LLC,6 BIRCH LN,COLTS NECK,NJ,07722-2018,04/01/2013,03/31/2014
546,SD,FISHERMENS DOCK COOPERATIVE INC,PO BOX 1314,PT PLEASANT B,NJ,8742,12/01/2012,11/30/2013
859,SD,KASHIKO INC,4164 ATLANTIC AVE,WALL TOWNSHIP,NJ,07727-3712,05/01/2013,04/30/2014
1835,SD,DOCK ST SEAFOOD INC,4408 PARK BLVD,WILDWOOD,NJ,08260-1731,07/01/2013,06/30/2014
1046,SD,FRANK W WILKISSON INC,800 FOOD CENTER DR #98,BRONX,NY,10474,01/01/2013,12/31/2013
1937,SD,LOCKWOOD AND WINANT SEAFOOD LLC,800 FOOD CENTER DR,BRONX,NY,10474,12/01/2012,11/30/2013
1043,SD,BLUE RIBBON FISH CO INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,04/17/2013,03/31/2014
821,SD,DOWN EAST AND SEAFOOD INC,311 MANIDA ST,BRONX,NY,10474-6819,08/15/2013,08/31/2014
1400,SD,AGGER FISH CORP,63 FLUSHING AVE,BROOKLYN,NY,11205,10/01/2012,09/30/2013
2428,SD,COASTAL WATER GUIDES LLC,PO BOX 705,HAMPTON BAYS,NY,11946-0607,09/11/2013,10/31/2014
1383,SD,WHITE CAP FISH MARKET CORP,120 MAIN ST,ISLIP,NY,11751-3431,06/01/2013,05/31/2014
1679,SD,SAVI SEAFOODS LLC,7649 CHARLEMONT DR,MANLIUS,NY,13104-9517,04/01/2013,03/31/2014
80,SD,BOB GOSMAN CO INC,PO BOX 2340,MONTAUK,NY,11954,01/01/2013,12/31/2013
2213,SD,MONTAUK FISH DOCK INC,PO BOX 2048,MONTAUK,NY,11954-0902,01/07/2013,12/31/2013
1904,SD,SHALI CORP DBA WEST LAKE CLAM AND CHOWDER,30 S FULTON ST,MONTAUK,NY,11954-5230,05/01/2013,04/30/2014
799,SD,SAMUELS & SON SEAFOOD CO INC,3400 S LAWRENCE ST,PHILADELPHIA,PA,19148-5623,02/06/2013,01/31/2014
1482,SD,ERNIES OLD HARBOUR RESTAURANT INC,P O BOX 1748,BLOCK ISLAND,RI,2807,07/01/2013,06/30/2014
2342,SD,THE LOCAL CATCH INC,PO BOX 1326,CHARLESTOWN,RI,02813-0905,03/01/2013,02/28/2014
1976,SD,COMPASS SEAFOOD LLC,30 BROWNING DR,CHARLESTOWN,RI,02813-2439,07/10/2013,04/30/2014
544,SD,SEAFREEZE LTD,100 DAVISVILLE PIER RD,N KINGSTOWN,RI,02852-8011,01/01/2013,12/31/2013
2443,SD,SEAFREEZE SHORESIDE INC,100 DAVISVILLE PIER RD,N KINGSTOWN,RI,02852-8011,05/20/2013,03/31/2014
2238,SD,CHAMPLINS SEAFOOD DECK INC,PO BOX 426,NARRAGANSETT,RI,02882-0426,04/01/2013,03/31/2014
707,SD,T & C LOBSTER INC,PO BOX 3189,NARRAGANSETT,RI,02882-0796,11/01/2012,10/31/2013
37,SD,N PARASCANDOLO AND SONS INC,PERRY MILL WHARF,NEWPORT,RI,2840,02/01/2013,01/31/2014
51,SD,CELESTIAL FOOD DISTRIBUTORS INC,43 CELESTIAL DR,SAUNDERSTOWN,RI,02874-2380,06/01/2013,05/31/2014
529,SD,CROSBYS SEAFOOD,2019C CHERRY HILL LN,CHARLESTON,SC,29405-9309,03/01/2013,02/28/2014
530,SD,CAROLINA SEAFOODS INC,PO BOX 396,MCCLELLANVILLE,SC,29458,01/01/2013,12/31/2013
1770,SD,SCOTT ROBERT RAUCH,2004 ARUNDEL PL,MT PLEASANT,SC,29464-6200,01/01/2013,12/31/2013
1051,SD,KENYON SEAFOOD,PO BOX 385,MURRELLS INLT,SC,29576,10/01/2012,09/30/2013
942,SD,CHERRY POINT SEAFOOD CO INC,2789 CHERRY POINT RD,WADMALAW IS,SC,29487-7007,08/01/2013,07/31/2014
2003,SD,YONGES ISLAND FISH COMPANY INC,4435 COX PLANTATION RD,YONGES ISLAND,SC,29449-6276,03/01/2013,02/28/2014
2273,SD,KATIES SEAFOOD LLC,1902 WHARF RD,GALVESTON,TX,77550-1652,08/01/2013,07/31/2014
403,SD,GALVESTON SHRIMP COMPANY INC,PO BOX 863,GALVESTON,TX,77553-0863,09/01/2013,08/31/2014
2044,SD,JOHN W WALKER,4112 FOX MEADOW LN,PASADENA,TX,77504-2814,01/24/2013,09/30/2013
1218,SD,L D AMORY & CO INC,PO BOX 518,HAMPTON,VA,23669-0518,07/30/2013,06/30/2014
487,SD,GEORGES SEAFOOD INC,PO BOX 7207,NORFOLK,VA,23509-0207,06/01/2013,05/31/2014
