SERO Dealer,Permit,Dealer,Address,City,State,Zipcode,Effective Date,Expiration Date
186,SD,TWO BILLS SEAFOOD INC,4501 SW 44TH AVE,FT LAUDERDALE,FL,33314-4738,05/01/2016,04/30/2017
1918,SD,GOIN OFF ENTERPRISES INC,800 SW 12TH CT,FT LAUDERDALE,FL,33315-1445,02/05/2016,01/31/2017
2596,SD,FINSTER MURPHYS INC,1497 SE 17TH ST,FT LAUDERDALE,FL,33316-1709,04/02/2016,03/31/2017
1066,SD,THE FISHMONGER OF FORT MYERS BEACH INC,19030 SAN CARLOS BLVD,FT MYERS BCH,FL,33931-2219,04/01/2016,03/31/2017
1413,SD,MARIAS FRESH SEAFOOD MARKET LLC,PO BOX 1373,GULF BREEZE,FL,32562-1373,12/15/2015,12/31/2016
2608,SD,FLASH CATERING LLC,9126 SE BRIDGE RD,HOBE SOUND,FL,33455-4417,08/01/2015,07/31/2016
368,SD,JARVICO INC,2046 MCKINLEY ST,HOLLYWOOD,FL,33020-3165,06/01/2015,05/31/2016
1291,SD,DELAWARE CHICKEN FARM INC,4191A N STATE ROAD 7,HOLLYWOOD,FL,33021-1510,03/01/2016,02/28/2017
1705,SD,MOLESTER SPORTFISHING & YACHTING LLC,3917 GARFIELD ST,HOLLYWOOD,FL,33021-6003,09/01/2015,08/31/2016
2496,SD,CHRISTOPHER FRANK GALATI,628 HAMPSHIRE LN,HOLMES BEACH,FL,34217-1224,01/13/2016,11/30/2016
422,SD,WHITNEY AND SON SEAFOODS INC,13326 US HIGHWAY 19,HUDSON,FL,34667-1658,10/01/2015,09/30/2016
2674,SD,CANDELA FISHING CORP,74580 OVERSEAS HWY,ISLAMORADA,FL,33036-4134,04/06/2015,07/31/2016
491,SD,BACALAO BROTHERS INC,1419 NE JENSEN BEACH BLVD,JENSEN BEACH,FL,34957-7225,06/01/2015,05/31/2016
2711,SD,TIMOTHY BRIAN MATESI,800 NORTHVIEW DR,JUPITER,FL,33458-4232,07/20/2015,11/30/2016
2301,SD,PINDERS SEAFOOD AND MARKETPLACE INC,1665 N OLD DIXIE HWY,JUPITER,FL,33469-3240,02/01/2016,02/28/2017
2485,SD,MWGM INC,103 SOUTH US 1,JUPITER,FL,33477,08/01/2015,07/31/2016
1445,SD,SCHOONERS MARKET INC,1001 N A1A,JUPITER,FL,33477-4441,03/01/2016,02/28/2017
400,SD,KEY LARGO FISHERIES INC,PO BOX 273,KEY LARGO,FL,33037,12/01/2015,11/30/2016
2697,SD,SCHOONER SEAFOODS MGT INC,102401 OVERSEAS HWY,KEY LARGO,FL,33037-4613,06/25/2015,08/31/2016
2599,SD,EVAN CRISTOPHER TINGLEY,2824 PATTERSON AVE,KEY WEST,FL,33040-4048,02/19/2016,01/31/2017
2639,SD,THE CONCH SHACK LLC,5110 OVERSEAS HWY,KEY WEST,FL,33040-4324,02/01/2016,01/31/2017
2282,SD,K M TOMITA INC,5230 US HIGHWAY 1,KEY WEST,FL,33040-4326,04/21/2016,02/28/2017
2723,SD,L & J S QUALITY FISHERIES LLC,19 EL MONTE LN,KEY WEST,FL,33040-5415,09/28/2015,01/31/2017
122,SD,STOCK ISLAND LOBSTER CO,6639 MALONEY AVE,KEY WEST,FL,33040-6006,11/01/2015,10/31/2016
1339,SD,RUSTY ANCHOR SEAFOOD OF KEY WEST INC,5510 3RD AVE,KEY WEST,FL,33040-6032,08/01/2015,07/31/2016
1114,SD,FISHBUSTERZ LLC,PO BOX 169,KEY WEST,FL,33041-0169,05/01/2016,04/30/2017
2572,SD,LIGHTHOUSE SEAFOOD INC,101 N COUNTRY CLUB RD,LAKE MARY,FL,32746-3247,02/12/2016,01/31/2017
1639,SD,DAY BOAT SEAFOOD LLC,1335 OLD DIXIE HWY,LAKE PARK,FL,33403-1966,12/01/2015,11/30/2016
2686,SD,OUTCLAWS LLC,1335 OLD DIXIE HWY,LAKE PARK,FL,33403-1966,06/04/2015,08/31/2016
2281,SD,WILD SEAFOOD CO LLC,12124 LILLIAN AVE,LARGO,FL,33778-3505,11/01/2015,10/31/2016
1635,SD,P T FISH INC,7794 NW 44TH ST,LAUDERHILL,FL,33351-6204,02/05/2016,05/31/2016
959,SD,FISHERMENS ICE & BAIT INC,PO BOX 8127,MADEIRA BEACH,FL,33738-8127,12/01/2015,11/30/2016
398,SD,KEYS FISHERIES INC,3390 GULFVIEW AVE,MARATHON,FL,33050-2311,12/14/2015,04/30/2017
22,SD,FLORIBBEAN WHOLESALE INC,5151 NW 17TH ST,MARGATE,FL,33063-3781,12/01/2015,11/30/2016
654,SD,CASABLANCA FISH MARKET,404 NW NORTH RIVER DR,MIAMI,FL,33128-1628,07/01/2015,05/31/2016
2500,SD,CATCH EM UP FISHERIES AND SEAFOOD INC,707 SW 28TH RD,MIAMI,FL,33129-2525,02/01/2016,01/31/2017
1349,SD,JC SEAFOOD INC,PO BOX 522856,MIAMI,FL,33152-2856,12/01/2015,11/30/2016
2237,SD,THE FISH COMPANY INC,PO BOX 522856,MIAMI,FL,33152-2856,07/01/2015,06/30/2016
2571,SD,CASABLANCA FISHERIES IMP & DIST LLC,PO BOX 669010,MIAMI,FL,33166-9426,07/01/2015,06/30/2016
2369,SD,SABLE SEAFOOD LLC,9875 SW 84TH ST,MIAMI,FL,33173-4048,07/02/2015,05/31/2016
2704,SD,DWIGHT E WILSON,12229 CAPTAINS LNDG,N PALM BEACH,FL,33408-2505,10/06/2015,06/30/2016
1135,SD,COD AND CAPERS SEAFOOD,1201 US HIGHWAY 1,N PALM BEACH,FL,33408-3550,01/01/2016,12/31/2016
2499,SD,OUTRIGGERS TIKI BAR & GRILLE LLC,300 BOAT YARD ST,NEW SMYRNA,FL,32169-5209,06/10/2015,05/31/2016
2533,SD,SHORELINE NSB LLC,163 MIDDLE WAY,NEW SMYRNA,FL,32169-5212,09/24/2015,10/31/2016
2682,SD,COVE MARINE INC,290 YACHT CLUB DR,NICEVILLE,FL,32578-7122,04/24/2015,06/30/2016
2205,SD,BAR HARBOR LOBSTER CO INC,2000 PREMIER ROW,ORLANDO,FL,32809-6208,08/01/2015,07/31/2016
1940,SD,NUMBER 1 FISHERMAN INC,307 CLONTS ST,OVIEDO,FL,32765-7199,08/01/2015,07/31/2016
2663,SD,ITS ALL GOOD FISHING LLC,8478 DAMASCUS DR,PALM BCH GDNS,FL,33418-6012,05/10/2016,02/28/2017
1513,SD,TRIGGER SEAFOOD CORP,7375 SW 142ND TER,PALMETTO BAY,FL,33158-1612,04/01/2016,03/31/2017
356,SD,TERENCE GREGORY ABRAMS,PO BOX 1030,PANAMA CITY,FL,32402-1030,03/01/2016,02/28/2017
393,SD,JOE PATTI SEAFOOD,524 S B ST,PENSACOLA,FL,32502-5422,08/01/2015,07/31/2016
2155,SD,SOUTHWEST FISH COMPANY OF BROWARD LLC,999 S DIXIE HWY W,POMPANO BEACH,FL,33060-7805,11/01/2015,10/31/2016
1278,SD,NORTH STAR SEAFOOD LLC,2213 NW 30TH PL,POMPANO BEACH,FL,33069-1026,03/24/2016,01/31/2017
2558,SD,SEAFOOD AT PORT ORANGE INC,617 LEMON ST,PORT ORANGE,FL,32127-4363,06/18/2015,05/31/2016
907,SD,KINGS SEAFOOD INC,PO BOX 291607,PORT ORANGE,FL,32129-1607,11/01/2015,10/31/2016
2681,SD,KEVIN EARL DUETT,305 SUMMERSET DR,SAINT JOHNS,FL,32259-8885,05/05/2015,06/30/2016
2534,SD,CRAB E BILLS INC,1540 INDIAN RIVER DR,SEBASTIAN,FL,32958-3851,12/01/2015,11/30/2016
2717,SD,FISH STONERS INC,3930 OLEANDER WAY,ST PETE BEACH,FL,33706-2637,08/19/2015,07/31/2016
467,SD,BAMA SEA PRODUCTS INC,756 28TH ST S,ST PETERSBURG,FL,33712-1907,01/01/2016,12/31/2016
1420,SD,BAY-N-GULF INC,PO BOX 530188,ST PETERSBURG,FL,33747-0188,05/01/2016,04/30/2017
2561,SD,JOPED INC,1411 SE INDIAN ST,STUART,FL,34997-5601,03/18/2016,02/28/2017
1364,SD,FANCI SEAFOOD INC,PO BOX 420354,SUMMRLND KEY,FL,33042-0354,11/16/2015,11/30/2016
666,SD,COXS SEAFOOD TARPON SPRINGS INC,PO BOX 1973,TARPON SPGS,FL,34688-1973,02/01/2016,01/31/2017
2409,SD,PELICAN POINT SEAFOOD OF TARPON SPRINGS LLC,933 DODECANESE BLVD,TARPON SPGS,FL,34689-3135,01/07/2016,12/31/2016
174,SD,RUSSELL REAL ESTATE INVESTMENTS INC,933 DODECANESE BLVD,TARPON SPGS,FL,34689-3135,06/01/2015,05/31/2016
2488,SD,#1 BAIT COMPANY LLC,190 AZALEA ST,TAVERNIER,FL,33070-2201,04/01/2016,03/31/2017
2737,SD,CHRISTOPHER JAMES NADOLNA,5421 HOBART AVE,WEST PALM BCH,FL,33405-3418,10/29/2015,10/31/2016
2351,SD,DAVID FRANKLIN TROGDON,147 1ST ST,WEST PALM BCH,FL,33413-1704,01/05/2016,12/31/2016
476,SD,D AND C SEAFOOD INC,PO BOX 127,BOOTHVILLE,LA,70038-0127,01/01/2016,12/31/2016
1467,SD,TUNACO INC,PO BOX 117,DULAC,LA,70353-0117,09/01/2015,08/31/2016
131,SD,STEVENS SEAFOOD INC,8893 SHRIMPERS ROW,DULAC,LA,70353-2213,10/01/2015,09/30/2016
255,SD,3-G ENTERPRISES INC,PO BOX 640,GOLDEN MEADOW,LA,70357-0640,09/01/2015,08/31/2016
1209,SD,JENSEN TUNA INC,5885 HIGHWAY 311,HOUMA,LA,70360-6668,05/01/2016,04/30/2017
557,SD,HARLONS LA FISH LLC,PO BOX 486,KENNER,LA,70063-0486,09/01/2015,08/31/2016
700,SD,NEW ORLEANS FISH HOUSE,921 S DUPRE ST,NEW ORLEANS,LA,70125-1343,12/01/2015,11/30/2016
304,SD,SHARKCO SEAFOOD INTERNATIONAL LLC,707 JUMP BASIN RD,VENICE,LA,70091-4351,09/01/2015,08/31/2016
527,SD,STAVIS SEAFOODS INC,212 NORTHERN AVE,BOSTON,MA,02210-2089,01/01/2016,12/31/2016
1145,SD,NORTH COAST SEAFOODS CORP,5 DRYDOCK AVE,BOSTON,MA,02210-2303,07/01/2015,06/30/2016
99,SD,F J OHARA & SONS INC,7 FID KENNEDY AVE,BOSTON,MA,02210-2321,08/01/2015,07/31/2016
106,SD,JOHN NAGLE CO,306 NORTHERN AVE,BOSTON,MA,02210-2324,11/01/2015,10/31/2016
1341,SD,BOSTON SWORD & TUNA INC,8 SEAFOOD WAY,BOSTON,MA,02210-2603,07/07/2015,06/30/2016
1347,SD,LEGAL SEA FOODS LLC,1 SEAFOOD WAY,BOSTON,MA,02210-2702,01/25/2016,12/31/2016
1215,SD,EDGARTOWN SEAFOOD INC,PO BOX 2892,EDGARTOWN,MA,02539-2892,07/01/2015,06/30/2016
2162,SD,HARBOR BLUE SEAFOOD INC,28 FORT ST,FAIRHAVEN,MA,02719-2714,06/23/2015,05/31/2016
2769,SD,BLUE HARVEST MARINE SERVICES,4 WASHINGTON ST,FAIRHAVEN,MA,02719-2918,03/21/2016,04/30/2017
1907,SD,BOSTON WHOLESALE LOBSTER CORP,78 MARINE BLVD,LYNN,MA,01905-3029,09/01/2015,08/31/2016
2646,SD,NORTH ATLANTIC TRADERS LTD,PO BOX 159,MARBLEHEAD,MA,01945-0159,02/03/2015,06/30/2016
1223,SD,TASTY SEAFOOD CO,13 MARCONI LN,MARION,MA,02738-1445,04/01/2016,03/31/2017
1761,SD,SHIPS INN NANTUCKET INC,PO BOX 795,NANTUCKET,MA,02554-0795,04/01/2016,03/31/2017
2547,SD,SALTY BALLS SEAFOOD LLC,PO BOX 3001,NANTUCKET,MA,02584-3001,12/01/2015,11/30/2016
38,SD,BERGIES SEAFOOD INC,PO BOX 941,NEW BEDFORD,MA,02741-0941,08/01/2015,07/31/2016
1750,SD,OCEANS FLEET FISHERIES INC,20 BLACKMER ST,NEW BEDFORD,MA,02744-2614,01/01/2016,12/31/2016
1272,SD,MARTHAS VINEYARD SEAFOOD GROUP INC,PO BOX 1686,VINEYARD HVN,MA,02568-0909,02/01/2016,12/31/2016
1982,SD,KERRY FERGUSON HARRINGTON,PO BOX 196,BERLIN,MD,21811-0196,07/13/2015,10/31/2016
656,SD,SOUTHERN CONNECTION SEAFOOD INC,27040 HEARTS DR,CRISFIELD,MD,21817-2616,08/01/2015,07/31/2016
2424,SD,MARTIN FISH COMPANY LLC,12929 HARBOR RD,OCEAN CITY,MD,21842-9275,02/01/2016,12/31/2016
2025,SD,PORTLAND FISH EXCHANGE,6 PORTLAND FISH PIER,PORTLAND,ME,04101-4620,09/01/2015,08/31/2016
2539,SD,BRISTOL SEAFOOD LLC,PO BOX 486,PORTLAND,ME,04112-0486,02/01/2016,01/31/2017
618,SD,AVON SEAFOOD,40089 HARBOR ROAD,AVON,NC,27915,07/01/2015,05/31/2016
2425,SD,THOMAS SEAFOOD OF CARTERET INC,421 MERRIMON RD,BEAUFORT,NC,28516-6679,03/01/2016,02/28/2017
456,SD,BLACKBURN BROS INC,PO BOX 1605,CAROLINA BCH,NC,28428-1605,08/01/2015,07/31/2016
2559,SD,BLUE WATER ORGANIC FARMING LLC,107 ANNA CT,HAMPSTEAD,NC,28443-2097,06/01/2015,05/31/2016
1487,SD,DONALD LOUIS BRADDICK,127 TOLER RD,MANTEO,NC,27954-9514,04/18/2016,03/31/2017
2780,SD,CRYSTAL COAST DAYBOAT SEAFOOD COMPANY LLC,2010 BRIDGES ST,MOREHEAD CITY,NC,28557-3615,04/22/2016,03/31/2017
1516,SD,CRYSTAL COAST FISHERIES INC,2010 BRIDGES ST,MOREHEAD CITY,NC,28557-3615,04/01/2016,03/31/2017
1243,SD,VICKSAN INC,7623 S VIRGINIA DARE TRL,NAGS HEAD,NC,27959-9164,11/01/2015,10/31/2016
2243,SD,BEAUFORT INLET SEAFOOD CO INC,PO BOX 3321,NEW BERN,NC,28564-3321,07/01/2015,06/30/2016
1514,SD,MORGAN HARVEST INC,304 STEAMSHIP LN,NEWPORT,NC,28570-6282,09/01/2015,08/31/2016
1156,SD,HOMER SMITH SEAFOOD INC,PO BOX 68,SALTER PATH,NC,28575-0068,12/01/2015,11/30/2016
2705,SD,EXTREME WATER SPORTS LLC,316 FULCHER LANDING RD,SNEADS FERRY,NC,28460-6560,07/10/2015,06/30/2016
2683,SD,FIBBER MCGEES INC,1780-1 QUEEN ANNE,SUNSET BEACH,NC,28468-4394,04/29/2015,10/31/2016
921,SD,WILLIE R ETHERIDGE SEAFOOD CO INC,PO BOX 77,WANCHESE,NC,27981-0077,03/01/2016,02/28/2017
2549,SD,HARDWAY FISHERIES INC,PO BOX 92,WANCHESE,NC,27981-0092,03/01/2016,02/28/2017
941,SD,WANCHESE FISH CO INC,PO BOX 369,WANCHESE,NC,27981-0369,01/01/2016,12/31/2016
1124,SD,ONEALS SEA HARVEST INC,PO BOX 708,WANCHESE,NC,27981-0708,04/01/2016,03/31/2017
1169,SD,MOTTS CHANNEL SEAFOOD INC,120 SHORT ST,WRITSVLLE BCH,NC,28480-1764,11/06/2015,02/28/2017
2373,SD,SEAPORT FISH COMPANY LLC,PO BOX 95,PORTSMOUTH,NH,03802-0095,07/15/2015,08/31/2016
94,SD,VIKING VILLAGE INC,PO BOX 458,BARNEGAT LGT,NJ,08006-0458,11/01/2015,10/31/2016
2634,SD,NORTHEND MARINA LLC,PO BOX 705,BARNEGAT LGT,NJ,08006-0705,03/06/2015,07/31/2016
2772,SD,FISH WHISTLE LLC,477 KENNEDY BLVD,BAYONNE,NJ,07002-2797,03/24/2016,12/31/2016
35,SD,COLD SPRING FISH AND SUPPLY CO INC,906 SCHELLENGER ST,CAPE MAY,NJ,08204-1775,11/01/2015,10/31/2016
109,SD,ATLANTIC CAPES FISHERIES INC,985 OCEAN DR,CAPE MAY,NJ,08204-1855,04/01/2016,03/31/2017
119,SD,LUNDS FISHERIES INC,997 OCEAN DR,CAPE MAY,NJ,08204-1855,05/01/2016,04/30/2017
2114,SD,MICHELE KEATING BRIGHT,615 GOSHEN RD,CAPE MAY CH,NJ,08210-1501,04/01/2016,03/31/2017
546,SD,FISHERMENS DOCK COOPERATIVE INC,PO BOX 1314,PT PLEASANT B,NJ,08742-1314,12/01/2015,11/30/2016
859,SD,KASHIKO INC,4164 ATLANTIC AVE,WALL TOWNSHIP,NJ,07727-3712,05/01/2016,04/30/2017
2590,SD,JOHN WILLIAM MIKSZA,10-C HANCOCK DR,WHITING,NJ,08759-1649,06/01/2015,05/31/2016
1835,SD,DOCK ST SEAFOOD INC,4408 PARK BLVD,WILDWOOD,NJ,08260-1731,07/01/2015,06/30/2016
1043,SD,BLUE RIBBON FISH CO INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,04/08/2016,03/31/2017
1046,SD,FRANK W WILKISSON INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,01/01/2016,12/31/2016
1400,SD,AGGER FISH CORP,63 FLUSHING AVE,BROOKLYN,NY,11205-1005,11/17/2015,09/30/2016
2754,SD,COR J SEAFOOD CORP,36 LIGHTHOUSE RD,HAMPTON BAYS,NY,11946-3222,01/07/2016,03/31/2017
1383,SD,WHITE CAP FISH MARKET CORP,120 MAIN ST,ISLIP,NY,11751-3431,06/01/2015,05/31/2016
1679,SD,SAVI SEAFOODS LLC,7649 CHARLEMONT DR,MANLIUS,NY,13104-9517,04/01/2016,03/31/2017
2213,SD,MONTAUK FISH DOCK INC,PO BOX 2048,MONTAUK,NY,11954-0902,01/01/2016,12/31/2016
1904,SD,SHALI CORP,30 S FULTON ST,MONTAUK,NY,11954-5230,05/01/2016,04/30/2017
799,SD,SAMUELS & SON SEAFOOD CO INC,3400 S LAWRENCE ST,PHILADELPHIA,PA,19148-5623,02/04/2016,01/31/2017
1495,SD,TOMMY FORTE,PO BOX 16241,SAN JUAN,PR,00908-6241,01/07/2016,12/31/2016
1482,SD,ERNIES OLD HARBOUR RESTAURANT INC,PO BOX 1748,BLOCK ISLAND,RI,02807-1748,07/01/2015,06/30/2016
2342,SD,THE LOCAL CATCH INC,PO BOX 1326,CHARLESTOWN,RI,02813-0905,02/01/2016,01/31/2017
544,SD,SEAFREEZE LTD,100 DAVISVILLE PIER RD,N KINGSTOWN,RI,02852-8011,02/26/2016,12/31/2016
1648,SD,NGC INC,PO BOX 608,NARRAGANSETT,RI,02882-0608,12/07/2015,01/31/2017
707,SD,T & C LOBSTER INC,PO BOX 3189,NARRAGANSETT,RI,02882-0796,11/01/2015,10/31/2016
2443,SD,SEAFREEZE SHORESIDE INC,PO BOX 3293,NARRAGANSETT,RI,02882-0798,04/01/2016,03/31/2017
51,SD,CELESTIAL FOOD DISTRIBUTORS INC,43 CELESTIAL DR,SAUNDERSTOWN,RI,02874-2380,06/01/2015,05/31/2016
529,SD,CROSBYS SEAFOOD,2019C CHERRY HILL LN,CHARLESTON,SC,29405-9309,03/01/2016,02/28/2017
2726,SD,OV ASSOCIATES LLC,15833 BENNETTS POINT RD,GREEN POND,SC,29446,09/30/2015,05/31/2016
2481,SD,CARL WILLIAM CUSTER SR,127 PIER POINTE DR,LITTLE RIVER,SC,29566-9274,09/22/2015,08/31/2016
530,SD,CAROLINA SEAFOODS INC,PO BOX 396,MCCLELLANVLE,SC,29458-0396,02/02/2016,12/31/2016
2530,SD,DINING CONCEPTS GROUPS LLC,4123 US 17 BUSINESS,MURRELLS INLET,SC,29576,02/09/2016,12/31/2016
2140,SD,HARRELSONS SEAFOOD MARKET,PO BOX 302,MURRELLS INLET,SC,29576,07/30/2015,06/30/2016
2716,SD,KENYON SEAFOOD LLC,PO BOX 385,MURRELLS INLT,SC,29576-0385,08/12/2015,05/31/2016
2691,SD,LOW COUNTRY SHELLFISH INC,7195 BRYHAWKE CIR,N CHARLESTON,SC,29418-3331,06/04/2015,12/31/2016
942,SD,CHERRY POINT SEAFOOD CO INC,2789 CHERRY POINT RD,WADMALAW IS,SC,29487-7007,08/01/2015,06/30/2016
2003,SD,YONGES ISLAND FISH COMPANY INC,7540 ETHEL POST OFFICE RD,YONGES ISLAND,SC,29449-6055,03/01/2016,02/28/2017
2273,SD,KATIES SEAFOOD LLC,1902 WHARF RD,GALVESTON,TX,77550-1652,08/01/2015,07/31/2016
403,SD,GALVESTON SHRIMP COMPANY INC,PO BOX 863,GALVESTON,TX,77553-0863,09/01/2015,08/31/2016
487,SD,GEORGES SEAFOOD INC,PO BOX 7207,NORFOLK,VA,23509-0207,06/01/2015,05/31/2016
