Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
"42 U.S.C. Sections 2000e-5(b), 2000e-8(e) (Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.,"EEOC v. Associated Dry Goods Corps., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964F Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)",33,WFO,4080
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",10,ATLANTA,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",0,BIRMINGHAM,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",2,CHARLOTTE,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",65,CHICAGO,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",132,DALLAS,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",15,HOUSTON,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",3,INDIANAPOLIS,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",0,LOS ANGELES,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",44,MEMPHIS,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",38,MIAMI,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",66,NEW YORK,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",171,OLC/HDQ,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",10,PHILADELPHIA,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",108,PHOENIX,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",56,SAN FRANCISCO,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",5,ST. LOUIS,742
42 U.S.C. Section 12117,"Information pertaining to charges of unlawful employment practices under ADA, information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.","EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",17,WFO,742
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",8,ATLANTA,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",0,BIRMINGHAM,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",0,CHARLOTTE,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",2,CHICAGO,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",5,DALLAS,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",0,HOUSTON,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",0,INDIANAPOLIS,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",0,LOS ANGELES,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",10,MEMPHIS,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",0,MIAMI,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",60,NEW YORK,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",143,OLC/HDQ,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",4,PHILADELPHIA,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",106,PHOENIX,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",54,SAN FRANCISCO,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",2,ST. LOUIS,409
42 U.S.C. Section 2000ff-6,Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in investigating charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished.,"EEOC v. Associated Dry Goods Corp., 449 U. S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D. N.J. 1989)",15,WFO,409
